内容,主题概率,主题类型
产品 领队 负责 有问必答 选择 大阪 中心 不用 行李 格兰 比亚 大酒店 地理位置 真不错 不用 坐去 京都 神户 环球 影城 自由 挑战 交通 日本 交通 两天 摸清 规律 运行 方式 不难 酒店 所处 大阪 坐地铁 梅田 购物 大丸 阪神 八喜 东西 酒店 放下 酒店 电梯 一楼 左手 出门 电梯 一层 松本 本清 坐地铁 御堂 筋线 英文 擅长 日语 谷歌 地图 翻译 软件 全程 无障碍 闺蜜 日本 真的 适来,"[(1, 0.45299366), (3, 0.14242664), (4, 0.18775606), (6, 0.2103612)]",1
酒店 房间 位置 景点 逛街 房间 打扫 干净 内部 设施 齐全 服务 不错 整体 比较满意 性价比 值得 推荐,"[(6, 0.9546623)]",6
各项 服务 开心 爽心 东方 酒店 位置 出门 酒店 环境,"[(0, 0.013064689), (1, 0.013091411), (2, 0.013148248), (3, 0.17064978), (4, 0.25519115), (5, 0.013070914), (6, 0.5217838)]",6
酒店 位置 美国 日本 超级 天津 性价比 酒店设施 服务态度,"[(0, 0.014341436), (1, 0.73591447), (2, 0.014386247), (3, 0.014343808), (4, 0.014381809), (5, 0.014346234), (6, 0.19228598)]",1
地理位置 没得说 酒店 感觉 挑剔 酒店 位置 真的 不咋地,"[(0, 0.0143257845), (1, 0.014351263), (2, 0.12888515), (3, 0.014478465), (4, 0.30756366), (5, 0.014322597), (6, 0.50607306)]",6
携程 日本 总体 服务 内容 详细 到位 全程 安排 飞机 宾馆 预定 顺利 优惠 套餐 司机 导游 态度 服务质量 他国 同胞 热情 服务 贴心 给予 好评,"[(3, 0.59944606), (6, 0.37364188)]",3
行程 安排 到位 奈良 京都 王府井 小丸子 大阪 拉面 海鲜 烧烤 回转 寿司 完美 酒店 服务,"[(0, 0.16193885), (6, 0.79528135)]",6
酒店 不错 性价比 服务 周边 商业 繁华 出行 交通 便利 航空公司 差劲 餐食 选择 农夫山泉 唯一 饮料,"[(0, 0.35617214), (6, 0.6036993)]",6
酒店 不错 交通 位置 离心 顿掘 地铁 机场 大巴 酒店 酒店 早餐 多样化 房间 干净 大赞 携程 上订 天票 免去 买票 麻烦,"[(6, 0.96227336)]",6
酒店 位置 超级 无极 强大 波站 楼上 交通枢纽 波站 酒店 超过 分钟 全程 地下 商店 众多 餐厅 穿行 见到 出口 酒店 喜欢 酒店 日式 早餐 美味 精致 餐厅 俯瞰 大半个 大阪 城景 酒店 随处可见 艺术品 品位 酒店 赶上 日本 高温 天气 办法 好好 享受 美景 美食 下次 大阪 选择 长长 名字 酒店,"[(1, 0.70387584), (5, 0.021449694), (6, 0.2636405)]",1
愉快 旅行 大阪 微笑 酒店 特别 宾至如归 感觉 下次 机会,"[(0, 0.4335474), (1, 0.0130678015), (2, 0.01301791), (3, 0.5012169), (4, 0.013036686), (5, 0.013040157), (6, 0.013073113)]",3
行程 自由 大阪 几天 安排 紧凑 小朋友 开心 父母 喜欢 入住 天王 酒店 外面 日料 动手 做饭 酒店 贴心 提供 餐具 前台 中文 指导 乘车 路线 五星 好评,"[(1, 0.8019224), (6, 0.1732149)]",1
提前 机票 商务 经济舱 舒适度 酒店 梅田区 出行 给予 好评,"[(0, 0.013234643), (1, 0.01325818), (2, 0.013232444), (3, 0.013280302), (4, 0.01322829), (5, 0.0132538), (6, 0.9205124)]",6
旅程 愉快 酒店 位置 极佳 离心 一百米 车站 二百米 单独 出行 不二,"[(0, 0.011286403), (1, 0.93221515), (2, 0.011301056), (3, 0.011291454), (4, 0.011298885), (5, 0.011298155), (6, 0.011308895)]",1
不错 中国 天下 生活 困难 住心 逛街 住宿 想法 行程 满意,"[(0, 0.011984076), (1, 0.927973), (2, 0.011983411), (3, 0.012056411), (4, 0.012027922), (5, 0.01198363), (6, 0.011991592)]",1
大阪 新阪 酒店 位置 出行 酒店 房间 设施 齐全 房间内 按摩椅 人性化,"[(0, 0.011025678), (1, 0.011064549), (2, 0.011020705), (3, 0.011022122), (4, 0.15254495), (5, 0.011030891), (6, 0.79229116)]",6
性价比 稍微 航班 时间 酒店,"[(0, 0.023848068), (1, 0.8568319), (2, 0.023842307), (3, 0.023826834), (4, 0.023853635), (5, 0.023853792), (6, 0.023943465)]",1
感觉 几天 很好 酒店 不错 行程 值得 参考 附加 产品,"[(0, 0.013037462), (1, 0.013044065), (2, 0.01301234), (3, 0.013037003), (4, 0.013020805), (5, 0.5655546), (6, 0.36929366)]",5
自由 满意 推荐 景点 一遍 酒店 交通 购物 酒店 工作人员 态度 早餐 唯一 一点 美中不足 房间 一点,"[(1, 0.37305236), (6, 0.58713675)]",6
酒店 地理位置 优越 南铁 分钟 之内 周边 商业 发达 酒店 一览 大阪 外景 不错 期间 报修 设施 故障 赠送 巧克力 贴心,"[(6, 0.95982087)]",6
第一次 自由 行去 日本 总体 实在 热闹,"[(0, 0.017904509), (1, 0.8925038), (2, 0.017877452), (3, 0.017922213), (4, 0.017940711), (5, 0.017939141), (6, 0.017912209)]",1
日本 全日空 服务 不错 失望 酒店 精致 闹中取静 地铁站 步行 分钟 体验 活动 晚上 自助 夜宵 拉面 酒水 饮料 畅饮 日本 确实 秩序 讲文明 国度 公共场合 插队 喧哗 值得 国人 学习,"[(6, 0.97248316)]",6
出游 满意 樱花 玩具 京都 奈良 樱花 满开 幸福 携程 价格 合适 提前 两个 临近 看翻 三倍 完美 樱花 纯属 运气 携程 客服 很棒 领队 负责 问路 很快 回答 出行 太棒了 携程 路线 酒店 交通 便利 商场 买买 不错 朋友 一家 出行 好评 酒店 太棒了 无可挑剔 地理位置 感谢 携程 服务 感谢 日本 天气,"[(5, 0.47106862), (6, 0.5155231)]",6
酒店 位置 不错 大阪 出行 酒店 摆渡 地铁站 楼下 便利店 解决 早饭 旁边 蓝天 大厦 地下 美食城 大阪 梅田 繁华 极容易 地下 实在 海游馆 京都 感觉 再多 几天 下次 游玩 推荐,"[(1, 0.69444835), (6, 0.28287813)]",1
酒店 位置 大阪 走路 不到 五分钟 房间 设施 干净 大床 无烟 房间 免费 无烟 双床 航班 去时 准点 回程 两个 小时 是因为 北京 天气 原因 飞机场 难吃 回程 鳗鱼 水果 不错 签证 服务 不错 进程 五天 大阪 不错 选择 免得 行李 京都 奈良 满意 旅程,"[(2, 0.20776983), (6, 0.77660155)]",6
酒店 地理位置 没得说 出行 楼下 电铁 奈良 京都 酒店 楼下 高岛 酒店 不远 东西 高岛 晚点 食品 打折 日本 酒店 中文 前台 入住 手续 语言 沟通 下午 入住 点到 办理 入住 手续 房间 升级 免费 游泳池 健身房 去过 下次 机会 大阪 南海 瑞士 酒店,"[(6, 0.98084664)]",6
酒店 经济 实惠 房间 预想 旅游 大阪 京都 奈良 地方 玩到 时间 充足,"[(0, 0.010228225), (1, 0.010279076), (2, 0.010235031), (3, 0.010226854), (4, 0.01025484), (5, 0.010232403), (6, 0.93854356)]",6
携程 服务到位 行程 推荐 酒店 出行 购物 便捷 领队 提供 咨询 愉快 旅行,"[(0, 0.010255615), (1, 0.010256919), (2, 0.01022959), (3, 0.0102672605), (4, 0.010228671), (5, 0.7448429), (6, 0.20391908)]",5
日本 行程 攻略 大阪 适合 游玩 喜欢 旅游 辗转 奔波 多个 城市 之中 享受 城市 深度 选择 大阪 日本 适合 旅游 国家 环境 整洁 日本 热情 友善 两个 一句 日语 英语 数数 谢谢 依然 无障碍 生活 大阪 天守阁 通天 天王 大阪 著名 古建筑 天宝 山海 游馆 天王 动物园 梅田 商业中心 环球 影城 行程 满满当当 抽出 时间 京都 奈良 体验 风土人情 轻信 网上 攻略 适合 路线 路线 时间 时间 大阪 感觉,"[(1, 0.98773956)]",1
南海 瑞士 酒店 大阪 日式 酒店 狭小 拥挤 舒服 楼下 南海 电铁 地铁线 商场 超市 酒肆 餐馆 通宵 市场 应有尽有 价格 公道 电器城 离心 不远,"[(4, 0.7752873), (6, 0.19710386)]",4
八月份 提前 订单 价格 合适 错峰 出行 避开 游人 来回 飞机 上座率 四分之一 进出 不用 排长队 酒店 面积 干净 整洁 服务 人员 礼貌 有问必答 携程 订购 出行 产品 每次 满意 光顾,"[(6, 0.97276884)]",6
出行 开头 太顺 台风 泰利 关系 航班 延误 行程 影响 本来 行程 心情 难免 影响 领队 不管怎么 沟通 协调 助力 解决 难题 助力 加进 领队 聊天 咨询 有意思 单独 出行 日本 礼貌 服务 意识 不错 机场 车站 酒店 商场 地方 服务 人员 素不相识 路人 礼貌 友好 乐于助人 社会 氛围 不错 预定 大阪 新阪 酒店 地理位置 位于 大阪 梅田 地区 大阪 地铁 梅田 东梅田 电车 便捷 关西 机场 巴士 新阪 酒店 一站 住客 更是 酒店 服务 细致 周到 满意 特别感谢 酒店 宿泊 部酱 耐心 服务 大忙 行程 开端 后续 行程 顺利 日本 电车 准点 巴士 准点 行程 景点 大阪 二条 清水 八坂 神社 海游馆 大阪 异人馆 神户港 很美 夜景 美食 令人 印象 深刻 希望 世界 和平 国与国 之间 和睦,"[(0, 0.36251217), (3, 0.0505077), (6, 0.58203876)]",6
首次 乘坐 乐桃 航空 来回 准时 价格 便宜 航班 时间 纠结 孩子 辛苦 住宿 日航 酒店 地点 极佳 地铁 号口 唯一 房间 窗户 一丝 打开 只能靠 空气 净化器 随机 加酒 还报 京都 奈良 一日游 时间 紧张 朋友 值得 推荐 人均 性价比 不错,"[(5, 0.28872916), (6, 0.69451106)]",6
自由 负责 交通 头疼 日本 轨道交通 发达 酒店 五星 完美 位置 车站 酒店 大堂 周边 商城 大丸 高岛 无印良品 丸井 南波 步行,"[(1, 0.9624976)]",1
不错 自由 随心 酒店 大阪 吃喝 不错 每晚 楼下 太郎 居酒 杯酒 炸鸡,"[(0, 0.01050129), (1, 0.010536626), (2, 0.010500926), (3, 0.010495747), (4, 0.010523018), (5, 0.010531488), (6, 0.93691087)]",6
酒店 房间 太小 包括 早餐 酒店 环境 不错 设施 齐全 日本 交通 打车 打不起 全靠 地铁 日本 买买 生的凉 好吃 日本 干净 机会,"[(6, 0.9635891)]",6
自由 携程 领队 贴心 发送 攻略 提问 尽心 回答 旅程 感觉 不错,"[(0, 0.011010471), (1, 0.011046866), (2, 0.011008891), (3, 0.011032084), (4, 0.010998913), (5, 0.93389237), (6, 0.0110104075)]",5
接送 搞定 日本 交通 自由 完美 收官 行程 关西 奈良 京都 大阪 参观 美术馆 特展,"[(0, 0.74154955), (1, 0.21362615)]",0
总体 不错 酒店 离心 逛街 地铁站 不远 出行 酒店 一层 称重 特别 行李 超重 酒店 调整 机场 折腾,"[(6, 0.9543266)]",6
出行 总体 不错 这家 酒店 外观 内饰 不错 交通 实在 地方 交通 枢纽站 地方 周边 购物,"[(1, 0.94886243)]",1
第一次 日本 自由 担心 还好 携程 安排 一路上 航班 酒店 推荐 不错 旅游 攻略 实用 领队 服务 解决 领队 回复,"[(1, 0.37941238), (5, 0.58646923)]",5
回到 上海 行李 顺便 谈谈 感受 购买 管家 提前 功课 朋友 推荐 购买 不错 携程 服务 好评,"[(1, 0.52960074), (6, 0.43005267)]",1
酒店 位置 出行 楼下 高岛 买完 东西 房间 步行 觅食 即可 工作人员 热情,"[(0, 0.010249967), (1, 0.4402523), (2, 0.0102680735), (3, 0.010258314), (4, 0.010264258), (5, 0.010256661), (6, 0.5084504)]",6
好极了 酒店 舒适 本来 计划 大阪 京都 神户 三地 太紧张 神户 留在 下次 关西 至少,"[(2, 0.08084016), (6, 0.87429035)]",6
酒店 位置 车站 房间 高层 景观 很棒 出行,"[(0, 0.015934693), (1, 0.90432864), (2, 0.01592384), (3, 0.015919298), (4, 0.01594782), (5, 0.015930576), (6, 0.01601511)]",1
总体 不错 日程安排 知名 景点 时间 打卡 自由 时间 有助于 下次 酒店 位置 出行 全程 每位 司导人 需求 尽力 帮忙 特别 京都 大阪 行程 司导 小曲 大阪 时间 逛街 寒风 很久 整体 性价比 合适 适合 两三个 熟悉 定车 酒店 费用 稍微 挑战 新干线 京都 自由 时间 安排 地铁 通票 西瓜 体验 生活 下次,"[(1, 0.98394954)]",1
新婚旅行 选择 安排 充实 日语 空闲 时间 体验 想去 餐厅 购物 解决 交通 节约 时间 富士山 大晴天 真的 下次 满意 五星,"[(1, 0.96038306)]",1
京进阪 行程 大阪 行程 确实 东京 紧凑 套餐 内容 非常感谢 东京 大阪 司导 东京 司导 付林林 师傅 建议 东京 指定 服务 超好 耐心 想法 变动 景点 顺序 行程 中途 妈妈 身体 不适 指引 购买 药品 大阪 司导 小王 全程 陪同 景点 介绍 细致 日本 文化 框架 有一 太懒 攻略 酒店 路线 提出 调整 套餐 几个 景点 真的 长时间 喜好 微调 套餐 整体 不错 服务态度 可圈可点 全程 开心 懒人 出游 大阪 酒店 真的 顾问 那种 开业 时间 离心 酒店 真的 日本 爱护 东西 一套 维护 大阪 喜来登 酒店设施 真的 东京 巨蛋 箱根 京都 酒店 不错 私家 推荐 下次 行程 懒惰 做做 功课 微调,"[(0, 0.01790812), (1, 0.9750376)]",1
用车 舒适 丰田 商务车 司导 中国 不错 诱导 消费 行程 回程 飞机 太晚 改签 满意,"[(1, 0.66577536), (6, 0.28889927)]",1
行程 安排 不错 旅途 愉快 东京 司导 小王 大阪 司导 小张 待客 热情 景点 熟悉 热情 详细 讲解 接送 准时 服务 贴心 孩子 开心 平时 懒得 点评 写写 谢谢 两位,"[(1, 0.47106183), (3, 0.50557595)]",3
旅行 满意 旅行 功课 东京 大阪 自由 期间 临时 安排 餐馆 规划 景点 携程 快捷 推荐 更好,"[(5, 0.4525235), (6, 0.50751305)]",6
临时 定下 出游 私家 两个 全程 服务 司机 师傅 特别 师傅 全程 讲解 拍照 行程 专车接送 自由 买买 难忘 旅行 日本 值得 深度,"[(3, 0.87650424), (6, 0.093421474)]",3
本次 日本 家庭 私家 单独 用车 自由 时段 坐地铁 酒店 档次 设施 环境 遗憾 天气 原因 富士山 真面目 感觉 日本 环境 干净 治安 素质 基础设施 城市 建筑 高速公路 地铁 新干线 陈旧 估计 建成 时间,"[(1, 0.975305)]",1
私家 开心 大阪 傅乃清 师傅 认真负责 游览 京都 奈良 全程 陪同 讲解 分享 人文 佛教 知识 受益匪浅 热心 拍照 留下 美好 回忆 日本 确实 留恋 地方 携程 行程 安排,"[(3, 0.9711595)]",3
许波 导游 箱根 游玩 服务 周到 讲解 耐心 下次,"[(0, 0.07846714), (1, 0.014648026), (2, 0.014568853), (3, 0.84850776), (4, 0.014575086), (5, 0.014627241), (6, 0.014605929)]",3
适合 第一次 日本 游玩 关西 关东 旅客 行程 有点累 东京 自由 用车 提前 买好 地铁 银座 东京 秋叶原 提前 攻略 坐地铁 几天 私家 特别 表扬 富士山 箱根 周到 安排 妥妥 酒店 新干线 车站 逛街 地方 超赞 奥运会 纪念币 全程 酒店 很棒 交通 建议 要定 地铁 酒店 不论是 药妆店 商场 晚上 出门 购物 自由 两天 地铁,"[(1, 0.14454049), (5, 0.36251745), (6, 0.4825715)]",6
本次 旅行 特别感谢 富士山 箱根 段吴导 京都 段章 夫妇 老妈 出行 两天 下雨 两位 司导 行程 安排 灵活 礼貌 周到 耐心 介绍 不厌其烦 介绍 日本 生活 细节 日本 更深 感受 司导 年轻 很好 东京 大阪 自由 时间 充足 体力 希望 携程 私家 一段 司导 出行 时间 第二天 行程 提前 有个 通知 前一天 告知 有个 自由 路线 推荐 减少 攻略 时间 行程 总体 满意,"[(1, 0.7947696), (5, 0.19396223)]",1
十分满意 出行 车导 热情 责任心 帮忙 行李 还给 拍照 日本 国家 盲选 餐厅 好吃 街道 卫生间 特别 干净 日本 打扮 精致 素质 完美 旅程 选择 携程 私家,"[(0, 0.49055114), (2, 0.053638402), (3, 0.43523332)]",0
优点 行程 安排 自由 出车 大车 小车 宽敞 不累 出行 司导 热情 路上 景点 讲解 安排 周到 提前 组建 旅游 微信 行程 提前 安排 放心 行程 酒店 很好 特别 箱根 日式 酒店 缺点 接送 司机 机场 内部 举牌 机场 司机 停车 日语 第一次 估计 只能 微信 司机 司机 导游 导游 司机 司导会 景点 路上 讲解 司导 收费 景点 景区 无人 讲解 外语 景点 工作人员 交流 日语 缺点 影响 整体 旅行 行程 想象 轻松愉快 辛苦 司导,"[(3, 0.08335045), (5, 0.18170953), (6, 0.72734797)]",6
日本 旅游 特别 愉快 收获 私家 真的 高品质 日本 深度 感谢 东京 钟导 大阪 陈导 不知 姓名 导游 全程 陪同 态度 耐心 介绍 风俗 民情 热情 交流 沟通 细心 照顾 优秀 导游 开车 很稳 放心 旅程 舒适 愉快 住宿 导游 行程 饮食 安排 精致 出国 深度 不二 选择,"[(1, 0.11424758), (3, 0.46298218), (5, 0.14812541), (6, 0.2657803)]",3
第一次 走私 家团 完美 路线 安排 酒店 选择 舒适 位置 便利 两个 年轻 导游 东京 小孙 帅气 贴心 事情 安排 特别 周全 邻家 京都 奈良 大板 导游 小阿毛 活泼 能干 景点 介绍 相关 历史背景 讲述 到位 两位 导游 耐心 客人 沟通 客人 需求 调整 行程 水准 服务 这款 产品 增色 团队,"[(1, 0.1209509), (3, 0.8651299)]",3
出行 满意 携程 服务 司乘 孩子 关心 下次 出行 选择 携程,"[(0, 0.012088148), (1, 0.012093964), (2, 0.012073311), (3, 0.01214354), (4, 0.01207431), (5, 0.92743844), (6, 0.012088294)]",5
选择 携程 注定 正确 中山 胡毅鹤 无时无刻 关注 关切 日本 改变 家人 旅行 放飞 心情 更是 生活态度 历史 人物 重温 大阪 导游 付乃清 学识 广博 知识面 宽广 一路 行走 热情 满满,"[(2, 0.070001096), (3, 0.1711641), (6, 0.7400934)]",6
开心 关东 司导岳 师傅 一路 关照 景点 耐心 细致 箱根 温泉 酒店 漂亮 值得 大阪 导游 傅乃清 师傅 健谈 介绍 日本 文化 历史 耐心 热情,"[(1, 0.34256613), (3, 0.62978375)]",3
出行 住宿 挑不出 毛病 东京 大阪 司导人 不错 大阪 司导 景点 讲解 特别 详细 亲切 相处 满意 一分钱 一分货 旅行 享受 私家,"[(1, 0.30818462), (3, 0.23774849), (6, 0.4290786)]",6
强度 适中 专车 自由 导游 司机 设置 小孩子 变化 需求 东京 导游 健健 出行 准时 过程 贴心 推荐 京都 奈良 大阪 大哥 热情 介绍 详尽 行程 安排 线路 非常适合 家庭 亲子 担心 发生 克服 难忘 旅行,"[(1, 0.4374318), (3, 0.33391243), (5, 0.21304478)]",1
感谢 携程 安排 私家 订机票 过程 些许 波折 路线 安排 满意 父母 开心 特别 指出 大阪 司机 导游 韩导 行程 全程 陪同 态度 热情,"[(1, 0.083673656), (3, 0.3062369), (4, 0.13965352), (5, 0.3382356), (6, 0.120715894)]",5
东京 段司导 雷儿 热心 妹纸 消除 语言不通 忧虑 工作 到位 感谢 大阪 司导 小王 热情 男孩 希望 日本 生活 事事 顺心 平平安安,"[(1, 0.69574016), (3, 0.2722509)]",1
两位 接送 师傅 负责 司导 孙宇 热情周到 车里 介绍 细致 享受 温馨 蜜月 携程 微信 客服 仇尤培 认真负责 感谢,"[(0, 0.26811463), (3, 0.6944152)]",3
旅游 孩子 携程 家庭 亲子 全程 埃尔法 接送 专业 司机 导游 贴心 中国 服务 异国他乡 亲切 感谢,"[(3, 0.80537707), (6, 0.154789)]",3
行程 愉快 开心 私导 服务 适合 第一次 出国 景点 朋友,"[(0, 0.013017434), (1, 0.01303302), (2, 0.013006646), (3, 0.46055144), (4, 0.013003612), (5, 0.47437114), (6, 0.013016672)]",5
整体 行程 很棒 东京 段司 吴哥 大阪 司导 小王 真的 专业 有用 建议 安排 各个环节 紧凑 真的 很好 体验,"[(1, 0.80719197), (3, 0.15638177)]",1
行程 安排 紧凑 地方 司机 接送 东京 司导 郭先生 游玩 东京 富士山 箱根 景点 景点 调整 行程 参观 恩赐 箱根 公园 一路 服务 周到 大阪 司导 负责 京都 奈良 大阪 景点 服务 讲解 详细 诙谐 幽默 热情 服务周到 很好 沟通 听说 女儿 顿掘 调整 行车 线路 送到 想去 地方 非常感谢 私家 旅行 舒适 圆满 感谢 携程 望园 南店 推荐 安排,"[(0, 0.4653553), (3, 0.25558278), (5, 0.26961145)]",0
全程 站点 司导 安排 行程 时间 客人 需求 东京 箱根 好吃 好玩 跟着 开心 期待 下次 日本,"[(5, 0.9522196)]",5
