id,label
大众,大众
机器人,机器人
清醒,清醒
喷射,喷射
智能,智能
参与,参与
传呼机,传呼机
炸弹,炸弹
建厂,建厂
沙子,沙子
芯片,芯片
台积,台积
饭桌,饭桌
椅子,椅子
别扭,别扭
局促,局促
舒服,舒服
吃饭,吃饭
工厂,工厂
开工,开工
成本,成本
人力资源,人力资源
优势,优势
不建,不建
美积,美积
听话,听话
期待,期待
驾驶,驾驶
科技,科技
改变,改变
焦点,焦点
创意,创意
大会,大会
举办,举办
屏幕,屏幕
感受,感受
道阻,道阻
市场,市场
有钱,有钱
技术,技术
肩膀,肩膀
扛起,扛起
苹果,苹果
微软,微软
普通话,普通话
标准,标准
讲话,讲话
霸气,霸气
加油,加油
战争,战争
步伐,步伐
停止,停止
魄力,魄力
带动,带动
半导体,半导体
行业,行业
成功,成功
带领,带领
终端,终端
团队,团队
走出,走出
制裁,制裁
困境,困境
助力,助力
安排,安排
演讲,演讲
人类,人类
初始,初始
应力,应力
破裂,破裂
特性,特性
岩层,岩层
结构,结构
地震,地震
科学,科学
弱智,弱智
答案,答案
出钱,出钱
办厂,办厂
大哥,大哥
没水,没水
耗水,耗水
大户,大户
运水,运水
海水,海水
淡化,淡化
人会,人会
生意,生意
货船,货船
客机,客机
得选,得选
排队,排队
进出,进出
真他妈,真他妈
指望,指望
足球,足球
畅想,畅想
民族,民族
企业,企业
旋律,旋律
心灵,心灵
心情,心情
灯塔,灯塔
照亮,照亮
宇宙,宇宙
深情,深情
时间,时间
害羞,害羞
商业,商业
思维,思维
短片,短片
科幻,科幻
演技,演技
折服,折服
盛宴,盛宴
天际,天际
奇航,奇航
剧情,剧情
值得,值得
带来,带来
便利,便利
故事,故事
思考,思考
机器,机器
联合,联合
好评,好评
数据,数据
经历,经历
成长,成长
坚强,坚强
力量,力量
演绎,演绎
片子,片子
拍摄,拍摄
挺好,挺好
类型,类型
驾驭,驾驭
数字,数字
享受,享受
拍电影,拍电影
质感,质感
交代,交代
眼泪,眼泪
科幻世界,科幻世界
遐想,遐想
角色,角色
女主,女主
高大,高大
拍出,拍出
大片,大片
想要,想要
女主角,女主角
热爱,热爱
追求,追求
创新,创新
温度,温度
塑造,塑造
到位,到位
鲜活,鲜活
坚韧,坚韧
无畏,无畏
精神,精神
结局,结局
会演,会演
散发出,散发出
魅力,魅力
最美,最美
化身,化身
学会,学会
开启,开启
厉害,厉害
生命力,生命力
展现,展现
立体,立体
作品,作品
女性,女性
崛起,崛起
不畏,不畏
困难,困难
吸引,吸引
内核,内核
水平,水平
印象,印象
末世,末世
构建,构建
完整,完整
代入,代入
优秀,优秀
巧妙,巧妙
设定,设定
新颖,新颖
想象力,想象力
眼神,眼神
整部,整部
很好,很好
正式,正式
上线,上线
看得出,看得出
艺术性,艺术性
交织,交织
惊叹,惊叹
科技类,科技类
题材,题材
龙头,龙头
创造,创造
产品,产品
世界,世界
美好,美好
沸腾,沸腾
舆论,舆论
吃饱,吃饱
国家,国家
自由,自由
伙伴关系,伙伴关系
正确,正确
方向,方向
稳住,稳住
不来,不来
爱看,爱看
记录,记录
私人,私人
轻蔑,轻蔑
无耻,无耻
生态,生态
走势,走势
看着,看着
强大,强大
擅长,擅长
修改,修改
细节,细节
更改,更改
代码,代码
传到,传到
泄漏,泄漏
风险,风险
自带,自带
适配,适配
看完,看完
广告,广告
姐姐,姐姐
适合,适合
风格,风格
失望,失望
视频,视频
拿捏,拿捏
感动,感动
太酷,太酷
懂事,懂事
导演,导演
说话,说话
事情,事情
报警,报警
事件,事件
还原,还原
单位,单位
规范,规范
不压,不压
下压,下压
手写,手写
公开,公开
回执,回执
用章,用章
伪造,伪造
文书,文书
公章,公章
只能,只能
证据,证据
录音,录音
后续,后续
直播间,直播间
低俗,低俗
徒弟,徒弟
可笑,可笑
公司,公司
回应,回应
悲哀,悲哀
立案,立案
告知,告知
倒立,倒立
颜色,颜色
边边角角,边边角角
立人,立人
槽头,槽头
假酒,假酒
月饼,月饼
没事,没事
报案,报案
案由,案由
侮辱,侮辱
网友,网友
说法,说法
撒谎,撒谎
想到,想到
财政,财政
刀乐,刀乐
打算,打算
鼓吹,鼓吹
武备,武备
制造,制造
好战,好战
言论,言论
良知,良知
科学界,科学界
人士,人士
幸福,幸福
绝不能,绝不能
作恶,作恶
软件,软件
杀人,杀人
程序员,程序员
形态,形态
实物,实物
对决,对决
生死,生死
程度,程度
毁灭,毁灭
低估,低估
美帝,美帝
卑鄙,卑鄙
底线,底线
世人,世人
秩序,秩序
想问,想问
提问,提问
无限,无限
恋爱,恋爱
高质量,高质量
回答,回答
限定,限定
小孩,小孩
空间,空间
资格,资格
二郎腿,二郎腿
压根,压根
魔幻,魔幻
模样,模样
小艺,小艺
关灯,关灯
可爱,可爱
强化,强化
高数,高数
讲讲,讲讲
注意力,注意力
机制,机制
模型,模型
男神,男神
发布,发布
年数,年数
概率,概率
原理,原理
机械,机械
顺便,顺便
信号,信号
系统,系统
补药,补药
放弃,放弃
数学,数学
计算机,计算机
考上,考上
基础,基础
讲解,讲解
扩散,扩散
数学知识,数学知识
看不懂,看不懂
神经网络,神经网络
苦苦,苦苦
挣扎,挣扎
老师,老师
相关,相关
回首,回首
向来,向来
风雨,风雨
还好,还好
拜读,拜读
文章,文章
看海,看海
看不下去,看不下去
讲课,讲课
语言,语言
直译,直译
翻译,翻译
学霸,学霸
年轻,年轻
恭喜,恭喜
知性,知性
机会,机会
来源于,来源于
生子,生子
气质,气质
和程,和程
正大,正大
综艺,综艺
神秘,神秘
白酒,白酒
收到,收到
鸡贼,鸡贼
假人,假人
发正,发正
脸会,脸会
识别,识别
上能,上能
打上,打上
生成,生成
荒野,荒野
看书,看书
原著,原著
小说,小说
梦工场,梦工场
动画,动画
读书,读书
降低,降低
发货,发货
不给,不给
奖得主,奖得主
写给,写给
孩子,孩子
勇气,勇气
讲述,讲述
生存,生存
赞歌,赞歌
时代,时代
冒险,冒险
著名,著名
评论家,评论家
炸死,炸死
幻想,幻想
出手,出手
出点,出点
滚服,滚服
战力,战力
游戏,游戏
玩家,玩家
不让,不让
轮流,轮流
中心,中心
低战,低战
玩法,玩法
立绘,立绘
皮肤,皮肤
别搞,别搞
不负,不负
迷雾,迷雾
电脑,电脑
主角,主角
阵容,阵容
美术,美术
发明,发明
抢票,抢票
事会,事会
政治,政治
能源,能源
上课,上课
寻找,寻找
理解万岁,理解万岁
推荐,推荐
内容,内容
新学期,新学期
新起点,新起点
精彩,精彩
容错过,容错过
棋手,棋手
配置,配置
意义,意义
关注,关注
说谎,说谎
本子,本子
接收者,接收者
无用,无用
添加,添加
题词,题词
资源,资源
红包,红包
惊喜,惊喜
出行,出行
法治,法治
传递,传递
能量,能量
法律,法律
全世界,全世界
算不算,算不算
专属,专属
水印,水印
儿童,儿童
打造,打造
帮忙,帮忙
链接,链接
热点,热点
科技进步,科技进步
点点,点点
人性,人性
礼貌,礼貌
想法,想法
晶圆厂,晶圆厂
电力,电力
网络,网络
地儿,地儿
适不,适不
造晶,造晶
脑子,脑子
天才,天才
成就,成就
讲故事,讲故事
想象,想象
拥有,拥有
有趣,有趣
贫乏,贫乏
开玩笑,开玩笑
声音,声音
脑洞,脑洞
很大,很大
好玩,好玩
科研,科研
联手,联手
揭秘,揭秘
软肋,软肋
洞察力,洞察力
能手,能手
领域,领域
符号,符号
推理,推理
编程,编程
有用,有用
领军,领军
推动,推动
信息技术,信息技术
产业,产业
转型,转型
会议,会议
展望,展望
倒计时,倒计时
国际,国际
展览会,展览会
算网,算网
数智,数智
赋能,赋能
共享,共享
真棒,真棒
情况,情况
身份证,身份证
电话卡,电话卡
缴纳,缴纳
欠费,欠费
营业厅,营业厅
认证,认证
被盗,被盗
解决,解决
回避,回避
阻止,阻止
恶魔,恶魔
抓捕,抓捕
水利,水利
顶礼,顶礼
师父,师父
感恩,感恩
早安,早安
慈悲,慈悲
开示,开示
表态,表态
秋分,秋分
节气,节气
人工,人工
痔脓会,痔脓会
师长,师长
知识,知识
取代,取代
饿不死,饿不死
修行,修行
愉快,愉快
大师,大师
随缘,随缘
顺势,顺势
无碍,无碍
世间,世间
实语,实语
集团,集团
尖端,尖端
陷害,陷害
人才,人才
玩意儿,玩意儿
智障,智障
绘画,绘画
作曲系,作曲系
教授,教授
聊起,聊起
音乐创作,音乐创作
表现,表现
稍作,稍作
发表,发表
专业性,专业性
专业人士,专业人士
博士,博士
音乐,音乐
安慰,安慰
扯淡,扯淡
天气预报,天气预报
算数,算数
使命,使命
算术题,算术题
程序,程序
计算,计算
不确定性,不确定性
可知,可知
位置,位置
动量,动量
通俗,通俗
样样,样样
都行,都行
完备,完备
短板,短板
人脑,人脑
强项,强项
角度,角度
有点像,有点像
大数,大数
乘法,乘法
口算,口算
式子,式子
牧师,牧师
通用,通用
场景,场景
下功夫,下功夫
底层,底层
逻辑,逻辑
关键,关键
折腾,折腾
语义,语义
不准,不准
新手,新手
投入,投入
厨子,厨子
中圈,中圈
变现,变现
代理,代理
工具,工具
数想,数想
相加,相加
就让,就让
加去,加去
暴力,暴力
星辰,星辰
开幕,开幕
呈现,呈现
成果,成果
川剧,川剧
变脸,变脸
文化,文化
好戏,好戏
朋友圈,朋友圈
棒棒,棒棒
电信,电信
实业,实业
评论,评论
总经理,总经理
看不到,看不到
部长,部长
董事长,董事长
靓号,靓号
捆绑,捆绑
权力,权力
百度,百度
功能,功能
正义,正义
邪恶,邪恶
开源,开源
遏制,遏制
不太能,不太能
君子,君子
小人,小人
局面,局面
能防,能防
正当,正当
乱性,乱性
喝醉,喝醉
致敬,致敬
劳动者,劳动者
记住,记住
苦难,苦难
缺少,缺少
活着,活着
松下,松下
看过,看过
参观,参观
总裁,总裁
退出,退出
蛋糕,蛋糕
甘心,甘心
灭亡,灭亡
员工,员工
阻碍,阻碍
价格,价格
奔腾,奔腾
联想,联想
不出,不出
造假,造假
落后,落后
体面,体面
难不成,难不成
厂区,厂区
交给,交给
利润,利润
爱心,爱心
增加,增加
大点,大点
撤离,撤离
改开,改开
松下公司,松下公司
空调,空调
在意,在意
制造业,制造业
关心,关心
做假账,做假账
医生,医生
拍照,拍照
好歹,好歹
毛病,毛病
手机,手机
折叠,折叠
处于,处于
领先地位,领先地位
占据,占据
较大,较大
份额,份额
产品设计,产品设计
展现出,展现出
实力,实力
产品线,产品线
包括,包括
涵盖,涵盖
需求,需求
记得,记得
读到,读到
岔气,岔气
骂人,骂人
和谐,和谐
时刻,时刻
归属,归属
正道,正道
实质,实质
贪欲,贪欲
放任,放任
资本,资本
制理,制理
混乱,混乱
盛行,盛行
疫情,疫情
无视,无视
危害,危害
剥夺,剥夺
可控,可控
性质,性质
连接,连接
智力,智力
局域,局域
超越,超越
电子,电子
病态,病态
情怀,情怀
羁绊,羁绊
国人,国人
设防,设防
精英,精英
收藏,收藏
保留,保留
媒体,媒体
铭记,铭记
核心,核心
替换,替换
劳动力,劳动力
降低成本,降低成本
照顾,照顾
贴合,贴合
所处,所处
药物,药物
分子,分子
蛋白质,蛋白质
遥远,遥远
推广,推广
现象,现象
动态,动态
过程,过程
数量级,数量级
增长,增长
爆发,爆发
算法,算法
加速器,加速器
视觉,视觉
输入,输入
感谢,感谢
思路,思路
感知,感知
平面,平面
图形,图形
前途,前途
路线,路线
风口,风口
代际,代际
跨越,跨越
好比,好比
符合,符合
投影,投影
客观存在,客观存在
交互,交互
编辑,编辑
理解,理解
依赖,依赖
平台,平台
相比,相比
假货,假货
土味,土味
脏话,脏话
对话,对话
流畅,流畅
喝酒,喝酒
调到,调到
剪映,剪映
音频,音频
分离,分离
放大,放大
轨道,轨道
起伏,起伏
大嫂,大嫂
沫沫,沫沫
质疑,质疑
着急,着急
群众,群众
警方,警方
妈妈,妈妈
误导,误导
火速,火速
难评,难评
权益,权益
合成,合成
粗口,粗口
语气,语气
模仿,模仿
真人,真人
珍惜,珍惜
傻子,傻子
搞笑,搞笑
卖假,卖假
垫背,垫背
估计,估计
懂得,懂得
真实性,真实性
排除,排除
声道,声道
接近,接近
分辨,分辨
人声,人声
文本,文本
读出来,读出来
伪装,伪装
难事,难事
从业者,从业者
路过,路过
装懂,装懂
全家,全家
等待,等待
大神,大神
介绍,介绍
干净,干净
浏览器,浏览器
飞猪,飞猪
机票,机票
前排,前排
选座,选座
值机,值机
代选,代选
机场,机场
柜台,柜台
没选,没选
选不上,选不上
简洁,简洁
页面,页面
生怕,生怕
错漏,错漏
默认,默认
减少,减少
推送,推送
加大,加大
剂量,剂量
防病毒,防病毒
火绒,火绒
拦截,拦截
弹窗,弹窗
输入法,输入法
只用,只用
清爽,清爽
充满,充满
怨气,怨气
工人,工人
指标,指标
谷歌,谷歌
讨厌,讨厌
强制,强制
婶整,婶整
中老年人,中老年人
痛恨,痛恨
办法,办法
植入,植入
干活,干活
恶心,恶心
安装,安装
衣食父母,衣食父母
网盘,网盘
回头,回头
提供,提供
干扰,干扰
沙雕,沙雕
打开,打开
跳到,跳到
电商,电商
壁纸,壁纸
人体,人体
大脑,大脑
耗能,耗能
比例,比例
溢价,溢价
协议,协议
飞机,飞机
紫色,紫色
定制,定制
坐在,坐在
本质,本质
样本空间,样本空间
采样,采样
插值,插值
策略,策略
搜索,搜索
原有,原有
方式,方式
启发,启发
参考,参考
合适,合适
用做,用做
自主,自主
决策,决策
执行,执行
可靠,可靠
危险,危险
带给,带给
脚步,脚步
开拓,开拓
眼界,眼界
跟着,跟着
先进,先进
新能源,新能源
伤人,伤人
判刑,判刑
捣鼓,捣鼓
家门,家门
灵活,灵活
受限,受限
做人,做人
家庭,家庭
工业,工业
国产,国产
供应链,供应链
事太,事太
吓人,吓人
洗衣,洗衣
做饭,做饭
家务,家务
起码,起码
老年人,老年人
科学家,科学家
变得,变得
难替,难替
人心,人心
院士,院士
氢弹,氢弹
校长,校长
负责,负责
吹牛,吹牛
工程师,工程师
项总,项总
贬损,贬损
没电,没电
没气,没气
实事,实事
心语,心语
落地,落地
只算,只算
收益分配,收益分配
岗位,岗位
赋闲在家,赋闲在家
人员,人员
薪资,薪资
绑定,绑定
理论,理论
闲人,闲人
实在,实在
点赞,点赞
带队,带队
看得远,看得远
接地,接地
作文,作文
可要,可要
何作,何作
待遇,待遇
报告,报告
老项,老项
实践,实践
真理,真理
唯一标准,唯一标准
实体,实体
强国,强国
正路,正路
娱乐性,娱乐性
奶嘴,奶嘴
竞争力,竞争力
判断,判断
事实,事实
赞同,赞同
概念,概念
隐藏,隐藏
豆包,豆包
可怜,可怜
背景,背景
惨胜,惨胜
屏蔽,屏蔽
标签,标签
抽象,抽象
微积分,微积分
担心,担心
信仰,信仰
看恋,看恋
吵架,吵架
拍恋,拍恋
地区,地区
海量,海量
参数,参数
匹配,匹配
输出,输出
量子,量子
综合体,综合体
说出,说出
信神,信神
常态,常态
后台,后台
简单,简单
程序逻辑,程序逻辑
雄鹰,雄鹰
剧里,剧里
团长,团长
动物,动物
界限,界限
黑猩猩,黑猩猩
愚笨,愚笨
意识,意识
载体,载体
本能,本能
内啡肽,内啡肽
本源,本源
发射,发射
核武器,核武器
消灭,消灭
细思,细思
极恐,极恐
可能性,可能性
绞刑架,绞刑架
哥们,哥们
专业,专业
公知,公知
观点,观点
离谱,离谱
例子,例子
反腐,反腐
茅台,茅台
老百姓,老百姓
垄断,垄断
科研成果,科研成果
算力,算力
贡献,贡献
差距,差距
举例,举例
样子,样子
自信,自信
鸵鸟,鸵鸟
鸡血,鸡血
盲目,盲目
憧憬,憧憬
显得,显得
怨士,怨士
砖家,砖家
丢人,丢人
脸红,脸红
嘲讽,嘲讽
讽刺,讽刺
不行,不行
项目,项目
资金,资金
绑架,绑架
普通人,普通人
引领,引领
收录,收录
粉丝,粉丝
翻牌,翻牌
直达,直达
现场,现场
构思,构思
支点,支点
整合,整合
买卖,买卖
会员,会员
购买,购买
客户,客户
差点,差点
传授,传授
失灵,失灵
散学,散学
发达,发达
成立,成立
总部,总部
集合,集合
步子,步子
灵气,灵气
想想,想想
赞叹,赞叹
文艺,文艺
工艺,工艺
脑海,脑海
想起,想起
自性,自性
光明,光明
困惑,困惑
解答,解答
一体,一体
速度,速度
信息量,信息量
细细,细细
涉猎,涉猎
剽窃,剽窃
讨论,讨论
区别,区别
灵感,灵感
朋友,朋友
刻板,刻板
人形,人形
看多,看多
聊聊,聊聊
读完,读完
极限,极限
良心,良心
不愧,不愧
柳家,柳家
能干,能干
有没有,有没有
隐性,隐性
对得起,对得起
股东,股东
卖国,卖国
服务器,服务器
伟达,伟达
用于,用于
条件,条件
大陆,大陆
算了,算了
儒家思想,儒家思想
穷人,穷人
采购,采购
吃亏,吃亏
小心,小心
缓和,缓和
资敌,资敌
典型,典型
汉奸,汉奸
门槛,门槛
文盲,文盲
幽默,幽默
精品,精品
指挥,指挥
不白,不白
伤害,伤害
平民,平民
责任,责任
结束,结束
被占领土,被占领土
前列,前列
勇士,勇士
强盗,强盗
袭击,袭击
清除,清除
不明,不明
生物,生物
优劣,优劣
恐怖分子,恐怖分子
后果,后果
意外,意外
科技领域,科技领域
位列,位列
真主党,真主党
火箭弹,火箭弹
迫使,迫使
攻击,攻击
收音机,收音机
期望,期望
民用,民用
对讲机,对讲机
改装成,改装成
远程,远程
电子产品,电子产品
位居,位居
全球,全球
送回,送回
重造,重造
再造,再造
重现,重现
平定,平定
恐怖主义,恐怖主义
迎来,迎来
种族,种族
不孝,不孝
善恶,善恶
是非,是非
立场,立场
坚定,坚定
善良,善良
人民武装,人民武装
妇女儿童,妇女儿童
博览会,博览会
亮相,亮相
景大,景大
用心,用心
便捷,便捷
紧随,紧随
补贴,补贴
罚款,罚款
反贼,反贼
震撼,震撼
级别,级别
远离,远离
电气,电气
盾构,盾构
高铁,高铁
没看,没看
避开,避开
壮大,壮大
电动汽车,电动汽车
外资,外资
板块,板块
笔记本,笔记本
业务,业务
组装,组装
含金量,含金量
魔性,魔性
拓展,拓展
布局,布局
格局,格局
敌人,敌人
等于,等于
想置,想置
操作,操作
力气,力气
厂商,厂商
带到,带到
厂干,厂干
活儿,活儿
祖国,祖国
创新性,创新性
蝙蝠,蝙蝠
圈子里,圈子里
资助,资助
高管,高管
政府,政府
机构,机构
设在,设在
买办,买办
相配,相配
骨子里,骨子里
牌子,牌子
技术含量,技术含量
贷款,贷款
压缩,压缩
老婆,老婆
管帐,管帐
奖金,奖金
买下,买下
股份,股份
躲避,躲避
小院,小院
高墙,高墙
支付,支付
能来,能来
打扫,打扫
个毛,个毛
失业,失业
认知,认知
百姓,百姓
下岗,下岗
先烈,先烈
冰火,冰火
月入,月入
谣谣,谣谣
领先,领先
扎实,扎实
国产化,国产化
探索,探索
炒股,炒股
不信,不信
走到,走到
对手,对手
军事,军事
完蛋,完蛋
跟随,跟随
看好,看好
提振,提振
信心,信心
判断力,判断力
鼓励,鼓励
推进,推进
对和,对和
定义,定义
不知,不知
显卡,显卡
麒麟,麒麟
光刻机,光刻机
地球,地球
回事,回事
绊子,绊子
专注,专注
提升,提升
关键在于,关键在于
具备,具备
方向性,方向性
误判,误判
仿生学,仿生学
目的,目的
效率,效率
低下,低下
现代科技,现代科技
弥补,弥补
围棋,围棋
层层,层层
套壳,套壳
卖去,卖去
一大,一大
圈去,圈去
建议,建议
力度,力度
状况,状况
是从,是从
形势,形势
堪忧,堪忧
制度,制度
根源,根源
共产主义,共产主义
资本主义,资本主义
决裂,决裂
全球化,全球化
共同体,共同体
倒底,倒底
说成,说成
代表,代表
欺骗,欺骗
掠夺,掠夺
批评,批评
轻松,轻松
无聊,无聊
无道,无道
尊重,尊重
无知,无知
平衡,平衡
思想,思想
架构,架构
脱钩,脱钩
财路,财路
拼命,拼命
老殖锐,老殖锐
简大,简大
谨慎,谨慎
叠加,叠加
裁员,裁员
便宜,便宜
事儿,事儿
无国界,无国界
个人电脑,个人电脑
转成,转成
下好,下好
没法,没法
查查,查查
心目,心目
价值,价值
迟到,迟到
生产国,生产国
算是,算是
动力,动力
励志,励志
开学,开学
校园,校园
时光,时光
努力,努力
不留,不留
大者,大者
娃娃,娃娃
新气象,新气象
学子,学子
勇敢,勇敢
太牛,太牛
书写,书写
新篇章,新篇章
前行,前行
报国,报国
奋斗,奋斗
潮流,潮流
态度,态度
白费,白费
火力,火力
梦想,梦想
学校,学校
口号,口号
姿态,姿态
成绩,成绩
寄语,寄语
点燃,点燃
道路,道路
带上,带上
发话,发话
高度,高度
前辈,前辈
指引,指引
目标,目标
解锁,解锁
作诗,作诗
金句,金句
诗词,诗词
传承,传承
告诉,告诉
遇上,遇上
提气,提气
文化底蕴,文化底蕴
放下,放下
书本,书本
汗水,汗水
付出,付出
回报,回报
提出,提出
作用,作用
统治者,统治者
控制,控制
利用,利用
体现,体现
乱说,乱说
投入产出,投入产出
商业化,商业化
滴滴,滴滴
外卖,外卖
快递,快递
低层,低层
收割,收割
听懂,听懂
组织,组织
喷国,喷国
中国网民,中国网民
大胆,大胆
贬义词,贬义词
教员,教员
辨别,辨别
年龄,年龄
跟不上,跟不上
现实生活,现实生活
碰到,碰到
简历,简历
超算,超算
矮化,矮化
阴暗,阴暗
乱讲,乱讲
工科,工科
工程,工程
科技队伍,科技队伍
高校,高校
甩干,甩干
俱乐部,俱乐部
啥意思,啥意思
放在,放在
官僚,官僚
频密,频密
落点,落点
没放,没放
发挥,发挥
抽风,抽风
场合,场合
追赶,追赶
回到,回到
品客,品客
听到,听到
打成,打成
追不上,追不上
脱离,脱离
网站,网站
上看,上看
无路,无路
原创,原创
找到,找到
破解,破解
脖子,脖子
悲鸣,悲鸣
羞辱,羞辱
奋斗者,奋斗者
高位,高位
生产力,生产力
上位,上位
科学院,科学院
板荡,板荡
忠臣,忠臣
良将,良将
面临,面临
专家学者,专家学者
提不出,提不出
解决问题,解决问题
官员,官员
学阀,学阀
刮骨,刮骨
疗伤,疗伤
参加,参加
学术会议,学术会议
开会,开会
研究员,研究员
包装,包装
打脸,打脸
回事儿,回事儿
头衔,头衔
霉帝,霉帝
总统,总统
土鳖,土鳖
群体,群体
知识界,知识界
导向,导向
引导,引导
洋奴,洋奴
颜革,颜革
余孽,余孽
变换,变换
列表,列表
原文,原文
统计,统计
方法,方法
解释,解释
合理性,合理性
拔高,拔高
看得出来,看得出来
硕士,硕士
阶段,阶段
人格,人格
学历者,学历者
高新技术,高新技术
意愿,意愿
原因,原因
贫困,贫困
爱国者,爱国者
财富,财富
额度,额度
挺起,挺起
图表,图表
轨道交通,轨道交通
满意,满意
学历,学历
生物医药,生物医药
最低,最低
清晰,清晰
分数,分数
评分,评分
研究生,研究生
取消,取消
航空航天,航空航天
把握,把握
准确,准确
缺陷,缺陷
高学历,高学历
打烂,打烂
蚂蚱,蚂蚱
发言,发言
结论,结论
仗义,仗义
狗辈,狗辈
没得,没得
命运,命运
药丸,药丸
添堵,添堵
理由,理由
打分,打分
关停,关停
大学,大学
金融,金融
评价,评价
人群,人群
看法,看法
记忆,记忆
口头,口头
谦虚,谦虚
边界,边界
院长,院长
大旗,大旗
大局观,大局观
自证,自证
效应,效应
发起,发起
类似,类似
距离,距离
教育部,教育部
感冒,感冒
症状,症状
鼻涕,鼻涕
嗓子疼,嗓子疼
头疼,头疼
知识分子,知识分子
当做,当做
统治,统治
基石,基石
宣发,宣发
得记,得记
宏观,宏观
显示,显示
曲线,曲线
专科生,专科生
洗脑,洗脑
豆奶,豆奶
国民,国民
互联网,互联网
行政,行政
服从,服从
科研人员,科研人员
工匠,工匠
硬件,硬件
回来,回来
米饭,米饭
人情,人情
土壤,土壤
采访,采访
不利于,不利于
学术,学术
课题组,课题组
领导,领导
署名,署名
提高,提高
战略,战略
做出,做出
老板,老板
政绩,政绩
配合,配合
某种程度,某种程度
接待,接待
原版书,原版书
阅读,阅读
意味,意味
浪费,浪费
歧义,歧义
沟通,沟通
机翻,机翻
无羁,无羁
关键性,关键性
错误,错误
再聊,再聊
不动,不动
股票,股票
指导,指导
就业,就业
连续,连续
创业,创业
学生,学生
分错,分错
夹对,夹对
错极,错极
严谨,严谨
辨认,辨认
真假,真假
学问,学问
等同,等同
废纸,废纸
决议,决议
有利于,有利于
民主,民主
续写,续写
荒诞,荒诞
噱头,噱头
正好,正好
观察,观察
紧跟,紧跟
鉴定,鉴定
服务平台,服务平台
商用,商用
紧要,紧要
做好,做好
实施,实施
追星,追星
同学,同学
水军,水军
源头,源头
粉圈,粉圈
粉群,粉群
谁用,谁用
老哥,老哥
退休,退休
给出,给出
提示,提示
问出,问出
助手,助手
搜索引擎,搜索引擎
矩阵,矩阵
