id,杂志名称,页码,日期,标题,子标题,内容,分词,主题概率,主题类型
58884,StarBiz,4,26/09/2019,Malaysian         bank keen on  China AI solution,,"SHANGHAI: A Malaysian public-listed bank will soon be implementing artificial intelligence (AI) to enhance its customer experience, business efficiency, reduce costs and fraud incidences.
The AI system for the bank is developed by China-based Huawei and Chinasoft International (CSI) and the project is expected to go live for commercial use this year.
A Huawei statement said the solution would see it implementing joint innovation and testing for multiple scenarios such as delivering intelligent services and achieving real-time risk control.",shanghai malaysian public bank artificial intelligence customer experience business efficiency cost fraud incidence system bank china huawei chinasoft international csi project live commercial huawei statement solution joint innovation multiple scenario intelligent service real time risk control,"[(4, 0.9775238)]",4
53282,Lifestyle,5,16/09/2019,AI as good as Mahler?,Austrian orchestra performs a symphony with a twist.,"CAN artificial intelligence produce symphonies to match one of the greats of classical music?
That was the question posed by one unusual orchestra performance in the Austrian city of Linz, in which Gustav Mahler",artificial intelligence produce symphony great classical music question unusual orchestra performance austrian city linz gustav mahler,"[(0, 0.012522342), (1, 0.012553278), (2, 0.012525137), (3, 0.012542145), (4, 0.9498571)]",4
47052,StarBiz,12,09/09/2019,Tech startups tout AI to airlines seeking revenue boost,,"TECHNOLOGY startups are luring airlines with demand-forecasting tools powered by artificial intelligence (AI), promising to boost efficiency at a time of rising fuel costs and upheaval in trade relations that has clouded the aviation sector",technology startup airline demand forecasting tool artificial intelligence boost efficiency time fuel cost upheaval trade relation aviation sector,"[(0, 0.01055939), (1, 0.9575636), (2, 0.010612431), (3, 0.010645568), (4, 0.010619042)]",1
47014,StarBiz,10,09/09/2019,Vietnam prioritises artificial intelligence development,,"IN THE development of the fourth industrial revolution, artificial intelligence (AI) has made significant progress and is expected to make breakthroughs in the next ten years. Following the global trend, the Vietnamese government aims to turn AI into a driving force of development and make it a top priority in growth policies.
One of the most important tasks is developing human resources, including improving higher education training quality, building 4.0 technology training institutes, encouraging technological application, innovation in businesses and investment in science-technology research.
According to Minister of Science and Technology Chu Ngoc Anh, Vietnam has advantages in start-up innovation and technological development, especially in AI. With an open business climate and labour force interested in technology, the application of AI in various sectors has made progress, connecting parts of the nation",development fourth industrial revolution artificial intelligence progress global trend vietnamese government aim force development top priority growth policy human resource education training quality technology training institute technological application innovation business investment science technology minister science technology chu ngoc anh vietnam innovation technological development business labour force technology application sector nation,"[(3, 0.98288643)]",3
46904,Main,24,08/09/2019,Grab investing US$150mil into AI,Ride share giant seeks to build itself into regional super app using high tech,"SINGAPORE: South-East Asian ride-hailing start-up Grab Holdings intends to invest US$150mil (RM626.63mil) into artificial intelligence (AI) research over the next year, accelerating its expanding business that now includes food delivery, digital payments and digital content.
Grab, in hot competition with rival Gojek to become South-East Asia",singapore south east asian ride start grab holding invest mil artificial intelligence business food delivery digital payment digital content grab hot competition rival gojek south east asia,"[(1, 0.9690425)]",1
45530,StarBiz,8,05/09/2019,Singapore tries to find its own path in clash of AI superpowers,,"Singapore: The escalating trade war between the United States and China is chilling global collaboration that has long driven breakthroughs in technology and science. 
The tiny island nation of Singapore is trying to carve out an independent role in the clash and demonstrate the advantages of cooperation in fields like artificial intelligence.
It",trade war china global collaboration breakthrough technology science tiny island nation carve independent role clash demonstrate advantage field artificial intelligence,"[(0, 0.010074043), (1, 0.010105618), (2, 0.010045785), (3, 0.95972335), (4, 0.01005123)]",3
21720,Main,13,22/08/2019,AI key to better healthcare,‘Vital to use technology to give fast and affordable services’,"KUALA LUMPUR:  A conference on artificial intelligence (AI) in the healthcare industry heard how 
AI can play a pivotal role in areas such as aiding doctor-patient conversations, medical imaging and research.
The country",kuala conference artificial intelligence industry heard play pivotal role doctor patient conversation medical country,"[(0, 0.013360492), (1, 0.013438159), (2, 0.013486227), (3, 0.9463039), (4, 0.013411254)]",3
15496,StarBiz 7,16,17/08/2019,AI startup plans IPO at value of over US$1bil in China,,"BEIJING: The promise of artificial intelligence has yet to translate into big business. Now Kai-Fu Lee, a prominent venture capitalist in China and founder of Sinovation Ventures, says his firm",promise artificial intelligence translate business lee prominent venture capitalist china founder sinovation venture firm,"[(0, 0.01436572), (1, 0.014471353), (2, 0.9422099), (3, 0.014510107), (4, 0.0144429505)]",2
26174,StarBiz,2,07/08/2019,Dataprep collaborates with Chinese company to venture into AI,,"PETALING JAYA: Dataprep Holdings Bhd has entered into a memorandum of collaboration with Wan Hoi Technology (Asia) Sdn Bhd and Sky Soar (Shenzhen) Technology Co Ltd to collaborate in the areas of information and communications technology (ICT) and artificial intelligence (AI).
 Wan Hoi is a company registered under the laws of China. In a filing with Bursa Malaysia, Dataprep said that it would together with Wan Hoi and Sky Soar work as strategic partners with the objective of strengthening their mutual cooperation in the following areas:
> Providing and marketing relevant ICT solutions and other related products by leveraging on the strength of each other;
> Providing consultancy and marketing-related fields that include AI for various industries such as public security areas, smart cities, smart construction sites, smart operations, facial recognition payment systems, car recognition, video smart analysis, mobile security, and other related services.
> Providing the highest level of technical support and business-related matters in areas where they can benefit each other; and
> Planning to work strategically in partnerships on potential projects in Malaysia.
Dataprep said the duration of the memorandum of collaboration, subject to its terms and conditions would be effective for a period of five years from Aug 6.",jaya ataprep holding memorandum collaboration wan hoi technology asia sdn bhd sky shenzhen technology collaborate communication technology artificial intelligence wan hoi company law bursa malaysia dataprep wan hoi sky strategic partner mutual cooperation marketing relevant ict solution product strength consultancy marketing field industry public security smart city smart construction smart operation facial recognition payment system car recognition video smart analysis mobile security service level technical support business matter potential project dataprep duration memorandum collaboration subject term condition effective period aug,"[(0, 0.5798745), (1, 0.4110227)]",0
26636,Main,20,05/08/2019,AI helps protect West Sumatra,,Jakarta: Non-profit technology startup Rainforest Connection has utilised artificial intelligence to help monitor West Sumatra,jakarta profit technology startup rainforest connection utilised artificial intelligence monitor west sumatra,"[(0, 0.015440601), (1, 0.938053), (2, 0.01545798), (3, 0.015532625), (4, 0.015515787)]",1
36718,Main,20,27/07/2019,Bangkok police to pilot AI surveillance system,,"BANGKOK: Bangkok police have joined with the private sector to pilot a public surveillance system powered by artificial intelligence (AI).
The AI System for Surveillance and Criminal Analysis in Public will be trialled in the east Bangkok district of Huai Kwang, Metropolitan Police Division 1 commander Maj-General Senit Samrarnsamruajkit said on Thursday.
Welcoming the new technology as part of efforts to maintain law and order, Senit said that if the trial proved successful in meeting police objectives and benefiting the public, he would propose extending the AI surveillance to other police jurisdictions in the capital.
The senior officer was speaking at a press conference following the signing of a Memorandum of Understanding on implementing the pilot project. Alongside him were Huai Kwang Superintendent Pol Col Phuris Jintranan, Intersteps Co. Ltd executive Baralee Chutima and head of the Bangkok Committee Overseeing Police Administration Pirawat Suraset. 
Phuris explained his precinct had for the past four months been working with Intersteps to link the AI system to police radio. ",bangkok bangkok police private sector pilot public surveillance system artificial intelligence system surveillance criminal analysis public east bangkok district huai kwang metropolitan police division commander maj senit samrarnsamruajkit thursday technology effort law senit trial successful meeting police objective public propose surveillance police jurisdiction capital senior officer press conference memorandum pilot project huai superintendent pol col phuris jintranan intersteps executive baralee chutima head bangkok committee police administration pirawat phuris precinct month intersteps system police radio,"[(3, 0.9886602)]",3
37250,Lifestyle,8,26/07/2019,AI in the kitchen,Better food through artificial intelligence.,"LOOKING for that perfect recipe, or a new flavour combination that delights the senses? Increasingly, players in the food industry are embracing artificial intelligence (AI) to better understand the dynamics of flavour, aroma and other factors that go into making a food product a success.
Earlier this year, IBM became a surprise entrant to the food sector, announcing a partnership with seasonings maker McCormick to ",perfect flavour combination delight player food industry artificial intelligence dynamic aroma factor food product success ibm surprise entrant food sector partnership seasoning maker mccormick,"[(2, 0.9664312)]",2
36996,Metro South East,2,26/07/2019,University sets up AI  and robotics faculty,Johor banking on it to produce talents for Industry 4.0,"JOHOR BARU: The introduction of the Artificial Intelligence and Robotics Faculty at Raffles University plays an important role in helping local industry upgrade and move towards Industry 4.0.
State education, human resource, science, and technology committee chairman Aminolhuda Hassan said that both Federal and Johor governments had already made preparations to meet the new challenges posed by Industry 4.0 and the Digital Economy.",johor baru introduction artificial intelligence robotics faculty university play role local industry upgrade move industry education human resource science technology committee chairman hassan federal johor government preparation challenge industry digital economy,"[(3, 0.9748834)]",3
38430,StarBiz,6,22/07/2019,Consider iProspect unveils AI business tool,,"Kuala Lumpur: Consider iProspect, the full-service digital marketing arm of Dentsu Aegis Network Malaysia, has launched an Artificial Intelligence (AI) business tool, named ",kuala lumpur iprospect service digital marketing arm dentsu aegis network malaysia artificial intelligence business tool,"[(0, 0.013383482), (1, 0.9461004), (2, 0.013614836), (3, 0.013483919), (4, 0.013417368)]",1
39414,StarBiz,9,19/07/2019,Son: Japan is AI ,SoftBank founder says country needs to wake up to new reality and catch up,"TOKYO: SoftBank Group Corp founder and Chief Executive Masayoshi Son said there is a dearth of investment opportunities in Japan, which he said is lagging in the race to develop artificial intelligence (AI).",tokyo corp founder chief executive masayoshi son dearth investment race artificial intelligence,"[(0, 0.016754286), (1, 0.93242604), (2, 0.01705167), (3, 0.016959237), (4, 0.016808812)]",1
42318,Main,31,07/07/2019,Guangzhou schools to start pilot AI courses in September,,"BEIJING: Guangzhou in Guangdong province will begin offering courses in artificial intelligence to primary and middle school students in September, education officials said.
The provincial capital",guangzhou guangdong province offering artificial intelligence primary middle school student education official provincial capital,"[(0, 0.013358798), (1, 0.013401596), (2, 0.013376373), (3, 0.9464697), (4, 0.013393502)]",3
