内容,主题概率,主题类型
巴厘岛 出行 满意 导游小姐 中文 不错 景点 简单 讲解 司机 师傅 不太会 中文 服务态度 特别 上下车 帮忙 开门 期间 神鹰 广场 猪排 不错 满意 导游小姐 解决 两次 选择 酒店 满意 酒店 服务态度 环境 舒心 下次 旅游 选择 携程 感谢,"[(1, 0.97901356)]",1
满意 出行 行程 安排 导游 司机 大哥 服务 特别 周到 满意 导游 全程 服务 贴心 办理 入住 退房 翻译 司机 大哥 车子 特别 干净 驾驶 技术 第一次 携程 私家 满意 出行 携程,"[(1, 0.97457135)]",1
蜜月 才定 出发 客服 第二天 电话 微信 提前 发给 一趟 顺顺利利 特别感谢 导游 哥哥 行程 安排 妥妥当当 冤枉路 浪费时间 特别 感觉 舒舒服服 蜜月 下次 选择 携程 私人 特别 满意 唯一 不好 第二家 酒店 伊娜 亚普瑞 酒店 房间 两张床 一张 舒服 厕所 味道 明明 打扰 牌子 有人 门铃 需不需要 打扫 酒店 附加 设施 海边 近海 泳池 干净 总体,"[(1, 0.892529), (4, 0.095840454)]",1
国外 语言不通 担心 还好 导游 携程 客服 人员 询问 导游 到位 全程 景色 美丽 不错 旅游,"[(1, 0.95061034)]",1
行程 时间 安排 行程 接待 导游 惠惠人 守时 每次 上下车 开车 热情 巴厘岛 选择 酒店 酒店 不用 网红 景点 打卡 酒店 度假 最佳 选择,"[(1, 0.62969834), (4, 0.3434971)]",1
期待 失望 说句实话 不想 最差 行程 升级 梯田 荒田 推销 瀑布 蓝梦岛 恶魔 眼泪 海滩 景色 不错 酒店 推荐,"[(4, 0.4921219), (5, 0.47415468)]",4
七天 五晚 团队 酒店 接送 溜达 文字说明 签字 配合 利彼 利己 可不可以 我省 用车 行程 第二天 接送 家家 领队 回复 打官腔 上纲上线 自愿 放弃 公司 理解 却说 自愿 放弃 无关 提供 美金 配车 好像 导游 司机 老板 五星 好评 陈俊豪 差评 来回 八十多 人民币 美金 一副 高高在上 样子 巴厘岛 玩不转 挺好 半天 导游 蓝梦岛 两个 酒店 只能 陈俊豪 扫兴 自由 私家 好处 送机 机场 内部 帮忙 办理 值机 托运 事情 区域 排队 回来 还好 英语 踉踉跄跄 办完 巴厘岛 很美 很好 陈俊豪,"[(4, 0.98971426)]",4
服务 确实 携程 微信 客服 地接社 微信 客服 导游 司机 个个 态度 解决 行程 灵活 景点 吃饭 导游 司机 时间 逛逛 周边 行程 景点 走到 额外 购物 行程 景点 基础 适合 第一次 梯田 格拉 漂亮 景点 一日游 多些 可选项 更好,"[(0, 0.5395747), (4, 0.444032)]",0
中文 导游 早早 机场 接机 送到 酒店 景点 时间 宽裕 附上 几张 照片 沙滩 好玩 建议 几次 做好 防晒,"[(1, 0.95790493)]",1
巴厘岛 天空 海水 环境 热情 印象 最深 导游 导游 感觉 第二天 回去 语言 不通 东西 价格 强烈推荐 导游 游泳 眼镜 导游 帮忙 酒店 吹风机 睡衣 导游 帮忙 吃饭 迷路 了找 导游 帮忙 砍价 导游 帮忙 衣服 落在 地方 导游 真的 一位 不错 导游 强烈推荐,"[(1, 0.7786085), (4, 0.20643641)]",1
导游 中文 服务 安排 周到 细心 订单 付款 携程 专人 微信 服务 出发 巴厘岛 团队 相关 领导 群里 反馈 协调 解决 行程 导游 服务 意向 问询 行程 纸质 满意 评价 调查 巴厘岛 团队 经理 接待 问询 行程 满意 意见 感觉 旅游 团队 支撑 放心 机制 完善,"[(4, 0.9820699)]",4
行程 非常适合 孩子 酒店 选择 公司 负责 导员 热情 全家 喜欢 特别 第一天 飞机 晚点 第二天 行程 改动 第二天 行程,"[(4, 0.9599725)]",4
导游 特别 巴厘岛 行程 安排 妥当 介绍 故事 行程 满意,"[(0, 0.015224644), (1, 0.015247987), (2, 0.015301687), (3, 0.015218418), (4, 0.9237796), (5, 0.015227702)]",4
总体 不错 专导 专车 安排 比较满意 导游 司机 车子 介意 携程 提出 升级 特别 导游 态度 和蔼 相处 不错 英语 不好 不错 选择 英语 稍微 攻略 做做 不错 行程 安排 太满 至少 留出 两天 三天 时间 酒店 酒店 景点 巴厘岛 适合 酒店 慢悠悠 逛逛 游泳 吃吃喝喝 酒店 雅娜 喜欢 有好有坏 条件 建议 地方 客人 特权 携程 默认 酒店 房间 早餐 手动 更改 房型 早餐 连续 晚三晚 下午茶 携程 提醒 携程 指定 大床 售后 携程 客服 专员 小时 紧急 电话 摆设 旅途 打不进 携程 售后 专员 微信 打电话 携程 售后 很快 效率 中途 小事 携程 解决方案 高效 综合 评价 套餐,"[(1, 0.16430715), (4, 0.82895344)]",4
整体 四个 私家 住宿 条件 行程 欠缺 七天 旅游 行程 扣除 第一天 晚上 六点 飞机 扣除 凌晨 飞机 行程 空白 网红 打卡 行程 出钱 网红点 再购 合作 旅行社 报价 携程 一倍 价格 建议 携程 拍网 红点 套餐 省掉 一半 流通 印尼盾 美金 导游 兑换 货币 地方 兑换 印尼盾 要划 重点 免税店 不收 美金 只能 印尼盾 兑换 印尼盾 现金 刷卡 划算 导游 不错 热情 细心,"[(4, 0.9870473)]",4
本次 旅游 特别 特别 满意 一共 七天 六晚 第一天 天气 原因 延误 导致 耽误 时间 公司 无所谓 订好 来回 酒店 退换 理解 酒店 晚上 答应 了给 协调 一个多月 请问 干嘛 答应 不合理 是因为 天气 原因 原因 原因 没让 退钱 安排 别墅 地方 满意 私家 家里 别墅 私家 团会 价格 高品质 发现 两万块 不值 经验 下次 出去玩 再也 包团,"[(4, 0.49610993), (5, 0.49247262)]",4
下单 时说 三个 酒店 最终 选择 满意 酒店 行程 三个 酒店 住宿 体验 不好 住宿 体验 行程 影响 特别 特别 满意 酒店 安排 第一次 选择 私家 体验 预期 感觉 不值 价钱 导游 欧文 服务 不错 产品设计 不合理 携程 客服 康佳 私家 专属 客服 体验 专属 服务 服务 携程 旅游 服务业 口碑 体验 推荐 亲属 朋友,"[(1, 0.9849718)]",1
航空公司 太坑 携程 安排 航班 时间 长时间 滞留 香港机场,"[(0, 0.016974282), (1, 0.4809896), (2, 0.016864141), (3, 0.016814858), (4, 0.45151353), (5, 0.016843563)]",1
行程 真的 很棒 导游 阿宾 印尼盾 导游 本来 第一天 导游 商量 行程 休息 开心,"[(0, 0.011193077), (1, 0.011196542), (2, 0.011184781), (3, 0.011165958), (4, 0.94406974), (5, 0.011189919)]",4
八月份 巴厘岛 气候宜人 温度 合适 碰到 雨天 风景 开心 满意 旅行,"[(0, 0.014154873), (1, 0.22707242), (2, 0.014032821), (3, 0.014091811), (4, 0.01409099), (5, 0.7165571)]",5
接上 导游 评价 带队 期间 接单 业务 额外 收入 感觉 忽略 交齐 下车 订单 蓝梦岛 海底 漫步 电子 照片 附赠 结束 当天 照片 事情 给予 答复 第二天 导游 答复 照片 附赠 专属 客服 客服 予以 解决 导游 说话 感觉 埋怨 导致 漂流 当天 没能 午饭 原因 到达 第三天 导游 告诉 怀孕 私家 团员 参与 活动 反正 自由 地方 第一天 导游 很高 楼梯 行程 真的 下午 洋人街 导游 点来 私家 遇上 导游 真的 影响 心情 天天 小费 原因 导游 热情 降低 服务 满意 礼貌 习惯 给予 一点 辛苦费 两次 入住 翻译 工作 导游 国家,"[(4, 0.9910356)]",4
本次 出行 满意 巴厘岛 自然风光 气候宜人 行程 安排 导游 吴康 专业 耐心 巴厘岛 景点 分布 零散 包车 时间,"[(4, 0.9555559)]",4
满意 行程 感谢 导游 行程 幽默 强推 行程 建议 安排 行程 天空 之门 秋千 网红 梯田 插队 排队 小时 拍照 感受 痛苦 安排 一应俱全 愉快,"[(4, 0.96760076)]",4
风景 跳舞 别墅 酒店 蜜月 布置 单独 泳池 服务 特别 第一天 酒店 半夜 第二天 自由 活动 醒来 后在 酒店 游泳 享受 漂浮 下午茶 行程 安排 路上 路上 一个半 小时 拍照 十分钟 行程 感情 导游 看着 经验 告诉 景点 时间 路程 讲解 景点 拍照 升级 行程 阿勇 河漂流 满意 很脏 工作人员 漂流 前半部 热情 中途 休息 饮料 没买 再也 不理 态度 愉快 中午 午饭 苍蝇 不用 盖子 餐具 感觉 没洗 干净 行程 不值 失望 美莉亚 酒店 跳舞 别墅 酒店 总体 不错 行程 满意 拍到 美美 照片,"[(4, 0.9902176)]",4
旅行 顺利 携程 安排 酒店 巴兰 红眼 航班 入境 排队 小时 地接 司机 小时 辛苦 还好 携程 保障 酒店 注意事项 巴兰 客人 集团 酒店 早餐 情人 猴子 手机 帽子 旅行 安心 司机 期间 几天 自由 行订 一日游 携程 第一 时间 解决 携程 服务 很好,"[(1, 0.80277234), (4, 0.1822858)]",1
携程 旅游 真的 太好了 老公 单独 蜜月游 语言不通 文化 导游 阿问 超级 解释 敬业 幸苦 感谢 陪伴 下次 爸妈 希望 安排 问带 安排 酒店 超级 舒适 司机 大哥 全程 幸苦 敬业 全程无 消费 喜好 行程 超级,"[(4, 0.9772635)]",4
行程 酒店 稍微 体验 第一次 行程 航班 没了 要换 日期 网上 携程 酒店 分开 用户 傻子 一名 携程 顶级 会员 体验 最差 自由 那天 携程 预定 蓝梦岛 不错 行程 船上 有人 一地 泳镜 面罩 污染 船家 简单 海水 镇服 导游 中文 流利 前前后后 吃饭 购物 送到 酒店 小费 前订 私家 大妈 订机票 酒店 冤枉钱 体验 超级 喜欢 摄影 手机 照片 酒店 不错,"[(1, 0.15183651), (4, 0.83742017)]",4
携程 选择 酒店 很棒 导游 负责 每次 提出 帮忙 解决 旅游 全程 开心 安心 下次 选择 谢谢 携程 谢谢 导游,"[(4, 0.9600663)]",4
巴厘岛 度蜜月 私家 导游 导游 黄伟正 热情 旅行 增加 便利 旅途 困难 解决 好评 微信 客服 有待 面对 航班 晚点 赶不上 后续 航班 予以 解决,"[(1, 0.2460868), (2, 0.3738128), (4, 0.3607565)]",2
导游 阿俊 讲解 幽默 行程 安排 满意 携程 酒店 预定 人数 提前 通知 售后 工作人员 态度 超级 两大两 携程 酒店 只定 大人 没定 小孩 美金 很久 携程 工作人员 态度 超级 通知 理直气壮 样子 多只 态度,"[(4, 0.9765925)]",4
感受 太差 行程 安排 一塌糊涂 私家 失望 导游 介绍 真的 最差 行程 安排 建议 第一晚 乡下 别墅 棉织品 漆黑 乡下 农田 出不去 太差 太差,"[(4, 0.96634835)]",4
劳累 行程 不顺心 安排 选择 私家 出行 飞机 导游 微信 往返 日加 行程 全程 照顾 注意事项 风土人情 讲解 完善 一两次 行程 提出 临时 变动 安排 好评 司机 大哥 开车 好评,"[(4, 0.9728332)]",4
行程 满意 携程 正规 放心 导游小姐 热心 印尼盾 花完 导游小姐 好几个 地方 人民币 非常感谢 雅娜 酒店 超级 喜欢,"[(1, 0.9558191)]",1
开心 到达 巴厘岛 一出 机场 导游 小牌 行程 安排 很好 开心 酒店 环境 行程 悠闲,"[(0, 0.010482468), (1, 0.14715993), (2, 0.010501339), (3, 0.010523205), (4, 0.5050552), (5, 0.31627792)]",4
行程 满意 行程 安排 正正好好 不累 充实 客服 回复 解答 疑问 导游 真心 特别 满意,"[(0, 0.010482979), (1, 0.010539034), (2, 0.010520695), (3, 0.010489052), (4, 0.94737554), (5, 0.010592729)]",4
导游 李伟 热情 中文 行程 安排 景区 项目 介绍 详细 教会 几句 印尼 不错 靠谱 导游 司机,"[(1, 0.7320023), (4, 0.23070076)]",1
酒店 预期 价格 酒店 飞机 酒店 安排 特别 满意 回来 飞机 红眼 航班 半死 行程 轻松 回来 坐飞机 半死 吃饭 早餐 自费 开心 导游 不错,"[(1, 0.3379069), (4, 0.63620955)]",4
总得来说 巴厘岛 之行 满意 旅行社 导游 行程 安排 很好 景点 参观 听取 意见 调整 行程 干净 异味 司机 开车 箱子 入住 凯悦 雅娜 满意 宾至如归 感觉,"[(1, 0.60919625), (4, 0.3659496)]",1
酒店 露天 照片 星级 酒店 被子 照片 房间 被子 污渍 导游 全程 推销 私下 收费 小费 秋千 拍照 行李 酒店 旅行 团费 自由 不含 景点 包括 酒店 包车 干净 酒店 皇宫 乌布 市场 导游 自费 费用 翻倍 讲解 推荐 东西 翻脸 不值 东西 一顿 路边摊 可怜 投诉 工作 朋友 公司 投诉 旅行 一共 消费 住差 导游 景点 性价比 携程 当初 贵点 没关系 住宿 一点 奢侈 友好 导游 司机 印尼盾 小费 希望 好玩 压榨 噩梦 旅行 换来 携程 小姐姐 道歉 补偿 打算 教训,"[(4, 0.9898433)]",4
本次 行程 携程 死心 上次 民宿 多花钱 酒店 携程 客服 携程 出游 大跌眼镜 出去玩 开心 花钱 没想到 意外 惊人 评语 在外 打工 吐露 心声 住宿 独栋 别墅 伸手不见五指 乡下 一路 吓死人 跟上 黑车 房间 空旷 吓人 紧锁 防盗 早餐 难吃 要死 海景 套房 房间 公平 地方 最差 沙滩 吊角 酒店 外面 工地 酒店 难吃 晚上 吃了饭 回来 坐车 后怕 机票 平时 随意 之人 周全 时间 香港 转机 小时 半夜 回程 凌晨 出发 香港 凌晨 晚上 返程 重庆 逗留 小时 夜班 机晃 空难 整晚 睡到 香港 崩溃 重点 机场 地方 小睡 切记 导游 要命 语言 沟通 行程 解说 念经 蓝梦岛 美金 导游 美金 行程 态度 诚实 花钱 开心 行程 人身安全 忽悠 旅游 最差,"[(4, 0.99251175)]",4
当天 到达 巴厘岛 找到 导游 打车 酒店 携程 投诉 第二天 早上 导游 提醒 参加 自由 提前 上地 导游 感觉 太难受 当天 晚上 打车 酒店 费用 返还 赠送 两个 小时 精油 推拿 几天 行程 当天 到达 导游 机场 只不过 出口处 地方 服务台 广播 任何人 忐忑 提前 上地 导游,"[(4, 0.98244697)]",4
旅行 相对来说 愉快 巴厘岛 真的 极美 满意 地方 第一次 酒店 一楼 湿气 回程 飞机 冷气 开得 很冷 机舱 感到 乘务员 回来 当晚 连续 发烧 吃药 只能 医院 导游 全程 陪同 蓝梦岛 就让 两个 上岛 跟着 导游 导游 注意事项 交代 体验 极差 回程 飞机 导游 一会 一会 飞机场 办理手续 最终 满意 体验 不到 私家 待遇,"[(0, 0.7047178), (4, 0.283035)]",0
出行 糟糕 普通话 不行 交流 文化 介绍 景点 稍微 点点 注意事项 全程无 介绍 景点 送回 酒店 酒店 消费 服务费,"[(2, 0.14803515), (4, 0.81825995)]",4
张文宾 导游 第一天 接机 送机 全程 专业 全中文 小时 服务 蓝梦岛 那天 海水 过敏 导游 第一 时间 帮忙 沟通 感觉 安心 期待 下次 旅游 见面,"[(4, 0.9675582)]",4
出游 整体 发生 一点 插曲 团里 司机 项链 负责人 沟通 司机 报警 司机 报警 飞机 司机 公司 报警 上报 我个 答复 失望,"[(0, 0.7283036), (1, 0.24245705)]",0
携程 酒店 不错 航班 延误 导致 行程 完美 下次 携程 行程,"[(0, 0.013989482), (1, 0.0140546225), (2, 0.014010956), (3, 0.013979388), (4, 0.9299661), (5, 0.013999469)]",4
酒店 不错 总体 费用 不算 便宜 回来 亚航 实在 差劲 免费 行李 两件 行李 托运 千块 真的,"[(1, 0.95312524)]",1
巴厘岛 真的 适合 度假 地方 消费 套餐 特别 适合 两个 休闲 度假 出游,"[(0, 0.011988042), (1, 0.012023513), (2, 0.012029192), (3, 0.011991713), (4, 0.93992114), (5, 0.012046394)]",4
希尔顿酒店 感觉 不错 行前 接受 本次 行程 安排 行程 两日 酒店 安排 房间 陈旧 卫生间 第三日 自费 换房 感觉 不错 旅行社 安排 酒店 安排 改进 旅行社 导游 司机 服务 热情 周到 准时 满意,"[(4, 0.9752791)]",4
小洁 性格 特别 行程 相处 愉快 司机 特别 友善 满意 本次 出行 航空公司 失误 原因 导致 行李 延误 送达 原本 晚上 拿到 行李 延误 凌晨 三点 拿到 导致 行程 变更 缩短 一点 疑问 团队 出行 携程 客人 签署 合同,"[(1, 0.9788679)]",1
特别 舒服 本来 天气 七天 下雨 全部都是 大晴天 导游 安排 妥妥,"[(0, 0.014041821), (1, 0.014002451), (2, 0.44012147), (3, 0.014041589), (4, 0.5037837), (5, 0.014008934)]",4
接机 送机 接机 送机 快速通道 私家 灵活 小孩 往后 小孩 水土不服 导游 米粉 临时 行程 妥善 安排 孩子 灵活 不错 选择,"[(1, 0.49778536), (4, 0.47159714)]",1
巴厘岛 真的 超级 语言不通 不好 导游 东哥 发现 一点 担心 东西 安排 吃喝玩乐 超级 司机 师傅 敬业 耐心 等待 几天 时间 下次 东哥,"[(1, 0.9649715)]",1
行程 适合 老人 小孩 出游 导游 司机 态度 全程 心情 美美,"[(0, 0.014024561), (1, 0.014104673), (2, 0.014021843), (3, 0.013966566), (4, 0.92988956), (5, 0.013992817)]",4
凌晨 到达 酒店 进门 一股 霉味 扑鼻而来 房间 整体 蚊子 飞机 疲惫 一晚 发现 套房 一间 有个 隔壁 多方 沟通 凌晨 点换 一间 床单 枕头 卫生 堪忧 不想 折腾 终于 天亮 第一天 私家 巴厘岛 伊娜 雅普 酒店 豪华,"[(5, 0.97845197)]",5
再用 总体 体验 一般般 携程 服务质量,"[(0, 0.024090508), (1, 0.47825235), (2, 0.42530227), (3, 0.0241134), (4, 0.024168706), (5, 0.024072777)]",1
行程 满意 导游 真的 全程 耐心 游客,"[(0, 0.020947592), (1, 0.021027807), (2, 0.020973904), (3, 0.020932661), (4, 0.89519197), (5, 0.020926105)]",4
携程 导游 很久 行程 酒店 机票 接送 两天 无聊 观光 行程 两天 行程 一共 等于 三天 别墅 便宜 房型 两天 便宜 房型 往返 中转 广州 机票 接机 单定 一两千 本来 想着 行程 滑翔伞 报价 报价 滑翔伞 公司 有没有 优惠 不理 宝定 网上 推荐 滑翔伞 公司 三百多 服务 携程 售后 小姐姐 看团 经理 服务 愉快 携程 哪里找,"[(3, 0.6010746), (4, 0.3871206)]",3
不咋滴 来回 飞机 时间 安排 酒店 景点 不错 淡季 拥挤 导游 耐心 司机 负责 行程 想象,"[(4, 0.95041955)]",4
导游 热情 服务 行程 安排 满意 出游,"[(0, 0.020953855), (1, 0.021114461), (2, 0.020928126), (3, 0.020913923), (4, 0.89518124), (5, 0.020908387)]",4
满意 旅行 导游 司机 服务 中途 手机 导游 回来 非常感谢 开心,"[(0, 0.014039607), (1, 0.92989904), (2, 0.01397118), (3, 0.014031241), (4, 0.014099364), (5, 0.013959631)]",1
第一次 携程 旅行 感觉 很棒 导游 司机 专属 导游 专属 司机 专车 服务 体验 导游 华人 第一天 晚上 点到 巴厘岛 机场 有点累 机场 临时 行李 转盘 拿错 行李 酒店 入住 洗漱 发现 行李 导游 一点 导游 回到 酒店 协调 询问 安抚 回来 调整 心态 享受 第二天 行程 第二天 行程 结束 特意 带我去 机场 找回 行李 送还 行李 真的 感谢 印尼 花费 盛情 邀请 用餐 婉言拒绝 旁边 巴厘岛 真的 值得 当地人 服务 意识 不错 生活节奏 机会 真的 唯一 有待 提高 酒店 安排 入住 酒店 不错 很棒 旅行 下次 携程,"[(1, 0.8230579), (4, 0.16937503)]",1
行程 舒服 轻松 导游 阿问 沟通 解决 语言不通 家庭 独立 导游 不用 拥挤 排队 时间,"[(0, 0.010463038), (1, 0.01051107), (2, 0.01049043), (3, 0.010506267), (4, 0.9475673), (5, 0.010461909)]",4
不错 行程 导游 阿良 负责 携程 售后 耐心 解答,"[(0, 0.016739085), (1, 0.016824994), (2, 0.01675405), (3, 0.016763186), (4, 0.9162018), (5, 0.016716896)]",4
本来 旅游 行程 车上 休息 导游 每次 上次 推销 特产 午餐 晚餐 餐厅 国外 确实 有种 不想 正面 回答 投诉 强忍 崩溃 巴厘岛 第三天 利亚 酒店 酒店 高档 设施 装修 成旧 打开门 一股 酒店 私人 沙滩 泳池 坐下 躺椅 额外 支付 卢比 相当于 人民币 私人 沙滩 限于 玩玩 沙子 散步,"[(0, 0.7324413), (4, 0.2543484)]",0
适合 情侣 出游 一点 不累 休息 休息 度假 感觉 巴厘岛 风景 超好 导游 李阿 热情,"[(0, 0.010474452), (1, 0.010522116), (2, 0.010503668), (3, 0.010469012), (4, 0.58304566), (5, 0.3749851)]",4
导游 阿林 真的 认真负责 好评 碰见 导游,"[(0, 0.021044988), (1, 0.021096645), (2, 0.8946528), (3, 0.020967603), (4, 0.021227388), (5, 0.021010598)]",2
开心 导游 超级 行程 安排 满满的 配合 安排 行程,"[(0, 0.016798036), (1, 0.016894374), (2, 0.016754594), (3, 0.017203255), (4, 0.91556317), (5, 0.016786566)]",4
整体 感觉 行程 投诉 巴厘岛 叶金 巴兰 豪华 别墅 酒店 酒店 服务 管理 携程 描述 不符 酒店 位置 酒店 位置 偏僻 周边 商铺 超市 重点 酒店 服务 管理 携程 蜜月 布置 漂浮 早餐 房间内 电话 服务员 没有响应 更让人 恐怖 酒店 感觉 一点 安全感 每次 外出 回来 感觉 行李箱 包包 有人 翻过 门窗 锁好 情况 人民币 价值 多元 项链 门窗 完好 酒店 沟通 酒店 态度 办法 只好 导游 报警 报警 酒店 态度 感觉 挺熟 一点 建议 出行 携程 沟通 入住 酒店 贼窝 旅行 心情 建议 携程 酒店 解除 协议 伤害 国人,"[(1, 0.46016973), (4, 0.53238255)]",4
导游 吴康,"[(0, 0.05590195), (1, 0.05598939), (2, 0.055975106), (3, 0.05585574), (4, 0.7204403), (5, 0.055837445)]",4
订单 评论 差评 巴厘岛 担忧 玩完 全程 省心 行程 携程 人员 打电话 导游 匆忙 兑换 电话卡 中转 厦门 兑换处 汇率 实时 汇率 手续费 没舍得 微信 导游 导游 导游 划算 巴厘岛 飞机 导游 接机 酒店 路上 介绍 巴厘岛 第二天 行程 嘱咐 习惯 禁忌 告诉 小费 告诉 攻略 男友 酒店 办理 入住 前台 后才 地方 差评 很贵 三个 女生 两个 男生 一共 很好 特色 细节 导游 一点一点 一路上 提醒 马路 注意安全 摩托车 很快 上下车 嘱咐 东西 旅行 真的 舒心 下次 指定 导游 周到,"[(1, 0.15393934), (2, 0.6660312), (4, 0.17388137)]",2
巴厘岛 旅游 私家 团线 明星 导游 名字 照片 华侨 中文 不错 导游 五星 一家 四口 旅游 最累 第一天 出发 飞机 延误 巴厘岛 凌晨 导游 接到 酒店 三点 洗涮 上床睡觉 第二天 九点半 集合 景点 说实话 这天 最累 导游 酒店 分钟 路程 九点 多点 酒店 大堂 几天 满意 希望 携程 路线 更正 巴厘岛 这天 自由 游行 游客 小时 飞机 携程 希望 游客 服务 企业 更远 拍照 技术 有限 希望 见外,"[(2, 0.58103293), (4, 0.4092061)]",2
出行 携程 牛气 倒退,"[(0, 0.03360714), (1, 0.83185107), (2, 0.03364535), (3, 0.03365108), (4, 0.033649795), (5, 0.033595532)]",1
行程 安排 不错 导游 负责 第一个 酒店 不配 梳子 第二个 酒店 高端 天气 防晒,"[(0, 0.011180462), (1, 0.011228569), (2, 0.011173505), (3, 0.011174471), (4, 0.94400096), (5, 0.011242076)]",4
导游 真坑 自由 巴兰 海鲜 市场 欺负 方言 龙虾 本来 公斤 告诉 公斤 不让 询价 态度 极差 几天 爱答不理 第一天 乌布 皇宫 银饰 工厂 行程 项链 戒指 回扣 携程 好评 还给 一张 单子 签字 评价 异国他乡 报复 满意,"[(2, 0.7240195), (4, 0.25872982)]",2
事情 三遍 超级 不值 包车 导游 接待 公司 很好 态度 不错 携程 太坑 一点 感觉 不值 建议 真的 超级 不值 第一天 行程 车上 度过 购物 逛公园 三天 加钱 好玩 还好 一日游 升级 坑人 不好 导游 辛苦 份上 一星 不想,"[(1, 0.8447368), (4, 0.13843633)]",1
