内容,主题概率,主题类型
导游 中文 很好 提前 酒店 大堂 等候 司机 选择 酒店 满意 旅游 体验,"[(3, 0.41818327), (7, 0.52336544)]",7
服务 整体 服务 体验 不错 导游 司机 酒店 工作人员 热情 细心 行程 套餐 包含 行程 项目 无聊 额外 花钱 安排 行程 好玩 额外 酒店 酒店 别墅 环境,"[(3, 0.63975495), (9, 0.33101428)]",3
导游 专业 热情 名叫 司机 驾驶 技术 太棒了 服务 到位 整体 行程 休闲 舒适 一点 调配 时间 行程 满意,"[(3, 0.62328297), (9, 0.33579084)]",3
本次 旅行 满意 出行 住宿 饮食 导游 环节 满意 开心 旅行,"[(9, 0.9242341)]",9
疫情 第一次 出国 第一次 私家 巴厘岛 景色 酒店 一流 热情 柯丁山 导游 司机 师傅 服务 热情 柯导 中文 不错 接送 准时 介绍 详细 注意事项 提示 到位 酒店 确认 房间 送机 地接社 安排 专人 送到 海关 入口 行程 轻松 愉快 有趣 安心 省心 两座 酒店 第一间 努沙杜瓦 地区 海滩 欧美人 居多 第二间 雅娜 网红 海边 悬崖 酒店 景色 居多 很大 酒店 度假区 旗下 三间 酒店 四种 选择 雅娜 度假 酒店 雅娜 赛格 酒店 雅娜 林畔 酒店 雅娜 度假 别墅 设施 通用 早餐 体验 分钟 一趟 摆渡 适合 晚一 两天 酒店 接待 服务 热情 设施 不错 物有所值 印象 深刻 旅行,"[(2, 0.10013696), (3, 0.89156157)]",3
只能 说能 自由 自由 第一次 巴厘岛 英语 交流 好不容易 自由 导游 业绩 安排 自由 同意 导游 第二天 脸色 摆起来 真的 影响 心情 跟团,"[(2, 0.96197855)]",2
行程 舒服 导游 司机 很棒 全程 服务 酒店 舒适 风景 优美 机会 家人,"[(3, 0.19323021), (9, 0.7483183)]",9
行程 规划 旅游 公司 工作人员 服务 五星 好评 导游 安娜 全程 耐心 讲解 游玩 过程 强制 消费 内容 安娜 五星 好评,"[(0, 0.9586569)]",0
主打 自由 轻松 几个 景点 漂流 好玩 出海 小岛 不太值 第二个 酒店 早餐 无敌 没吃过,"[(0, 0.5812886), (4, 0.367166)]",0
旅行 体验 导游 负责 七天 行程 流连忘返 下次 携程,"[(9, 0.9090753)]",9
行程 安排 充实 私家 服务 感受 有人 指引 吵闹 风景 不错,"[(1, 0.22365151), (7, 0.7081476)]",7
导游 很棒 提供 服务 行程 轻松 开心,"[(0, 0.011365511), (1, 0.1978233), (2, 0.011364933), (3, 0.011365027), (4, 0.011364587), (5, 0.0113644), (6, 0.011365486), (7, 0.0113653485), (8, 0.011365799), (9, 0.69989055), (10, 0.011365072)]",9
导游 司机 尽职尽责 导游 责任心 耐心 爱心 行程 安排 紧凑 心情 愉快 谢谢,"[(0, 0.15030266), (8, 0.7912363)]",8
出行 亲子 行程 无疑 抵达 入住 别墅 室内 泳池 小朋友 醒来 水里 大人 院子 放空 聊天 麻将 第一天 海神庙 集市 皇宫 咖啡 梯田 体验 了网 咖啡 导游 热情 留下 美照 第二天 自然 别墅 对面 一家 风情 餐厅 老外 我家 宝贝 他家 情有独钟 退房 入住 希尔顿 花园 升级 泳池 一楼 完美 酒店设备 齐全 沙滩 泳池 导游 热情 着想 美照 习俗 注意事项 介绍 很全 行程,"[(2, 0.14273125), (3, 0.6953054), (9, 0.15036093)]",3
巴厘岛 酒店 很棒 泳池 很棒 海水 蓝梦岛 值得 恶魔 眼泪 情人 还算 惊艳 体验 项目 体验 海底 漫步 太短 浮潜 面积 太小 大小 池子 漂流 水太脏 太脏 混浊 吓人 旅行社 无关 全程 导游 陈洁仪 华侨 中文 形象 素质 特别 亲和力 全程 照顾 细心 购行 全方位 安排 巴厘岛 度假 休闲 感谢 携程,"[(6, 0.98244596)]",6
总体 出行 不错 导游 不错 推荐 热情 爱心 本来 评论 害怕 推销 推销 原籍 福建 风景 不错 行程 欲哭无泪 国外 三天 自由 行程 价格 国内 没买 真心 糟糕 价格 好几倍 希尔顿 度假 酒店 真的 不错 服务 风景 吃饭 价格 导游 良心 中国 餐厅 开车 华人 餐厅 海鲜 餐厅 忘记 不远 来回 接送 感谢 导游 还为 生日礼物 蛋糕,"[(0, 0.69812626), (4, 0.28769153)]",0
行程 超级 顺利 半夜 接机 导游 超级 耐心 超级 司机 师傅 笑容 感觉 温暖 导游 阿文 全程 耐心 细心 仔细 交流 细节 行程 提醒 想到 事项 贴心 中文 沟通 特别 到位 巴厘岛 行程 安排 不错 景点 照顾 总体 行程 满意 希望 机会 再见 感谢 阿文 感谢 司机 师傅 度过 完美 假期,"[(1, 0.18698259), (8, 0.7972785)]",8
浪漫 巴厘岛 贴心 自由 公司 安排 导游 协调 对接 各个环节 游客 操心 自由 畅游 海岛,"[(3, 0.6676812), (9, 0.28114218)]",3
私家 出行 体验 廖健宏 导游 中文 很棒 个性化 服务 到位 合理安排 行程 路程 规划 浪费时间 合作 项目 代理 玩累 导游 随行 翻译 司机 师傅 技术 陈导 很棒 一家 特别 女儿 开心 强力 推荐 私家 老人 小孩 首选,"[(0, 0.08418308), (2, 0.6418012), (9, 0.25483623)]",2
携程 预定 私家 蜜月旅行 携程 服务 前期 客服 跟进 携程 兑换 印尼盾 机场 巴厘岛 凌晨 地导 接机 导游 阿荣 热情周到 自费 蓝梦岛 参加 水上 项目 刺激 海底 漫步 美丽 彩色 小鱼 网红大 秋千 感受 丛林 荡秋千 感觉 月份 巴厘岛 雨季 下雨 入住 雅娜 酒店 携程 安排 蜜月 布置 酒店 库布 私人 海滩 海边 中午饭 惬意 雅娜 无边 泳池 岩石 酒吧 携程 服务 满意 巴厘岛 景色 喜欢,"[(3, 0.38639218), (6, 0.23566388), (10, 0.36703935)]",3
总评 不错 酒店 推荐 威斯汀 提示 巴厘岛 不小 景点 距离 孩子 建议 选择 海滩 酒店 大部分 时间 酒店,"[(3, 0.29031658), (4, 0.56403255), (6, 0.10697681)]",4
蜜月旅行 整体 愉快 携程 私家 特别 巴厘岛 导游 安娜 接机 回国 真的 中文 超级 英文 担心 一路上 讲解 景点 介绍 好多 巴厘岛 文化 特色 安娜 兼职 拍照 好多 美美 合照 巴厘岛 乌布 皇宫 梯田 情人 海神庙 蓝梦岛 恶魔 眼泪 都太美 雅娜 酒店 真的 体验 太棒 太美 没去 美景 只好 下次,"[(6, 0.8068672), (8, 0.17706041)]",6
巴厘岛 美的 地方 值得 孩子 时间 特别 延期 想法 打卡 景点 孩子 巴厘岛 水上 乐园 一整天 野生 动物园 水上 乐园 不错 防晒 防晒 真的 入住 希尔顿酒店 满意 沙滩 游泳池 很漂亮 舒舒服服 躺椅 享受 酒店 两天 退房 孩子 没玩够 阿伟 导游 商量 下午 尽兴 孩子 没玩够 开心 路程 酒店 国外 游客 礼貌 友善,"[(3, 0.1675681), (4, 0.112470195), (8, 0.706204)]",8
感谢 黄导 专业 导游 服务 巴厘岛 风俗人情 民间传说 景点 细致入微 介绍 导游 职业道德 教育 过程 比较稳定 道德观念 行为规范 道德品质 总和 黄导 热情 和善 守时 守信 行程 安排 下次 巴厘岛 首选 谢谢 几天 倾情 陪伴 陌生 巴厘岛 找到 朋友 相处 感觉,"[(0, 0.97756165)]",0
感谢 导游 中文名 秋若凡 中文 很棒 巴厘岛 很漂亮 地方 适合 情侣 一流 酒店 好吃 试试 排饭 巴厘 炒饭 价格 人民币 购物 商场 海边 一整天 无聊 马杀鸡 实惠 小时 人民币 星巴克 国内 便宜 风景 很棒 建议 早晨 海边 日出 早饭 睡觉 酒店 下午 商场 海边 中午,"[(4, 0.38629535), (6, 0.5958532)]",6
携程 旅游 省心 省力 度蜜月 私人 导游 小洁 中文 一级 中国 推荐 真的 好吃 梯田 品尝 咖啡 好几个 味道 不错 几包 回家 导游 小洁 翻译 贴心 蓝梦岛 真的 巴厘岛 风景 优美 雅娜 酒店 喜欢 风景 别提 免费 海水浴 酒店 专属 清澈 雅娜 早饭 好吃 种类 巴厘岛 猪扒 海鲜 胃口 开心 团购 价格 蛮贵 感觉 惊艳 之恋 洋人街 吃海鲜 开心 划算 导游 很棒,"[(0, 0.09944078), (4, 0.7133593), (6, 0.1756372)]",4
携程 附加 产品 网红 升级 真的 建议 建议 再定 私家 算是 经典 额外 加钱 附加 产品 网红 秋千 森林 瀑布 洋人街 库塔 海滩 几个 地方 啥意思 恶魔 眼泪 推荐 地方 专导 陪同 旅行社 十几号 拼团去 断崖 开车 分钟 游玩 分钟 导游 第一天 机场 迟到 导游 期间 讲解 简单 几句 不间断 推荐 购物 态度 不好 景点 游玩 分钟 就让 转转 地方 吃饭 百盛 商场 吃饭 游玩 网上 团购 接送 吃饭 团券 不用 额外 加税 不错 做做 攻略,"[(3, 0.98812354)]",3
风景 实在 难以形容 行程 安排 舒适 网红 打卡 地方 导游 阿玲 导游 细心 周到 温柔 聪明 本次 导游 服务 非常感谢,"[(0, 0.9566807)]",0
各种各样 海滩 真的 很漂亮 适合 放松 旅途 不用 安排 太紧 导游 司机 服务 详细 解答 帮忙 不错,"[(3, 0.949438)]",3
行程 安排 导演 林伟胜 华侨 中文 热情 换汇 人民币 不用 担心 出行 一路上 细心 周到 提供 建议 需求 梯田 安排 樟鸭 饭店 环境 性价比 晚上 海边 海鲜 日落 食材 新鲜 泳池 别墅 性价比 超高 安瓦雅 酒店 隔音设备 房间 地理位置 绝佳 吃饭 购物,"[(4, 0.4024917), (8, 0.5783547)]",8
行程 老公 开心 酒店 布置 蜜月 装饰 漂流 好玩 超级 累到 环境 服务 巴厘岛 海边 真的 超级 不用 滤镜 城市 一点点 剩下 还好 导游 小妹妹 贴心 想去 餐厅 水果 当地人 讲价 水果 海鲜 新鲜 便宜,"[(3, 0.97473085)]",3
本来 打算 团游 巴厘岛 没想到 携程 自营 订单 一个团 实际上 自由 省去 了订 接送 景点 行程 门票 包车 一系列 真心 省心 一家人 两大两 一台 七座 司机 导游 全程 特别 省心 导游 很佛 全程无 推销 购物 到达 景点 介绍 集合时间 默默 的等 好玩 的点 会儿 晚点 导游 第二个 景点 太巴适,"[(10, 0.9817666)]",10
导游 热情 选择 两个 私团 价格 行程 安排 自由 携程 客服 专业 安排 见面 回访 感觉 不错 选择 品牌 省心,"[(0, 0.7394117), (10, 0.2214955)]",0
巴厘岛 五晚 自由 满意 导游 司机 热情 耐心 行程 有不懂 导游 第一 时间 解决 行程 导游 充足 吃饭时间 慢慢来 着急 景点 路上 开车 时间 导游 司机 照顾 行程 一点 不累 晕车 司机 技术 情况 巴厘岛 游玩 开心 满意 希望 机会 巴厘岛 游玩 后期 关注 携程网 携程网 客服 每位 耐心,"[(1, 0.06861658), (3, 0.5112285), (8, 0.40558168)]",3
巴厘岛 客服 人员 服务 热情 周到 细心 出国前 客人 耐心 沟通 确保 客人 到达 行程 顺利 酒店 服务 情况 很快 协助 沟通 解决 导游 服务 热情 细心 陪同 游览 解说 非常感谢,"[(2, 0.1717449), (8, 0.53774685), (10, 0.26776326)]",8
阿雅 宝格丽 酒店 真的 值得 几次 导游 阿桦 不错 安排 细致 用心,"[(9, 0.9300326)]",9
行程 安排 人性化 轻松 舒适 酒店 预订 兰碧尼 私人 泳池 雅娜 酒店 早餐 真心 特别 导游 许誉严 热情 贴心 感谢 携程,"[(8, 0.48468438), (9, 0.47785392)]",8
巴厘岛 真是太 导游 熟悉 照顾 无微不至 司机 憨厚 沟通 流畅 地方 友善 包容 中国 印度尼西亚 国人 很大 印度尼西亚 面子 票子 印度尼西亚 感觉 国内 好多 印度尼西亚 中国 友谊 地久天长,"[(4, 0.6546971), (8, 0.31704774)]",4
旅行 太好了 舒适 两个 一辆车 司机 中文 华裔 导游 干净 司机 开车 很稳 颠簸 一点 颠簸 感觉 技术 主动 帮忙 行李 每次 上车 空调 开好 真的 舒服 导游 小伙 负责 全程 跟着 吃饭 帮忙 翻译 注意事项 景点 习俗 介绍 仔细 行程 安排 一点 时间 浪费 前两天 别墅 不错 可惜 游泳池 游泳 可惜 希尔顿 度假村 真是太 阳光 沙滩 泳池 温泉 欧美 日本 韩国 国家 国际 早餐 丰盛 三天 重样 景房 安静 海床 超级 赶上 两个 双人床 想要 加钱 升级 海景房 前台 外面 外国人 沙滩 小孩子 泳池 水球 度假 感觉 推荐 两个 餐厅 竹林 小屋 中国 接车 送还 外卖 海鲜 很棒 价格 便宜 两个 海鲜 套餐 痛快 带劲 饭量 支付宝 微信 支付 库塔 洋人街 猪扒 套餐 好吃 了来 巴厘岛 烤串 猪扒 特别 正宗 百度 地图 导航 找到 外国人 两个 吃加 啤酒,"[(4, 0.19178326), (8, 0.80188626)]",8
喜欢 华裔 导游 惠丽 中文 超级 可爱 敬业 好吃 榴莲 山竹 讲价 椰子 蛇皮 饮料 中国 游客 划算 私家 不错 家庭 情侣 成团 出发 时间 时间 喜欢 推荐 好吃,"[(0, 0.1871593), (4, 0.7855507)]",4
开心 安排 导游 年纪 相仿 中文 很棒 司机 开车 紫外线 晒成 两种 颜色 翻晒 物理 防晒 严实 完照 赶紧 遮起来 回来 哭死了 买点 颜色 鲜艳 裙摆 裙子 夸张 拍照 好看 衣服 日常 好看 裙摆 效果 路边 便利店 便宜 巴厘岛 东西 便宜 简单 参考 一份 小费 税费 一顿饭 人均 超市 东西 国内 超市 价格 水果 很大 椰子 海南 好喝 寡淡 无味,"[(0, 0.65684205), (4, 0.1070263), (6, 0.10842061), (8, 0.03567357), (9, 0.08281468)]",0
国外 生活 感到 不安 交流 安排 幸亏 找到 导游 万事 安排 妥帖 几天 开心 难忘 蜜月旅行 巴厘岛 样子 清澈 海水 舒适 温度 鸡蛋花 机会,"[(6, 0.07242178), (8, 0.8947167)]",8
导游 超级 满意 尽责 热情 期间 出行 结束 帮忙 酒店 三天 两天 很多很多 无敌 海景 超级 位置 适合,"[(0, 0.16218625), (2, 0.28325796), (8, 0.51626575)]",8
特别 值得 回忆 旅行 巴厘岛 值得 携程 私家 小团 配置 导游 司机 服务 真的 超级 既定 行程 体验 自驾 乐趣 嫌累 美中不足 安排 酒店 位置 蹩脚 喜欢 酒店 逛逛 体验 风土人情 建议 选择 自选 酒店 套餐 值得 推荐 一段 行程,"[(4, 0.07147855), (9, 0.90847856)]",9
重点 导游 司机 蜜月 旅会 难受 事情 周到 携程 服务 不想 唯一 再三 拜托 事情 补救 心情 影响 导游 司机 热情服务 我会 蜜月 旅会 愉快,"[(1, 0.09615091), (2, 0.8722894)]",2
旅游 缺点 不想 回来 巴厘岛 地方 早晚 睡觉 凉爽 中午 适合 洗海澡 导游 尽职尽责 服务 颠覆 导游 认知 脾气 莫名其妙 恪守 职业道德 几次 邀请 吃饭 拒绝 海边 看守 物品 真的 不用 操心 迟到 批评 行程 更换 商量 主动 帮忙 拍照片 一切都是 最大化 设想 导游 服务 真心 巴适 行程 真的 随心所欲 第一天 海神庙 拍照 打卡 梯田 秋千 真心 推荐 秋千 刺激 不好玩 保护装置 拍不出 长裙 飘飘 效果 晚上 入住 独栋 泳池 别墅 真的 情调 第二天 一早 漂浮 早餐 拍拍 选择 房间 早餐 建议 早餐 女生 拍拍 酒店 自助 早餐 食材 差别 第二天 无边 泳池 第三天 蓝梦岛 出海 潜水 项目 第四天 包船 海钓 深潜 第五天 酒店 度假村 私人 海滩 很棒 再续,"[(3, 0.80737126), (4, 0.095395125), (6, 0.09057016)]",3
巴厘岛 插曲 导游 带领 满意 插曲 是因为 航空公司 失误 导致 抵达 巴厘岛 托运 行李 丢失 携程 巴厘岛 人员 无关 得知 情况 第一 时间 询问 机场 熟人 帮忙 实时 关注 行李 最新 动态 可谓 细心 负责 热心肠 游玩 过程 愉快 游玩 站点 之间 距离 乘车 四十分钟 小时 枯燥 路程 小廖会 聊天 介绍 印尼 风土人情 著名 标志性 建筑 小廖 导游 业务 能力 中文 很好 告知 景点 注意事项 情人 野外 猴子 背后 偷袭 旅游 机场 返程 发现 衣服 落在 酒店 酒店 沟通 衣服 送到 机场 旅程 顺利 导游 息息相关 希望 每次 出行 导游,"[(8, 0.08796504), (9, 0.9029878)]",9
导游 秋若凡 小姐姐 好看 提出 需求 解决,"[(0, 0.8852808), (1, 0.011471438), (2, 0.011475811), (3, 0.011471524), (4, 0.011471075), (5, 0.011471016), (6, 0.011472228), (7, 0.011471122), (8, 0.011471883), (9, 0.0114715425), (10, 0.011471579)]",0
独栋 别墅 单独 泳池 安静 海景房 阳台 大海 环境 酒店 服务 很棒 导游 推荐 线路 不错 尝试 印尼 美食 导游 沟通 安排 行程 赶时间 感觉 不错 旅行,"[(3, 0.56364834), (8, 0.40712425)]",3
导游 亲切 天气 自然 景色 休闲 食物 地道 美味,"[(3, 0.90906507)]",3
导游 司机 贴心 下次 机会 选择 导游 司机,"[(0, 0.010102945), (1, 0.8989779), (2, 0.010102237), (3, 0.010102207), (4, 0.010101618), (5, 0.010101609), (6, 0.010102004), (7, 0.010102162), (8, 0.010102582), (9, 0.010102459), (10, 0.010102317)]",1
导游 幽默 巴厘岛 轻松 第二天 晒伤 唯一 遗憾 龙虾 不错,"[(2, 0.9173273)]",2
不错 旅行 酒店 不错 风景 很漂亮 导游 很棒,"[(0, 0.010101947), (1, 0.01010213), (2, 0.010102145), (3, 0.010102279), (4, 0.0101022525), (5, 0.0101018185), (6, 0.010102222), (7, 0.01010204), (8, 0.010102647), (9, 0.8989786), (10, 0.01010187)]",9
蓝梦岛 海神庙 乌布 皇宫 乌布 市场 梯田 情人 洋人街 岩石 酒吧 日落 网红 秋千,"[(6, 0.93937683)]",6
第一次 携程 出游 旅游 女儿 成团 行程 悠闲 乌鲁瑟 加拉 酒店 太棒 日出 无边 泳池 早餐 满意,"[(2, 0.26826927), (9, 0.6862547)]",9
巴厘岛 太美 导游 司机 师傅 行程 安排 服务 周到 安利 利亚 酒店 环境 真的 超级,"[(3, 0.25121143), (8, 0.69761336)]",8
很好 旅行 轻松愉快 导游 行程 热情 非常感谢,"[(0, 0.011365647), (1, 0.011366311), (2, 0.011365022), (3, 0.011365268), (4, 0.011364655), (5, 0.011364725), (6, 0.011365166), (7, 0.011365041), (8, 0.011365975), (9, 0.88634664), (10, 0.011365562)]",9
满意 放松 旅行 导游 一为 华裔 负责 司机 当地人 老公 两个 司机 导游 翻译 不错 体验,"[(8, 0.94625705)]",8
巴厘岛 想象 要大 酒店 真的 无敌 导游 阿伦 特别 负责 阿伦 国语 满意 开心 旅行 尽兴 只不过 蓝梦岛 恶魔 眼泪 原因 中国 游客 开放 遗憾,"[(2, 0.793933), (6, 0.17453478)]",2
携程 私家 体验 不错 感觉 两个 一个团 尴尬 下次 试试 大团 谢谢 导游 西瓜 全程 耐心 讲解 陪伴 司机 开车 很稳 值得 酒店 伊娜雅 山景 机场 希尔顿 伊娜雅 努沙杜瓦 度假村 环境 地方 很大 有个 沙滩 几个 泳池 泳池 免费 赠送 一顿 免费 晚餐 看着 高大 难吃 习惯 两口 房间 冲泡 酒店 房间 算是 挺大 估计 这家 这家 真不 真心 推荐 房间 浴室 淋浴 浴缸 危险 卫生间 房间 只能 酒店 公共设施 确实 库塔 沙滩 岩石 酒吧 莲花 餐厅 莲花 餐厅 两个 两口 不想 牛排 很腻 很腻 嘴油 一点 难吃 岩石 酒吧 消费 拍拍 风景 蓝梦岛 一日游 水上 项目 一块 浮板 边上 独木舟 好像 天气 不好 设施 环境 简陋 早上 出发 很凉 浮潜 两分钟 机场 免税店 价格 一包 咖啡 好像 家乐福,"[(0, 0.4292595), (2, 0.06577237), (3, 0.1599592), (4, 0.30801412), (7, 0.026342586)]",0
很棒 旅行 导游 邹勇兴 热情 可爱 景点 介绍 详细 提醒 到位 提前 等候 态度 风趣 小朋友 特别 友好 司机 阿勇 服务 巴厘岛 行程 完美 巴厘岛 恋爱 圣地 雅娜,"[(3, 0.9685771)]",3
到达 巴厘岛 时间 气候 舒服 气温 孩子 来玩订 路线 自由 孩子 酒店 泳池 沙滩 很好 轻松自在 漂流 值得 推荐 恶魔 眼泪 海景 好看 要备 晕船药 快艇 时间 来回 小时 海上 晕车 小伙伴 要备 痛苦,"[(0, 0.60874504), (3, 0.18747033), (6, 0.18293041)]",0
景色 迷人 巴厘岛 完美 旅游 惊艳 谢谢 娜娜 非常高兴,"[(9, 0.90904933)]",9
感觉 没玩够 回来 明年 哥哥 接待 提前 酒店 耐心 拍照 无微不至 照顾 异国他乡 亲切,"[(9, 0.9393523)]",9
私家 专车 专导 行程 自由 导游 阿贤 尽心 尽责 行程 安排 妥妥 辛苦 打卡 景点 蓝梦岛 恶魔 眼泪 海神庙 库塔 海滩 乌布 皇宫 乌布 市场 两天 舒服 值得 下次 机会 阿贤,"[(3, 0.096167184), (6, 0.123629585), (8, 0.75746393)]",8
蜜月游 选择 巴厘岛 充实 建议 选择 自由 选择 想去 地方 飞机 导游 门口 接机 猪扒 好吃 服务 特别 司机 师傅 礼貌 下车 主动 帮忙 开门 印尼 居民 热情 总的来讲 开心 机会,"[(0, 0.23327047), (3, 0.5831819), (5, 0.16080262)]",3
地接社 重视 私访 回复 解决 很棒 导游 司机 行程 安排 灵活 调整 开心,"[(3, 0.516821), (9, 0.42426136)]",3
旅行 真的 开心 女朋友 满意 机场 有人 花环 礼貌 一部分 人会 中文 导游 洪銘璣 导游 全程 负责 礼貌 中文 交流 换到 汇率 很好 印尼盾 感受 前一天 很好 菠萝蜜 希尔顿酒店 免费 升级 海景房 沙滩 很美 库塔 纪念品 推荐 两个 地方 导游 一家 纪念品 商店 便宜 一半多 旅行 整体 满意 推荐 私家,"[(3, 0.12371082), (8, 0.86017245)]",8
导人 讲解 详细 风景 不错,"[(0, 0.8484565), (1, 0.015154594), (2, 0.015154206), (3, 0.0151544465), (4, 0.015154255), (5, 0.015154209), (6, 0.01515445), (7, 0.015153807), (8, 0.015155064), (9, 0.015154506), (10, 0.015153988)]",0
工作人员 负责 效率 导游 安娜 满意 贴心 酒店 安排 开心 旅行,"[(8, 0.9242289)]",8
游玩 总体 满意 度假 休闲 导游 敬业 有问必答 景点 照片 很棒 环境 真的 泳池 漂亮 恶魔 眼泪 震撼 那天 跟去 悬崖 一点 不停 不停 生怕 听不进去 前天 事故 遵守规则,"[(8, 0.96935725)]",8
