Source,Target,Type,Weight
疫情,防控,Undirected,101
疫情,小时,Undirected,24
疫情,核酸,Undirected,71
疫情,感冒,Undirected,31
疫情,医院,Undirected,35
疫情,阳性,Undirected,63
疫情,病毒,Undirected,103
疫情,睡觉,Undirected,105
疫情,体温,Undirected,101
疫情,希望,Undirected,37
疫情,症状,Undirected,108
疫情,感觉,Undirected,10
疫情,人员,Undirected,103
疫情,浑身,Undirected,95
疫情,睡不着,Undirected,56
疫情,嗓子,Undirected,114
疫情,新型,Undirected,17
疫情,冠状病毒,Undirected,34
疫情,新冠,Undirected,31
疫情,网页,Undirected,27
防控,小时,Undirected,93
防控,公司,Undirected,36
防控,感冒,Undirected,38
防控,难受,Undirected,8
防控,情况,Undirected,117
防控,下午,Undirected,16
防控,医院,Undirected,75
防控,阳性,Undirected,91
防控,睡觉,Undirected,7
防控,几天,Undirected,14
防控,体温,Undirected,11
防控,希望,Undirected,19
防控,早上,Undirected,10
防控,一点,Undirected,11
防控,症状,Undirected,88
防控,发烧,Undirected,15
防控,感觉,Undirected,20
防控,工作,Undirected,4
防控,浑身,Undirected,4
防控,睡不着,Undirected,1
防控,嗓子,Undirected,4
防控,新型,Undirected,5
防控,冠状病毒,Undirected,5
防控,新冠,Undirected,113
防控,检测,Undirected,2
防控,咳嗽,Undirected,35
防控,网页,Undirected,100
防控,中国,Undirected,44
小时,健康,Undirected,116
小时,难受,Undirected,18
小时,睡觉,Undirected,12
小时,体温,Undirected,75
小时,抗原,Undirected,100
小时,早上,Undirected,54
小时,感染,Undirected,1
小时,新型,Undirected,77
小时,冠状病毒,Undirected,79
小时,检测,Undirected,5
小时,咳嗽,Undirected,32
小时,网页,Undirected,26
小时,中国,Undirected,92
核酸,情况,Undirected,2
核酸,阳性,Undirected,11
核酸,病毒,Undirected,125
核酸,几天,Undirected,37
核酸,抗原,Undirected,117
核酸,早上,Undirected,115
核酸,发烧,Undirected,68
核酸,工作,Undirected,28
核酸,睡不着,Undirected,98
核酸,嗓子,Undirected,28
核酸,咳嗽,Undirected,110
核酸,网页,Undirected,51
核酸,中国,Undirected,115
健康,公司,Undirected,35
健康,感冒,Undirected,55
健康,难受,Undirected,42
健康,情况,Undirected,124
健康,下午,Undirected,48
健康,医院,Undirected,98
健康,阳性,Undirected,96
健康,睡觉,Undirected,27
健康,几天,Undirected,51
健康,体温,Undirected,38
健康,希望,Undirected,88
健康,早上,Undirected,43
健康,一点,Undirected,35
健康,发烧,Undirected,66
健康,感觉,Undirected,68
健康,浑身,Undirected,23
健康,睡不着,Undirected,9
健康,嗓子,Undirected,38
健康,咳嗽,Undirected,80
健康,网页,Undirected,56
健康,中国,Undirected,57
公司,难受,Undirected,87
公司,情况,Undirected,124
公司,医院,Undirected,89
公司,阳性,Undirected,116
公司,睡觉,Undirected,59
公司,几天,Undirected,98
公司,体温,Undirected,92
公司,希望,Undirected,92
公司,早上,Undirected,120
公司,一点,Undirected,68
公司,人员,Undirected,72
公司,浑身,Undirected,66
公司,睡不着,Undirected,35
公司,嗓子,Undirected,81
公司,新型,Undirected,25
公司,冠状病毒,Undirected,32
公司,检测,Undirected,97
公司,咳嗽,Undirected,100
公司,网页,Undirected,19
公司,中国,Undirected,51
感冒,下午,Undirected,46
感冒,病毒,Undirected,71
感冒,几天,Undirected,5
感冒,早上,Undirected,51
感冒,症状,Undirected,119
感冒,感觉,Undirected,52
感冒,工作,Undirected,98
感冒,人员,Undirected,50
感冒,感染,Undirected,30
感冒,浑身,Undirected,61
感冒,嗓子,Undirected,91
感冒,新型,Undirected,12
感冒,冠状病毒,Undirected,16
感冒,新冠,Undirected,34
感冒,网页,Undirected,12
感冒,中国,Undirected,32
难受,情况,Undirected,126
难受,下午,Undirected,93
难受,睡觉,Undirected,68
难受,几天,Undirected,26
难受,体温,Undirected,56
难受,抗原,Undirected,115
难受,希望,Undirected,41
难受,早上,Undirected,64
难受,一点,Undirected,14
难受,症状,Undirected,19
难受,发烧,Undirected,42
难受,工作,Undirected,61
难受,人员,Undirected,11
难受,睡不着,Undirected,107
难受,新型,Undirected,2
难受,冠状病毒,Undirected,2
难受,检测,Undirected,91
难受,网页,Undirected,7
难受,中国,Undirected,10
情况,病毒,Undirected,4
情况,睡觉,Undirected,81
情况,抗原,Undirected,4
情况,希望,Undirected,110
情况,一点,Undirected,90
情况,症状,Undirected,46
情况,感染,Undirected,51
情况,浑身,Undirected,93
情况,睡不着,Undirected,52
情况,嗓子,Undirected,112
情况,新冠,Undirected,36
情况,网页,Undirected,68
情况,中国,Undirected,95
下午,睡觉,Undirected,86
下午,抗原,Undirected,16
下午,希望,Undirected,10
下午,早上,Undirected,111
下午,一点,Undirected,1
下午,症状,Undirected,9
下午,人员,Undirected,32
下午,浑身,Undirected,118
下午,新型,Undirected,9
下午,冠状病毒,Undirected,9
下午,网页,Undirected,13
下午,中国,Undirected,8
医院,睡觉,Undirected,79
医院,体温,Undirected,120
医院,抗原,Undirected,41
医院,一点,Undirected,102
医院,症状,Undirected,54
医院,发烧,Undirected,44
医院,人员,Undirected,115
医院,浑身,Undirected,93
医院,睡不着,Undirected,40
医院,嗓子,Undirected,104
医院,新型,Undirected,45
医院,冠状病毒,Undirected,49
医院,网页,Undirected,25
医院,中国,Undirected,51
阳性,病毒,Undirected,32
阳性,睡觉,Undirected,91
阳性,希望,Undirected,126
阳性,一点,Undirected,109
阳性,症状,Undirected,112
阳性,发烧,Undirected,43
阳性,感染,Undirected,56
阳性,浑身,Undirected,96
阳性,睡不着,Undirected,43
阳性,新型,Undirected,73
阳性,冠状病毒,Undirected,76
阳性,新冠,Undirected,70
阳性,检测,Undirected,79
阳性,网页,Undirected,42
阳性,中国,Undirected,77
病毒,希望,Undirected,14
病毒,感觉,Undirected,123
病毒,工作,Undirected,5
病毒,感染,Undirected,99
病毒,睡不着,Undirected,64
病毒,新型,Undirected,93
病毒,冠状病毒,Undirected,101
病毒,新冠,Undirected,114
病毒,检测,Undirected,97
病毒,咳嗽,Undirected,17
病毒,中国,Undirected,119
睡觉,体温,Undirected,61
睡觉,抗原,Undirected,33
睡觉,早上,Undirected,78
睡觉,症状,Undirected,102
睡觉,感觉,Undirected,15
睡觉,工作,Undirected,70
睡觉,人员,Undirected,16
睡觉,浑身,Undirected,2
睡觉,嗓子,Undirected,40
睡觉,新型,Undirected,1
睡觉,冠状病毒,Undirected,1
睡觉,新冠,Undirected,117
睡觉,检测,Undirected,60
睡觉,咳嗽,Undirected,92
睡觉,网页,Undirected,8
睡觉,中国,Undirected,6
几天,抗原,Undirected,68
几天,工作,Undirected,95
几天,人员,Undirected,28
几天,睡不着,Undirected,111
几天,新型,Undirected,4
几天,冠状病毒,Undirected,6
几天,检测,Undirected,85
几天,咳嗽,Undirected,36
几天,网页,Undirected,10
几天,中国,Undirected,14
体温,发烧,Undirected,99
体温,工作,Undirected,92
体温,人员,Undirected,24
体温,浑身,Undirected,103
体温,新型,Undirected,5
体温,冠状病毒,Undirected,5
体温,检测,Undirected,103
体温,网页,Undirected,11
体温,中国,Undirected,10
抗原,希望,Undirected,47
抗原,一点,Undirected,13
抗原,人员,Undirected,117
抗原,感染,Undirected,113
抗原,浑身,Undirected,87
抗原,新型,Undirected,101
抗原,冠状病毒,Undirected,99
抗原,检测,Undirected,66
抗原,咳嗽,Undirected,83
抗原,网页,Undirected,45
抗原,中国,Undirected,60
希望,症状,Undirected,94
希望,人员,Undirected,41
希望,睡不着,Undirected,119
希望,新型,Undirected,8
希望,冠状病毒,Undirected,12
希望,检测,Undirected,98
希望,咳嗽,Undirected,14
希望,网页,Undirected,15
希望,中国,Undirected,20
早上,工作,Undirected,99
早上,人员,Undirected,26
早上,浑身,Undirected,66
早上,新型,Undirected,4
早上,冠状病毒,Undirected,3
早上,检测,Undirected,113
早上,网页,Undirected,12
早上,中国,Undirected,5
一点,症状,Undirected,89
一点,工作,Undirected,78
一点,人员,Undirected,21
一点,睡不着,Undirected,117
一点,新型,Undirected,2
一点,冠状病毒,Undirected,5
一点,新冠,Undirected,124
一点,检测,Undirected,82
一点,咳嗽,Undirected,19
一点,网页,Undirected,6
一点,中国,Undirected,7
症状,发烧,Undirected,23
症状,感觉,Undirected,102
症状,人员,Undirected,113
症状,嗓子,Undirected,74
症状,新型,Undirected,72
症状,冠状病毒,Undirected,73
症状,检测,Undirected,37
症状,咳嗽,Undirected,33
症状,网页,Undirected,56
症状,中国,Undirected,37
发烧,人员,Undirected,31
发烧,浑身,Undirected,40
发烧,新型,Undirected,6
发烧,冠状病毒,Undirected,7
发烧,新冠,Undirected,69
发烧,网页,Undirected,33
发烧,中国,Undirected,19
感觉,人员,Undirected,33
感觉,感染,Undirected,41
感觉,睡不着,Undirected,101
感觉,新型,Undirected,4
感觉,冠状病毒,Undirected,5
感觉,新冠,Undirected,13
感觉,网页,Undirected,12
感觉,中国,Undirected,18
工作,浑身,Undirected,83
工作,睡不着,Undirected,43
工作,嗓子,Undirected,81
工作,新冠,Undirected,85
工作,咳嗽,Undirected,101
工作,网页,Undirected,53
工作,中国,Undirected,65
人员,浑身,Undirected,6
人员,睡不着,Undirected,4
人员,嗓子,Undirected,8
人员,咳嗽,Undirected,39
人员,网页,Undirected,44
人员,中国,Undirected,91
感染,睡不着,Undirected,52
感染,新型,Undirected,25
感染,冠状病毒,Undirected,31
感染,新冠,Undirected,98
感染,检测,Undirected,31
感染,咳嗽,Undirected,10
感染,网页,Undirected,119
浑身,新型,Undirected,1
浑身,新冠,Undirected,116
浑身,检测,Undirected,61
浑身,网页,Undirected,12
浑身,中国,Undirected,6
睡不着,新冠,Undirected,62
睡不着,检测,Undirected,29
睡不着,网页,Undirected,1
睡不着,中国,Undirected,2
嗓子,新型,Undirected,2
嗓子,冠状病毒,Undirected,1
嗓子,检测,Undirected,98
嗓子,咳嗽,Undirected,27
嗓子,网页,Undirected,7
嗓子,中国,Undirected,3
新型,冠状病毒,Undirected,76
新型,咳嗽,Undirected,19
新型,网页,Undirected,112
新型,中国,Undirected,82
冠状病毒,咳嗽,Undirected,18
冠状病毒,网页,Undirected,122
冠状病毒,中国,Undirected,90
检测,网页,Undirected,76
咳嗽,网页,Undirected,22
咳嗽,中国,Undirected,6
网页,中国,Undirected,59
