Source,Target,Type,Weight
新增,方舱,Undirected,45
新增,抗原,Undirected,35
新增,感觉,Undirected,38
新增,晚上,Undirected,45
新增,病例,Undirected,18
新增,感染者,Undirected,81
新增,工作,Undirected,93
新增,隔离,Undirected,47
新增,昨天,Undirected,105
新增,几天,Undirected,63
新增,发现,Undirected,24
新增,阳性,Undirected,88
新增,出门,Undirected,92
新增,有人,Undirected,26
新增,明天,Undirected,54
新增,防控,Undirected,108
新增,上班,Undirected,37
新增,公司,Undirected,68
新增,阴性,Undirected,28
新增,感冒,Undirected,18
新增,发烧,Undirected,17
本土,新冠,Undirected,24
本土,肺炎,Undirected,59
本土,方舱,Undirected,15
本土,医院,Undirected,55
本土,抗原,Undirected,16
本土,检测,Undirected,66
本土,感觉,Undirected,5
本土,晚上,Undirected,7
本土,病例,Undirected,52
本土,无症状,Undirected,40
本土,工作,Undirected,76
本土,人员,Undirected,39
本土,昨天,Undirected,17
本土,几天,Undirected,4
本土,发现,Undirected,94
本土,阳性,Undirected,5
本土,出门,Undirected,55
本土,病毒,Undirected,65
本土,有人,Undirected,3
本土,明天,Undirected,7
本土,上班,Undirected,6
本土,公司,Undirected,14
本土,感冒,Undirected,10
本土,发烧,Undirected,1
新冠,方舱,Undirected,87
新冠,医院,Undirected,96
新冠,感觉,Undirected,99
新冠,症状,Undirected,95
新冠,晚上,Undirected,84
新冠,感染者,Undirected,36
新冠,工作,Undirected,3
新冠,隔离,Undirected,38
新冠,昨天,Undirected,66
新冠,几天,Undirected,83
新冠,发现,Undirected,52
新冠,阳性,Undirected,53
新冠,出门,Undirected,90
新冠,有人,Undirected,81
新冠,明天,Undirected,50
新冠,上班,Undirected,79
新冠,阴性,Undirected,127
新冠,发烧,Undirected,84
肺炎,方舱,Undirected,63
肺炎,医院,Undirected,42
肺炎,抗原,Undirected,117
肺炎,检测,Undirected,6
肺炎,感觉,Undirected,14
肺炎,晚上,Undirected,54
肺炎,病例,Undirected,118
肺炎,无症状,Undirected,57
肺炎,工作,Undirected,111
肺炎,人员,Undirected,111
肺炎,隔离,Undirected,104
肺炎,昨天,Undirected,25
肺炎,几天,Undirected,15
肺炎,阳性,Undirected,81
肺炎,出门,Undirected,50
肺炎,有人,Undirected,43
肺炎,明天,Undirected,25
肺炎,上班,Undirected,38
肺炎,公司,Undirected,123
肺炎,阴性,Undirected,28
肺炎,感冒,Undirected,30
肺炎,发烧,Undirected,14
方舱,抗原,Undirected,64
方舱,检测,Undirected,113
方舱,感觉,Undirected,43
方舱,症状,Undirected,50
方舱,晚上,Undirected,72
方舱,病例,Undirected,36
方舱,无症状,Undirected,55
方舱,感染者,Undirected,47
方舱,工作,Undirected,83
方舱,人员,Undirected,91
方舱,隔离,Undirected,6
方舱,昨天,Undirected,48
方舱,几天,Undirected,49
方舱,发现,Undirected,65
方舱,出门,Undirected,39
方舱,病毒,Undirected,110
方舱,有人,Undirected,69
方舱,明天,Undirected,23
方舱,防控,Undirected,86
方舱,上班,Undirected,35
方舱,公司,Undirected,40
方舱,阴性,Undirected,92
方舱,感冒,Undirected,45
方舱,发烧,Undirected,38
医院,抗原,Undirected,110
医院,感觉,Undirected,85
医院,晚上,Undirected,120
医院,工作,Undirected,73
医院,人员,Undirected,109
医院,昨天,Undirected,70
医院,几天,Undirected,82
医院,阳性,Undirected,91
医院,出门,Undirected,69
医院,病毒,Undirected,77
医院,有人,Undirected,92
医院,明天,Undirected,56
医院,防控,Undirected,51
医院,上班,Undirected,100
医院,公司,Undirected,88
医院,感冒,Undirected,109
医院,发烧,Undirected,104
抗原,检测,Undirected,124
抗原,感觉,Undirected,91
抗原,病例,Undirected,48
抗原,无症状,Undirected,45
抗原,感染者,Undirected,55
抗原,昨天,Undirected,102
抗原,几天,Undirected,68
抗原,发现,Undirected,103
抗原,出门,Undirected,60
抗原,有人,Undirected,64
抗原,明天,Undirected,48
抗原,上班,Undirected,70
抗原,公司,Undirected,58
抗原,感冒,Undirected,111
抗原,发烧,Undirected,117
检测,感觉,Undirected,97
检测,病例,Undirected,49
检测,无症状,Undirected,22
检测,感染者,Undirected,120
检测,工作,Undirected,94
检测,隔离,Undirected,60
检测,发现,Undirected,76
检测,病毒,Undirected,73
检测,明天,Undirected,80
检测,防控,Undirected,54
检测,上班,Undirected,105
检测,发烧,Undirected,96
感觉,病例,Undirected,17
感觉,无症状,Undirected,27
感觉,感染者,Undirected,17
感觉,工作,Undirected,97
感觉,人员,Undirected,58
感觉,发现,Undirected,127
感觉,阳性,Undirected,120
感觉,出门,Undirected,86
感觉,有人,Undirected,110
感觉,明天,Undirected,108
感觉,防控,Undirected,41
感觉,上班,Undirected,88
感觉,公司,Undirected,80
感觉,阴性,Undirected,93
症状,病例,Undirected,24
症状,无症状,Undirected,69
症状,感染者,Undirected,63
症状,昨天,Undirected,67
症状,几天,Undirected,117
症状,发现,Undirected,124
症状,阳性,Undirected,104
症状,出门,Undirected,99
症状,病毒,Undirected,108
症状,有人,Undirected,53
症状,明天,Undirected,39
症状,上班,Undirected,83
症状,公司,Undirected,63
症状,阴性,Undirected,25
晚上,病例,Undirected,33
晚上,无症状,Undirected,21
晚上,感染者,Undirected,21
晚上,人员,Undirected,115
晚上,隔离,Undirected,24
晚上,出门,Undirected,115
晚上,防控,Undirected,83
晚上,上班,Undirected,110
晚上,公司,Undirected,89
晚上,感冒,Undirected,110
病例,感染者,Undirected,72
病例,昨天,Undirected,44
病例,几天,Undirected,33
病例,出门,Undirected,67
病例,病毒,Undirected,2
病例,有人,Undirected,35
病例,明天,Undirected,14
病例,防控,Undirected,23
病例,上班,Undirected,34
病例,公司,Undirected,46
病例,阴性,Undirected,12
病例,感冒,Undirected,24
病例,发烧,Undirected,11
无症状,工作,Undirected,73
无症状,昨天,Undirected,29
无症状,几天,Undirected,35
无症状,出门,Undirected,72
无症状,病毒,Undirected,45
无症状,有人,Undirected,16
无症状,明天,Undirected,17
无症状,防控,Undirected,29
无症状,上班,Undirected,26
无症状,公司,Undirected,35
无症状,感冒,Undirected,35
无症状,发烧,Undirected,24
感染者,人员,Undirected,73
感染者,昨天,Undirected,31
感染者,几天,Undirected,28
感染者,阳性,Undirected,96
感染者,出门,Undirected,70
感染者,病毒,Undirected,119
感染者,有人,Undirected,28
感染者,明天,Undirected,16
感染者,上班,Undirected,21
感染者,公司,Undirected,58
感染者,感冒,Undirected,24
感染者,发烧,Undirected,9
工作,人员,Undirected,111
工作,昨天,Undirected,98
工作,几天,Undirected,98
工作,发现,Undirected,94
工作,阳性,Undirected,42
工作,出门,Undirected,95
工作,有人,Undirected,117
工作,明天,Undirected,78
工作,阴性,Undirected,4
工作,感冒,Undirected,68
工作,发烧,Undirected,45
人员,隔离,Undirected,4
人员,昨天,Undirected,75
人员,几天,Undirected,86
人员,发现,Undirected,123
人员,出门,Undirected,99
人员,病毒,Undirected,70
人员,有人,Undirected,110
人员,明天,Undirected,59
人员,上班,Undirected,83
人员,阴性,Undirected,45
人员,感冒,Undirected,47
人员,发烧,Undirected,34
隔离,发现,Undirected,105
隔离,病毒,Undirected,50
隔离,防控,Undirected,91
隔离,阴性,Undirected,106
隔离,发烧,Undirected,118
昨天,出门,Undirected,101
昨天,病毒,Undirected,112
昨天,有人,Undirected,121
昨天,防控,Undirected,53
昨天,上班,Undirected,94
昨天,公司,Undirected,80
昨天,阴性,Undirected,98
昨天,感冒,Undirected,81
昨天,发烧,Undirected,86
几天,发现,Undirected,113
几天,出门,Undirected,76
几天,有人,Undirected,120
几天,明天,Undirected,119
几天,防控,Undirected,50
几天,上班,Undirected,103
几天,公司,Undirected,77
几天,阴性,Undirected,90
几天,感冒,Undirected,109
几天,发烧,Undirected,93
发现,出门,Undirected,118
发现,明天,Undirected,79
发现,上班,Undirected,107
发现,阴性,Undirected,70
发现,感冒,Undirected,76
发现,发烧,Undirected,55
阳性,出门,Undirected,111
阳性,明天,Undirected,67
阳性,感冒,Undirected,119
阳性,发烧,Undirected,104
出门,有人,Undirected,88
出门,明天,Undirected,84
出门,防控,Undirected,94
出门,上班,Undirected,92
出门,公司,Undirected,42
出门,阴性,Undirected,66
出门,感冒,Undirected,56
出门,发烧,Undirected,67
病毒,明天,Undirected,110
病毒,发烧,Undirected,101
有人,明天,Undirected,92
有人,防控,Undirected,76
有人,上班,Undirected,102
有人,公司,Undirected,80
有人,阴性,Undirected,84
有人,感冒,Undirected,64
有人,发烧,Undirected,40
明天,防控,Undirected,47
明天,上班,Undirected,126
明天,公司,Undirected,59
明天,阴性,Undirected,51
明天,感冒,Undirected,45
明天,发烧,Undirected,37
防控,上班,Undirected,74
防控,感冒,Undirected,49
防控,发烧,Undirected,16
上班,阴性,Undirected,67
上班,感冒,Undirected,69
上班,发烧,Undirected,77
公司,阴性,Undirected,109
公司,感冒,Undirected,50
公司,发烧,Undirected,39
阴性,感冒,Undirected,100
阴性,发烧,Undirected,94
