Word1,Word2,Weight
肺炎,向阳,43
肺炎,咳嗽,71
肺炎,学校,60
肺炎,研究,118
肺炎,时间,88
肺炎,疫苗,50
肺炎,病毒,111
肺炎,喜欢,74
肺炎,世界,85
肺炎,代表,116
肺炎,自然,127
肺炎,感觉,114
肺炎,上涨,96
肺炎,行情,39
肺炎,阳线,9
肺炎,走势,40
肺炎,市场,35
肺炎,反弹,9
肺炎,关注,71
肺炎,美国,118
肺炎,下跌,39
肺炎,东西,103
肺炎,身体,87
肺炎,隔壁,30
肺炎,小区,110
肺炎,未知,25
肺炎,发展,118
肺炎,阳性,59
肺炎,突破,89
肺炎,震荡,40
肺炎,板块,7
肺炎,大盘,23
肺炎,股票,65
肺炎,变化,106
肺炎,婚姻,2
肺炎,不好,63
肺炎,大道,35
肺炎,阴阳,24
肺炎,药物,35
肺炎,阳气,25
肺炎,温暖,78
肺炎,万物,11
肺炎,中国,4
肺炎,企业,53
肺炎,服务,46
肺炎,抗疫,44
肺炎,女人,6
肺炎,医疗,92
肺炎,精神,86
肺炎,股价,28
肺炎,日子,57
肺炎,保护,112
肺炎,永远,58
肺炎,好好,50
肺炎,方舱,75
肺炎,治疗,7
肺炎,都阳,1
肺炎,社区,99
肺炎,老师,70
肺炎,打电话,18
肺炎,意识,17
肺炎,奥密克,117
肺炎,还好,16
肺炎,街道,2
肺炎,感冒,18
肺炎,好多,29
肺炎,临床,123
肺炎,出生,13
肺炎,爸爸,11
肺炎,重庆,16
肺炎,男人,8
肺炎,也阳了,2
肺炎,干嘛,6
肺炎,文字,17
肺炎,行者,76
肺炎,保定,25
无症状,人员,12
无症状,防控,40
无症状,隔离,54
无症状,确诊,20
无症状,病例,46
无症状,工作,124
无症状,死亡,106
无症状,感染,70
无症状,人生,21
无症状,向阳,8
无症状,身边,115
无症状,研究,55
无症状,风险,84
无症状,接种,14
无症状,数据,92
无症状,关系,68
无症状,发现,50
无症状,喜欢,26
无症状,世界,112
无症状,自然,63
无症状,趋势,86
无症状,上涨,28
无症状,行情,21
无症状,影响,75
无症状,阳线,2
无症状,希望,70
无症状,走势,23
无症状,市场,43
无症状,一线,104
无症状,美国,22
无症状,预期,33
无症状,下跌,12
无症状,东西,62
无症状,隔壁,18
无症状,人类,117
无症状,能量,118
无症状,未知,95
无症状,经济,88
无症状,突破,47
无症状,震荡,22
无症状,资金,22
无症状,大盘,11
无症状,股票,24
无症状,不好,70
无症状,大道,102
无症状,阴阳,17
无症状,症状,115
无症状,人体,93
无症状,中医,59
无症状,生活,89
无症状,阳气,7
无症状,温暖,11
无症状,中药,70
无症状,万物,4
无症状,企业,112
无症状,天地,124
无症状,广州,32
无症状,抗疫,15
无症状,防疫,109
无症状,女人,3
无症状,患者,47
无症状,疾病,67
无症状,放开,33
无症状,精神,73
无症状,股价,7
无症状,日子,115
无症状,清零,112
无症状,保护,69
无症状,永远,44
无症状,好好,52
无症状,输入,13
无症状,方舱,101
无症状,治疗,78
无症状,都阳,11
无症状,老师,34
无症状,重症,51
无症状,打电话,13
无症状,奥密克,121
无症状,还好,33
无症状,街道,106
无症状,好多,33
无症状,临床,99
无症状,办事处,28
无症状,出生,9
无症状,爸爸,12
无症状,哈哈哈哈,2
无症状,男人,2
无症状,也阳了,4
无症状,上门,49
无症状,又阳,2
无症状,辖区,85
无症状,干嘛,14
无症状,文字,12
无症状,安然,4
无症状,行者,7
无症状,保定,7
感染者,防控,100
感染者,隔离,125
感染者,工作,1
感染者,政策,34
感染者,人生,21
感染者,向阳,18
感染者,身边,122
感染者,咳嗽,21
感染者,学校,40
感染者,研究,58
感染者,时间,19
感染者,疫苗,9
感染者,接种,78
感染者,关系,93
感染者,喜欢,38
感染者,自然,95
感染者,上涨,25
感染者,行情,18
感染者,影响,3
感染者,阳线,2
感染者,希望,125
感染者,走势,16
感染者,反弹,107
感染者,预期,36
感染者,下跌,8
感染者,东西,71
感染者,身体,4
感染者,隔壁,18
感染者,小区,52
感染者,未知,104
感染者,发展,117
感染者,老年人,26
感染者,阳性,125
感染者,突破,72
感染者,震荡,24
感染者,资金,31
感染者,大盘,6
感染者,股票,28
感染者,变化,90
感染者,不好,64
感染者,阴阳,17
感染者,人体,112
感染者,中医,66
感染者,阳气,6
感染者,温暖,19
感染者,中药,60
感染者,万物,4
感染者,中国,97
感染者,形势严峻,39
感染者,抗疫,93
感染者,防疫,9
感染者,女人,4
感染者,患者,10
感染者,疾病,88
感染者,医疗,24
感染者,精神,105
感染者,股价,5
感染者,日子,111
感染者,清零,21
感染者,永远,53
感染者,好好,32
感染者,境外,86
感染者,输入,86
感染者,方舱,121
感染者,都阳,3
感染者,老师,35
感染者,重症,124
感染者,打电话,15
感染者,意识,48
感染者,奥密克,33
感染者,还好,21
感染者,好多,31
感染者,办事处,61
感染者,出生,8
感染者,爸爸,7
感染者,哈哈哈哈,1
感染者,重庆,75
感染者,男人,5
感染者,也阳了,1
感染者,上门,91
感染者,呜呜,3
感染者,干嘛,11
感染者,文字,18
感染者,安然,4
感染者,行者,11
感染者,保定,11
人员,调整,80
人员,核酸,29
人员,隔离,11
人员,措施,14
人员,确诊,101
人员,政策,14
人员,感染,46
人员,人生,44
人员,向阳,61
人员,做好,111
人员,国家,54
人员,时间,20
人员,病毒,6
人员,喜欢,77
人员,世界,30
人员,代表,114
人员,上涨,64
人员,行情,32
人员,影响,102
人员,阳线,8
人员,生命,120
人员,走势,34
人员,一线,93
人员,预期,95
人员,下跌,31
人员,身体,60
人员,隔壁,46
人员,小区,17
人员,未知,54
人员,老年人,71
人员,阳性,75
人员,突破,70
人员,震荡,39
人员,资金,107
人员,大盘,21
人员,股票,47
人员,作用,69
人员,变化,54
人员,有人,23
人员,婚姻,7
人员,不好,101
人员,阴阳,29
人员,人体,116
人员,中医,68
人员,药物,21
人员,阳气,9
人员,中药,66
人员,万物,11
人员,中国,8
人员,企业,88
人员,服务,45
人员,广州,104
人员,抗疫,64
人员,女人,12
人员,患者,7
人员,医疗,21
人员,放开,37
人员,精神,34
人员,股价,12
人员,日子,92
人员,永远,91
人员,好好,76
人员,境外,33
人员,输入,40
人员,方舱,63
人员,治疗,97
人员,都阳,8
人员,老师,120
人员,回家,80
人员,打电话,54
人员,意识,14
人员,还好,31
人员,阳华,1
人员,街道,127
人员,优化,12
人员,好多,53
人员,办事处,101
人员,出生,26
人员,三年,6
人员,爸爸,21
人员,哈哈哈哈,3
人员,重庆,11
人员,男人,10
人员,也阳了,8
人员,上门,20
人员,又阳,4
人员,呜呜,1
人员,干嘛,12
人员,文字,26
人员,安然,7
人员,行者,42
人员,保定,20
防控,调整,15
防控,核酸,81
防控,学生,32
防控,确诊,74
防控,公司,107
防控,政策,93
防控,人生,119
防控,向阳,67
防控,身边,63
防控,咳嗽,22
防控,学校,99
防控,做好,15
防控,国家,85
防控,研究,9
防控,时间,26
防控,检测,117
防控,接种,68
防控,发现,74
防控,病毒,90
防控,喜欢,90
防控,感觉,15
防控,趋势,42
防控,行情,94
防控,影响,95
防控,阳线,35
防控,生命,17
防控,希望,124
防控,走势,79
防控,反弹,66
防控,指数,7
防控,下跌,73
防控,身体,100
防控,隔壁,49
防控,小区,66
防控,人类,25
防控,能量,53
防控,未知,66
防控,老年人,24
防控,阳性,73
防控,震荡,87
防控,板块,17
防控,大盘,66
防控,股票,80
防控,变化,103
防控,家里,70
防控,婚姻,4
防控,大道,44
防控,阴阳,19
防控,症状,116
防控,中医,114
防控,阳气,5
防控,温暖,16
防控,昨天,2
防控,万物,13
防控,企业,41
防控,形势严峻,121
防控,防疫,42
防控,女人,5
防控,医院,118
防控,精神,39
防控,股价,38
防控,境外,91
防控,输入,42
防控,治疗,11
防控,都阳,19
防控,社区,90
防控,回家,121
防控,打电话,50
防控,意识,26
防控,奥密克,109
防控,还好,44
防控,优化,48
防控,感冒,32
防控,好多,77
防控,出生,14
防控,三年,112
防控,爸爸,17
防控,哈哈哈哈,5
防控,男人,2
防控,也阳了,2
防控,上门,15
防控,又阳,2
防控,辖区,28
防控,干嘛,21
防控,文字,46
防控,安然,5
防控,保定,32
调整,核酸,32
调整,确诊,87
调整,病例,34
调整,工作,89
调整,政策,45
调整,感染,87
调整,人生,123
调整,向阳,120
调整,身边,127
调整,学校,26
调整,做好,116
调整,国家,111
调整,研究,112
调整,时间,73
调整,接种,102
调整,关系,6
调整,发现,35
调整,喜欢,16
调整,代表,46
调整,自然,19
调整,感觉,72
调整,行情,99
调整,影响,61
调整,阳线,28
调整,生命,29
调整,希望,64
调整,反弹,92
调整,关注,70
调整,一线,15
调整,美国,20
调整,预期,26
调整,下跌,115
调整,身体,18
调整,隔壁,12
调整,小区,127
调整,人类,115
调整,未知,33
调整,突破,40
调整,震荡,64
调整,资金,16
调整,变化,97
调整,有人,23
调整,家里,89
调整,婚姻,25
调整,症状,23
调整,生活,10
调整,阳气,78
调整,温暖,62
调整,万物,35
调整,形势严峻,102
调整,女人,28
调整,医疗,26
调整,放开,117
调整,日子,103
调整,清零,115
调整,保护,84
调整,境外,121
调整,输入,68
调整,方舱,102
调整,治疗,49
调整,都阳,4
调整,回家,98
调整,打电话,14
调整,意识,1
调整,奥密克,86
调整,还好,42
调整,阳华,1
调整,街道,42
调整,山东,81
调整,感冒,127
调整,好多,54
调整,办事处,98
调整,出生,18
调整,爸爸,8
调整,哈哈哈哈,5
调整,重庆,106
调整,男人,29
调整,上门,69
调整,又阳,2
调整,呜呜,5
调整,干嘛,18
调整,文字,39
调整,安然,8
调整,行者,7
调整,保定,4
核酸,隔离,22
核酸,措施,51
核酸,确诊,19
核酸,工作,115
核酸,政策,44
核酸,人生,123
核酸,向阳,74
核酸,咳嗽,28
核酸,疫苗,28
核酸,风险,62
核酸,数据,55
核酸,病毒,57
核酸,上涨,80
核酸,行情,46
核酸,影响,63
核酸,阳线,17
核酸,走势,43
核酸,反弹,30
核酸,一线,70
核酸,预期,121
核酸,下跌,42
核酸,东西,74
核酸,隔壁,118
核酸,人类,49
核酸,未知,109
核酸,经济,118
核酸,发展,55
核酸,阳性,89
核酸,突破,97
核酸,震荡,41
核酸,资金,114
核酸,大盘,32
核酸,股票,44
核酸,作用,112
核酸,变化,120
核酸,有人,26
核酸,家里,89
核酸,婚姻,2
核酸,阴阳,72
核酸,人体,123
核酸,中医,105
核酸,药物,45
核酸,阳气,6
核酸,昨天,79
核酸,万物,17
核酸,中国,38
核酸,服务,58
核酸,天地,127
核酸,广州,61
核酸,抗疫,56
核酸,防疫,18
核酸,女人,24
核酸,患者,50
核酸,疾病,22
核酸,精神,62
核酸,股价,29
核酸,保护,51
核酸,好好,16
核酸,境外,34
核酸,输入,24
核酸,都阳,88
核酸,老师,54
核酸,重症,47
核酸,意识,59
核酸,还好,122
核酸,街道,44
核酸,优化,125
核酸,办事处,109
核酸,出生,41
核酸,三年,106
核酸,爸爸,87
核酸,哈哈哈哈,38
核酸,男人,17
核酸,也阳了,37
核酸,又阳,48
核酸,呜呜,24
核酸,干嘛,70
核酸,文字,39
核酸,安然,13
核酸,行者,65
核酸,保定,59
隔离,措施,6
隔离,学生,64
隔离,病例,107
隔离,工作,100
隔离,感染,68
隔离,人生,118
隔离,向阳,46
隔离,身边,92
隔离,国家,74
隔离,时间,35
隔离,疫苗,85
隔离,接种,25
隔离,世界,120
隔离,感觉,43
隔离,上涨,74
隔离,行情,35
隔离,影响,119
隔离,阳线,9
隔离,生命,115
隔离,希望,49
隔离,走势,22
隔离,市场,18
隔离,关注,56
隔离,美国,8
隔离,预期,86
隔离,下跌,25
隔离,东西,35
隔离,身体,119
隔离,未知,51
隔离,老年人,41
隔离,突破,73
隔离,震荡,28
隔离,资金,65
隔离,大盘,24
隔离,股票,43
隔离,作用,14
隔离,有人,80
隔离,家里,75
隔离,婚姻,4
隔离,阴阳,49
隔离,人体,95
隔离,中医,72
隔离,药物,86
隔离,阳气,9
隔离,中药,100
隔离,万物,10
隔离,中国,66
隔离,企业,105
隔离,天地,112
隔离,形势严峻,64
隔离,抗疫,29
隔离,防疫,57
隔离,女人,9
隔离,疾病,113
隔离,医疗,94
隔离,精神,12
隔离,股价,15
隔离,保护,108
隔离,输入,26
隔离,方舱,72
隔离,都阳,106
隔离,社区,114
隔离,老师,2
隔离,重症,27
隔离,奥密克,125
隔离,街道,61
隔离,感冒,125
隔离,临床,119
隔离,办事处,61
隔离,出生,16
隔离,爸爸,82
隔离,哈哈哈哈,37
隔离,重庆,96
隔离,男人,12
隔离,也阳了,43
隔离,上门,8
隔离,又阳,41
隔离,呜呜,24
隔离,干嘛,48
隔离,文字,32
隔离,安然,10
隔离,行者,55
隔离,保定,39
措施,学生,43
措施,感染,17
措施,人生,55
措施,向阳,39
措施,咳嗽,106
措施,学校,71
措施,做好,94
措施,时间,121
措施,检测,34
措施,接种,101
措施,数据,66
措施,发现,58
措施,病毒,108
措施,喜欢,62
措施,世界,103
措施,趋势,12
措施,行情,108
措施,阳线,60
措施,走势,88
措施,市场,61
措施,关注,32
措施,美国,46
措施,下跌,86
措施,身体,52
措施,隔壁,33
措施,小区,8
措施,能量,126
措施,未知,122
措施,发展,37
措施,震荡,102
措施,大盘,83
措施,股票,56
措施,有人,46
措施,婚姻,7
措施,不好,117
措施,阴阳,31
措施,症状,93
措施,中医,79
措施,生活,117
措施,药物,127
措施,阳气,19
措施,温暖,62
措施,中药,95
措施,万物,6
措施,中国,19
措施,服务,50
措施,天地,117
措施,女人,13
措施,放开,51
措施,精神,57
措施,股价,41
措施,永远,79
措施,好好,64
措施,方舱,12
措施,都阳,10
措施,老师,86
措施,重症,85
措施,打电话,33
措施,还好,17
措施,阳华,1
措施,好多,36
措施,临床,16
措施,出生,21
措施,爸爸,10
措施,重庆,55
措施,男人,11
措施,又阳,2
措施,呜呜,1
措施,辖区,22
措施,干嘛,15
措施,文字,23
措施,安然,5
措施,行者,38
措施,保定,19
学生,病例,35
学生,公司,79
学生,工作,101
学生,死亡,76
学生,人生,96
学生,向阳,97
学生,身边,91
学生,咳嗽,93
学生,做好,29
学生,风险,117
学生,接种,122
学生,数据,116
学生,关系,84
学生,发现,72
学生,代表,76
学生,自然,66
学生,趋势,61
学生,上涨,29
学生,行情,20
学生,阳线,26
学生,生命,96
学生,走势,15
学生,市场,90
学生,反弹,55
学生,一线,77
学生,指数,35
学生,美国,96
学生,预期,24
学生,下跌,11
学生,东西,126
学生,隔壁,42
学生,人类,56
学生,能量,41
学生,未知,36
学生,经济,118
学生,老年人,54
学生,突破,24
学生,震荡,6
学生,板块,17
学生,资金,26
学生,大盘,19
学生,股票,5
学生,作用,81
学生,变化,89
学生,婚姻,8
学生,不好,112
学生,大道,16
学生,阴阳,41
学生,人体,50
学生,中医,66
学生,药物,36
学生,阳气,23
学生,温暖,71
学生,中药,30
学生,昨天,120
学生,万物,15
学生,企业,68
学生,天地,17
学生,广州,82
学生,形势严峻,30
学生,抗疫,89
学生,防疫,64
学生,女人,13
学生,患者,122
学生,疾病,119
学生,医疗,108
学生,放开,95
学生,股价,2
学生,日子,93
学生,清零,52
学生,永远,76
学生,好好,98
学生,境外,42
学生,输入,98
学生,方舱,90
学生,都阳,52
学生,老师,91
学生,重症,58
学生,回家,38
学生,打电话,42
学生,意识,88
学生,奥密克,58
学生,还好,33
学生,阳华,3
学生,街道,104
学生,优化,65
学生,山东,40
学生,感冒,75
学生,好多,69
学生,临床,88
学生,办事处,2
学生,出生,25
学生,三年,126
学生,爸爸,25
学生,哈哈哈哈,10
学生,重庆,48
学生,男人,17
学生,也阳了,11
学生,上门,34
学生,又阳,7
学生,呜呜,3
学生,辖区,28
学生,干嘛,26
学生,文字,30
学生,安然,1
学生,行者,11
学生,保定,14
确诊,人生,31
确诊,向阳,17
确诊,咳嗽,110
确诊,学校,43
确诊,国家,72
确诊,研究,109
确诊,时间,91
确诊,疫苗,103
确诊,风险,102
确诊,检测,6
确诊,数据,19
确诊,关系,94
确诊,病毒,106
确诊,喜欢,41
确诊,代表,76
确诊,自然,73
确诊,上涨,29
确诊,行情,15
确诊,阳线,5
确诊,希望,92
确诊,走势,30
确诊,市场,16
确诊,反弹,2
确诊,一线,126
确诊,美国,85
确诊,预期,48
确诊,下跌,17
确诊,东西,72
确诊,隔壁,28
确诊,小区,99
确诊,未知,30
确诊,经济,38
确诊,发展,114
确诊,突破,78
确诊,震荡,31
确诊,资金,44
确诊,大盘,5
确诊,股票,18
确诊,婚姻,1
确诊,不好,89
确诊,大道,76
确诊,阴阳,24
确诊,症状,90
确诊,人体,83
确诊,中医,83
确诊,生活,80
确诊,阳气,9
确诊,温暖,30
确诊,中药,67
确诊,万物,7
确诊,中国,45
确诊,抗疫,23
确诊,防疫,42
确诊,女人,5
确诊,疾病,66
确诊,医院,64
确诊,精神,118
确诊,股价,4
确诊,日子,50
确诊,清零,88
确诊,保护,34
确诊,永远,58
确诊,好好,69
确诊,境外,25
确诊,输入,21
确诊,都阳,13
确诊,老师,68
确诊,重症,57
确诊,打电话,45
确诊,奥密克,52
确诊,还好,37
确诊,街道,11
确诊,好多,42
确诊,办事处,25
确诊,出生,12
确诊,爸爸,24
确诊,哈哈哈哈,4
确诊,重庆,6
确诊,男人,3
确诊,也阳了,6
确诊,上门,73
确诊,又阳,4
确诊,呜呜,1
确诊,辖区,53
确诊,干嘛,11
确诊,文字,21
确诊,安然,3
确诊,行者,9
确诊,保定,11
病例,公司,33
病例,政策,108
病例,人生,22
病例,向阳,15
病例,国家,13
病例,时间,57
病例,疫苗,127
病例,接种,56
病例,数据,124
病例,关系,127
病例,病毒,14
病例,喜欢,46
病例,世界,78
病例,代表,102
病例,自然,113
病例,趋势,2
病例,上涨,61
病例,行情,24
病例,阳线,4
病例,走势,36
病例,预期,106
病例,下跌,34
病例,东西,83
病例,身体,14
病例,隔壁,25
病例,小区,25
病例,未知,51
病例,老年人,12
病例,阳性,3
病例,突破,115
病例,震荡,43
病例,资金,89
病例,大盘,16
病例,股票,26
病例,变化,61
病例,不好,77
病例,大道,107
病例,阴阳,29
病例,中医,119
病例,生活,94
病例,药物,75
病例,阳气,26
病例,温暖,25
病例,中药,80
病例,万物,7
病例,中国,83
病例,广州,92
病例,抗疫,108
病例,女人,7
病例,疾病,72
病例,医院,79
病例,精神,120
病例,股价,6
病例,日子,64
病例,清零,22
病例,永远,54
病例,好好,45
病例,都阳,6
病例,社区,66
病例,老师,57
病例,打电话,38
病例,意识,115
病例,奥密克,42
病例,还好,20
病例,优化,52
病例,好多,40
病例,临床,49
病例,办事处,33
病例,出生,15
病例,爸爸,7
病例,哈哈哈哈,3
病例,重庆,65
病例,男人,6
病例,也阳了,7
病例,上门,95
病例,呜呜,3
病例,干嘛,8
病例,文字,17
病例,安然,1
病例,行者,10
病例,保定,14
公司,工作,127
公司,人生,76
公司,向阳,85
公司,身边,86
公司,咳嗽,65
公司,学校,110
公司,做好,31
公司,疫苗,58
公司,风险,63
公司,接种,11
公司,数据,74
公司,病毒,87
公司,世界,10
公司,自然,121
公司,趋势,31
公司,上涨,115
公司,行情,6
公司,生命,120
公司,希望,106
公司,市场,118
公司,反弹,53
公司,关注,7
公司,一线,94
公司,指数,87
公司,美国,60
公司,预期,79
公司,下跌,30
公司,身体,91
公司,隔壁,23
公司,小区,25
公司,人类,105
公司,能量,95
公司,未知,41
公司,经济,3
公司,发展,86
公司,老年人,50
公司,阳性,76
公司,家里,123
公司,婚姻,34
公司,不好,96
公司,大道,29
公司,阴阳,29
公司,人体,51
公司,中医,15
公司,阳气,7
公司,温暖,44
公司,中药,74
公司,昨天,1
公司,万物,14
公司,企业,81
公司,服务,127
公司,天地,79
公司,形势严峻,42
公司,抗疫,113
公司,防疫,97
公司,女人,33
公司,医院,18
公司,医疗,42
公司,精神,96
公司,日子,78
公司,清零,95
公司,永远,83
公司,好好,79
公司,境外,63
公司,输入,64
公司,方舱,92
公司,治疗,111
公司,都阳,18
公司,社区,29
公司,老师,69
公司,重症,92
公司,打电话,36
公司,意识,101
公司,奥密克,126
公司,还好,43
公司,阳华,21
公司,山东,60
公司,感冒,85
公司,好多,40
公司,办事处,35
公司,出生,25
公司,爸爸,18
公司,哈哈哈哈,16
公司,重庆,75
公司,男人,36
公司,也阳了,8
公司,上门,25
公司,又阳,7
公司,呜呜,7
公司,辖区,38
公司,干嘛,12
公司,文字,24
公司,行者,1
公司,保定,11
工作,死亡,47
工作,身边,8
工作,做好,91
工作,国家,25
工作,时间,107
工作,疫苗,97
工作,检测,79
工作,发现,46
工作,代表,124
工作,感觉,35
工作,趋势,34
工作,行情,105
工作,阳线,58
工作,生命,31
工作,走势,82
工作,反弹,101
工作,一线,52
工作,下跌,82
工作,东西,30
工作,身体,47
工作,隔壁,49
工作,小区,14
工作,人类,54
工作,未知,105
工作,经济,125
工作,发展,98
工作,震荡,75
工作,板块,8
工作,大盘,64
工作,股票,76
工作,有人,119
工作,家里,56
工作,症状,43
工作,人体,70
工作,生活,83
工作,温暖,94
工作,昨天,112
工作,万物,87
工作,中国,5
工作,企业,90
工作,广州,119
工作,防疫,79
工作,患者,118
工作,医院,125
工作,医疗,83
工作,放开,23
工作,股价,55
工作,清零,83
工作,永远,67
工作,境外,113
工作,输入,12
工作,治疗,37
工作,都阳,32
工作,回家,49
工作,打电话,109
工作,奥密克,68
工作,还好,108
工作,街道,49
工作,感冒,42
工作,临床,19
工作,出生,126
工作,三年,52
工作,爸爸,106
工作,哈哈哈哈,41
工作,重庆,17
工作,也阳了,7
工作,上门,7
工作,又阳,9
工作,呜呜,18
工作,辖区,72
工作,干嘛,39
工作,文字,98
工作,安然,16
工作,行者,96
工作,保定,34
政策,感染,32
政策,人生,52
政策,向阳,24
政策,咳嗽,119
政策,学校,64
政策,做好,59
政策,研究,12
政策,时间,9
政策,疫苗,68
政策,数据,72
政策,发现,78
政策,病毒,118
政策,喜欢,89
政策,行情,85
政策,阳线,4
政策,生命,124
政策,希望,78
政策,走势,20
政策,反弹,72
政策,关注,71
政策,美国,98
政策,下跌,29
政策,隔壁,20
政策,未知,86
