Word1,Word2,Weight
小时,感染,1
小时,新型,77
小时,冠状病毒,79
小时,检测,5
小时,咳嗽,32
小时,网页,26
小时,中国,92
核酸,情况,2
核酸,阳性,11
核酸,病毒,125
核酸,几天,37
核酸,抗原,117
核酸,早上,115
核酸,发烧,68
核酸,工作,28
核酸,睡不着,98
核酸,嗓子,28
核酸,咳嗽,110
核酸,网页,51
核酸,中国,115
健康,公司,35
健康,感冒,55
健康,难受,42
健康,情况,124
健康,下午,48
健康,医院,98
健康,阳性,96
健康,睡觉,27
健康,几天,51
健康,体温,38
健康,希望,88
健康,早上,43
健康,一点,35
健康,发烧,66
健康,感觉,68
健康,浑身,23
健康,睡不着,9
健康,嗓子,38
健康,咳嗽,80
健康,网页,56
健康,中国,57
公司,难受,87
公司,情况,124
公司,医院,89
公司,阳性,116
公司,睡觉,59
公司,几天,98
公司,体温,92
公司,希望,92
公司,早上,120
公司,一点,68
公司,人员,72
公司,浑身,66
公司,睡不着,35
公司,嗓子,81
公司,新型,25
公司,冠状病毒,32
公司,检测,97
公司,咳嗽,100
公司,网页,19
公司,中国,51
感冒,下午,46
感冒,病毒,71
感冒,几天,5
感冒,早上,51
感冒,症状,119
感冒,感觉,52
感冒,工作,98
感冒,人员,50
感冒,感染,30
感冒,浑身,61
感冒,嗓子,91
感冒,新型,12
感冒,冠状病毒,16
感冒,新冠,34
感冒,网页,12
感冒,中国,32
难受,情况,126
难受,下午,93
难受,睡觉,68
难受,几天,26
难受,体温,56
难受,抗原,115
难受,希望,41
难受,早上,64
难受,一点,14
难受,症状,19
难受,发烧,42
难受,工作,61
难受,人员,11
难受,睡不着,107
难受,新型,2
难受,冠状病毒,2
难受,检测,91
难受,网页,7
难受,中国,10
情况,病毒,4
情况,睡觉,81
情况,抗原,4
情况,希望,110
情况,一点,90
情况,症状,46
情况,感染,51
情况,浑身,93
情况,睡不着,52
情况,嗓子,112
情况,新冠,36
情况,网页,68
情况,中国,95
下午,睡觉,86
下午,抗原,16
下午,希望,10
下午,早上,111
下午,一点,1
下午,症状,9
下午,人员,32
下午,浑身,118
下午,新型,9
下午,冠状病毒,9
下午,网页,13
下午,中国,8
医院,睡觉,79
医院,体温,120
医院,抗原,41
医院,一点,102
医院,症状,54
医院,发烧,44
医院,人员,115
医院,浑身,93
医院,睡不着,40
医院,嗓子,104
医院,新型,45
医院,冠状病毒,49
医院,网页,25
医院,中国,51
阳性,病毒,32
阳性,睡觉,91
阳性,希望,126
阳性,一点,109
阳性,症状,112
阳性,发烧,43
阳性,感染,56
阳性,浑身,96
阳性,睡不着,43
阳性,新型,73
阳性,冠状病毒,76
阳性,新冠,70
阳性,检测,79
阳性,网页,42
阳性,中国,77
病毒,希望,14
病毒,感觉,123
病毒,工作,5
病毒,感染,99
病毒,睡不着,64
病毒,新型,93
病毒,冠状病毒,101
病毒,新冠,114
病毒,检测,97
病毒,咳嗽,17
病毒,中国,119
睡觉,体温,61
睡觉,抗原,33
睡觉,早上,78
睡觉,症状,102
睡觉,感觉,15
睡觉,工作,70
睡觉,人员,16
睡觉,浑身,2
睡觉,嗓子,40
睡觉,新型,1
睡觉,冠状病毒,1
睡觉,新冠,117
睡觉,检测,60
睡觉,咳嗽,92
睡觉,网页,8
睡觉,中国,6
几天,抗原,68
几天,工作,95
几天,人员,28
几天,睡不着,111
几天,新型,4
几天,冠状病毒,6
几天,检测,85
几天,咳嗽,36
几天,网页,10
几天,中国,14
体温,发烧,99
体温,工作,92
体温,人员,24
体温,浑身,103
体温,新型,5
体温,冠状病毒,5
体温,检测,103
体温,网页,11
体温,中国,10
抗原,希望,47
抗原,一点,13
抗原,人员,117
抗原,感染,113
抗原,浑身,87
抗原,新型,101
抗原,冠状病毒,99
抗原,检测,66
抗原,咳嗽,83
抗原,网页,45
抗原,中国,60
希望,症状,94
希望,人员,41
希望,睡不着,119
希望,新型,8
希望,冠状病毒,12
希望,检测,98
希望,咳嗽,14
希望,网页,15
希望,中国,20
早上,工作,99
早上,人员,26
早上,浑身,66
早上,新型,4
早上,冠状病毒,3
早上,检测,113
早上,网页,12
早上,中国,5
一点,症状,89
一点,工作,78
一点,人员,21
一点,睡不着,117
一点,新型,2
一点,冠状病毒,5
一点,新冠,124
一点,检测,82
一点,咳嗽,19
一点,网页,6
一点,中国,7
症状,发烧,23
症状,感觉,102
症状,人员,113
症状,嗓子,74
症状,新型,72
症状,冠状病毒,73
症状,检测,37
症状,咳嗽,33
症状,网页,56
症状,中国,37
发烧,人员,31
发烧,浑身,40
发烧,新型,6
发烧,冠状病毒,7
发烧,新冠,69
发烧,网页,33
发烧,中国,19
感觉,人员,33
感觉,感染,41
感觉,睡不着,101
感觉,新型,4
感觉,冠状病毒,5
感觉,新冠,13
感觉,网页,12
感觉,中国,18
工作,浑身,83
工作,睡不着,43
工作,嗓子,81
工作,新冠,85
工作,咳嗽,101
工作,网页,53
工作,中国,65
人员,浑身,6
人员,睡不着,4
人员,嗓子,8
人员,咳嗽,39
人员,网页,44
人员,中国,91
感染,睡不着,52
感染,新型,25
感染,冠状病毒,31
感染,新冠,98
感染,检测,31
感染,咳嗽,10
感染,网页,119
浑身,新型,1
浑身,新冠,116
浑身,检测,61
浑身,网页,12
浑身,中国,6
睡不着,新冠,62
睡不着,检测,29
睡不着,网页,1
睡不着,中国,2
嗓子,新型,2
嗓子,冠状病毒,1
嗓子,检测,98
嗓子,咳嗽,27
嗓子,网页,7
嗓子,中国,3
新型,冠状病毒,76
新型,咳嗽,19
新型,网页,112
新型,中国,82
冠状病毒,咳嗽,18
冠状病毒,网页,122
冠状病毒,中国,90
检测,网页,76
咳嗽,网页,22
咳嗽,中国,6
网页,中国,59
