Source,Target,Type,Weight
调整,代表,Undirected,46
调整,自然,Undirected,19
调整,感觉,Undirected,72
调整,行情,Undirected,99
调整,影响,Undirected,61
调整,阳线,Undirected,28
调整,生命,Undirected,29
调整,希望,Undirected,64
调整,反弹,Undirected,92
调整,关注,Undirected,70
调整,一线,Undirected,15
调整,美国,Undirected,20
调整,预期,Undirected,26
调整,下跌,Undirected,115
调整,身体,Undirected,18
调整,隔壁,Undirected,12
调整,小区,Undirected,127
调整,人类,Undirected,115
调整,未知,Undirected,33
调整,突破,Undirected,40
调整,震荡,Undirected,64
调整,资金,Undirected,16
调整,变化,Undirected,97
调整,有人,Undirected,23
调整,家里,Undirected,89
调整,婚姻,Undirected,25
调整,症状,Undirected,23
调整,生活,Undirected,10
调整,阳气,Undirected,78
调整,温暖,Undirected,62
调整,万物,Undirected,35
调整,形势严峻,Undirected,102
调整,女人,Undirected,28
调整,医疗,Undirected,26
调整,放开,Undirected,117
调整,日子,Undirected,103
调整,清零,Undirected,115
调整,保护,Undirected,84
调整,境外,Undirected,121
调整,输入,Undirected,68
调整,方舱,Undirected,102
调整,治疗,Undirected,49
调整,都阳,Undirected,4
调整,回家,Undirected,98
调整,打电话,Undirected,14
调整,意识,Undirected,1
调整,奥密克,Undirected,86
调整,还好,Undirected,42
调整,阳华,Undirected,1
调整,街道,Undirected,42
调整,山东,Undirected,81
调整,感冒,Undirected,127
调整,好多,Undirected,54
调整,办事处,Undirected,98
调整,出生,Undirected,18
调整,爸爸,Undirected,8
调整,哈哈哈哈,Undirected,5
调整,重庆,Undirected,106
调整,男人,Undirected,29
调整,上门,Undirected,69
调整,又阳,Undirected,2
调整,呜呜,Undirected,5
调整,干嘛,Undirected,18
调整,文字,Undirected,39
调整,安然,Undirected,8
调整,行者,Undirected,7
调整,保定,Undirected,4
核酸,隔离,Undirected,22
核酸,措施,Undirected,51
核酸,确诊,Undirected,19
核酸,工作,Undirected,115
核酸,政策,Undirected,44
核酸,人生,Undirected,123
核酸,向阳,Undirected,74
核酸,咳嗽,Undirected,28
核酸,疫苗,Undirected,28
核酸,风险,Undirected,62
核酸,数据,Undirected,55
核酸,病毒,Undirected,57
核酸,上涨,Undirected,80
核酸,行情,Undirected,46
核酸,影响,Undirected,63
核酸,阳线,Undirected,17
核酸,走势,Undirected,43
核酸,反弹,Undirected,30
核酸,一线,Undirected,70
核酸,预期,Undirected,121
核酸,下跌,Undirected,42
核酸,东西,Undirected,74
核酸,隔壁,Undirected,118
核酸,人类,Undirected,49
核酸,未知,Undirected,109
核酸,经济,Undirected,118
核酸,发展,Undirected,55
核酸,阳性,Undirected,89
核酸,突破,Undirected,97
核酸,震荡,Undirected,41
核酸,资金,Undirected,114
核酸,大盘,Undirected,32
核酸,股票,Undirected,44
核酸,作用,Undirected,112
核酸,变化,Undirected,120
核酸,有人,Undirected,26
核酸,家里,Undirected,89
核酸,婚姻,Undirected,2
核酸,阴阳,Undirected,72
核酸,人体,Undirected,123
核酸,中医,Undirected,105
核酸,药物,Undirected,45
核酸,阳气,Undirected,6
核酸,昨天,Undirected,79
核酸,万物,Undirected,17
核酸,中国,Undirected,38
核酸,服务,Undirected,58
核酸,天地,Undirected,127
核酸,广州,Undirected,61
核酸,抗疫,Undirected,56
核酸,防疫,Undirected,18
核酸,女人,Undirected,24
核酸,患者,Undirected,50
核酸,疾病,Undirected,22
核酸,精神,Undirected,62
核酸,股价,Undirected,29
核酸,保护,Undirected,51
核酸,好好,Undirected,16
核酸,境外,Undirected,34
核酸,输入,Undirected,24
核酸,都阳,Undirected,88
核酸,老师,Undirected,54
核酸,重症,Undirected,47
核酸,意识,Undirected,59
核酸,还好,Undirected,122
核酸,街道,Undirected,44
核酸,优化,Undirected,125
核酸,办事处,Undirected,109
核酸,出生,Undirected,41
核酸,三年,Undirected,106
核酸,爸爸,Undirected,87
核酸,哈哈哈哈,Undirected,38
核酸,男人,Undirected,17
核酸,也阳了,Undirected,37
核酸,又阳,Undirected,48
核酸,呜呜,Undirected,24
核酸,干嘛,Undirected,70
核酸,文字,Undirected,39
核酸,安然,Undirected,13
核酸,行者,Undirected,65
核酸,保定,Undirected,59
隔离,措施,Undirected,6
隔离,学生,Undirected,64
隔离,病例,Undirected,107
隔离,工作,Undirected,100
隔离,感染,Undirected,68
隔离,人生,Undirected,118
隔离,向阳,Undirected,46
隔离,身边,Undirected,92
隔离,国家,Undirected,74
隔离,时间,Undirected,35
隔离,疫苗,Undirected,85
隔离,接种,Undirected,25
隔离,世界,Undirected,120
隔离,感觉,Undirected,43
隔离,上涨,Undirected,74
隔离,行情,Undirected,35
隔离,影响,Undirected,119
隔离,阳线,Undirected,9
隔离,生命,Undirected,115
隔离,希望,Undirected,49
隔离,走势,Undirected,22
隔离,市场,Undirected,18
隔离,关注,Undirected,56
隔离,美国,Undirected,8
隔离,预期,Undirected,86
隔离,下跌,Undirected,25
隔离,东西,Undirected,35
隔离,身体,Undirected,119
隔离,未知,Undirected,51
隔离,老年人,Undirected,41
隔离,突破,Undirected,73
隔离,震荡,Undirected,28
隔离,资金,Undirected,65
隔离,大盘,Undirected,24
隔离,股票,Undirected,43
隔离,作用,Undirected,14
隔离,有人,Undirected,80
隔离,家里,Undirected,75
隔离,婚姻,Undirected,4
隔离,阴阳,Undirected,49
隔离,人体,Undirected,95
隔离,中医,Undirected,72
隔离,药物,Undirected,86
隔离,阳气,Undirected,9
隔离,中药,Undirected,100
隔离,万物,Undirected,10
隔离,中国,Undirected,66
隔离,企业,Undirected,105
隔离,天地,Undirected,112
隔离,形势严峻,Undirected,64
隔离,抗疫,Undirected,29
隔离,防疫,Undirected,57
隔离,女人,Undirected,9
隔离,疾病,Undirected,113
隔离,医疗,Undirected,94
隔离,精神,Undirected,12
隔离,股价,Undirected,15
隔离,保护,Undirected,108
隔离,输入,Undirected,26
隔离,方舱,Undirected,72
隔离,都阳,Undirected,106
隔离,社区,Undirected,114
隔离,老师,Undirected,2
隔离,重症,Undirected,27
隔离,奥密克,Undirected,125
隔离,街道,Undirected,61
隔离,感冒,Undirected,125
隔离,临床,Undirected,119
隔离,办事处,Undirected,61
隔离,出生,Undirected,16
隔离,爸爸,Undirected,82
隔离,哈哈哈哈,Undirected,37
隔离,重庆,Undirected,96
隔离,男人,Undirected,12
隔离,也阳了,Undirected,43
隔离,上门,Undirected,8
隔离,又阳,Undirected,41
隔离,呜呜,Undirected,24
隔离,干嘛,Undirected,48
隔离,文字,Undirected,32
隔离,安然,Undirected,10
隔离,行者,Undirected,55
隔离,保定,Undirected,39
措施,学生,Undirected,43
措施,感染,Undirected,17
措施,人生,Undirected,55
措施,向阳,Undirected,39
措施,咳嗽,Undirected,106
措施,学校,Undirected,71
措施,做好,Undirected,94
措施,时间,Undirected,121
措施,检测,Undirected,34
措施,接种,Undirected,101
措施,数据,Undirected,66
措施,发现,Undirected,58
措施,病毒,Undirected,108
措施,喜欢,Undirected,62
措施,世界,Undirected,103
措施,趋势,Undirected,12
措施,行情,Undirected,108
措施,阳线,Undirected,60
措施,走势,Undirected,88
措施,市场,Undirected,61
措施,关注,Undirected,32
措施,美国,Undirected,46
措施,下跌,Undirected,86
措施,身体,Undirected,52
措施,隔壁,Undirected,33
措施,小区,Undirected,8
措施,能量,Undirected,126
措施,未知,Undirected,122
措施,发展,Undirected,37
措施,震荡,Undirected,102
措施,大盘,Undirected,83
措施,股票,Undirected,56
措施,有人,Undirected,46
措施,婚姻,Undirected,7
措施,不好,Undirected,117
措施,阴阳,Undirected,31
措施,症状,Undirected,93
措施,中医,Undirected,79
措施,生活,Undirected,117
