title,production,URL,content,clearn_comment
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Scents of sour cherries, orange pulp and jasmine flowers. Medium to full bodied, light tannins and an energetic, balanced finale.                                    ",scent sour cherry orange pulp jasmine flower medium bodied light tannin energetic balanced finale
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Underbrush, star anise and menthol aromas form the nose. The taut light-bodied palate offers pomegranate, orange zest and a hint of dark spice. Kerin O’Keefe                                    ",underbrush star anise menthol aroma form nose taut lightbodied palate offer pomegranate orange zest hint dark spice kerin keefe
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Bright, rich ruby. In the nose of raspberries, wild strawberries, underlaid by delicate savouriness. At the palate of ripe red fruit, certain drive, spreads with hearty tannin, on the finish delicate of-drying.                                    ",bright rich ruby nose raspberry wild strawberry underlaid delicate savouriness palate ripe red fruit drive spread hearty tannin finish delicate ofdrying
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
(2020) I haven't tasted Banfi's Brunello since the 2000 vintage, an excellent wine that I scored 92. This comes from an official 'five star' vintage, and Banfi predict it will cellar well for 20 to 30 years. It is 100% Sangiovese, the vineyard hand-harvested three or four times to select the ripest fruit, and aged only in large format oak barrels. There's an earthy, dried blood tone to the colour, and a spicy, Sandalwood and cedar component on the nose, some Chinese dried plums and a fresh cherry note. In the mouth the sweet ripeness of the fruit is delicious, a succulent fleshy plum note, but the grip, the spice, and the tight tannin framework does indeed suggest significant ageability. Many stockists are selling by the six-bottle case at time of review, but more will be moving on to this vintage.                                    ",tasted banfis brunello vintage excellent wine scored official star vintage banfi predict cellar sangiovese vineyard handharvested time select ripest fruit aged format oak barrel earthy dried blood tone colour spicy sandalwood cedar component nose chinese dried plum fresh cherry note mouth sweet ripeness fruit delicious succulent fleshy plum note grip spice tight tannin framework ageability stockist selling sixbottle time review moving vintage
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Elegantes, dezentes Bukett mit Noten von reifer Sauerkirsche, Brombeere und etwas Veilchen. Am Gaumen sanfter Auftakt, dann tragende, prägnante Säure, spürbares Tannin. Guter Speisenbegleiter, der noch reifen kann. Dominik Vombach                                    ",elegantes dezentes bukett mit noten von reifer sauerkirsche brombeere und etwas veilchen gaumen sanfter auftakt dann tragende pr gnante ure sp rbares tannin guter speisenbegleiter der noch reifen kann dominik vombach
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Aromas of wild berry, fragrant purple flower and a whiff of culinary spice come together on this sleek red. On the vibrant light-bodied palate, lithe tannins lightly support blackberry, cranberry and ground clove. Kerin O’Keefe                                    ",aroma wild berry fragrant purple flower whiff culinary spice sleek red vibrant lightbodied palate lithe tannin lightly support blackberry cranberry ground clove kerin keefe
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
The nose is fruity, gourmand, racy and offers a slight fleshiness. It reveals notes of wild strawberry, crushed raspberry and small notes of boysenberry / blueberry, ripe red berries associated with slight touches of liquorice, colas as well as slight hints of chocolate and sweet tobacco. The palate is fruity, mineral, fresh, well-balanced, elegant and offers a slight acid frame, a slight juiciness, a slight tension / straightness, a good structure as well as a beautiful definition. On the palate this wine expresses notes of raspberry, crushed ripe cherry, crushed blackberry and small notes of cassis combined with touches of black olive, sweet tobacco, toasted oak as well as a very discreet hint of almond and wood. Good length.                                    ",nose fruity gourmand racy offer slight fleshiness reveals note wild strawberry crushed raspberry note boysenberry blueberry ripe red berry slight touch liquorice cola slight hint chocolate sweet tobacco palate fruity mineral fresh wellbalanced elegant offer slight acid frame slight juiciness slight tension straightness structure beautiful definition palate wine express note raspberry crushed ripe cherry crushed blackberry note cassis combined touch black olive sweet tobacco toasted oak discreet hint almond wood length
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Forest floor, wild berry, coffee and toasted oak aromas come together on this. The medium-bodied palate is on the lean side, offering sour cherry, tobacco leaf, espresso and a saline note alongside lithe tannins. Drink 2020–2028.                                    ",forest floor wild berry coffee toasted oak aroma mediumbodied palate lean offering sour cherry tobacco leaf espresso saline note alongside lithe tannin drink
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Shy aromas suggesting ripe black-skinned fruit, espresso and a whiff of dark spice emerge in the glass. The medium-bodied palate offers dried black cherry, mocha and grilled sage alongside fresh acidity and taut tightly knit tannins. Drink after 2019.                                    ",shy aroma suggesting ripe blackskinned fruit espresso whiff dark spice emerge glass mediumbodied palate offer dried black cherry mocha grilled sage alongside fresh acidity taut tightly knit tannin drink
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
(Sangiovese): mittleres Granat, oranger Rand. Tiefe, feinduftige und florale Nase, man sucht und man findet, dunkle und rote Beeren, Dörrobst, Tabak, würzige Komponenten. Sehr gute Komplexität. Am Gaumen fast harmlos im Auftakt, dann packen die Gerbstoffe zu, diese sind reif und fein gewoben, die Frucht eher rot gefärbt, wird von Marzipan begleitet. Sehr frische Säure, kräftiger Körper, das ist ein Mund voll Wein. Im Abgang von guter Länge, endet feinwürzig. Ein guter Brunello, kräftig und doch sehr elegant und ausgewogen. Jetzt bis 2032, 18 vvPunkte, (90/100). Erhältlich für CHF 36.00 bei Bindella                                    ",sangiovese mittleres granat oranger rand tiefe feinduftige und florale nase sucht und findet dunkle und rote beeren rrobst tabak rzige komponenten sehr gute komplexit gaumen fast harmlos auftakt dann packen die gerbstoffe zu diese sind reif und fein gewoben die frucht eher rot gef rbt wird von marzipan begleitet sehr frische ure kr ftiger rper da ist ein mund voll wein abgang von guter nge endet feinw rzig ein guter brunello kr ftig und doch sehr elegant und ausgewogen jetzt bi vvpunkte erh ltlich chf bei bindella
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Fairly intense garnet with bricking. Splendid nose of coffee, toasted chestnut, mild spices and ripe sour cherry undertones. Robust, rich, nervy palate. Superb nascent complexity. Spicy, lively with a fine mineral dimension, nearly soft tannins and great persistency.                                    ",fairly intense garnet bricking splendid nose coffee toasted chestnut mild spice ripe sour cherry undertone robust rich nervy palate superb nascent complexity spicy lively fine mineral dimension soft tannin persistency
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
This opens with aromas that recall leafy underbrush, grilled porcini and mature dark-skinned fruit. The taut palate offers dried black cherry, coffee, sage and anise alongside tightly wound tannins that give it a firm finish.                                    ",aroma recall leafy underbrush grilled porcini mature darkskinned fruit taut palate offer dried black cherry coffee sage anise alongside tightly wound tannin firm finish
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
The nose is aromatic, relatively intense and offers a small elegance. It reveals notes of blackberry, dried flowers and tobacco associated with a few spicy notes. The palate is fruity, mineral, balanced, smooth, harmonious, quite fleshy and provides a certain density and a certain elegance. In the mouth this wine expresses notes of cherry and black cherry combined with slight notes of raspberry, fine notes of blackberry, saline minerality as well as fine notes of spice and toasted oaky notes on the finish. Tannins are quite present. Good length and persistence.                                    ",nose aromatic intense offer elegance reveals note blackberry dried flower tobacco spicy note palate fruity mineral balanced smooth harmonious fleshy density elegance mouth wine express note cherry black cherry combined slight note raspberry fine note blackberry saline minerality fine note spice toasted oaky note finish tannin length persistence
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Clear garnet with bricking. Fairly subdued nose with mild spice, garrigue, elegant exotic wood and stone fruits in the background. Silky, rich and tense presence on the palate. Great finesse, clear-cut, pure, albeit shy aromas. Closely-integrated, fine tannins.                                    ",garnet bricking fairly subdued nose mild spice garrigue elegant exotic wood stone fruit background silky rich tense presence palate finesse clearcut pure albeit shy aroma closelyintegrated fine tannin
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"Blackberry and vanilla in the nose, on the palate more sour  cherry in a long finish. Complex, balanced, very good quality.",blackberry vanilla nose palate sour cherry finish complex balanced quality
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"Geschmeidige Nase mit Butterkeks und feinfruchtigen Waldbeeren, kühle Würze, hat etwas schön Wildes. ",geschmeidige nase mit butterkeks und feinfruchtigen waldbeeren hle rze hat etwas sch wilde
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,Good but little bit strong yet,bit strong
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,Excellent wine Italy trip,excellent wine italy trip
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,Acidity based BDM standard. Raspberry and cherry shows somewhat vivacious performance. Medium body and medium tannin. It is a moderate easy-going wine. A good choice for the entry of BDMs.,acidity based bdm standard raspberry cherry vivacious performance medium body medium tannin moderate easygoing wine choice entry bdms
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,It's brand carries it a bit further than the rating says but still very good.  Good structure and length. Better with time out of the bottle. Pepper. ,brand carry bit rating structure length time bottle pepper
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"Depth but not heavy; delicate to bold finish; nose of earth, wood; palate: pepper/currant, dried cherry, little tart; lingering astringent tannin but delicate enough. Refined Italian ",depth heavy delicate bold finish nose earth wood palate pepper currant dried cherry tart lingering astringent tannin delicate refined italian
Castello Banfi Brunello di Montalcino DOCG,"Tuscany, Italy",https://www.wine-searcher.com/find/castello+banfi+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"헤미니온느 코스트코 추천
이태리 BDM",bdm
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Bright, rich ruby red. On the nose, fine hints of malt and liquorice, freshly baked brown bread, fragrant, also dried roses and raspberry cordial, a touch of truffle. Shows pithy and clear on the palate, with bright fruit and tight, juicy tannins, fine cherry, delicate drying on the finish, promising.                                    ",bright rich ruby red nose fine hint malt liquorice freshly baked brown bread fragrant dried rose raspberry cordial touch truffle pithy palate bright fruit tight juicy tannin fine cherry delicate drying finish promising
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Strawberries, red prunes, mixed mandarins, red flowers, white flowers and sweet almonds describe the primary scene of this solid, muscular Brunello. Full bodied, velvety tannins of optimum workmanship and a structured finale which articulates itself from the central palate onwards in search of a notable lengthening. Better from 2024.                                    ",strawberry red prune mixed mandarin red flower white flower sweet almond primary scene solid muscular brunello bodied velvety tannin optimum workmanship structured finale articulates central palate onwards search notable lengthening
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
See score for this and 4 more vintages with a ",score vintage
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
This has balsamic aromas recalling camphor that mingle with cedar, scorched earth and leather. The palate is rather shy in terms of fruit richness, recalling licorice, powdered sage and dried cherry alongside the heat of evident alcohol before a bitter close. Kerin O’Keefe                                    ",balsamic aroma recalling camphor mingle cedar scorched earth leather palate shy term fruit richness recalling licorice powdered sage dried cherry alongside heat evident alcohol bitter close kerin keefe
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Dunkel leuchtendes Rubinrot. Satte Lederwürze mit balsamischen Komponenten, Tabak, Cassis, Brombeeren. Am Gaumen sehr geschliffen mit engem Tannin, kraftvoll, kommt in vielen Schichten, im Nachklang dann leider etwas auszehrend.                                    ",dunkel leuchtendes rubinrot satte lederw rze mit balsamischen komponenten tabak cassis brombeeren gaumen sehr geschliffen mit engem tannin kraftvoll kommt vielen schichten nachklang dann leider etwas auszehrend
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Interessante Noten von Cassis und Sandelholz, auch feine Gewürznoten; der Auftakt rassig, engmaschige Tannine, gut eingebundene Säure, schöne Länge auf Noten von Steinobst und Leder. Tadellose Machart.                                    ",interessante noten von cassis und sandelholz auch feine gew rznoten der auftakt rassig engmaschige tannine gut eingebundene ure sch ne nge auf noten von steinobst und leder tadellose machart
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Intriguing on the nose showing green hints reminiscent of tea leaves, nepetella, cintronella and wild thyme. Medium to full bodied, well distended tannins and a classic finale, radiant and essential. Better from 2022.                                    ",intriguing nose green hint reminiscent tea leaf nepetella cintronella wild thyme medium bodied distended tannin classic finale radiant essential
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Rose, exotic spice, menthol and coffee-bean aromas mingle together in the glass. The full-bodied, tight palate offers sour cherry, French oak, espresso and the warmth of alcohol alongside close-grained, assertive tannins that grip the finish. Kerin O’Keefe                                    ",rose exotic spice menthol coffeebean aroma mingle glass fullbodied tight palate offer sour cherry french oak espresso warmth alcohol alongside closegrained assertive tannin grip finish kerin keefe
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Dark ruby red with a tendency to garnet. Noble wood on the nose, ripe cranberries and a breath of dried rose leaf, full cherries on the finish. Full and balanced on the palate, pulls itself along with a savoury core, with drive and long finish.                                    ",dark ruby red tendency garnet noble wood nose ripe cranberry breath dried rose leaf cherry finish balanced palate pull savoury core drive finish
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Vielschichtig fruchtiger Wein mit Aromen von Himbeeren, Pilzen und Leder; besitzt geschliffene Tannine, endet in einem frischen Pflaumenfinale. Solide.                                    ",vielschichtig fruchtiger wein mit aromen von himbeeren pilzen und leder besitzt geschliffene tannine endet einem frischen pflaumenfinale solide
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
One of its kind showing off a noble energy made up of hints both wild and attractive which are reminiscent of blackcurrants, raspberries, pomegranate, acacia flowers, and rhubarb. Ginseng roots meet in the background with notes of wild myrtle and camphor. Medium to full bodied, slightly rigid tannins at the moment which give birth to energy and structure, a tight and vibrant finale. Better from 2022.                                    ",noble energy hint wild attractive reminiscent blackcurrants raspberry pomegranate acacia flower rhubarb ginseng root meet background note wild myrtle camphor medium bodied rigid tannin moment birth energy structure tight vibrant finale
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
This full-bodied red has aromas of French oak, camphor and a whiff of roasted coffee bean. Tightly knit and youthfully austere, the palate offers sour cherry, orange zest, licorice and a note of dried sage alongside firm, close-grained tannins that grip the close. Drink 2023–2030. Kerin O’Keefe                                    ",fullbodied red aroma french oak camphor whiff roasted coffee bean tightly knit youthfully austere palate offer sour cherry orange zest licorice note dried sage alongside firm closegrained tannin grip close drink kerin keefe
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Rich, dark ruby with garnet. Dried violets on the nose, peppermint, ripe blackberries and chocolate. On the palate then very grippy with plenty of tannin, tightly woven, develops well, should still lie, with emphasis.                                    ",rich dark ruby garnet dried violet nose peppermint ripe blackberry chocolate palate grippy plenty tannin tightly woven develops lie emphasis
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Sentori pieni e vivi di prugna nera, mora e mandorle tritate. Corpo medio-pieno, tannino morbido ed un finale secco e di buona persistenza. Bevi ora.                                    ",sentori pieni vivi di prugna nera mora mandorle tritate corpo mediopieno tannino morbido finale secco di buona persistenza bevi os
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Preciso e di estrema purità nasale questo rosso mostra note di lavanda, fiori di agapanto, ribes e lamponi. Bella la percezione agrumata che si manifesta con cedro e succo di limone. Corpo pieno, tannini di natura morbida e vellutata ed un finale compatto e solido nell'impostazione persistente ed autentica. Meglio dal 2022.                                    ",preciso di estrema purit nasale questo rosso mostra note di lavanda fiori di agapanto ribes lamponi bella la percezione agrumata che si manifesta con cedro succo di limone corpo pieno tannini di natura morbida vellutata finale compatto solido nellimpostazione persistente autentica meglio dal
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
(2020) From the vineyards that surround the Poggio alle Mura castle, this spent two years in French oak, plus a further three in bottle. It has a deep red colour, but a little paleness on the rim, then a deep and quite curranty aroma, some volatile lift, and cherry fruit beneath. In the mouth it is smooth and sweetly-fruited, there is liquorice, and again that intense raisined quality. Taut and juicy, the finish has a purity, with oak subsumed by the sweet fruit and elegance of the tannins and acidity.                                    ",vineyard surround poggio alle mura castle spent french oak bottle deep red colour paleness rim deep curranty aroma volatile lift cherry fruit beneath mouth smooth sweetlyfruited liquorice intense raisined quality taut juicy finish purity oak subsumed sweet fruit elegance tannin acidity
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Verführerische Himbeer-Beerenaromatik; linearer Bau, die Säure und die Tannine in Balance, der Abgang geschliffen und fruchtig. Perfekter Begleiter für Fleischgerichte.                                    ",verf hrerische himbeerbeerenaromatik linearer bau die ure und die tannine balance der abgang geschliffen und fruchtig perfekter begleiter fleischgerichte
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Black-skinned fruit, fragrant purple-flower and baking-spice aromas mingle with a whiff of tilled soil. It's elegantly structured with youthful tension, delivering juicy Morello cherry, spiced plum, star anise and tobacco alongside fine-grained tannins and bright acidity. Drink 2021–2029. Kerin O’Keefe                                    ",blackskinned fruit fragrant purpleflower bakingspice aroma mingle whiff tilled soil elegantly structured youthful tension delivering juicy morello cherry spiced plum star anise tobacco alongside finegrained tannin bright acidity drink kerin keefe
Castello Banfi Poggio alle Mura,"Brunello di Montalcino DOCG, Italy",https://www.wine-searcher.com/find/castello+banfi+poggio+ale+mura+docg+brunello+di+montalcino+tuscany+italy/1/hong+kong,"
Sattes, kraftvolles Rubinrot. In der Nase leichter Anflug von Eukalyptus und feiner Minze, dann würzige Töne, im Nachhall satt nach Cassis. Breitet sich am Gaumen weit aus, spannt sich schön über die Zunge mit festem Druck, lebhaft, im Abgang dann etwas auszehrend.                                    ",sattes kraftvolles rubinrot der nase leichter anflug von eukalyptus und feiner minze dann rzige ne nachhall satt nach cassis breitet sich gaumen weit au spannt sich sch ber die zunge mit festem druck lebhaft abgang dann etwas auszehrend
