景点名称,网址,用户名称,星级,评论内容,时间,赞,回应
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                老杨i洋洋
                                ",45,作为昆明的地标性建筑，西山风景区真的是一个规模很大的一个景区，可以选择坐缆车上坐缆车下，第二种选择坐大巴车上坐大巴车下！这只是到了景区的半山腰！也就是还没有真正的进到景区内部！寄到景区内部也有缆车和汽车上下两种选择！我们选的是坐缆车到半山腰，坐汽车到景区脚下，爬上爬下，坐汽车回到半山腰，再坐缆车回到滇池附近！景区的经典龙门那部分上上下下的人非常的多！而且道路还时宽时窄的！还有一个问题是景区的卫生间和垃圾桶实在是太少了！在的山上可以俯瞰这个昆明，还有可以欣赏滇池的美景！,2024-02-05 20:54,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                水月儿文宝
                                ",50,昆明人的福音、大自然的馈赠—西山森林🌳公园交通：最便利的是地铁3号线，直达西山公园，下来100米就是茶马花街，云南的特色小吃一条街。特色体验：个人觉得特色就是小吃，推荐图十的烤猪肝和图十一的烤饵块，很正宗，猪肝现串看得见的新鲜，烤饵块那家也是，饵块是用传统工艺做的，软糯适中。推荐理由：西山公园承载了太多儿时的回忆，现在条件好，修了步行栈道，而且还免费开放，本地人都喜欢来的地方，外地游客朋友值得来，走不动可以坐旅游大巴到龙门，龙门是西山的山顶，从龙门还可以坐缆车直达海埂，非常方便。,2024-02-09 11:24,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                尬聊聊美食
                                ",50,西山风景区好大呀，站在凌虚阁眺望滇池还有海埂大坝都是不错的好地方我们是租车直接上到景区南门，解决了上山的困难另外一种是乘坐地铁到达景区门口，再乘坐大巴车一人12.5元，到景区门口，选择乘坐缆车，（价格忘了），还是乘坐电瓶车10元一人，然后自己爬上去景区对60岁以上的老人很友好，只要出示身份证可以半价购买景区门票。在凌租阁，拍照打卡特别出片，记得一定要在这里呼吸新鲜空气哈……下山得时候，会有景区工作人员免费带领大家下山，并免费介绍龙门的几个景点……当然最后环节，也看个人钱包👛承受能力哈，这里就不剧透了“一登龙门身价百倍”在这里拍照📷，一不小心被专业人员拍下来，下山出照片，20元一张这个剧透一下哈,2024-01-05 14:52,11,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                家有两宝
                                ",45,已经是来过好多次啦，但是真心不错，你可以选择坐地铁过来，这样性价比最高，做个大巴把你拉到龙门入口，再攀爬而上，到达山顶（凌虚阁）俯看整个滇池，如果还有体力就再走路下来，如果走不动了，那可以坐索道下山啦。,2024-01-25 17:57,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                在城隍庙遛狗的生菜
                                ",40,滇池：观美丽的“高原明珠”滇池，眺望有“睡美人”山之美称的西山。冬天，小精灵—红嘴鸥与游人组成一幅人与自然和谐相处的美好画卷，您可以与海鸥亲密互动再来一组美拍，远处西山、近处的滇池，还有漫天飞舞红嘴鸥，可以带上小面包，咔嚓一下，美丽如画的照片已生成,201315185,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                myxr00
                                ",45,昆明西山公园，来昆明必来的地方。作为生活在昆明已经10年的外地人。有朋友来基本都会带来西山玩儿。非节假日人不多，很舒服。尤其要尝试一下龙门索道，半开放索道建议非自驾走法：西山公园站-乘坐景交大巴-乘坐龙门索道-滇池索道到滇池，滇池看海鸥，不走回头路。坐地铁西山公园站，茶马花街吃吃逛逛，然后买景交大巴去龙门，这段路比较长。中途可以在几个寺庙参观。寺庙很漂亮，秋季尤其美。中途可以上下景交大巴，免费多次乘坐。到龙门后坐索道上山，走精华段或上山顶。在坐环保电瓶车到龙门，做滇池索道下山，直接到海埂大坝看海鸥（每年11-来年3月）,2024-02-18 17:01,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                Neo_6464
                                ",40,"西山，相传有凤凰栖息于此，故称""碧鸡山""；又因远眺西山群峰，即像一尊庞大的睡佛，又似一个美丽的少女仰卧在滇池畔，所以有""卧佛山""或""睡美人""之称作为昆明的著名风景名胜区，不论本地人还是外地游客，都是很值得来游玩！分享西山懒人方案，省心✔️重点是，风景真的灰常好路线游客中心-上山大巴-龙门索道-凌虚阁-龙门石窟-电瓶车-下山大巴-茶马花街优点1⃣️直接买优惠套票2⃣️省时省劲儿费用游客中心现场购买90/人（龙门+往返大巴+龙门索道+车瓶车）游玩时间2.5-4小时左右",2024-02-24 18:13,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                清风黎明
                                ",45,看评价说景区内人特别多，索道要排队，大巴车也要半小时一趟，就只逛了山脚下的步行街不禁感叹云南人民都过得什么好日子，这里的特色美食种类很多，什么云南泡菜，水泡梨，大理油粉，木瓜水，奶白酒，芋泥粑粑，稀豆粉，蛋清饼，香米糕，豆花米线，石屏豆腐等等等等，可惜胃太小实在盛不下！,2024-02-19 14:39,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                小鱼儿
                                ",45,春城昆明是一座风光秀美之城。它三面临山，怀抱滇池，西山远眺，一切美景尽收眼底；站在龙门景区，绿树掩映下，将西山的险峻与滇池的壮阔展现于眼前交通南强街附近坐地铁直达网上已买75元套票双程大吧门票单程电瓶车和索道毕竟旅游人一天步行数惊人保存体力很重要价格也不贵大巴直上龙门按线路从上往下游览然后坐电瓶车到大巴车站这在坐大巴到地铁站附近基本上精华景点都打卡过了附近餐饮店具多中餐可以在哪就餐注意要打正规车辆不游西山枉到昆明，不游龙门枉到西山，到昆明西山，赏自然奇观之险峻,2023-12-11 16:49,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                tweety夭夭0501
                                ",40,俯瞰滇池，这样的美景谁能拒绝❌呢~📝游玩路线：我们的游玩路线是坐索道🚡上西山，在西山半山腰再乘坐龙门🚡上山，走下山路过龙门等经典的景点，然后乘坐电瓶车下山。1️⃣早上大概9点半打车到达海埂大坝的索道入口，这时候没什么人，所以可以选择和家人或者朋友单独乘坐一个车厢。2️⃣很快就到达半山腰了，这时候乘坐龙门索道，也没什么人。这个索道属于开放式，年代比较久远了，做了好久心里建设才定下来。不过还好很多路段都不高，有的甚至就在地面上。3️⃣坐完索道后，我们就走路下山，一路路过了龙门等经典风景，挺好的~可以俯瞰整个城市，还可以在狭窄的山道上感受穿越山洞的乐趣。4️⃣最后坐电瓶车下山，很快就回到了半山腰，这个时候再坐大巴车可以直达3号线地铁口🚇，十分方便。📮票务：1️⃣西山索道🚡：成人单程票60元，儿童单程票30元。如果是往返票的话，成人和儿童分别是100元和50元。因为我们打算还要去市区逛逛，所以只选择了单程。2️⃣景区门票🎫+龙门索道单程+电瓶车单程+大巴往返，75元/人，提前在携程上购买，十分方便。￼亮点：俯瞰滇池真的太美了~看海鸥悠闲地飞翔，看城市和自然的融合，看优美的S湾，在这里一定要透过玻璃拍一张📸,2024-02-02 22:32,5,6
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                vivien0306
                                ",50,十一去了洛阳佛教的龙门石窟，春节再来打卡道教的龙门石窟今天早上起来下了一点儿小雨，天气不太好本来打算放弃去西山的龙门，但犹豫了一下想来都来了还是去吧我们找了一条不走回头路的线路，坐龙门索道上山，走到半山腰去看龙门摸龙珠，最后电瓶车回到索道起点换乘滇池索道去海梗公园。这样的行程不是很累，老人家都能跟下来[破涕为笑]不过从索道下行去龙门的山路陡峭，行动不便的人要慎行，我一路往下看到那些爬上山的勇士都很佩服，真的是很费体力啊龙门那个地方的栈道很窄，只能一两人通行，却还要同时容纳上行和下行的游客，真的是差点被挤爆炸了景区内还有免费的导游带着一路讲解，说山上岔道太多怕游客走错路了，这样的景区还是很贴心的,2024-02-09 12:35,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                荔枝
                                ",40,保姆教程来了哈。从海埂大坝喂了海鸥以后，直接走到滇池西山索道，这是全封闭的索道，并且西山索道横跨滇池，一路上可以看到很美丽的水杉，还有滇池的俯视图～下了索道以后，因为很多人在龙门索道排队，我们就选择了坐电瓶车上去，走路参观，到电瓶车下客处，我们请了一个解说，一百元，很值得，讲解非常好，而且很照顾老人和小孩子。一路上也很窄，所以徒步下山对老人和小孩不友好，阶梯也很滑，我们走到了最顶上的龙门索道，准备坐索道下山，这里的索道是全开放式，一定要小心，一路上我们看到路上很多掉落的水瓶，帽子，鞋子等等物品。下了龙门索道，我们选择坐大巴车下山，这段路上大概是15分钟车程，走路至少需要一个小时。大巴车会把客人送到一个地铁站口，到哪儿都很方便。总的来说，路线是：滇池索道上～电瓶车～爬山～龙门索道下～大巴车下～地铁回家西山有很多有趣的传说，最值得的是，可以俯瞰整个滇池和昆明城，爬山也不累，全程也就是2小时左右？体力好的完全可以全程徒步，但是那个太窄……有一些地方两个人都只能侧身……,201796931,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                你猜
                                ",50,西山听说是情侣不能来的地方，所以我自己来了。坐缆车上山，然后走下来，一点都不累，会有景区自配的导游，带子大家走，并且给大家讲这个昆明城，在这里可以看见滇池的全貌和昆明城，这里依然可以看到蓝天白云，这里也有龙门，也有石窟。有底蕴有文化，一个既有外在美貌又有内涵的地方。,2024-01-27 22:46,,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                伊迪丝不想躺在床上
                                ",50,查昆明市景区排行第一位的是海埂公园，可我认为西山景区应为榜首。由高峣公交站或地铁西山站下车，可乘景区环保车到聂耳墓下车入山门，徒步至三清阁只需十分钟，完全没必要花10元钱乘座环保电瓶车。由三清阁开始步步登高，其石灰岩开凿出的石阶，復岩壁之上层层锁空，经几百年游人的攀登，光滑如汉白玉般莹润，窄处仅尺余宽相向时要侧身而行。径龙门，天台登于山顶，其间移步异景。于山顛下观滇池烟波浩渺，昆明城区楼宇林立。下行经小石林，岀山门。五公里山路缓坡步行，有太华寺，华严寺等几处殿庙。红墙黄瓦，树茂花盛。,2024-02-07 23:39,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                哈哈
                                ",50,昆明市区的标志性景区，抽空必须得打卡。地铁3号线直达。花街门口买的连程票90块（景交车往返25块，龙门景区30块，电瓶车10块，单程索道上行25块），在其他app上早上9之前买票是75。建议：还是买连程票，景交车往返可以省11公里多的路程，途径华亭寺、正觉寺（虚云纪念堂）太华寺（在此寺庙里吃了个素斋），终点聂耳墓。然后乘坐索道上山至龙门景区入口。景交车中途站点可下车，游览完后可继续凭票继续乘坐景交车。索道单程上，下来步行去凌虚阁打卡“五百里滇池”碑。此路程有木质栈道，行程轻松一些，但步行稍远。还有石阶，路程近，但陡峭一些，爬着费劲一些。再原路返回进入龙门景区，全程基本下台阶，游览景区核心部分，步行至终点，然后再乘坐景区电瓶车至下山到乘坐景交车处。直接拉到地铁站入口。我游览了3个多小时。总结：景区交通设计合理，费用也合适，感觉上行的缆车行程有20多分钟。标识标牌指示清晰，不会迷路。,2023-11-21 00:22,,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                馋兔兔二
                                ",45,呵呵😄……，今年春节大年初一，我和闺女就起程飞往昆明游玩，在昆明报了一个一日游的团，共3个景点，离的很近，早上不到九点到了滇池观看海欧，十点半到民族村游玩到12:30分，在周边“桥香园”吃的云南过桥米线。味道还不错！2点钟到的西山公园景区，因腿脚不便，全程上下山座缆车观看滇池和滇池周边的美景……，节日人很多，排了一个半小时的队程座缆车！导游很不错，对游览的各个景点讲述的很棒！快乐的一天！,2024-03-05 22:17,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                匿名用户
                                ",50,在滇池喂海鸥，拍好打卡照之后，来到了滇池索道，体验了经过滇池，再到半山腰的索道旅程，虽然是过年，排队情况还好，约1小时不到。既然到了半山腰，就想着去西山，打卡龙门。也需要坐索道，露天，时间比较短，但等待了2个多小时，这个是没有预想到的，并且到了上面，人多拥堵，很多地方只能通过1人或2人。耽误了后续的行程。建议节假日不考虑上西山，或者请景区做好规划。,2024-03-05 16:05,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                艾淋
                                ",50,有一位百万级摄影师是一种什么样的体验！哈哈！📍最美滇池！海鸥:“我远道而来，只为见你一面，因为有你在，所以我来了。”,2024-03-05 14:44,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                睿真清幽的小飞
                                ",50,从呈贡过去，西山这趟游玩还是挺值得的，有个良好的体验。,2024-03-05 10:05,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                懵梦elfs
                                ",40,交通：周末一大早就很多人和车了，离游客中心比较近的停车场不给进，停在了稍远一点的停车场里。可以选择坐公交或者地铁去。不想爬山的可以选择坐大巴到龙门，再坐索道。,2024-03-04 13:06,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                WY嘻嘻哈哈
                                ",50,门票90块钱一张，可以游览的地方太多了。先乘坐电车把你送到龙门景区。然后按照只是排边走边游览，各种美景，然后到达指定地点之后乘坐缆车到达山顶。这个缆车是我目前坐过最长的缆车了，他从上往下看可以看到整个昆明市的全景。整个景区还分为各种特色的小景区。令人眼花缭乱，叹为观止。,2024-03-02 22:34,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                g美妞
                                ",50,来昆明玩，在大众点评上搜到这个公园是来昆明必来的，开车直接到滇池索道停车场，然后每个人60元上索道，可以俯瞰滇池景色，然后上到头就到了西山公园，同样买了缆车和下山的摆渡车，然后一路看景走下来，再做滇池索道下来，停车场价格很合适,2024-03-02 19:20,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                离歌笑
                                ",35,过年的时候去的西山，人好多呀。不过为了见一下那个龙门还是值得的，摸了一下门头，好个吉利的好彩头。只是景区的管理有点没跟上，游客都堵在那个狭长的那个过道上面，工作人员就只会拿着大喇叭催前面的人走，但是前面也堵住了呀，根本走不动。,2024-03-02 16:12,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                会飞的小豹子
                                ",45,从高处看昆明湖一处绝佳的高地，有缆车上下，对于不怎么能爬山的非常友好。还有人工开凿的各种山洞古迹，龙门佛堂。遗憾的是湖上缆车下午5点就结束了，有那么些许遗憾，留到下次吧。来昆明的喜欢登山的建议来转转。,2024-03-02 15:04,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                微左
                                ",5,西山是昆明著名的风景区，爸妈说很好这次带我来。但是很多地方都被这种商家围起来了，拍照收费，一张20元。体验感真的很差，整个下山过程中没有一处能拍到无遮挡的，为了赚钱太影响观感了。好感度极低，不会再来了。,2024-03-02 08:10,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                杨小宠16
                                ",50,专门过来坐索道玩，一半水一半山，成人100往返，风景很美，值得一来,2024-03-01 18:59,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                清爽俊秀咕唧狮
                                ",50,交通:可以选择开车但是要50块钱一个人。，也可以选择坐大巴十多块钱。当然如果喜欢爬山的话，直接从山脚爬到景区入口。我们上次去就是直接从山脚爬上去。最后买了一个索道坐下来。花了我50块钱。如果不想爬的话，只是想看看风景的话可以坐缆车直接到山顶。看看风景，然后坐缆车下来。喜欢爬山的话还是建议从山脚开始，一路干到山顶，再不敢车下来。我们差不多花了两个小时，三个小时,2024-03-01 13:00,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                Junebaby1
                                ",40,昆明西山景区适合懒人因为可以坐索道上下山来回途中可以俯瞰整个滇池极美哦来回票100到了山顶景区需要另外买门票推荐山上的天空之镜拍照买照片20元一张有电子版且不能自行进入天空之镜拍照总体感觉不错的值得前往～,2024-03-01 11:34,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                rebecca_yb_3051
                                ",45,一路摆渡车、索道、电瓶车都坐上了，当天有点小雨，爬山还真是挺冷的，但是有幸在龙门石窟俯瞰整个滇池的时候，看到了彩虹，也算是没白被淅淅沥沥的小雨淋到，下山时有个路人推荐了路边的发面窝头，刚蒸出来的软软甜甜的真好吃,206054961,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                大脸虎琦琦2010
                                ",50,第一次去西山风景区和滇池可以看到整个昆明市区,2024-02-29 20:12,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                魚夫123
                                ",40,索道比较有意思哈哈哈，全程大概20分钟吧，龙门上面的风景一般般，还是索道有意思点。跨越滇池，真的很酷！下面还有海鸥，真是太有意思了。第二段的索道控告可能会有点困难了，不是第一段的全包索道了，是属于露天的。,2024-02-29 19:43,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                貌似很有爱
                                ",50,来了滇池怎么能不爬西山，西山本就是滇池景区不可不来的一部分。站在西山顶，可以俯瞰大半个市区，景色壮丽难以言表。可以爬山、可以坐摆渡车、也可以坐缆车，多种方式可以让你爬上去，所以一定不要错过，至于上面的龙门，就比较一般了。,2024-02-29 17:30,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all,"
                                漫漫步
                                ",50,一次完美出行，首先选择滇池！再选择西山爬山！,2024-02-29 13:48,3,2
