景点名称,网址,用户名称,星级,评论内容,时间,赞,回应
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                keketwo
                                ",40,西山一天，完全颠覆了一个习惯小心谨慎防蒙防骗的普通游客的传统认知啊！由于住得离索道站很近，就准备步行去索道口，然后坐缆车过滇池游西山龙门。一出门，热情的停车场收费员就招呼上来：“坐索道吗？这里有免费接送车。”一再确认是免费后，我掏出钱包准备买索道票（自然而然认为之所以免费是因为代售票拿回扣吧），收费员挂完帮我们叫车的电话，忙说：“票你们自己到索道站买，我们这里可不敢卖票。”一会儿，车果然来了，车里已经有一对母子，一看见我们，连忙问是否也是去坐索道的，得到肯定回答后，才长舒一口气，看来惴惴了好一会儿了吧，哈哈。一路上司机热情地向我们介绍昆明，提醒我们出行尽量坐公交，很方便，西山回来还可以继续坐他的免费车。进入西山公园，每位游客都会有一个电子导游机，每到一个景点便自动播放，超贴心对了，西山有个长联蛮有意思的，对于该景点作了全面的概括，很值得大家到此回味——五百里滇池，奔来眼底，披襟岸帻，喜茫茫空阔无边。看东骧神骏，西翥灵仪，北走蜿蜓，南翔缟素，高人韵士，何妨选胜登临。趁蟹屿螺洲，梳里就凤鬟雾鬓，更苹天苇地，点缀些翠羽丹霞。莫孤负四围香稻，万顷晴沙，九夏芙蓉，三春阳柳；数千年往事，注到心头，把酒凌虚，叹滚滚英雄谁在？想汉习楼船，唐标铁柱，宋挥玉斧，元跨革囊，伟烈丰功，费尽移山心力。尽珠帘画栋，卷不及暮雨朝云，便断碣残碑，却付与苍烟落照。只赢得几杵疏钟，半江渔火，两行秋雁，一枕清霜。,2017-02-08 19:27,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                旅游归来不吃菜
                                ",50,游记~~西山龙门景区~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~早上的大巴车开到的第一个景区，睡了一路醒来直接呼吸这里的新鲜空气，美得很。当时都有点醉氧的感觉。这里算是昆明著名景区了，非常的壮美。感觉怎么玩半天时间是肯定够的。先坐了把索道确实很幽静，舒服的很。索道还是挺不错的，一路晃晃悠悠的，吹着小风，西山风景尽收眼底。远处眺望滇池，近处看山中花朵，好不自在。山路还是蛮有意思的，左边是壁画都是先人们双手开凿出来的，尤其是龙门哪里美景多多，实在是拍拍拍。右边全是悬崖，往下看就是滇池，风景还是很不错的哦！！一路顺着走很快就到龙门景区门口了，挺开心的。当然我们要细玩还是玩看时间和心情的。,2017-02-07 11:10,33,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                滕滕
                                ",50,位于昆明市西山森林公园内，到昆明玩，龙门是一定要去的。龙门是在西山的悬崖峭壁上开凿的半开发的山洞，在凸起的石头上，修建的门，上写有龙门二字，有:一登龙门，身价百倍。石壁上还雕刻有佛像。这里是俯瞰滇池和昆明市的最好的地方。,2017-02-07 08:54,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                胖成猪的羽毛
                                ",50,来滇池一定要上西山龙门，不然特别亏，山上风景非常漂亮，一旦坐索道上了西山，要再坐西山索道上去，要到最顶上的凌云阁，鸟瞰昆明，美爆了，下山的路人比较多，而且很窄，等观览车等了很久，又等着坐滇池索道回到对岸，但是总的来说，很值得一去，注意的是，如果买套票，要在西山脚下游客中心领票，而如果坐滇池索道是直接到半山腰，就是省去了四十分钟的大巴车程，而且没有办法领到票，这样很不合理PS：回答一下大家的疑问：喂红嘴鸥只需要在海埂公园这边的岸边就可以喂了，坐横跨滇池的索道也是在海埂公园附近的地方坐，而这个横跨滇池的索道的另一边是直接到西山的半山腰，如果再想上山，才需要坐西山索道，两个索道不一样的,2017-02-05 08:36,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                sunny84772
                                ",40,感觉不错！就是高德地图导的不准，本来游客中心离我们不到10公里，害得我们坐了两趟公交还是打车过去的。套票不错，缆车大巴都有，要是单程大巴＋单程滇池缆车就更棒了！行程安排的很好，一点都不累，还不走回头路，龙门两个字下面的小球球就是龙珠，人超级多，就是为了摸一摸。记得带些硬币投入水里碰碰运气，换币的地方只能换一元的，最后一张不知道是什么原因10分钟的山路上有好多水，我们都差点儿滑倒，其他都很好！下了山又做94路去了滇池喂红嘴海鸥，感觉一天很充实！,2017-02-03 06:26,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                欧鸽
                                ",50,【滇池大坝西山龙门最正确玩法】1、DD从市区经民族村路口到达滇池大坝！朝着海埂公园方向漫步大坝，吹风并眺望滇池，最重要的是喂海鸥。2、到达滇池索道，买单程票上西山！索道厢中俯瞰滇池之美，远至昆明城市构图，超棒感受。3、步行5分钟至西山公园门口，购买套票，索道+步行+电瓶车！第一步：悬空索道上山，超值30分钟！你可以坐在索道上一边晃荡着双腿、一边极目眺望六方，城市、滇池、西山尽收眼底。第二步：索道终点站下来，朝龙门方向步行，先上后下，山路崎岖有华山的感觉，左手边就是悬崖右手边峭壁，下面滇池之水，一个字爽！第三步：30分钟到达龙门！所谓不到龙门枉西山！拿出相机，啪啪啪，美景拍个够！4、龙门后，试试悬崖绝壁中的洞，爬上去一览众小，然后返回！继续下行，一边欣赏绝壁小花和龙门石窟，不知不觉就来到龙门景区门口。5、搭电瓶车，返回西山公园门口！开车大姐的车技杠杠滴，左兜右转，10分钟到达。6、两种选择：坐大巴下山或坐索道回滇池游海埂公园。关键看时间，看心情。,2017-02-02 23:07,11,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                零度0831
                                ",50,值得去看看走走，景区管理比较规范，风景不错，就是节假日人太多！,2017-02-02 16:59,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                妖_大人
                                ",30,闪婚西山鸟瞰滇池可见昆明全城万达双子塔格外醒目。跟团来的第一天行程。不过总体感觉这个景点太一般了点。,2017-02-02 08:26,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                今晚扁老虎
                                ",10,原来门廊上的文字还是蛮好看的，现在被重新油漆上色，非常不认真，油漆被泼到门廊上了。（椭圆框处）,2017-02-01 22:45,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                connly88
                                ",40,值得一去，一登龙门，身价百倍，发发发,2017-02-01 15:02,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                爱吃小笼包
                                ",50,从滇池公园这一边坐缆车可以直接到山腰，个人觉得西山是昆明最值得一爬得山了。山上有很多历史人文建筑。也可以俯瞰滇池很整个昆明。,2017-01-30 17:58,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                大泡泡在游泳
                                ",40,大家注意，如果买了滇池的索道，就不要买西山龙门团购票，因为买了西山龙门团购票，就必须在山脚换票，坐大巴上山。,2017-01-30 11:33,1,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                小可爱
                                ",50,带着爸妈去的，很不错哦，景色美，空气好！,2017-01-28 16:23,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                老铁_3842
                                ",10,严重差评!!!出口的地方妈妈买东西我在外边等着.这时候追过来个大妈:先生给我看看你的门票，我掏出来问她有什么问题，给我来句我看一下门票不行么，我问了她两边便遍，她跟我这一遍比一遍横。今天大年三十跟我这找不痛快？我跟你讲也就我脾气好碰上个不讲理的主这检票大妈你都见不着大年初一早上的太阳了,2017-01-27 12:00,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                kellylee1013
                                ",50,很美的一个地方，从滇池上去，要另外买门票进去，可以选择坐缆车，一人77蚊，性价比超高的，沿路风景秀丽，上去大概半个小时的缆车程，可以看到滇池的全貌，个人觉得比滇池的缆车正，而且靓好多，龙门必去，一登龙门身价十倍，游客也多！！,2017-01-26 21:42,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                Sam_M18
                                ",50,昆明当地游值得一去市区打车过去10多公里37元半小时坐公交时间长点到山脚下坐黑车25一人其实不亏公园大巴上下一次25一人还要走回头路黑车直接从村里走如果出租车司机认路更省了后山到龙门上凌霄阁然后下来到半山腰坐缆车去海埂公园我们运气不好缆车年底大修中间一段电瓶车其实自己走走蛮好下坡路拍拍照看看景心情舒爽,2017-01-10 20:01,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                丶火柴超人
                                ",50,风景不错，天气好的时候看起来心旷神怡。,2017-01-09 21:45,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                漂亮心情_1696
                                ",50,值得去的好景点，最好做观光车上去，走路太辛苦了，进入龙门景区有的石阶比较窄，有点陡，有些滑要慢点走，可以看到整个滇池，很壮观的，就是水面有绿藻不干净。下山可以做缆车一直做到底就是海埂公园，很多海鸥，去喂海鸥啦！,2017-01-03 14:24,,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                大城~小爱~
                                ",50,风景很好、值这票价、唯一不足的就是售票员态度不好、一脸的好像我欠他钱一样、爱理不理的样子、希望可以改改,2016-12-28 17:54,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                媛粑粑.
                                ",40,“西山睡美人”，早已名扬天下。滇池岸边，至今还流传着关于她的许多动人的传说。&nbsp;故事是这样的很久以前，滇池岸边，有对青年男女，他们真挚相爱，互订终身。某财主看上了这位美丽的姑娘，用计将小伙子害死于滇池。姑娘失去爱人，悲痛欲绝，披头散发，含泪迎风呼喊。当她力尽声嘶时，仰面倒下，化成了这座“睡美人”。后来，尊贵的凤凰，还从老远飞来吊念。当地人不知是凤凰，把它称作碧鸡，这座山也就被称为碧鸡山。诗曰：&nbsp;卧佛化身睡美人，满腔热泪洒红尘，&nbsp;海枯石烂情无尽，地久天长恨不泯。&nbsp;色相如来观自在，慈悲未必免沉沦，&nbsp;滇池万顷杨枝水，一送秋波一怆神。也是因为这个故事我才专门过来看看的，特别是早上上山，空气清醒，是每天晨练的好地方,2016-12-28 14:07,1,4
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                AdelineC.
                                ",50,很赞的景点，推荐，感觉如果能住在这里有多好！跟团去的具体价格不明。不推荐跟团，跟赶集似的。,2016-12-23 11:22,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                swirly
                                ",50,还不错的一个景点，一路上有一系列的小石窟，里面主要是各种道教题材的雕塑，不少也色彩斑斓的。虽然雕工并不算特别高强，但是也是古迹，让我最喜欢那个凤凰衔书的雕塑，难得的流畅灵动，凤凰翅膀下的小窝，据说扔硬币进去能有好运，每人三次。周围最好的是美景，登高望临，美景无限。滇池全景和昆明全景尽收眼底。,2016-12-15 06:04,5,9
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                阿狸家的狸
                                ",50,西山呢，早早的去爬山，锻炼身体每天早上都有很多人，老年人居多，去西山总感觉我们小年轻的体力还不如大爷西山很美啊，空气很好，到了山顶还能俯瞰整个滇池和昆明城总感觉离天空很近了西山还有农家乐，30块钱一个人，有吃的游玩的还能过夜上山的山道上还有本地人自产的菜啊，水果啊，新鲜,2016-12-13 08:55,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                幻香岚
                                ",50,坐缆车可以上到西山半山腰，然后爬龙门之前，会再收一次费用……所以坐缆车之前先想好，上来是为了俯瞰滇池，还是为了爬山。如果是为了看滇池，就可以爬龙门了，如果是为了爬山，一定做好交钱的准备。这边有像胸卡一样的导览器，走到哪里，语音导览就讲到哪里，这个比较好，节省人力物力。,2016-12-09 21:43,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                点小评8717471890
                                ",50,导游很不错，讲解很到位。一次真正的旅游，加油！,2016-12-05 18:11,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                静静的诉说123
                                ",40,这里在当地应该也是小有名气吧，跟着朋友一起来的，好不容易爬上去，哇塞，往下一看，吓了我一跳，那么高，我建议有恐高症的人还是不要去了，但是站在这么高的地方，才真正的感受到了“一览众山小”的意境，站的高，看的远，这句话绝不是才来的，一大片美景尽收眼底，给我的总体感觉好刺激，好爽，也有一定的震撼,2016-12-05 13:11,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                筱筱shu
                                ",50,团购价还是很划算的，路线也很合理，缆车可以看到滇池全貌和西山植被，有想去会再次购买,2016-12-02 00:26,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                lordwilliamkan
                                ",30,“一登龙门，身价百倍”来到昆明又如何能不到龙门一游？上西山比较直接方便的办法，便是在滇池坐索道，来回双程70大元，把你送到半山龙门景区入口处。在这里你必须再买40元的门票。若你要坐另一程索道的话再付20元，回程坐电车8元，保险2元，反正上龙门一次百五元跑不了。风景还是挺美的。,2016-12-01 01:03,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                清风细雨的生活
                                ",50,昆明的西山龙门🗻，是我记忆最深的地方，它在西山悬崖峭壁上，小时候👶，只要是家长才决定说，这个星期天我们去爬西山🌳🗻🌳🐦🐤，心里面就有点怕怕的😲。龙门之险，险于上青天。爬西山，一般是乘车到高桥🚌，在从公路慢慢爬山，途经华亭寺🏰，太华寺🏰，三清阁才到龙门🏡。从西山脚下往上走，公路两边是茂密的森林🌳🌳🌵🌵，空气清新，就是个天然的大氧吧。各种各样的植物在这里茁壮成长，还有数不尽的小野花在怒放着🌾🌸🌹🌺，有一股山泉水💧，从山顶上流趟下来，有好多人在喝😅。半山上有个玉兰园🌳🌳，里面的玉兰树有很多品种，到了开花的季节，白色的🌼，粉色的玉兰花🌸，开遍了半山坡，美的特别妖冶。🌹🌸🌼🌞爬到华亭寺🏰，有点累，可以进去休息休息，喝点水🍵，观赏一下里面的风景，歇过脚以后，在接着爬山🐝🐛🌳。从山脚到龙门有7~8公里，景区里面虽然有公路，但是，山路坡大弯急，行人又多，树木高大🌳，容易遮挡视线，不太安全，所以西山管理局规定，一般车辆不允许开上山🚗。到了太华寺🏰🌾，我们一般就不进去了，因为一直爬上来，已经好累了😥，而且它不在路边上，要拐进去好远，才是太华寺💃。到了三清阁，就可以看得见龙门了🏡，只见龙门在西山的悬崖峭壁上，有个小小的石雕门头上，刻着龙门两个大字，在阳光的照耀下🌞，金光闪闪。西山龙门位于西山森林公园内🗻，在西山东临滇池的一面🏊🏊，是一条长约数公里的大断层，在此断层南侧，修筑了一条石刻通道。石道都是用人力从悬崖峭壁上一锤一钻打出来的。石道途中有隧道，呈螺旋宛转，有人那么高💃，石洞凿窗，下临万丈深渊🙈，惊心动魄🙆，站其上面五百里滇池尽收眼底👀👀山顶有座“魁星阁”，途中有著名的“凤凰衔书”，因道中“达天阁”石坊上题有“龙门”二字，所以人们称此为~龙门。龙门承载着劳动人民的智慧和结晶👷👷👷。一登龙门，身价百倍。,2016-11-25 18:30,8,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                嘻唰唰
                                ",50,"昆明龙门龙门，位于三清阁南面，包括北由三清阁""别有洞天""，石洞门起，南至达天阁止的整个在千仞削壁上的石雕工程。在罗汉山与挂榜山之间，削壁上由北向南原有四个岩洞，明嘉靖年间，北面三清阁的一个岩洞已开发，建了""穴石小楼""，当年登这个洞需攀铁索过栈道危蹬。地址：三清阁南面登临西山，总是要到龙门一游，过了三清阁，便到了龙门，龙门位于西山顶部，罗汉峰的悬崖峭壁上，从龙门可沿栈道到达山顶，但那狭窄的栈道，却仅容两人来回擦肩侧身而过。龙门迂回栈道的开凿，不仅增加了龙门出口，使游人如流水般畅通无阻，增加了安全感，而且增加了新的风景游览点。饱览了龙门精湛的石刻艺术，可穿过龙门隧道，沿石阶而上，即达龙门新平台。传说：有关龙门胜景的传说中最为著名的便是魁星的传说，相传在凿成龙门时，石匠不小心将魁星手中的石笔凿断，他心痛不已，纵身跳下悬崖以身殉艺。前往西山公园，可在市内乘公交车5路或6路均可到达。如果，从市中心租车前往需40分钟，约需30元。另外，云南民族村至龙门口有缆车往返海埂与西山，全程往返约50元，单程30元。如果游客打算在西山上住一晚，可以在聂耳墓旁的太华山庄或太华别墅山庄借宿，也可自带帐篷与食物自行进行食宿，在山上，最好便是在山庄内或华亭寺用餐。游览西山约需半天。每年三月三，昆明人结伴来西山郊游，届时这里非常热闹。民族村也值得一去✌✌✌",2016-11-22 22:33,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                jackhhk杰哥
                                ",40,西山龙门我去过两次，第一次是在１３岁时妈妈一个人带我去的，她年轻的时候很喜欢自由行，让我也耳濡目染了这样的爱好。第二次就是在今年十一月，很可惜这次遇到了蓝潮，滇池湖面有大片的绿色污染带，污染程度感觉还是比较严重，看来昆明市政府还是任重道远啊！从西山龙门往下看，波平如镜的滇池風景依然很美，只要把蓝潮治理好，完全可以发展成像洱海和泸沽湖哪样的旅游胜地。龙门的雕塑很精美，希望登过龙门的人都会身价百倍啦哈哈～,2016-11-17 12:56,148,5
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                小钻石
                                ",50,来昆明很值得一来啊。可以俯瞰整个城市和滇池。开车进来然后有停车场。停车的地方边上就是缆车中间站🚠。然后到了买票的地方。我们又买了缆车票和门票。门票含下山的电瓶车的。景色很棒。人也不多。很多路很陡峭的楼梯走的人太多了很滑的所以要慢一点。门票可以免费领导游器。边听边走边看。很棒很棒。,2016-11-13 12:13,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                睫毛下的眼泪！！！
                                ",50,经常不运动的小伙伴建议上去的时候坐缆车我们上去基本都没走路但是挺遗憾的就是直接去龙门没有去到最顶上难过死了遗憾归遗憾龙门景区也不错人挺多的我们还赚到了因为旁边都是跟团的导游介绍的时候我们也在边上这样下来知道的也会挺多那个拿什么生肖卡点灯的别信就是坑人的后来我们是直接走下来的当时感觉很好第二天就腿疼这就是运动少的后果啊没去过的小伙伴还是可以去一下的可以自己提前团购那样会便宜很多！！！,2016-11-05 13:36,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                sakura114
                                ",30,坐缆车来回，俯瞰滇池景色顺便爬山，阴天看滇池实在扫兴，基本没看到什么。爬西山吧，龙门人挤人，本来地方就很小，散客加上带团的导游乌泱乌泱挤在那一个地方，别说拍照，好好看两眼都不行。西山上的指示牌做的不好，爬过这么多地方，觉得这一处走得尤其不明白，被指示牌指得云里雾里不知所云。这一天玩得比较糟糕。,2016-11-01 22:49,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                lawker
                                ",40,西山森林公园可以俯瞰滇池，在游客中心买的套票，感觉还是挺合适的，如果不坐缆车和电瓶车，就有点太锻炼身体了。从游客中心有大巴直接拉到公园入口，进入后建议先坐缆车上山，自上而下观赏。缆车上风光无限，看着旁边的滇池水和蓝天白云，缺点是滇池确实有点绿，水源还是需要养护。下缆车后观赏西山龙门石窟，本来以为是和洛阳的类似，但确实从规模等方面确实还是弱些。当然在这样的悬崖峭壁开凿这样的工程确实是很难，也显出了当年他们的虔诚。逐级走至山下，坐上电瓶车就可以拉回到公园入口。然后再坐大巴可以回到游客中心。再坐6路就可以回到市区了。总体流程挺合适的。,2016-11-01 10:25,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p178,"
                                专家级吃货
                                ",40,点评是一种爱好，更是一种生活～～～～～～～～～～西山坐落于滇池的西部。景区作为云南昆明滇池旁的著名景点，一直以来是来昆明游玩儿的人们都会去的一个地方。有长长的索道从滇池旁直通西山，在这里既可以远观滇池的秀美和辽阔，又可以体会西山龙门的文化积淀，很值得去的一个地方，推荐,2016-10-30 19:50,2,
