景点名称,网址,用户名称,星级,评论内容,时间,赞,回应
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                全要素品鉴
                                ",50,,2020-10-0415:56,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                synelf
                                ",50,,2020-10-0414:12,6,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                【已注销用户】
                                ",50,,2020-10-0413:02,10,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                小猪猪_7776
                                ",50,交通很方便，有很多路公交车可以到。下车后到海埂大坝可以坐索道上西山，这样可以从西山上俯瞰整个滇池。特色体验：索道上俯瞰的视觉效果完全不一样。波光粼粼的水面像镶嵌了钻石💎一样。tips：网上买票便宜几块钱,2020-10-0401:14,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                蔚蔚欣
                                ",40,,2020-10-0319:54,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Ak
                                ",40,,2020-10-0316:22,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                大漠
                                ",50,,2020-10-0220:55,6,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                糖素素不吃素
                                ",40,,2020-10-0212:17,22,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                金妖怪
                                ",50,,2020-10-0114:54,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                吃鲸
                                ",50,,2000610799,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                ...刘妈妈...
                                ",50,简介云南昆明西山风景区，是一个峰峦起伏、林木苍翠、百鸟争鸣、景色秀丽的森林公园。茂密的森林植被，常年郁郁葱葱，华亭寺、太华寺、三清阁等古刹殿宇楼阁掩映于茂林修竹深处。,2020-10-0110:36,6,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                ai苇苇
                                ",50,距离市区很近的西山公园可以乘坐地铁3号线到终点站出来即是西山脚下了可以在地铁站下面的茶马花街填饱肚子再上山花街上有各式的当地特色小吃，价格不贵而且种类很多哦，因为山上就几乎没有什么小吃了，农家乐倒是有的。可以买个套票坐车和索道上山75元每人，如果要自己走上去的话要想好爬坡接近2小时,2020-09-3023:58,7,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                倾枫
                                ",50,滇池西山龙门，半月前去的天气有点阴凉，老实说我有点恐高，所以只坐了一种索道！可惜了,2022-07-1016:45,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                SuSu妹
                                ",50,,2020-09-2921:06,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                点小评4115486578
                                ",40,,2020-09-2915:36,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                怪苗苗
                                ",40,到朋友家玩朋友强烈推荐的,2020-09-2518:04,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                吃遍天下
                                ",50,,2020-09-2511:59,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                少爷
                                ",50,,2020-09-2414:49,50,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Tuilp雨点
                                ",50,,2020-09-2409:44,20,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                嗷嗷带味2020
                                ",50,,2020-09-2400:10,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                ceyao
                                ",50,,2020-09-2212:22,118,10
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                冰蝶之恋
                                ",50,,2020-09-2023:35,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                cici666
                                ",50,,2020-09-2021:40,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                王如花大大大大
                                ",50,今天天气不错，西山超级推荐，绝佳空中观测滇池地，同时山上绿化也很好，天然氧吧，山下有推荐的免费，导游会给讲下每个台阶的意义，印象最深的是有个600多年前的石门，大概是明朝了，上山有个索道，是穿越滇池的，据说是先有唯一的穿越山湖的索道，上山之后还有石门的索道是开放式的，感觉离云很近☁️，特别润肺😄在山上还遇到来自福建的俩个兄弟，大家一起组团玩了后面的一程特色体验：石门导游会带到一个道观说免费根据生肖讲讲运势，然后工作人员会根据年龄和属相算一卦，然后会建议点个莲花灯给家人和自己祈福了，这个方式真是可以作为一个运营案例来推广前期免费体验然后促活推荐然后我们就被转化了,2020-09-2018:48,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                北上南下
                                ",50,,2020-09-2011:50,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                憨出出
                                ",50,,2020-09-2001:04,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                木木
                                ",50,,2020-09-1922:30,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                吃吃吃
                                ",50,,2020-09-1821:32,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                近城远山.皆是人间
                                ",40,,2020-09-1710:13,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                rainbowwz
                                ",50,,2020-09-1511:19,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Cp03
                                ",50,,2020-09-1414:48,94,6
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                wolf.W
                                ",50,,2020-09-1315:26,2,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                一一趴趴走
                                ",40,,2020-09-1120:39,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                战神妞妞
                                ",50,,2020-09-1019:19,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                梦之缘
                                ",40,,2020-09-1018:49,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                米苏想吃肉
                                ",50,,2020-09-0915:16,12,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                胖且贪吃
                                ",20,,2020-09-0912:57,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                木子食记
                                ",40,,2020-09-0810:38,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                八九
                                ",40,上山索道打折10元一位，比打车还便宜,2020-09-0700:22,8,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                沧海无涯yan
                                ",50,,2020-09-0523:48,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                babyboy0303
                                ",40,,2020-09-0516:05,,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                涵涵林
                                ",50,天气晴好爬西山咯！爬到山顶真畅快～出一身汗排排毒真心不错哦,2020-09-0418:50,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                April_browneyes
                                ",50,,2020-09-0318:57,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                扶疏
                                ",40,,2020-09-0222:03,4,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Dylan_9361
                                ",50,,2020-09-0212:46,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                老虎aq
                                ",40,,2020-09-0114:17,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                安菁晶betty2451912995666
                                ",50,,2020-09-0112:25,69,12
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                带闹闹
                                ",30,和谢森来到昆明滇池，我们首先打车去到滇池边。这个中国最大淡水湖之一。近看景色并不美好，天气太热，蓝藻爆发。沿岸的池水变成抹茶色,2020-08-3118:34,12,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                哈哈哈_2863
                                ",50,,2020-08-3114:48,3,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Elena赵
                                ",50,昆明的☁️太美了，滇池的水太美了，还有我们人儿也美,2020-08-3022:19,6,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                嘻嘻
                                ",50,,2020-08-3017:32,11,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                德瑞克
                                ",50,,2020-08-3014:38,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                暖锅小火炉
                                ",50,⏰🕣2019年5月31号「海埂大坝」都过去一年多了，想想还是遗憾，没见到成群的红嘴鸥🕊，只见到稀有的几只，听当地人讲，一般十月初到，一直到次年的三月底飞走，所以呢，想要看到成群结队的红嘴鸥还是要了解下它们的迁徙时间。「滇池」滇池又可以称为昆明湖，昆明池，古称为滇南泽，比起十年前去看到的湖水改善了好多，湖面上还有好几艘旅游观光的大船🛳，开航之前，还有民族舞蹈和歌曲表演，可带劲了,2020-08-3003:23,128,6
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Ian_1932
                                ",40,,2020-08-2917:51,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                春日来信
                                ",50,,2020-08-2913:23,3,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                姜言若
                                ",50,,2020-08-2900:54,12,4
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                路飞要进化成更好的人
                                ",50,交通：西山景区做地铁可以直达，下车直走几百米就到了售票处。我买的是套票，75一个人！包含了往返车，龙门景区门票，索道和下山的电瓶车。除了龙门景区要走几步路之外，全程几乎不用步行,2020-08-2807:01,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                北京半天云
                                ",50,,2020-08-2715:08,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                闵华_6722
                                ",50,,2020-08-2623:35,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                grey
                                ",10,,2020-08-2616:42,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                大胖子的小胖子
                                ",40,,2020-08-2507:18,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                陶贞言
                                ",40,昆明第一站西山，买了套票，现在好像有优惠，一个人套票是75，价钱合理，索道上山，下山要自己走，下山路上有很多景点，也没那么累，可以接受，游玩时间大概四个小时差不多，索道要排队挺久，风景很不错，值得一去,2020-08-2423:03,25,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                西瓜.蓉
                                ",40,,2020-08-2419:51,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                lumigg2008
                                ",50,,2020-08-2021:11,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                yukiqinqin
                                ",50,,2020-08-1909:24,15,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                点小评7680542356
                                ",40,,2020-08-1819:11,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                KKwei
                                ",50,,2020-08-1817:58,5,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                望月居士
                                ",50,,2020-08-1600:30,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                弥生酱丶
                                ",50,,2020-08-1523:37,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                小高
                                ",50,,2020-08-1422:50,14,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                南宫尚尚
                                ",50,,2020-08-1416:03,7,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                美洋洋.1121
                                ",50,推荐理由：真的是很值得一去的地方，索道一览众山小，滇池尽收眼底，悬崖峭壁，自然景观，更是让人感叹大自然的鬼父神功，服务人员也特别好，小吃更是美味佳肴，全程下来很需要体力，所以最好坐车，这样不累，孩子千万不要带儿童车，全是台阶，根本无法上去,2020-08-1412:58,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                52mimi
                                ",50,,2020-08-1322:20,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                伤~褪色
                                ",40,西山位于西湖边上，但是入口离西湖边还有一点距离，可以打车到西山入口！比起池边，个人感觉西山上没什么可玩的，唯一一个好处就是爬到山顶可以俯瞰整个电池，视野比较好，下山的时候坐的缆车，第一次坐这么高这么长的缆车，下山的时候比较陡，还吓了一跳,2020-08-1317:48,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                谢谢您勒
                                ",40,,2020-08-1317:47,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                提拉米苏
                                ",50,,2020-08-1309:43,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                DMANGO
                                ",50,,2020-08-1309:17,21,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                NaNaR
                                ",40,从海埂公园坐索道上西山，来回往反70元，单程40元，5点半关闭下山索道。到西山后购龙门景区门票加单程索道和电瓶车票，美人50元。两段索道吊篮不同，去龙门的空气更好,2020-08-1223:13,5,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                僧小晶
                                ",40,,2020-08-1222:52,1,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                饭堡堡和苏打君
                                ",50,,2020-08-1222:50,21,8
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                糯米小糍粑
                                ",50,,2020-08-1220:08,12,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                玉琴
                                ",50,大老远的跑来这个地方吃他家的烧鸡，一来就说一人一只真的爽。地址就在滇池的旁边，吃完饭还可以逛一下海埂大坝，欣赏滇池的美丽风光。说真的好吃又好玩，三个人一人吃了一只鸡，还打包两只，够够的了，真是值得来的一个地方。,2020-08-1216:42,20,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                二七
                                ",40,交通：整体交通比较方便地铁三号线终点站直达。上山买票有工作人员讲解路线引导买票,2020-08-1120:31,9,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                阿灵姐姐
                                ",50,云南昆明～云南是我眼中为数不多的可去n次的地儿休闲度假圣地→夜夜温泉♨+宵夜,2020-08-2813:38,9,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                轻柔独特呼呼蜥
                                ",10,,2020-08-1011:07,3,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                时间旅行佳
                                ",50,,2020-08-1010:53,11,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                蒂娜INFJ疗愈生活
                                ",40,滇池风景区西山部分，游览时间1.5-2个小时。索道单程35/人，不算很贵。一程大概10分钟左右。下到中段只要是在湖面上，中到上段主要是上山，略陡一些，4-6个人一车一般。到山顶是游客中心，有西山的介绍。聂耳墓不收费，有个博物馆好像收费。还有一个艾维美术馆，10块钱门票，还挺值得一看有一些油画和摄影作品展出。龙门景区需要单独买票，没注意是多少钱。,2020-08-0922:24,5,3
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                我是周小胖
                                ",50,,2020-08-0915:33,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                美食美景最真
                                ",30,四季如春的城市，的确天空美如画，阳光云朵，爱了爱了,2020-08-0914:50,6,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                芝士美眉
                                ",50,,2020-08-0912:44,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                yhy
                                ",40,,2020-08-0820:20,140,4
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                马柠萱
                                ",50,,2020-08-0722:47,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                sathena
                                ",40,,2020-08-0719:31,3,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                jimin1219
                                ",50,,2020-08-0619:52,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Grace大姐姐825
                                ",50,,2020-08-0610:15,31,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                86812
                                ",50,,2020-08-0600:54,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                豆子同学
                                ",50,,2020-08-0422:26,14,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Fritz
                                ",40,,2020-08-0419:08,11,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                柠檬猪猪妹
                                ",50,,2020-08-0712:23,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Cilla_wang
                                ",40,,2020-08-0321:45,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                红咖喱加绿辣椒
                                ",50,,2020-08-0320:34,9,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                小灰灰
                                ",40,,2020-08-0319:45,16,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                oldballball
                                ",50,BallBall宝宝环游记,2020-08-0316:48,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                冬雪湖畔
                                ",50,云南省昆明市西山森林公园位于昆明市西郊滇池畔，西山森林公园海拔不高，对于体力好的小朋友来说都可以轻易拿下，周末带上家人👪一起去爬爬西山森林公园也是很好的一个选择，把一周的烦恼通通忘记，尽情享受着这大自然氧吧，增强体质，我个人特别推荐,2020-08-0315:37,5,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                Ruanaileen的美食之旅
                                ",40,,2020-08-0312:24,17,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                爱吃不想胖
                                ",40,,2020-08-0301:57,12,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                寒风晨夜233
                                ",50,,2020-08-0301:09,5,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                【已注销用户】
                                ",50,西山景区可以说是这两天玩得最爽的景点了，真的很值得去康康，门票75元包括了去程的巴士＋单程索道＋电瓶车＋龙门门票＋回程巴士。我们两个人同行，巴士坐到华亭寺步行到聂耳墓，风景的确很美，就是全程几乎都是上坡楼梯，真的腿也断了。到了聂耳墓有索道可以乘坐，就是等待时间太长了，我们从12点出头等到1点多才坐上。。。不过好在上面的视野和风景真心美，排队也就排队吧,2020-08-0217:20,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                靠谱儿赵贵富
                                ",40,,2020-08-0216:15,5,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                彩虹馨语
                                ",40,,2021-11-3001:02,15,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                刺猬
                                ",50,,2020-08-0116:05,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                图兰朵朵
                                ",50,,2020-08-0109:45,13,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p93,"
                                哈吃哈长哈吃长
                                ",50,,2020-07-3123:26,3,
