景点名称,网址,用户名称,星级,评论内容,时间,赞,回应
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                猎鹰cathay
                                ",45,。冬日的昆明，极好的天气，于是又坐地铁爬西山来了。一路上山，游人并不算多，空气质量很好，山林幽静。今天走得很慢，两个多小时才到的山顶。极目四望，滇池一望无际，下至滇池畔，湖水湛蓝，海鸥飞舞，极美的自然风光,2023-01-28 17:18,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                毛毛雨
                                ",50,假期来爬一下西山，是一个很不错的体验。交通也挺方便的，入山的路口也很多。一趟爬下来大概要三个小时左右。山顶的东西价格较贵，建议可以在山脚下买了带上去。但是如果下山比较晚的话，比较难打到车。建议还是早一点来。,2023-01-28 12:37,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                走走看看吃吃喝喝
                                ",45,元旦后去的，人不算多（哈哈，比起春节算很少啦），没有提前买票所以现场够票90，其实返程主要是下坡可以不买大巴票，不过旅游人又怎么可能提前知道？一路上上下下看到还有不少本地人上下都是徒步的。缆车非常原始，有木有？下缆车后沿石阶下来，看龙门的路上，也有非常多的庙、垫可以拜神，遇庙当然要拜的呀！随身带的零钱全部都作香油了。哈。下到下面，也可以不用做电瓶车，不远，路好走，小朋友都可以走下去。,2023-01-26 20:46,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                rainbow的饭搭子
                                ",40,春节去并不是一个很好的选择，庆幸自己错峰，大年三十那天去的，排队排索道排了40多分钟，比起后面的人还是幸福多了山顶的风景很美，尤其是当天天气比较好，滇池和蓝天都是蓝色，非常非常治愈如果有条件的话还是建议下午来，然后等着在最高点看日落，金色余晖笼罩的昆明城，无法言说的美,2023-01-26 19:52,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                匿名用户
                                ",40,过年这几天西山龙门景区对昆明市民免门票🎫但是有时间限制，早上十点之前进去。我们一般爬西山走几条线可以走，但是都不进景区，最近游客特别多，要爬山都得错峰出行，要么赶早，要么下午晚点再去，景区就最近就不要去挤了，看网上的视频龙门景区堵得水泄不通，摆渡车索道都是排长队，现在去体验感不太好。,2023-01-25 22:40,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                跺脚鱼头
                                ",50,西伯利亚小海鸥跑来中国蹭饭tips：1.有那种拿着大布袋放着海鸥粮食的大哥，跟着走就对了2.不用特意找摄影师，自己戴个墨镜，只要不和海鸥直视，很快就有来叼食的。基本上就等待2分钟左右3.建议录像，照相不一定能抓住瞬间4.风挺大，多穿点5.面包自己带，其实个人感觉小鱼干和火腿肠会不会效果更好,2023-01-25 20:34,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                夏七言
                                ",35,特色体验：春节期间人比较多做索道排队了2个小时索道大概20分钟左右中间有拍照照片可打印20元一张,2023-01-24 11:37,,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                星星出来了
                                ",45,「西山风景区」🏔景点介绍西山山坐落在滇池的西岸，又称碧鸡山，元代为“滇南八景”之首。明代居“云南四大名山”之冠。“滇阳六景”中被誉为“碧鸡秋色”；清代“昆明八景”中“滇池夜月”即滇池西山夜月；而在当代又是“昆明十六景”之“睡美人山，龙门飞峙”。远眺西山群峰，既像一尊庞大的睡佛，又似一个美丽曲腿仰卧在滇池畔，象青丝垂海的睡美人。因此西山称为“卧佛山”，又称为“睡美人山”。📝打卡攻略可以在山下买好套票（上龙门的来回大巴，索道票，电瓶车票这可以少走很多路，因为上龙门的路很陡，所以还是建议买一套票）🚗交通信息乘坐6、51、17、18、21、94等公共车在高峣下车，即可到达。从云南民族村附近可乘高空缆车直接抵达龙门，票价单程35元。从海埂公园也可乘索道抵达龙门，票价单程40元。乘坐地铁3号线至终点站西山公园站下车即到。,2042707720,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                如果时间可以重来
                                ",40,6年前来过，怎么记得下了车就基本上到聂耳墓了，这次走了好久才到，而且这一段不收费，不想走可以坐大巴。我们一直走到聂耳墓那里才有了点熟悉的感觉。从高峣游客中心到聂耳墓(龙门景区收费入口)一路有两处美食区，可以轻装上阵。爬上去不累，就是时间紧任务重的姐妹们可以选择景区的这种交通工具来节约时间去别的地方游玩。,2023-01-23 21:58,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                匿名用户
                                ",35,总体评价一般，因为是春节期间人特别多，不建议在节假日去，还有就是大过年的还遇到了一件特别不愉快的事，就下面这名工作人员，对游客说话态度不仅恶劣，还动手推游客，西山景区多多少少也能算得上是咱们昆明的门面之一，出现如此低素质的工作人员实属不该，还希望有关部门严肃处理,2023-01-23 16:47,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                Jog587587
                                ",45,过年期间，继续一路向西南而行。在昆明中转，03年已经来过昆明，该转的景点已经逛过，时间关系就到滇池看看。滇池的水比当初来时候干净了，这些年好像从新闻里听说经历过污染治理的过程。上碧鸡山一览，又想起大观楼长联，五百里滇池奔来眼底，数千年往事注到心头。天气晴好，风光秀美，海鸥滑翔…关键免费,2023-01-23 09:10,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                Miss_Vvvvvvvv0108
                                ",50,虽然我点了五星但是是我来了非常后悔的地方！司机打包票推荐的不来西山=没来昆明？对不起城里人虚了…一向身体素质蛮好的人第二天吐了🤮还推荐错我们要做的缆车俯瞰很好看吗估计是我不会欣赏了。还是下面的茶麻花街好玩点哈哈哈哈哈附上俯瞰风景估计太累了实在没心情欣赏,205901500,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                mtknr20
                                ",50,著名的昆明西山景区。山型像一个睡美人。山下还有一点热，山上凉风习习。疫情刚过，但是上山小路“万人过龙门”…交通:从地铁站到龙门景区，索道，要10公里，如果带着老人孩子，建议就买个大巴票。从聂耳墓往上就是龙门景区，这段上山可以自己走上去，也不是太高。上山的索道人特别多，没必要，干脆就上山爬上去，下山坐索道下山，基本没人，还保护膝盖。龙门景区门口有很多卖吃的地方，云南特色，如果从地铁站爬上来，可以在这里补充体力，歇一歇。tips:从这里还有另外一个跨滇池的索道，可以到滇池大坝上去喂海鸥。,2023-01-21 17:59,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                一念心开
                                ",45,昆明的标志，西山上看滇池，滇池边喂长嘴鸥,2023-01-20 22:51,7,4
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                词不达意726
                                ",45,来昆明真的很值得玩的一个风景区滇池太大了爬上西山俯瞰非常漂亮景区游玩规划也做得不错玩下来不会太累我们是坐西山索道上去在索道里看风景也超美然后再进龙门景区又坐索道上山这个索道是那种椅子开放是的早上风一吹还有点冷然后爬到山顶看滇池最后随着山道下山过龙门再坐两趟观光车下山,2023-01-20 15:58,9,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                匿名用户
                                ",50,地铁3号线直达，新修的栈道走路很舒服，走不动了可以做交通车下来。而且溜娃的地方也有，不错！,2023-01-18 08:40,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                大伞叔
                                ",35,可观昆明城，只是有雾霾，看来感受不好！,2023-01-18 07:19,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                走_吃饭去
                                ",45,交通：离市区有点远，景点附近堵车略微严重，可能乘坐公共交通会好一点特色体验：景色很好，海鸥特别多，把面包举在手里就会有海鸥过来吃～推荐坐一下缆车，在缆车上看整个滇池非常漂亮～不过可玩的东西不是特别多tips：一定要记得带墨镜，晴天的时候阳光太晃眼了,2023-01-17 18:20,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                哲眼看世界
                                ",45,喜欢拍照、打卡的朋友，这里应该是看滇池的最佳视角。绝壁悬崖，笔直陡峭。往下看，好像在飞机上看地面一样。到最后的休息停那里看洱海，就像飞机刚到新加坡那个场景。山里空气很好，坐索道的时候一定要脱下口罩哟，大口呼吸新鲜空气。在索道上拍照也非常不错，尤其是拍洱海。这里有道教的祖师系列，需要求取学业有成的（据说很灵），可以烧香祈福。还有佛教的送子观音，需要求子的，可以去烧香求子。山上比较冷，1月份去一定要穿羽绒服。,2023-01-17 10:33,,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                Beina
                                ",45,两大一小买了双程索道，大人100一人，小朋友一米二花了50块。缆车先在滇池上开，再转弯往山上开。到了会有工作人员讲解后面的几种玩法。我们选了乘小索道上山再走下来搭电瓶车。65元一个人，小朋友没收费。一共花了380。,2023-01-15 00:52,5,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                一只总在吃吃吃的鸭
                                ",40,滇池国家级风景区西山景区*昆明旅游索道60单程，穿过滇池*索道下来是龙门景区入口，77.5门票+索道+大巴*建议游完时间2~3小时，18:00闭园龙门景点要说非常好玩，倒也没有，但是缆车确实很舒服，特别是天气好的时候，一路小爬山，沿途的风景很不错，价格还行吧，不算特别贵。如果不玩龙门景区，坐索道有点不值,2023-01-14 22:23,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                哆哆小叮当
                                ",50,如果说上有天堂下有苏杭那么中间就有昆明丽江桂林等等的好多地方了，不过是古代皇帝没有去过吧。所以我们中国的美丽大好河山，一辈子你也走不完所以我要加油，想去哪里去哪里玩，工作旅游三不误，嘻嘻美好的,2023-01-10 14:46,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                yjaojin
                                ",50,坐缆车🚡然后坐空的缆车都非常巴适，刺激，一点都不恐怖只有来了才知道她的美跨越山海的缆车之约～西山风景区峰巒起伏、林木蒼翠、百鳥爭鳴、景色秀麗。缆车到达，沿着石壁栈道步行游览，一路的千百个台阶和沿途随处可见的浮雕、石刻和栈道都是由清代匠人采用原始的工具一点点雕琢而成，整个工程历史72年才得以完工，堪称壮观。龙门可俯瞰苍茫的五百里滇池,2023-01-09 10:32,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                八戒
                                ",35,买的套票.直接大巴坐到龙门然后坐露天的索道上山.不知道是不是去的时候不对好像在装修.山顶凌虚阁一堆装修材料.还有一堆人在吊啥玩意.虽然还能有一览众山小的感觉看见昆明市区.但是你就觉得别扭..然后龙门石窟都走完出龙门景区坐到滇池的索道去海埂公园（一车6人封闭的）.除了索道挺一般的景区,2023-01-08 22:06,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                嘟嘟的动物园
                                ",35,爬了西山，但是没有坐上厉害的索道刚好碰到检修，运气不好爬上山不高，但是还是很值得上去的，上去后能看到整个昆明的全景。一路有义务免费的导游，导游把你领导龙门整体走上去大概20分钟，有半天时间还是推荐去转转的。,2023-01-06 23:57,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                _bR
                                ",35,一开始以为坐缆车上去就好了，结果还有个龙门还要买票，去龙门能徒步能坐观光车能坐缆车，特别说明下缆车比较原始简陋，带小孩就没选择缆车。坐观光车，但观光车又要走回头路。不过地方不大，走回头路也需要不了多少时间。景点的龙门没什么好看的，都是卖香油的。不过从山上看到的昆明还挺美的。,2023-01-06 23:08,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                爱吃烤茄子的卡罗琳
                                ",50,指点风烟欲上迷，却闻钟梵得招提。青松四面云藏屋，翠壁千寻石作梯。满地落花啼鸟寂，倚阑斜日乱山低。去来不用留诗句，多少苍苔没旧题。愿2023年所有的美好如期而至，西山是我喜欢徒步的地方之一，近段时间的人真的很少，林间松树的清香味扑鼻而来，小鸟儿叽叽喳喳，一切都是那么和谐，让人放松，忘记所有烦恼，最喜欢的猫猫箐失去了往日的热闹，草莓🍓也没有买到，人们三三两两的烤着太阳☀️，西山游玩真心不错哦！,2023-01-05 11:55,5,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                黑白配
                                ",45,早起去西山公园看日出风景真的超级美，不要从正门爬大晚上没什么好看的全是树，打车或者坐私家车导航到淼淼澹到岔路口就停了别进去，侧面有一个公共厕所从那条路进去，有个铁门跟着路一直走15分钟就到了，不用早起去一般都是7点左右太阳才出来。,2023-01-01 23:29,5,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                呆呆
                                ",40,西山位于昆明的西郊，是一个徒步健身的免费公园，去西山游玩有很多种不同的玩法，取决于时间、精力、兴趣。这次选择从海埂大坝那边坐缆车上山，可以俯览滇池以及西山风光，跨山缆车坐得比较多，第一次坐跨湖的缆车，感觉挺特别的，缆车分了两个站，跨过滇池后在西山脚下也设了一个站。缆车到达的地方其实是山腰处，可以选择花30元去龙门石窟，不想另外花钱的话可以徒步7.4公里边逛边下山，也可以做环保大巴单程票12.5元下山。下山走的路基本都是平路，大部分走的是车道，小部分有人行栈道，挺好走的，途径太华寺、华亭寺，进去华庭寺看了一下，里面挺大挺不错的。,2022-12-31 21:33,5,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                Goblin
                                ",50,滇池美景一目难忘。出差的假期决定到滇池耍一下，到了山脚有套票，价格也很不错。买票的时候会清楚讲解套餐内容，然后就是爬山之旅。一个人的旅行，被索道吓到，但是还是觉得很美很刺激。景点还是很完善了，希望下次有机会再来。,2022-12-30 21:58,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                stone_989275
                                ",50,景区还是很漂亮的，当时想去是奔着滇池和龙门景区去的，都看到啦，还是很满足的。昆明的天气四季舒适，站在景区高台，望着远处的滇池，阳光从天上一泻而下，铺在水面上熠熠生辉，更衬得水面碧绿，天空蔚蓝。龙门石窟步行有些许陡峭，但是人物历史底蕴很足，还是非常值得一观的。,2022-12-29 15:34,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                李钟意
                                ",45,我们6个人座的地铁去到西山区地铁站，然后走路上去的，一路走上去，有小火车🚉，玻璃滑道，索道等等，还有很多寺庙什么的，还有红色事迹卑，聂耳墓，可观赏的内容很丰富，生态环境也很好，锻炼身体啊散心什么的都可以爬爬。至于下来的话有龙门，悬崖中间开凿出来一条走道，往下看还有点头晕（我有点恐高），后面是座了观光车回来的，有点累,2022-12-26 20:23,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                笨宝宝就是本宝宝
                                ",25,很一般的一个景区，除了索道感觉还不错，其他的感觉太一般了，没啥特点,2022-12-25 21:33,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                奔波儿灞霸波儿奔
                                ",50,西山在电池对面，我是做缆车过去的其实可以自己爬上去的。西山龙门窟非常不错当年国军将领也在龙门拍照留恋了的。我们一直爬上了山顶乱石堆，上面风大不是一般大西山爬山真的很舒服大家一定要去哟。对了下山要做大巴车到地铁站哟所以要买来回的车票哈。,2022-12-23 16:43,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                Juice.
                                ",50,昆明西山景区，有著名的龙门石窟景点。登上西山后发现这里视野特别开阔，可以俯瞰“五百里”滇池和一望无际的昆明大都市。昆明西山龙门，有着“一登龙门，身价百倍”的美誉。西山景区植被茂密，是夏天纳凉赏景的好地方，真的很值得一游。路上还拿到了一朵菌，简直就是非常的有趣，朋友圈运动步数榜首哈哈哈哈哈哈哈,2022-12-20 10:34,,1
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                迎接改变
                                ",30,看大众点评对西山公园整体评价不错，我来泼个凉水。没啥看的，一点石刻，几个亭子，几个寺庙。剩下的就是各个角度看滇池了！如果想看看滇池，直接到海埂公园坐个船即可。作为城市公园，也没啥好看好玩，票价还很贵，一个门票，两个索道票，大巴车票，电瓶车票…一个三流景点玩一趟要快两百，感觉很不厚道！,2022-12-16 06:41,1,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                自由如风
                                ",50,到昆明旅游，必玩景点除了石林、九乡、滇池、民族村这四大天王外，下面应该是西山风景区了，滇池就挨着西山，在西山高处往下望，滇池看的一清二楚，除了看滇池，西山上还有明代时候开凿的龙门石窟，是由人工沿着悬崖绝壁一锤一凿历时几十年完成的，在古代就有这种成就，我们的祖先真了不起！下地铁后，可以坐中巴车到西山景区门口，然后坐缆车到山顶，可以俯视滇池美丽风光，然后沿着绝壁边欣赏龙门石窟边往山下走，整个过程2小时左右！,2023-01-06 13:20,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                阿拉丁
                                ",35,大清早起来爬西山就是为了看日出，结果忘记带早餐，只能在山脚等餐饮店营业，错过了日出。全程徒步上山下山，行程大概16公里，脚疼但是很有意义。下一次再去做逐日的夸父，一定要追上日出！,205854415,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                养老虎的攻城狮
                                ",45,出差闲时，上午来到昆明西山风景区呼吸新鲜空气；由于疫情严重再加上工作日，一大早几乎没什么人来，从索道坐上去有2段，一段为全封闭车厢，一段为露天缆车。全程坐上去大概45分钟。整体走下来大概半天时间，从山顶可以俯瞰整个滇池和市区。,2022-12-08 00:03,2,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                多吃不月半
                                ",45,交通:自驾到停车场，然后爬上去。特色体验:茶马花街，各种古迹推荐理由:观景，爬山，遛娃路线:茶马花街一路逛吃到头开始爬，也有公交车可以坐。爬更有意思，有栈道这些。古迹很多，喜欢的可以打卡。能偶遇小松鼠🐿️。,2022-12-04 14:20,4,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                360_q1298782008
                                ",45,交通方便地铁3号可以直达进山有专门的大巴12块5一个人上下山有索道不过我们是走路上下的也没用多少时间,2022-11-20 14:49,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                朱大静同学
                                ",50,睡美人山推荐路线索道过湖上山，到了山上，再换一组索道，再次上山！然后徒步走景点！再坐电瓶车回来，再次索道下山！这一路也不累两次索道共花费165元,2022-11-19 16:36,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                云芸
                                ",50,好久没来爬西山了，周末天气好，坐着地铁3号线就来爬山了，终点站出来就是西山脚下，真的很方便。秋季爬山挺好的，空气清新，太阳不算特别晒。喜欢走步道，那边有树荫走哪边，一路上多了很多游乐设施，华亭寺的银杏叶黄了，拍照很不错。好久没来爬到太华寺就收工，休息一会又慢慢下山了，改天又去猫猫箐。,2022-11-17 21:39,1,2
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                匿名用户
                                ",50,终于来这里打卡啦，还不错，就是消费有点高，100门票套餐+65山上缆车套餐+20缆车上到此一游照片，留个纪念～顺便在海埂公园看看,2022-11-12 03:05,,
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p46,"
                                自由的Bruce
                                ",45,交通:大巴直达索道很方便，对我们两个人不怎么运动的人特别友好推荐理由:登高俯瞰昆明全景很nice！拍照也超好看！导游小哥哥超级热情负责，全程介绍，我们中途凹造型拍照还很贴心的等我们，怕我们找不到，点个大赞！缺点：景点经典旅游消费陷阱普遍，商业气息有点浓重！,2022-11-11 01:21,1,
