内容,主题概率,主题类型
古い 原発 計画 原発 減らし いく ―― 東京電力 福島 原発 事故 反省 から 決め ルール 早く 骨抜き なろ いる 原子力 規制 委員 運転 開始 から 超え 関西電力 高浜原発 号機 福井 について 規制 基準 満たし いる 正式 決め 基準 もと 老朽 原発 運転 延長 認め られる 初めて 残る 細かい 審査 ７月 期限 まで 終えれ あと 運転 続く 公算 大きい ルール 福島 事故 法律 改正 導入 だけ 最長 年間 定め られ 運転 延長 極めて 例外 位置づけ られ あえて 例外 設け 電力 備える ため だっ 節電 省エネ 定着 懸念 解消 いる 言っ いい おりしも 熊本 中心 まで 経験 から はずれ いる 気象庁 という 地震 続く 鹿児島 運転 九州電力 川内原 影響 及ば ない 不安 感じ いる 国民 少なく ない いきなり 例外 認め 規制 緩める よう 対応 原発 行政 不信 高める だけ ない 安倍 政権 個別 原発 可否 判断 規制 投げ つつ 運転 延長 前提 エネルギー 計画 立て 原発 依存 限り 低減 する 繰り返し 首相 なしくずし 方針 転換 規制 あくまで 科学 見地 から 原発 高める こと 役割 今回 審査 耐震 試験 後回し する こと 関電 認める など 手順 疑問 残る ７月 審査 期限 にらん スケジュール あり だっ すれ まさに 本末転倒 ある 結局 する どう 実質 判断 電力 会社 委ね られ 運転 延長 採算 合う どう という 観点 から 決まる という 状況 なり つつ ある 狭い 国土 多く 住み 地震 など 自然 災害 多い 日本 多く 原発 抱え いく リスク 大きい 福島 事故 そこ 原子力 行政 見直し 出発 だっ はず 原発 維持 する 政策 とり 続けれ 廃棄 処理 など 長期 国民 負担 増え かね ない エネルギー 自給 再生 エネルギー 育成 高めよ という 世界 大勢 移行 期間 として 着実 原発 閉じ いく 政策 こそ あろ 規制 その ため 一つ ある その こと 思い起こす べき,"[(1, 0.9967965)]",1
カ月 という 歳月 地球 にとって ほんの 一瞬 まばたき する ほど 時間 しか ない きのう 早朝 起き 東日本 大震災 余震 られる 地震 忘れっぽい 人間 記憶 呼び覚ます もの なっ まどろみ から 追い立てる よう 揺れ 東北 から 関東 襲っ 福島 震源 する マグニチュード 地震 宮城 仙台 メートル 津波 記録 国内 大震災 なっ ３月 本震 余震 活動 領域 れる 場所 地震 その 起き きのう この 地域 地震 活動 落ち着い わけ ない 同じ 程度 揺れ 警戒 津波 気象庁 予想 違う あらわれ 宮城 当初 注意報 発令 仙台 想定 超える 観測 津波 到達 警報 引き上げ られ 震源 近い 福島 小名浜 はま より 仙台 高く なっ 理由 について 気象庁 詳しく わから ない いる 地震 規模 それほど なく 震源 浅けれ 断層 ずれ によって 津波 大きく なる こと ある 予想 限界 ある とめ 守る 行動 取り たい 多く たち ひやりと 東京電力 福島 原発 済み 燃料 する プール 冷却 循環 せる ポンプ 一時 止まっ こと 地震 による 水位 変動 検知 自動 停止 装置 働い ため その こと 自体 問題 ない しかし 直後 福島 原発 プール 冷却 停止 による 燃料 損傷 放射 物質 放出 真剣 危ぶま それ 考える 教訓 忘れ られ ない 心配 なる 原子力 規制 委員 済み 燃料 なく 空気 自然 対流 冷やす 乾式 貯蔵 導入 電力 会社 求め いる だが 敷地 長期 貯蔵 開く こと なり 地元 反発 燃料 サイクル 路線 見直し 招き かね ない する 電力 反応 鈍い ここ 確保 考え 実現 急ぐ べき 今回 地震 福島 原発 敷地 タンク たまり 続ける 汚染 リスク 改めて 人々 向け させ 一つ 一つ 災害 謙虚 学び 個人 企業 社会 着実 対策 講じる 今日 起きる かも 知れ ない 災害 備える それ しか ない,"[(1, 0.99736094)]",1
東日本 大震災 から まもなく 復興 まだ 半ば とりわけ 原発 被災 福島 避難 生活 強い られ 地域 社会 再生 見え ない 原発 事故 被害 その 処理 費用 膨らみ 続け いる かかわら 政権 原発 基幹 電源 として 積極 使う 構え 事故 惨禍 目の当たり なお 原発 頼り 続ける こと ある だろ 政府 電力 業界 言う よう 本当に 原発 安い 膨らみ 続ける 費用 東京 都内 ホール 福島 原発 事故 避難 強い られ 福島 浪江 ２月 開い 住民 懇談 避難 たち 次々 悲痛 上げ 終わっ 連絡 線量 下がっ ない これ 帰れ ない たち 原発 事故 追い出さ 帰れ ない 東電 家賃 払い 続ける べき 浪江 中心 今月 避難 指示 解除 住民 戻れる よう なる ただ 楢葉 など 指示 すでに 解除 地区 帰還 ほど ところ 多く 先行き 厳しい 炉心 溶融 起こし 原子 内部 惨状 ようやく 見え 始め ところ 高熱 曲がっ 鉄格子 こびりつい 黒い 東京電力 号機 調査 ロボット 投入 人間 なら 足らず 致死 達する 強い 放射線 堆積 たいせき 途中 阻ま 溶け 落ち 燃料 取り出す 道筋 見当 つか ない 賠償 など 費用 について 経済 産業 昨年 総額 のぼる 見通し 示し 従来 想定 巨額 負担 電気 料金 税金 として 国民 のしかかる そもそも 壊さ 生活 地域 社会 など 金銭 表せ ない 被害 ある 痛手 計り 知れ ない 保護 あり 政府 政府 東電 つぶさ ない ため 支援 てこ入れ 乗り出し 東電 原発 持つ 電力 大手 各社 負担 賠償 年間 にわたって 電力 自由 参入 電力 一部 負担 せる 方針 これ 自由 めざす 消費 利益 より 原発 保護 優先 する やり方 ほかなら ない 原発 持た ない 電力 原発 固有 コスト 押しつけ 大手 負担 軽く する から なりふり 構わ 姿勢 から 浮かび上がる 原発 もはや 強力 政策 支援 ない 成り立た ない という 実態 ある それでも 福島 事故 費用 織り込ん 原発 コスト 優位 変わら ない 言う 引き合い 出す 示し 試算 原発 新設 する 場合 発電 コスト について 火力 自然 エネルギー など 電源 より 低い する 年度 時点 電気 ほど 原発 まかなう 政策 根拠 いる だが これ さまざま 疑問 いる 原発 批判 専門 試算 原発 大きな トラブル なく 長く 運転 できる こと 前提 過去 稼働 状況 費用 実績 もと 計算 すれ 発電 コスト 高く なる 建設 費用 震災 世界 上昇 いる 指摘 する 試算 費用 見積もり 置き すぎ ない 項目 つく たとえば 燃料 サイクル 技術 確立 おら 進め方 未定 多い 長年 懸案 ある レベル 放射 廃棄 最終 処分 選び 遅々 として 進ま ない これら 既存 原発 かかわる 問題 歴代 政権 原発 推進 振り つつ 課題 について 先送り その しのぎ 繰り返し そんな やり方 もはや 限界 原発 エネルギー 計画 見直す 時期 当たる この とらえ 原発 はじめ 電源 経済 リスク 利点 精査 計画 せる べき 原発 推進 だけ なく 批判 専門 招き 多角 検討 する こと 欠か ない 海外 向けれ ドイツ 台湾 原発 決め 先進 原発 前倒し 閉鎖 たり 原発 依存 下げる 目標 掲げ たり する 動き いる 重視 する 社会 事故 廃棄 対策 解決 でき ない 原発 余る もの なり つつ ある その きっかけ なっ 福島 事故 だっ 規制 強化 コスト 上昇 東芝 経営 危機 つながっ 安倍 政権 なす べき 原発 取り巻く 現実 稼働 慎重 民意 向き合い 原発 依存 着実 下げ いく 真剣 練る こと ある 閉鎖 原子力 ムラ 論理 利か 神話 はびこっ 結果 福島 起き この 年間 いま 思い起こし エネルギー 政策 持続 もの 作り替え なけれ なら ない,"[(1, 0.99836504)]",1
福島 原発 事故 起こし 後始末 追わ れる 東京電力 に対し 原発 動かす こと 認め よい 国民 説明 理解 得る 責任 政府 ある それ 果たさ ない まま なし崩し 稼働 進める こと 許さ ない 東電 稼働 めざす 柏崎 刈羽 原発 新潟 について 原子力 規制 委員 技術 基準 満たす する 審査 結果 まとめ 手続き 山場 越え 原発 回帰 加速 つながる 節目 ある 投げ 姿勢 政権 安倍 政権 規制 基準 適合 規制 認めれ その 判断 尊重 地元 理解 稼働 する 姿勢 だが この 進め方 大切 こと 抜け落ち いる 稼働 本来 規制 自治体 判断 投げ する なく 事故 リスク 対策 社会 など 踏まえ 総合 判断 べき もの 東電 柏崎 刈羽 全国 原発 でも とりわけ 検討 する べき 課題 多く 重い 事故 被害 納得 する 避難 計画 含め 確保 周辺 住民 不安 拭える 事故 処理 費用 まかなう 目的 ばかり 強調 れる 電力 供給 電気 料金 対策 として 不可欠 そして 事故 反省 立ち 原発 依存 どう 下げ いく こうした 疑問 福島 新潟 はじめ 多く 国民 抱く 政府 答え なけれ なら ない 規制 原発 施設 専門 技術 チェック する 役回り すぎ ない 今回 東電 だけ 特例 として 原発 動かす 資格 見極めよ それ 自体 稼働 手続き 不備 ある こと 表し いる 規制 議論 東電 文化 閉鎖 体質 改善 でき 福島 人手 資金 取ら れる 柏崎 刈羽 対策 おろそか なら ない いっ その 姿勢 妥当 経営 体制 組織 運営 踏み込ま ない まま 責任 持つ という 東電 社長 決意 もと 合格 拙速 判断 言わ ざる ない 手続き 見直し 稼働 手続き 規制 委任 自治体 任せ 電力 会社 任せ なっ いる 見直し しっかり 責任 持つ 仕組み する こと 不可欠 規制 審査 基準 について 政権 世界 もっとも 厳しい 強調 する 規制 最低限 しか ない 繰り返す 政権 まず 規制 保証 よう 印象づける 姿勢 改め なけれ なら ない 事故 避難 計画 規制 審査 対象 なっ おら 政府 として 対応 求め られる 自治体 関係 課題 規制 手続き 終わる 市町村 同意 焦点 なる 電力 会社 協定 基づく 手順 すぎ ない ひとたび 過酷 事故 起き 被害 深刻 考えれ 同意 手続き 法的 位置づけ 関与 する べき 避難 計画 策定 義務づけ られ 原発 キロ 圏内 すべて 自治体 政府 一緒 協議 する 計画 実効 稼働 など 幅広く 検討 運転 認める 判断 する そんな 仕組み ない 個々 原発 動かす どう について 政府 電力 各社 経営 判断 問題 出る 避け だが 原発 さまざま 政策 支える 国策 民営 続け おり 事業 任せ すまさ ない ましてや 東電 事故 伴う 賠償 自前 でき 実質 国有 経営 方針 差配 いる 経済 産業 稼働 疑問 不安 答える 責任 政府 東電 とともに 果たす べき ある 原発 問い 直す 契機 柏崎 刈羽 審査 合格 日本 原発 大きな 影響 及ぼす これ まで 規制 審査 通っ 西日本 ある 加圧水 福島 同じ 沸騰水 柏崎 刈羽 なる これ 呼び水 なり 東日本 稼働 流れ 強まり そう 柏崎 刈羽 再び 動け 地方 原発 リスク 背負わ 電気 消費 恩恵 受ける 構図 首都 復活 する こと なる 福島 事故 から 過ぎ 被害 癒え ない 原発 批判 世論 占める 状況 変わら ない その 果たす べき 責任 あいまい まま 稼働 既成 事実 積み重ね られ いく そんな 状況 見過ごす わけ いか ない 原発 問題 社会 向き合う ある 衆院 各党 考え 明確 示し 国会 議論 つなげる 国民 改めて 考える 柏崎 刈羽 稼働 問題 その 契機 なけれ なら ない,"[(0, 0.6967449), (1, 0.303255)]",0
事故 から なく まだ 事故 続い いる 原子力 規制 委員 ふけ 豊志 委員 先週 会見 こう 強調 史上 原発 事故 起こし 福島 原発 表面 落ち着き 取り戻し よう 見える 原子 建屋 周辺 除き 構内 ほとんど 場所 防護 なし 入れる よう なっ 炉心 から 溶け 落ち 燃料 デブリ プール 済み 燃料 冷却 する 手段 確立 再び 放射 物質 まき散らす リスク 下がっ 規制 いる だが 道のり 山頂 見える 状況 なく しかも どの ぐらい 勾配 待ち受け いる かも わかっ ない 実情 政府 昨年 工程 改訂 目標 維持 号機 プール から 燃料 取り出し 開始 年度 遅らせ 炉心 周辺 ぼんやり 様子 わかっ 過ぎ デブリ 取り出す 工法 決定 年度 先送り 時間 たつ につれて タンク トン 達し 放射 物質 含む さらに 増え いく 費用 膨らむ 国民 負担 はね返る しかし むやみ 急げ 作業 被曝 ひばく 事故 リスク 大きく なる 東京電力 昨夏 から 作業 トラブル 不適合 として 公表 いる 作業 けが 急病 複数 作業 同時に 進む 車両 衝突 応急 措置 機器 劣化 など 法令 触れ ない 事例 中心 毎日 よう 問題 報告 いる まずは 作業 確保 する その 環境 汚染 リスク 低減 つつ 着実 進める そんな 多角 目配り なる 周辺 住民 国民 状況 説明 その 傾ける こと 欠か ない だが 内外 有識者 による 東電 原子力 改革 監視 委員 規制 から 東電 収益 優先 傾く ない 懸念 する たびたび 漏れる 実質 国有 救済 東電 にとって 原発 優先 向き合う べき 課題 人材 資金 しっかり 投入 する こと 事故 起こし 事業 として 責務 ある 安倍 首相 五輪 招致 演説 原発 汚染 について アンダー コントロール 管理 ある アピール しかし その後 汚染 対策 難航 ぶり 楽観 許さ ない 東電 東電 指導 監督 監視 する 経済 産業 規制 銘じ ほしい,"[(1, 0.9972741)]",1
原則 運転 期限 迫る 東海 原発 茨城 について 原子力 規制 委員 運転 延長 認め これ 日本原子力発電 原電 めざす 稼働 技術 審査 ほぼ 終わっ だが 東海 運転 懸念 疑問 多い 人口 密集 事故 避難 難しい 首都 老朽 原発 原則 超え 長く 動かす 正当 理由 見当たら ない 稼働 認め られ ない 運転 期間 ルール 設計 古い 原発 退場 促す ため 規制 東京電力 福島 原発 事故 強化 対策 一つ 規制 認めれ 延長 できる 導入 政府 極めて 限定 ケース 説明 ただ どんな 場合 これ 当たる あいまい 申請 通り 延長 認め られ 原発 今回 東海 なっ 例外 既成 事実 として 積み重ね られれ ルール 形骸 進み かね ない 原発 依存 着実 下げる 観点 から 老朽 原発 規制 あり方 問い 直す ある 東海 固有 問題 山積み 事故 想定 避難 計画 対象 なる キロ 人口 全国 原発 最多 年寄り 障害 運ぶ 手段 確保 など 難題 多く 自治体 計画 づくり 遅れ いる この さき 焦点 なる 地元 同意 ハードル 高い 稼働 に対して 茨城 自治体 東海 別に 周辺 実質 事前 持つ そのうち 水戸 議会 那珂 市長 反対 見込ま れる 対策 工事 問題 見過ごせ ない 経営 原電 自力 資金 調達 でき 株主 電気 販売 ある 東電 東北電力 支援 もらう 方針 だが 東電 福島 事故 実質 国有 救済 巨額 国民 負担 によって 延命 いる 他社 助ける 資格 ある 極めて 疑問 見切り 発車 工事 進め 地元 同意 られ なけれ 巨額 投資 無駄 なる 原電 まず 地元 対話 注力 べき 東電 支援 リスク 見極め 説明 尽くさ なら ない 一方 関係 自治体 住民 確保 重い 責任 負っ いる 東海 東日本 大震災 被災 冷温 停止 手間取っ 住民 根強い 不安 拭える 実効 ある 避難 計画 体制 つくれる これら 真剣 考え 優先 する 姿勢 貫い もらい たい,"[(1, 0.9959936)]",1
相手 同意 得る めど たた ない のに 見切り 発車 原発 動かす 準備 進め 外堀 埋め いく そんな やり方 地元 不安 疑問 深まる ばかり ない 東海 原発 茨城 稼働 めざす 日本原子力発電 原電 地元 住民 説明 始め 原子力 規制 委員 審査 結果 規制 基準 対応 する 対策 工事 について 説明 理解 広げる らい 原電 昨年 地元 協定 結ん 稼働 について 協定 事前 協議 実質 事前 得る 定める ただ すべて 同意 肝心 はっきり 原電 解釈 食い違い 表面 いる 地元 納得 なけれ 稼働 進め ない 受け止め 多い しかし 原電 とことん 協議 する など あいまい 態度 続け 不信 招い いる 事実 同意 市町村 だけ なく 周辺 まで 広げ 茨城 方式 稼働 手続き 欠陥 正す うえ 意義 大きい 事故 リスク 避難 対策 負わさ れる 周辺 市町村 関与 望む こと 原発 ある 地域 茨城 動向 注視 する 原電 協定 結ん 広く 地元 信頼 得る ため だっ はず 意向 沿っ 運用 なけれ なら ない 協定 同意 ハードル 大幅 上がり 協議 どう 進める かも 見え ない それでも 原電 対策 工事 本格 せる 構え 稼働 向け 既成 事実 積み重ねる よう 姿勢 地元 に対し 不誠実 言わ ざる ない 東海 東日本 大震災 被災 古い 原発 住民 不安 根強い 県内 市町村 半数 議会 稼働 反対 する 趣旨 意見 など 可決 キロ 圏内 人口 全国 原発 最多 のぼり 市町村 避難 計画 づくり 難航 いる 検証 作業 続け いる 原電 地元 不安 要望 真摯 しんし 向き合い 自治体 住民 対話 注力 べき 工事 進める 経営 リスク 責任 生じる 少なくとも 見込ま れる 費用 経営 原電 自力 調達 でき 株主 東京電力 など 支援 もらう 方針 福島 原発 事故 起こし 実質 国有 東電 とりわけ 重い 説明 責任 ある 地元 同意 られ なけれ この 巨額 資金 無駄 なる その 場合 関係 各社 経営 結果 責任 厳しく 問わ れる こと 忘れ なら ない,"[(1, 0.99699175)]",1
東京電力 福島 原発 構内 表面 事故 後片付け 一段落 よう 見える だが 原子 溶け 落ち 燃料 ブリ ほぼ 手つかず まま 放射 物質 汚染 止まら 浄化 処理 貯水 タンク 超え たっ なお 行く末 見通せ ない ひとたび 原発 事故 起こせ 難い 負う それ 現実 ある 軽視 許さ 福島 事故 教訓 日本 原発 頼ら ない 社会 めざす べき 朝日新聞 これ まで 社説 そう 訴え 世論 調査 原発 稼働 否定 強い 国民 不安 ある から こそ 事業 政府 震災 原発 再び 動かす にあたって 優先 徹底 する 誓っ はず しかし 痛み 風化 つつ ある 心配 なる でき ごと 相次い いる たとえば 先月 敦賀 原発 号機 規制 基準 もとづく 審査 事業 日本原子力発電 ボーリング 調査 データ 黙っ 書き換え こと 発覚 原子力 規制 委員 豊志 委員 科学 常識 照らし おかしい あきれかえる ほど 異例 事態 原電 原発 専業 保有 する うち 決め おり 敦賀 号機 運転 でき ない 経営 苦しい 稼働 認め もらう ため 都合 よく データ 書き換え ―― そう 疑わ 仕方 ない 稼働 原発 止め たく ない という 電力 業界 姿勢 あらわ なっ こと ある 関西 四国 九州 電力 昨年 ４月 テロ 対策 工事 期限 延ばす よう 規制 求め 工事 間に合わ 運転 停止 命じ られる 事態 避け たかっ これ 規制 却下 先週 まず 川内原 号機 止まっ 段階 ゼロ めざせ 事故 あっ 原発 うち 稼働 とどまる 発電 占め 原発 比率 いま すぎ ない 火力 発電 続ける 燃料 かさん 経営 圧迫 れる 電力 業界 稼働 運転 継続 望む 背景 そんな 台所 事情 ある だが 電力 会社 自ら 利益 ため 二の次 する 言語道断 事故 起こせ 社会 人々 暮らし 深い 負わ しまう その こと 忘れ なら ない 気がかり こと ほか ある 運転 期間 ルール 見直し より 長く 原発 使い 続けよ という 考え方 ある 法律 原発 運転 原則 年間 規制 認め 場合 だけ 限度 延長 できる 経団連 昨年 ４月 政策 提言 この 最長 さらに 延ばす こと 検討 する よう 政府 求め 古い 原発 閉め 不測 事故 未然 防ぐ という ルール 趣旨 あくまで 例外 だっ はず 延長 これ まで 認め られ いる 運転 期間 さらに 延ばす より 経済 優先 する もの 容認 がたい 原発 地球 温暖 対策 役立つ という ある 気候 危機 回避 する 二酸化炭素 排出 多い 火力 発電 減らさ なら ない 太陽光 風力 など 再生 エネルギー だけ まだ 穴埋め でき ない 現時点 原発 否定 する こと 難しい だろ しかし 担保 する ルール 変え まで 長く 原発 使う こと 認め られ ない 古く なっ もの から 退か 段階 ゼロ めざす 事故 不安 なくす それ しか ない 世界 潮流 見すえ 原発 ゼロ 時代 電力 確保 つつ 温室 効果 ガス 排出 抑える 原発 残っ いる エネ 育てる ある 天候 まかせ 不安定 など エネ 短所 口実 立ち止まっ いる 時間 ない エネ 事故 リスク なく 処分 困る 放射 廃棄 無縁 発電 コスト 海外 最も 安く なっ こうした 長所 短所 補っ あまり ある から こそ 多く 国々 急速 広がっ いる 残念 ながら 日本 エネ 拡大 世界 潮流 乗り遅れ いる 原因 原発 固執 する 政府 姿勢 現行 エネルギー 計画 エネ 主力 電源 する という 目標 掲げる 一方 年度 電源 構成 原発 エネ ほぼ 同じ 比率 基幹 電源 位置づけ いる 安倍 政権 原発 ゼロ 無責任 として 稼働 進め いる ほか 済み 燃料 から プルトニウム 取り出し 再び 原発 燃やす 燃料 サイクル 政策 破綻 はたん 認め ない 官民 もたれ あっ 原子力 政策 維持 続ける よう エネ 拡大 抑え込ま しまう 政府 原子力 決別 新た 進む という 強い 決意 示す べき,"[(0, 0.13193566), (1, 0.8680643)]",1
首相 まで 温室 効果 ガス 排出 実質 ゼロ する 方針 示し 政府 地球 温暖 対策 強化 急ぐ こと いる 焦点 原発 取り扱い 原発 発電 二酸化炭素 排出 ない ため 積極 活用 求める 早く 始め だが 排出 削減 口実 さまざま 問題 抱える 原発 依存 続ける こと 許さ ない 徹底 省エネ エネ 最大限 導入 取り組み 原発 依存 限り 低減 する 政府 方針 排出 削減 進め方 について 首相 衆院 会議 そう 答弁 気がかり 同時に 原子力 含め あらゆる 選択肢 追求 いく 述べ こと ある 実質 ゼロ ハードル 高い ため 原発 活用 いく ある 考え方 示し いえよ 既存 原発 寿命 迎え 引退 いく 懸念 自民党 新設 求める あがっ いる ところ 政権 原発 増設 建て替え 想定 ない 加藤 官房 長官 慎重 その 姿勢 変わり ない この 中長期 原子力 政策 明確 示し もらい たい 福島 事故 受け 朝日新聞 将来 原発 依存 ない 社会 めざす べき 主張 古く なっ 原発 から 順次 止め 徐々に 減らし 事故 リスク なくす という 考え方 原発 経済 かなっ いる 朝日新聞 調査 事故 対策 電力 合計 超え さらに 膨らむ 見通し あたり 費用 稼働 原発 のぼる 対照 エネ 発電 コスト 下がっ おり 原発 減らし ながら 太陽光 風力 広げ いく という 開発 進む 小型 モジュール ＳＭＲ コスト 現在 原発 欠点 補う いわ れる だが 実質 ゼロ 年間 温室 効果 ガス 大幅 削減 できる 握る 普及 時期 定か ない 技術 期待 時間 浪費 する わけ いか ない 忘れ なら ない どんな 原発 最終 ごみ 処分 という 問題 つきまとう レベル 放射 廃棄 最終 処分 をめぐって 北海道 町村 文献 調査 実施 れる 見込み 問題 解決 長い 年月 かかる 炭素 原発 両立 ながら 気候 危機 対策 進め いく それ こそ 進む べき ある こと 政権 認識 する べき,"[(1, 0.99646705)]",1
原発 頼ら ない 社会 早く 実現 なけれ なら ない 朝日新聞 東京電力 福島 原発 事故 受け ７月 原発 ゼロ 社会 めざす べき 提言 その後 社説 など 原発 から 段階 撤退 する 訴え 主張 根底 ある 再び 事故 起こし たら 日本 社会 立ち行か なく なる という 危機 ある 最悪 場合 止め たく 止め られ ない ―― 福島 事故 原発 恐ろし まざまざ 見せつけ られ 生々しい 記憶 歳月 とともに 薄れ つつ ある いま 原発 決意 確認 たい 険しい 原発 事故 起こせ 後始末 いかに 困難 きわめる 厳しい 現実 また この 苦い 教訓 ある つい 作業 号機 号機 原子 格納 容器 真上 ある フタ 濃度 放射 物質 汚染 いる こと わかっ 周辺 放射線 人間 時間 いたる ほど 高い 炉心 溶け 落ち 燃料 燃料 ブリ 取り出し について 原子力 規制 委員 豊志 委員 作戦 練り直し なる だろ 述べ 号機 トン 燃料 ブリ ある られる だが どこ どんな 残っ いる いまだに 全容 つかめ ない 新た 見つかっ 号機 濃度 汚染 取り出し 作業 いっそう 難しく なる だろ 工程 取り出し 終える いま 年限 消え しまっ 燃料 ブリ 残っ まま 建屋 設備 解体 撤去 進ま ない 冷却 注水 ともなっ 濃度 汚染 生じ 続け それ 浄化 処理 たまっ いく 東電 掲げる 完了 不可能 ない 疑念 膨らむ ばかり 終着 見え ない 地元 復興 まま なる まい 原発 事故 地域 社会 崩壊 構築 きわめて 長い 年月 かかる この 悲劇 繰り返す わけ いか ない 神話 許さ しかし カ月 わたっ 安倍 政権 流れ 原発 回帰 逆行 いる 事故 翌年 討論 世論 調査 など 国民 議論 当時 民主党 政権 年代 原発 ゼロ 打ち出し だが 同じ 年の暮れ 政権 奪還 自公 さしたる 政策 論争 なく 原発 推進 戻し しまう 古い 原発 など ほど 減っ ものの 安倍 政権 発電 占める 原発 比率 事故 近い 水準 目標 事故 設け られ 原発 運転 原則 よそ 延長 特例 相次い 認め られ いる 政権 この 路線 継承 引き続き 最大限 活用 する 方針 示し いる 原発 依存 限り 低減 する いい つつ 示さ まま 稼働 進める その 姿勢 不誠実 という ほか ない 政府 稼働 にあたり 原発 規制 基準 世界 最も 厳しい 不安 解消 努め これ 新た 神話 醸成 ない 気がかり 電力 会社 緩み すごせ ない 福島 事故 当事者 ある 東電 原発 中枢 不正 入室 許し 施設 耐震 報告 怠る など に対する 姿勢 問題 ある かかわら 産業 中心 原発 期待 大きい 原子力 エネルギー 自立 欠か ない 原発 運転 期間 延ばす べき エネルギー 計画 改定 議論 する 経済 産業 審議 原発 推進 相次い いる 事故 痛み 忘れ よう 破綻 はたん 燃料 サイクル まで 推進 ほしい という 要望 ある こと 驚く 済み 燃料 処理 プルトニウム 取り出し 高速 開発 頓挫 ため 消費 望め ない そんな なか 燃料 サイクル 進め たら 原爆 材料 なり うる プルトニウム 保有 思う よう 減ら 国際 批判 れよ 神話 業界 もたれ あう 事故 変わら 構図 解消 べき エネ 拡大 こそ 原子力 ばかり 注い 再生 エネルギー 水素 炭素 時代 技術 革新 乗り遅れ しまう 地球 温暖 防ぐ コスト エネ 広げる 原発 利用 エネ 拡大 する まで 一時 もの とどめ できるだけ 早く 原発 シナリオ 固める ある たっ 原発 引退 増設 建て替え ない そう 決めれ おのずと 原発 ゼロ 道筋 見え こよ 原子力 から 撤退 向け 着実 踏み出し 初めて 福島 原発 事故 教訓 結ぶ こと なる,"[(0, 0.80334485), (1, 0.19665511)]",0
強い 権限 持つ 組織 自ら 厳しく 律する ある 原子力 規制 委員 こと 規制 ８月 原発 テロ 対策 施設 に関する 機密 高い 書類 紛失 明らか １０月 原発 検査 携帯 義務づけ られ いる 身分 など 職員 紛失 公表 １１月 福島 放射線 モニタリング 調査 測定 ミス あっ 発表 テロ 対策 書類 外部 流出 少なく 誤っ シュレッダー 処分 高い いう 身分 紛失 について 原発 構内 入る 運転 免許 など 確認 いる など 説明 いる 緊張 欠け まい テロ よう 悪意 持っ 相手 対処 できる 体制 ある 検証 確認 徹底 不可欠 しかも 規制 柏崎 刈羽 原発 テロ 対策 不備 東京電力 に対する 姿勢 厳しく 問う いる 事業 侮ら 検査 厳格 進める ため 一層 正さ なら ない モニタリング 調査 昨年 ５月 以降 本来 なら 放射線 検出 はず 試料 検出 規制 誤っ 基準 分析 依頼 こと 原因 委託 変える まで 受注 分析 機関 厳しい 基準 調べ ため 問題 起き なかっ より 長年 にわたり 誤っ 情報 流さ 続ける こと なり かね ない 状況 だっ 東電 福島 原発 から 処理 放出 計画 れる なか 今回 明らか なっ 失態 放出 モニタリング 調査 信頼 影響 かね ない 正確 透明 国内外 から 注視 いる こと 自覚 べき なる テロ 対策 書類 紛失 昨年度 政策 評価 報告 項目 ある 改善 事項 ひとつ として 触れ られ こと しかも 流出 なく 廃棄 推定 かかわら 機密 高い 文書 廃棄 について 報告 これ 規制 原則 ひとつ ある 透明 言える だろ 電力 会社 報告 漏れ 隠蔽 いんぺい ただす 立場 あり なる 積極 公表 求め られる 規制 原発 事故 反省 から 原子力 管理 立て直し 文化 確立 する ため 設置 独立 強い 権限 持ち その 判断 電力 会社 経営 電力 供給 影響 及ぼす 何より 国民 存亡 かかわる 原発 事故 大きな 責任 負っ いる 社会 から 期待 厳しい 向け られ いる こと 忘れ 組織 引き締め 厳格 審査 検査 続け ほしい,"[(1, 0.9977722)]",1
