内容,主题概率,主题类型
bigtech finance provision financial service digital conglomerate considerable implication eu growth model raise multiple regulatory concern financial stability competition market concentration data protection cybersecurity operat,"[(3, 0.9630687)]",3
report demonstrates pet jha community safeguarding personal data protecting individual privacy exploring capability showcased pet multiparty computation homomorphic encryption distributed ledger technology,"[(1, 0.95985955)]",1
previous discussion scenario ai potential deliver benefit education risk determine minimal risk example discussed,"[(10, 0.92898303)]",10
issue paper aim explore common european data space context regulatory reporting facilitator data pooling discoverability sharing common european data space play beneficial role supporting streamlining diffe,"[(5, 0.9658074)]",5
data protect privacy sense protecting personal confidential private privacy enhancing technique pet key enabler technology ensuring privacy maintained extracting,"[(1, 0.9538391)]",1
july ec published stakeholder survey aimed gathering insight expert road transport community status ccam europe survey structured main theme ccam potential impact expectation governance,"[(1, 0.9615323)]",1
study commissioned european parliament committee budgetary control explores technological development applied field budgetary control enhance prevention fraud corruption ensure sound financ,"[(2, 0.95803565)]",2
study ass potential benefit cost risk data sharing eu financial sector implication consumer enterprise financial sector examine coherence proposed regulation financial data access broader eu data legislation,"[(6, 0.9644929)]",6
curious eu protects online rule introduced digital service dsa aim create fairer safer online rule address issue cyberbullying illegal content simplification term condition boo,"[(4, 0.96153253)]",4
ambition report outline security aspect fog edge computing domain includes technical risk trust resilience telco ecosystem fog edge technology considered report multi dimensional space,"[(3, 0.9630687)]",3
aim study provide basic figure background preliminary analysis electronic digital administrative service local regional authority eastern partnership eap country provide citizen compariso,"[(3, 0.9598588)]",3
study aimed understand current play digital education content europe assist european commission identifying eu intervention scope included childhood education care ecec primary secondary education including,"[(5, 0.96307164)]",5
european blockchain sandbox regulatory sandbox aim establish pan european framework regulatory dialogue sandbox brings national eu regulator authority provider innovative blockchain dlt application private public sector,"[(0, 0.07675982), (5, 0.8906903)]",5
goal policy paper short technical introduction topic providing reference deeper analysis focus identified opportunity challenge action quick deployment common european energy data space reason,"[(8, 0.9630702)]",8
waste electrical electronic equipment wee constitutes fastest growing waste stream eu globally wee mobile phone tablet laptop proven challenging waste stream low collection rate embedded,"[(9, 0.963068)]",9
cyberspace recognised object geopolitical competition country advocating internet space country aim space tool control indo pacific region represents contested strategically domain,"[(10, 0.9580336)]",10
central bank discussing introduction retail central bank digital currency rcbdc time potential obstacle adoption consumer retailer remain unexplored academic policy literature paper survey key element involv,"[(12, 0.9658072)]",12
innovation indicator society measure progress growth development field progress growth increasingly digital society achieved trust investing cybersecurity key increasing knowledge,"[(2, 0.95603985)]",2
study conceptualises personal pricing distinguishing form including individual price price summarises empirical insight occurrence personal pricing practice consumer attitude legal analysis current eu law,"[(6, 0.9615324)]",6
creating empirical evidence rigorously implemented experiment precondition designing administering effective intervention reduce consumer food waste report outline accessible practical manner key concept behavioural experiment,"[(5, 0.96306884)]",5
jrc researching technical challenge solution pertinent collecting fleet wide board fuel consumption measurement obfcm data direct data transfer vehicle european commission scope technical solution framework,"[(9, 0.96449006)]",9
artificial intelligence ai transformative technology exponential advance computing power data availability widespread network device industry keen potential ai,"[(3, 0.9456891)]",3
march jrc unit organized exploratory workshop entitled explainable robust fair ai automated autonomous vehicle bringing expert field trustworthy ai autonomous driving vehicle testing report summarizes,"[(0, 0.9615311)]",0
european cybersecurity skill framework ecsf practical tool support identification articulation task competence skill knowledge role european cybersecurity professional framework describes requirement,"[(5, 0.95803446)]",5
analysing standard development organisation standardisation topic report propose list topic finding recommendation potential creation bridge standardisation user report identified main topic topic,"[(6, 0.9598603)]",6
ensuring fair trustworthy data sharing core european commission policy agenda period priority europe fit digital age published european strategy data set ambitious vision establish common european data space,"[(5, 0.9681658)]",5
report detailed art current future application artificial intelligence ai medicine healthcare wellbeing focused impact people physical mental health societal environmental welfare including fu,"[(3, 0.95803446)]",3
study analysis main provision law enforcement directive implementation national law context study identifies shortcoming explores potential forward concrete set recommendation study commissioned euro,"[(5, 0.77402353), (11, 0.1907148)]",5
movement data border central economy enables people instantly connect company business smoothly government offer efficient service citizen internet fundamentally changed trade,"[(10, 0.9580347)]",10
digitalization improve city liveability multiple domain security street camera smart surveillance system healthcare wellbeing telemedicine real time air quality monitoring economic development housing peer peer accommodation pl,"[(9, 0.9658057)]",9
wide diffusion technology cloud computing internet iot enabled city transform hub digital transformation deploying urban platform digital twin city digital ecosystem leverage geospatial sm,"[(5, 0.9615316)]",5
eu legislative initiative promoting data sharing sectoral cross sectoral instrument aim data regulating reuse publicly privately held data including personal data facilitate data sharing creating intermediary,"[(10, 0.9644913)]",10
success smart specialisation implementation eu region growing economy eu enlargement neighbourhood region expressed commitment pursue innovation policy development based,"[(8, 0.9487052)]",8
bridge regulatory established origin bridge initiative objective fostering knowledge sharing project addressing regulatory aspect energy domain regulatory wg entire bridge initiative struc,"[(3, 0.9580353)]",3
report study lesson learned practice epidemiological impact common european approach digital contact tracing combat exit covid pandemic study commissioned european commission ec dg connect carried,"[(0, 0.96153367)]",0
study explores potential blockchain technology digital solution support implementation european union eu climate policy european commission main objective identify eu climate policy benefit distributed ledger technology dlt,"[(0, 0.9644942)]",0
report landscape analysis key emerging type data intermediary review synthesis current literature goal identifying shared element definition main objective contribute establishment common vocabulary concerni,"[(9, 0.23083462), (12, 0.7353136)]",12
commission developing decisional practice showcase challenge raised merger digital technology focused sector foreclosure risk conglomerate vertical effect main focus theory harm relating interoperabilit,"[(11, 0.9598585)]",11
white paper coupling heating cooling electricity sector renewable energy driven europe focus implication coupling electricity heating cooling vector vital efficiently decarbonising european energy sector achieve decarbonisation,"[(8, 0.9658045)]",8
study aim identify type purpose smart digital occupational safety health osh monitoring system identifies ass opportunity risk challenge recommendation policy practice purpose improv,"[(8, 0.96153367)]",8
report overview assessment workplace level resource relevant design implementation occupational safety health osh monitoring system workplace report considers osh monitoring system digital technology,"[(11, 0.9615345)]",11
decade tourism experienced continuous sustained growth promising sector promote social economic progress global local level european union tourism represents main sector job business creat,"[(7, 0.96307206)]",7
entretime programme educator education institution hei discipline entrepreneurship opportunity complement teaching content form objective strengthen understanding address,"[(9, 0.9487056)]",9
main objective study identify remaining technical regulatory barrier development smart charging account stakeholder propose evaluate legislative legislative policy measure addressing barri,"[(1, 0.9580367)]",1
book contribution main topic covered training activity academic eu supervisory digital finance academy eu sdfa european university institute eui workshop hosted european super,"[(5, 0.9580334)]",5
europe ore peer reviewed access publishing platform european commission post publication peer review model promote scientific transparency reuse commission plan develop infrastructure underpin ore future base,"[(8, 0.9658048)]",8
ensuring interoperability security email communication cornerstone resilient internet context wide adoption key internet security standard starttls spf dkim dmarc dane dnssec essential safe cyberspace,"[(12, 0.9630704)]",12
bridge report energy data exchange reference architecture aim contributing discussion practical step interoperable business process agnostic data exchange arrangement european scale inside energy domain domain secon,"[(3, 0.9658089)]",3
civil society medium organisation expose eu pegasus commercial spyware profile spying scandal coming light europe intelligence agency accused abusing highly sophisticated spyware,"[(7, 0.95803446)]",7
purpose report promote compatibility interoperability document inspection equipment agency operational scenario set uniform normative minimum technical operational requirement agency apply sele,"[(6, 0.9580378)]",6
final output report repository developed action bridge data management repository based methodology defined standard iec easily accessible tool,"[(5, 0.9514107)]",5
european union regulating facial recognition proposed artificial intelligence discussion eprs publication explains play highlight concern raised potential impact people fundamental right,"[(8, 0.95603377)]",8
study commissioned european parliament policy department citizen right constitutional affair request libe committee examines reform legal framework exchange personal data eu usa,"[(9, 0.95603895)]",9
automating task technological advancement ongoing process industry development impact occupational safety health osh environment removing worker hazardous situation improving quality,"[(1, 0.9560364)]",1
location data technology foundational component driver digital transformation leveraged provide policy assessment digital service application public administration business citizen location data technology play role fa,"[(3, 0.96307284)]",3
development european digital public space european citizen inform current affair opportunity online platform operator united china provide digital medium meeting space,"[(10, 0.95803756)]",10
document overview technological market trend topic smart grid european union broad scope topic comprehensive approach report analysis focused specific enabling techno,"[(1, 0.9580361)]",1
automated vehicle expected transform transport sector contributing reduce transport externality improving mobility people depend influencing factor acceptance gender difference exist regard transport mobility pattern,"[(11, 0.9630703)]",11
purpose feasibility study gather provide analysis inform decision european commission regard potential launch european exchange platform education platform intended support implementation digital educa,"[(4, 0.96153325)]",4
interoperability maturity assessment public service imaps solution help public administration evaluate monitor improve behavioural interoperability maturity digital public service imaps developed isa programme european commiss,"[(3, 0.96307254)]",3
investigation organised crime require analysis increasing amount data seized device judicial authority investigator electronic data exist delivering key evidence concrete context,"[(1, 0.95803374)]",1
report explores critical linkage clean energy technology digital tool system underpin innovation sector highlight opportunity driver challenge digitalisation context clean energy transition discu,"[(3, 0.9615331)]",3
application programming interface apis enabling role establishing digital ecosystem coordinating digital interaction robust performing technical infrastructure essential insufficient ensure sustainable thriving digital environment technical le,"[(12, 0.9630736)]",12
european integration key driver growth peace environmental protection social prosperity persistent challenge remain potential crisis anticipated forward pathway europe european parliament favour path amb,"[(12, 0.9630709)]",12
international arena european data protection supervisor edp personal data protection supervisory authority active step field foresight future study improving respect personal data edp respo,"[(2, 0.9630723)]",2
blockchain technology digital distributed ledger transaction record blockchain transaction existing chain transaction secure digital cryptographic signature blockchain designed incorruptible decentralised network enha,"[(2, 0.9598604)]",2
necessity create certainty electric vehicle recharging market paramount addition electric vehicle uptake infrastructure roll development adoption standard protocol exchange constitutes defining element elec,"[(12, 0.9615301)]",12
study detail economic opportunity environmental impact paradigm shift domain internet iot computing edge study objective aligned target digital decade contribute objective,"[(9, 0.95803404)]",9
february march european commission developed flagship policy document communication shaping europe digital future communication digital compass european digital decade aimed fast forwarding digitalisation eu,"[(7, 0.9615339)]",7
survey business data economy commissioned dg connect data economy european union enterprise mapping exchange data source data stored frequency data analysed contributes bu,"[(8, 0.95803374)]",8
beneficial field digital energy service consists provision flexi bility service generation flexibility demand flexibility storage flexibility aim study provide framework development energy service offering,"[(3, 0.9630711)]",3
blockchain distributed ledger technology dlts properly potential transform functioning wide range industry including insurance industry europe potential impact explored sector variety organisati,"[(0, 0.959861)]",0
discussion deliberation involving citizen institution european national regional local level civil society social partner plenary conference future europe cofe european committee region cor local,"[(7, 0.9630727)]",7
analysis considers evidence expected impact artificial intelligence ai job discus potential ai create decent job explores extent ai offer opportunity pose risk condition analysis examines current policy europe,"[(10, 0.9644916)]",10
evaluation study final post assessment active assisted living development programme aal study lesson learned recommendation policy digital transformation health care deployment coo,"[(5, 0.9598595)]",5
diversity potential ai application limitless growing business citizen unknowingly rely ai driven solution enhance life innovative technology increasingly mainstream msmes adopt ai maintain,"[(3, 0.95603544)]",3
report survey key asean existing facility hpc capability recommends plan define shared capacity regional level building asean regional hpc capacity surrounding ecosystem require grasping vast set aspect infrastructure human capacity,"[(12, 0.9702186)]",12
eu differentiation cope diversity differentiate attention form differentiated integration excluded eu level arrangemen,"[(1, 0.92305994)]",1
december recast renewable energy directive directive eu redii entered force directive ec redi repealed july recast introduces compared previous directive target,"[(8, 0.9538329)]",8
data concern aspect built environment individual business interact property building energy consumption construction detail recorded analysed support informed decision construction real estate process,"[(12, 0.96153086)]",12
digital technology play role everyday life workplace intro duction system technology artificial intelligence ai advanced robotics hold potential change aspect human labour desig,"[(2, 0.9598604)]",2
depth analysis commissioned european parliament policy department citizen right constitutional affair request libe committee talk proper data protection regime china perceived eu international,"[(6, 0.42885542), (9, 0.5326732)]",9
study basis development eu framework digital building logbook definition digital building logbook created study based stakeholder consultation interview expert detailed analysis existing buildi,"[(9, 0.9598615)]",9
european parliament initiated project ass feasibility consolidating chemical data collected institution body agency european union eu objective closely matched ambition substance assessment principle eu,"[(5, 0.9598574)]",5
cost europe report analyse possibility gain realisation public common action eu level attempt identify expected benefit deeper eu integration eu road transport,"[(3, 0.30706006), (5, 0.6506242)]",5
cybersecurity workforce shortage skill gap major concern economic development national security enisa identified europe comprehensive approach define set cybersecurity role skill leveraged reduce,"[(6, 0.9615323)]",6
eprs invite leading expert commentator share thinking insight topic relevance debate european institution paper bruce stokes visiting senior fellow german marshall fund united associate fellow chatham house,"[(10, 0.96702594)]",10
application programming interface apis enabling role establishing digital ecosystem coordinating digital interaction robust performing technical infrastructure crucial ensure sustainable thriving digital environment backdrop report explor,"[(12, 0.9644935)]",12
policy develops argument strengthening cooperation eu southeast asia field digital connectivity considers japan minded partner indo pacific coordinated action serve term,"[(0, 0.95603514)]",0
eu global standard setter artificial intelligence ai ethic common eu legislative action ethical aspect ai boost internal market establish strategic advantage numerous public private actor globe prod,"[(9, 0.9615295)]",9
global influence exercised eu traditionally included strong commitment multilateral institution standardisation body willingness promote system value defend additi,"[(0, 0.9456904)]",0
dissertation analysis dynamic eu policymaking structured focused comparison federal polity united switzerland draw wider comparative federalism literature examine basic federal political institution stru,"[(0, 0.9598587)]",0
european automotive industry facing digital revolution st century form connected autonomous vehicle integration internet iot component vehicle network enabling communicate,"[(4, 0.95384085)]",4
medium pluralism monitor mpm tool designed identify potential risk medium pluralism european union candidate country narrative report produced basis implementation mpm carried,"[(10, 0.9598618)]",10
thematic report mutual learning exercise mle application government approach wga design implementation national innovation strategy plan mle organised european commission close collabor,"[(7, 0.95986015)]",7
digital transformation context green transition key priority medium business challenge hindering digital transformation romanian smes including limited knowledge digital skill access finance,"[(7, 0.95986134)]",7
availability consistent reliable data contribute design construction management building improved market transparency creation innovative service business model effective policymaking study construc,"[(0, 0.95803654)]",0
initially topic interoperability flexibility asset discussed scope defined bridge assembly held march brussels report topic published april including reference framework,"[(5, 0.95603526)]",5
selfie school free online ection tool support school digital questionnaire school leader teacher student opinion digital technology teaching learning paper examine digital competence,"[(8, 0.961529)]",8
based european commission european parliamentary service level expert artificial intelligence eu osha artificial intelligence ai based worker management aiwm umbrella term refers worker,"[(11, 0.95803654)]",11
study model financial intermediation payment choice privacy digital economy cash preserve anonymity efficient online transaction contrast bank deposit online preserve anonymity bank contained,"[(4, 0.9615329)]",4
respond covid pandemic country worldwide increasingly looked digital technology support public health measure contact tracing digital proximity tracing approach typically smartphones purpose built device capture anonymized interactio,"[(8, 0.9670244)]",8
cloud computing defines storing processing data remotely located computer accessed internet cloud computing model capability advanced computing service software accessible smes consumer reasonable cost accelerating di,"[(5, 0.96449065)]",5
user education key cyber security report previous effort suggested recommendation objective report identify gap training course certification ni education emp,"[(2, 0.9514102)]",2
publication capture completed exploratory project sesar knowledge transfer network engage active project brought academic industry partner university smes centre ai,"[(8, 0.95383406)]",8
emerging innovative technology transform individual life profound impact fabric society functioning institution generate benefit domain healthcare transport education public administrati,"[(10, 0.9560361)]",10
experiencing tectonic geopolitical shift reinforcing megatrends eu term implication russia military aggression ukraine including energy food economy security defence geopolitics affect europe path ac,"[(8, 0.95985293)]",8
annual safety recommendation review activity carried agency field accident incident investigation follow addition review highlight range safety issue agency safety improvement action,"[(9, 0.9598604)]",9
decade rapid development artificial intelligence ai diversity practical application sector data play fundamental role ai system adaptive data processing algorithm adjust output input training data thi,"[(6, 0.9630699)]",6
objective decarbonise eu economy european green deal egd game changer revolutionise economy society relation rest,"[(9, 0.9384479)]",9
market esma remit remained remarkably resilient confluence risk prevailed risk remain level forward market set remain sensitive market impact,"[(8, 0.95383304)]",8
cjeu schrems judgment october declaring european commission decision eu safe harbour data transfer regime invalid settled crucial requirement foundation eu data protection assessment privacy,"[(10, 0.9598587)]",10
extensive collection processing personal context data analytics rise privacy concern relating wide scale electronic surveillance profiling disclosure private data benefit,"[(11, 0.95603627)]",11
ecdc published report core competency eu public health epidemiologist communicable disease surveillance response ten passed update core competency applied infectious disease epidemiology reflect approach,"[(10, 0.96152073)]",10
study critically ass current literature report current technological landscape ssi existing eid solution standard community pilot project presently developing support solution study take wide view,"[(6, 0.96306896)]",6
sustainable competitive mobility transport service vital accommodate citizen business urban playing role society negative impact transport mobility remain concern,"[(5, 0.68015385), (8, 0.2775309)]",5
wavestone institute communication computer science icc netherlands organisation applied scientific tno centre european policy study ceps komi grimaldi studio legale conducted study data platform opportunity fo,"[(6, 0.964488)]",6
energy harvesting technology substantial leap sensor miniaturized sufficient micro sensor flood public space individual corporate premise valuable data constantly generated personal organizational environment exposed predat,"[(1, 0.96449006)]",1
study challenge opportunity internal market consumer protection service analysis opportunity potential benefit aggregate sector freeing transatlantic service trade improvement market access regulatory,"[(6, 0.763896), (8, 0.19930983)]",6
ubiquitous digitalisation transformed science technology education integrated knowledge system abundant data real time historical easily accessible ai device education extensive digital tool empowers,"[(5, 0.9598593)]",5
study forecast qualitative quantitative socio economic benefit closely aligned pp activity expert contributed forecast conservative estimate assumption,"[(8, 0.9456837)]",8
krum garkov executive director eu lisa welcomed participant edition eu lisa industry roundtable agency organising industry roundtable event existence growing size scope participant,"[(5, 0.9580323)]",5
enhance trust medium sized enterprise smes consumer internal market promote trust service product regulation eu electronic identification trust service electronic transaction internal market,"[(9, 0.95986086)]",9
vr ar technology prominent eu globally contribute artistic cultural purpose industry digitalisation process understanding evolution trend characterise untapped potent,"[(5, 0.94568956)]",5
pandemic war ukraine crucial eu prepared unexpected development highlight role foresight activity identifying weak signal outlining scenario laying ground eu policymakers social,"[(12, 0.9560353)]",12
advent biden administration expansive cooperation framework united eu japan strategic economic question driven china trilateral meeting trade minister represented,"[(1, 0.95140857)]",1
china actively promoting alternative centralised controlled form blockchain differs initial concept feature technology chinese government investing financial application blockchain technology planning launc,"[(1, 0.9598599)]",1
publication prepared interagency tvet skill mismatch digitised labour market support expert policymakers engage discussion potential web based data skill policy outline data mitigate labour,"[(10, 0.96307063)]",10
republic bulgaria public policy safety health council minister ministry labour social policy mlsp develops coordinate implement public policy safety health labour inspectorate executive agency gli,"[(10, 0.9644906)]",10
product safety directive cornerstone eu product safety legislative framework issue emerging trend impacted effectiveness current directive study examines technology digital solution improve consumer awareness,"[(0, 0.96153396)]",0
cjeu schrems judgment october declaring european commission decision eu safe harbour data transfer regime invalid settled crucial requirement foundation eu data protection cje,"[(7, 0.6858547), (10, 0.27567652)]",7
citizen science citizen collaborate scientist innovation potential improve excellence impact deepen relationship science society pack showcase eu funded project developing pract,"[(11, 0.9560365)]",11
original study outlook topic shape public health agenda committee environment public health food safety legislative term description key policy development future challenge,"[(8, 0.7060945), (10, 0.25711042)]",8
product watch report developed framework advanced technology industry project serve identify analyse promising advanced technology based product chain assessment strength weakness eu positioni,"[(6, 0.9598606)]",6
objective study narrow gap volume cross border transfer trend phenomenon eu study cross border transfer involving merger acquisitio,"[(6, 0.9487083)]",6
study describes main dimension technology privacy security focus paper analysis cybersecurity risk threat privacy challenge technology opportunity eu level worldwide relationship cybers,"[(3, 0.95803756)]",3
document recommended priority option implementation process medium term integration molecular typing eu level surveillance epidemic preparedness roadmap version meant complement ecdc term surveillance strategy guid,"[(2, 0.9630696)]",2
policy momentum digital transformation future fow building recommendation eu level innovation cycle active involvement social partner updating standard bargaining fair framework condition proven del,"[(5, 0.9615321)]",5
study overview impact smart mobility underlying emerging technology transport transport infrastructure society main challenge deployment smart mobility application identified policy action defined,"[(8, 0.9598626)]",8
implementation data protection regulation gdpr raise series challenge scientific dependent data study comprehensively investigates promise challenge implementation gdpr,"[(7, 0.95141107)]",7
covid pandemic societal impact eu highlighted improved digital health service citizen timely access health data policy purpose development european interoperable digital infrastructur,"[(8, 0.95803446)]",8
study analysis technical development implementation event data recorder edrs car commercial transport vehicle edrs device record vehicle crash accident car manufacturer,"[(11, 0.9580355)]",11
report attempt closer specific relating personal data sharing health sector discus specific technology consideration implementation support meeting specific data protection discussing challenge pers,"[(10, 0.9615336)]",10
science increasingly relies artificial intelligence ai progress innovate deliver solution societal challenge policy advocate tailored policy harness power ai accelerate capability fostering innovation driving economic growth,"[(6, 0.96306926)]",6
strategy digital society development strategy estonia main national strategy drafted topic includes stated purpose indicator country development improving education employment,"[(8, 0.95603526)]",8
study examines impact covid measure democracy fundamental right eu considers practice evidenced lesson learned comparative experience eu relevant country docu,"[(11, 0.9487088)]",11
artificial intelligence deciding content people social medium feed determining receive benefit ai technology typically based algorithm prediction support automate decision,"[(7, 0.95383936)]",7
paper prepared policy department request european parliament committee internal market consumer protection scope eu benefit freeing transatlantic service trade safeguarding european value,"[(8, 0.95603716)]",8
growing concern climate change security power supply market competitiveness challenging current power system operation architecture integrate increasing share renewable dispersed energy resource era renewable energy decentra,"[(2, 0.9658073)]",2
eurobarometer survey european parliament ep eb carried european union september october kantar public parlemeter monitor european citizen opinion eu membership benefit atti,"[(10, 0.9538397)]",10
report cover development european skill competence qualification occupation classification esco continous effort invested keeping esco report analysis labour market trend twin transition eu policy mea,"[(3, 0.9630691)]",3
dollar held unrivalled position dominant currency war euro established currency international monetary system lag usd reflect dominant position,"[(5, 0.95140713)]",5
manual developed methodology procedure carry eqavet peer review vet system level intended assist designing implementing peer review respective country context manual main principle eqavet peer review,"[(8, 0.9658025)]",8
report summarises presentation discussion workshop digitalisation data implication health sector held june european parliament aim workshop analyse implication digitalisation data health,"[(8, 0.9580376)]",8
study examines role market surveillance eu level analysing eu market surveillance framework gap challenge cross border cooperation market surveillance authority collaboration custom authority effectiv,"[(2, 0.9598616)]",2
energy efficiency principle pillar european union energy strategy appears key piece legislation understanding application economy financial sector limited energy ef,"[(12, 0.9538406)]",12
european commission europeana initiative fulfils european union aim enable easy access digital culture resource citizen education academic cultural creative industry europeana digital service infras,"[(5, 0.9630716)]",5
provide quick user friendly public service citizen business public administration adopt customer centric approach readjust achieve efficiency increase user friendliness principle,"[(2, 0.7701255), (3, 0.19140646)]",2
artificial intelligence ai finance increasing scrutiny regulator supervisor examining development potential risk article contributes providing overview ai security market eu ass,"[(8, 0.95140755)]",8
digitalising energy sector crucial eu enables energy consumer centre contributes design energy market digitalisation opportunity supplier optimising valuable asset integrating renewable energy vari,"[(2, 0.15250827), (12, 0.8106958)]",12
algorithmic system increasingly decision process public private sector consequence individual organisation society algorithmic system context refer combination algorith,"[(9, 0.9514105)]",9
foresight study school education isced level eu aimed developing scenario describing potential alternative future school education eu identifying preferred scenario development providing recommendation policy measure,"[(11, 0.9615325)]",11
april european commission published proposal artificial intelligence ai regulation proposal focus risk ai system requirement adequate level robustness accuracy cybersecurity proposed regulation requires technic,"[(6, 0.9598592)]",6
legal analysis existing rule digital trade component artificial intelligence ai personal personal data computer code form algorithm computing power including cloud computing fir,"[(2, 0.95986134)]",2
depth analysis examines option regulatory cooperation ttip ass challenge opportunity consumer protection existing regulatory approach illustrated reference range study drawn briefing paper ttip series,"[(5, 0.9630719)]",5
internet created global nervous system aspect european society politics business accelerate enter era digitisation digital transformation enormous implication transatlantic relationship,"[(8, 0.9560343)]",8
report analysis answer question european commission public consultation platform theme included definition platform platform treatment supplier customer constraint platform expanding business eu handling,"[(10, 0.9598595)]",10
deep decarbonisation eu energy sector achieve climate neutrality produce transport energy evolve accepted renewable decarbonised gas key enabling decarbonisation geographic distributio,"[(4, 0.9560361)]",4
connected automated vehicle revolutionise road transport traffic management approach light potential increase travel demand coordinated automated road transport art approach stakeholder,"[(6, 0.9580338)]",6
experience crisis increasingly involve multiple system extend globally financial crisis covid pandemic crisis engendered war ukraine crisis caused climate change common characteristic tho,"[(3, 0.96153027)]",3
report result study conducted context public sector tech watch observatory developed dg digit support joint centre jrc knowledge hub virtual space public administration civil socie,"[(12, 0.9630706)]",12
cyber insurance market growing rapidly expected expand adoption gdpr ni directive incentivise organisation falling provision seek residual risk transfer eu cyber insurance market,"[(8, 0.9580329)]",8
consequence digitalisation job task continuously changing development technology artificial intelligence ai advanced robotics established possibility task automation revived debate psycho,"[(3, 0.95383745)]",3
version data exchange reference architecture dera bridge report energy data exchange reference architecture aim contributing discussion practical step interoperable business process agnostic data exchange arrangement european,"[(3, 0.96580905)]",3
advanced technology watch report developed framework advanced technology industry ati project initiated european commission directorate internal market industry entrepreneurship smes european innovation council,"[(6, 0.96153295)]",6
study carried european commission dg examines link national civil liability rule consumer attitude ai enabled product service ai application study examines based behavioural analysis dimension regar,"[(2, 0.96153224)]",2
domain system dns resolution distributed system protocol register main purpose map human friendly domain name machine readable ip address dns resolution highly critical highly sensitive,"[(5, 0.9615308)]",5
war returned european continent measuring level threat peace security democracy normandy annual time normandy peace forum june resu,"[(12, 0.95141107)]",12
brochure snapshot imi project achievement recorded imi annual activity report aar,"[(6, 0.92306256)]",6
study analysis impact proposed digital service proposed digital market stakeholder operation recommendation legislative instrument implementation adapted,"[(0, 0.9456959)]",0
eu budget support deliver effective assistance including situation crisis budget support help strengthen country system budget process implement public policy deliver sustainable instrumental covid pandemic budget suppor,"[(12, 0.96449256)]",12
european union eu strategic focus advancing digital transformation smart city community materialised wide ecosystem initiative linked digital transition includes common european data space local interoperable,"[(5, 0.96307224)]",5
anniversary book capture forum memorable moment stand impressive range dynamic original speaker helped brussels economic forum success list feature household name incl,"[(9, 0.958031)]",9
association subject development innovation directly influence people everyday life participant scientific innovation life easier positive progress initial perception,"[(2, 0.95140874)]",2
study existing legal instrument landscape commercial operator access right data considers current eu regime access ownership data discus law respect includes detai,"[(9, 0.95602846)]",9
european commission launched consultation geo blocking geographically based restriction shopping accessing european union eu aiming gathering view opinion restriction faced user consumer business,"[(4, 0.95985967)]",4
flux europe standardbearer global cooperation multilateralism democracy spirit solution compromise lie heart european project portrayed weakness finding,"[(4, 0.9487085)]",4
european maritime transport disadvantaged compared transport mode carry administrative burden reporting procedure observed sector stand contrast fundamental objective european union eu free,"[(4, 0.9580351)]",4
