页面网址,标题,作者,作者链接,作者ID,发布时间,正文,回应,赞,收藏,转发,发布地点,评论名称,评论ID链接,评论ID,楼主标识,评论文本,评论时间,评论点赞数,引用原文,引用ID,fenci
https://www.douban.com/group/topic/315405039/,崽崽，今天辛苦了,影青瓷白,https://www.douban.com/people/231402735/,231402735,2024-12-19 18:31:19,崽，你又战胜了这个世界一天～我们凯旋归来的小战士今晚想吃什么呢？你知道的，妈咪是广东人，给你煲点汤怎么样？这个季节可以拿点莲子，百合，海底椰和雪梨片炖水喝，很清润哦崽，妈咪不在身边的日子里也要好过哦，爱你我的宝,0,0,0,0,广东,,,,,,,,,,战胜 世界 战士 妈咪 点汤 季节 莲子 百合 清润 妈咪 日子
https://www.douban.com/group/topic/314819366/,妈妈，我真的好想做一个理想主义者去追求自己喜欢的事情啊,momo,https://www.douban.com/people/194015949/,194015949,2024-12-06 16:47:11,我不想去跟着世俗的脚步做我不喜欢的事情，我明确知道我不喜欢、反感这件事情，但是由于大环境由于现实，我又不得不去面对。到底正确的路在哪呢？我才二十岁刚出头，我也好想去感受一下追求自己热爱的事情是种什么样的体验😮‍💨,5,0,0,0,广东,momo,https://www.douban.com/people/194015949/,194015949,楼主,所有前辈都跟我说，这是错误的，让我不要异想天开。可是我真的不喜欢呀……我的人生难道这点错误都容不下吗😔,2024-12-06 16:48:04 广东,,,,不想 跟着 世俗 脚步 喜欢 事情 喜欢 反感 事情 环境 现实 面对 正确 出头 追求 热爱 事情 体验
https://www.douban.com/group/topic/315153139/,妈妈，你从来都不知道我其实每天晚上都在流泪,鲑鱼夜溯,https://www.douban.com/people/cc17269390816/,cc17269390816,2024-12-13 21:38:46,我每天都过得很焦虑很难过,2,0,0,0,上海,玛玛西塔的小姨,https://www.douban.com/people/230396841/,230396841,,不要哭着入睡,2024-12-14 10:14:45 江苏,,,,焦虑 难过
https://www.douban.com/group/topic/302051275/,谢谢那位在医院假装几分钟的妈妈,玛玛西塔的小姨,https://www.douban.com/people/230396841/,230396841,2024-02-20 14:46:24,经常看本组的知道我经常评论当各位女宝的电子妈咪🥰，本宝也分享一个很温暖的小故事。几年前疫情的时候我生病住院，因为疫情原因家人没办法赶过来，我从小到大是第一次住院很无措当时年纪也很小。隔壁的姐生病了没办法吃饭只能鼻饲，她的妈是个温柔善良的女性。阿姨摸着姐的头说，安慰女儿说妈在。我当时看见了非常的伤心，因为妈不在我身边，哭着说我也想要妈疼🥺。然后那位善良的阿姨坐了过来摸我的头，抱了抱我叫我宝贝，说你也是我的女儿，妈爱你，妈疼你，安慰我让我别哭，做了一会我的妈。后面住院期间姐和阿姨都对我很好，经常投喂我。每次想到这个事情我都很想流泪，比如现在🤧这事儿想到我就心软，感谢那位阿姨当了一会我的妈。也希望电子女儿们学会一件事情，我们是寻求母爱，但不是寻求这个女人爱。母爱可以分为很多种，年长女性对我们的安慰和照顾，朋友之间的女性互助，妹的依靠和崇拜，实在不行找我当妈也可以🥺。也希望大家有自救意识，别为了幻想中的爱来伤害自己。每次看到这个组电子女儿们无助的文字我都会心疼，拜托大家把所有的崇拜和爱都给自己吧。,60,920,233,46,江苏,玛玛西塔的小姨,https://www.douban.com/people/230396841/,230396841,楼主,dd,2024-02-20 14:46:38 江苏,1.0,,,评论 女宝 电子 妈咪 分享 温暖 故事 疫情 生病 住院 疫情 原因 家人 办法 住院 无措 很小 生病 办法 吃饭 只能 鼻饲 温柔 善良 女性 安慰 女儿 伤心 想要 善良 女儿 安慰 别哭 住院 想到 事情 流泪 事儿 想到 心软 感谢 希望 电子 女儿 学会 事情 寻求 寻求 女人爱 分为 年长 女性 安慰 照顾 朋友 女性 互助 实在 不行 希望 自救 意识 幻想 爱来 伤害 电子 女儿 无助 文字 心疼
https://www.douban.com/group/topic/310127548/,妈妈 你在天上也会祝我生日快乐吗？,木木今天乖不乖,https://www.douban.com/people/aong0817/,aong0817,2024-08-18 18:55:09,恭喜你哦妈 这是你成为我妈的第24年啦 但是你只陪我了23年 不过我不怪你啦 你在天上也一定很爱我很想我对不对 我很抱歉 没成为你的骄傲 但我是健康平安的 虽然目前谈不上快乐 但我有目标 有方向 以往呢 你会做长的面给我吃 昨天小叔母也给我做啦 我拥有很多爱 妈 谢你生下我 小时候我长得其实一点也不漂亮 黑皮肤 宽额头 别人都说我是个丑小孩 你会亲我的脸蛋摸着我的头告诉别人 我的女儿是最可爱最漂亮的 后来在成长过程中 你也总是骄傲的对别人说对我说 我的女儿真的好漂亮哦！因为你 我从来没有过容貌焦虑 后来长大了 真的变漂亮了 鼻梁开始挺直 眼睛越来越大 还有在你脸上印刻下原封不动给我的一对梨涡 我一直很骄傲我这张脸 时间又到去年的8月14日 那天下了车 我看着黑白遗照上跟我八分相似的你的脸庞 浑身的血液都冰凉了 妈你知道吗？我因为想念你 把《萱草花》听了两百多遍 你现在哪里呢？你也很想我对不对 我还是 没有失去你的爱 对不对 为什么我没有再梦到过你呢？如果 中元节真的能看到你就好了 我好想你 好想你,5,1,0,0,甘肃,木木今天乖不乖,https://www.douban.com/people/aong0817/,aong0817,楼主,如果中元节真的能看到你就好了,2024-08-18 18:59:12 甘肃,,,,恭喜 抱歉 骄傲 健康 平安 快乐 目标 方向 做长 叔母 拥有 生下 小时候 漂亮 皮肤 额头 小孩 脸蛋 告诉 女儿 可爱 漂亮 成长 过程 骄傲 女儿 漂亮 容貌 焦虑 漂亮 鼻梁 挺直 眼睛 印刻 梨涡 骄傲 时间 了车 看着 遗照 脸庞 浑身 血液 想念 萱草 梦到
https://www.douban.com/group/topic/313962522/,好糟糕，妈妈,双皮奶,https://www.douban.com/people/244432899/,244432899,2024-11-16 19:53:27,亲爱的赛博妈，我最近都过得好糟糕这一个星期尤其难过，可能是因为生理期激素的原因加上生病发烧😭身体很不好，心理无比崩溃脆皮，抑郁又复发，每天干什么都控制不住流泪孤身一人来到一个陌生的地方好不适应，逃离了有毒的原生家庭之后也是很难过。妈我过得不好😭 ，为什么我要出生在这个世界。活着好累。冬天到了之后就什么都不想干，想冬眠，想获取一点温暖。,14,1,0,0,云南,双皮奶,https://www.douban.com/people/244432899/,244432899,楼主,持续发烧浑身发冷，哭到抽抽发抖,2024-11-16 19:54:32 云南,1.0,,,亲爱 糟糕 难过 生理期 激素 原因 生病 发烧 身体 心理 无比 崩溃 脆皮 抑郁 复发 控制 不住 流泪 来到 陌生 地方 逃离 有毒 原生 家庭 难过 过得 出生 世界 活着 不想 冬眠 获取 温暖
https://www.douban.com/group/topic/310106297/,妈妈，我什么都做不好,蓝罐子,https://www.douban.com/people/274690585/,274690585,2024-08-18 02:45:12,我对比姐确实不够出色，在你嘴里我几乎是这个世界最糟糕的人。有记忆起，我就总在自证，自证我不是糊涂鬼，不是又懒又贪吃，不是自私自利，不是笨蛋没脑子，我好累，每次我解释什么总是像在狡辩，你总会以最坏的心思揣度我。难得一次在你面前崩溃大哭的时候，我问你，我有什么优点，你沉默了。你是我最亲的人，这辈子给我最多关照的人，为什么你看不见我呢…姐在考虑保研选哪个985的时候，我在想选哪个专科学校，我已经被社会抛弃了，你也觉得我没救了，从小到大我总是在失败，我什么都做不好,2,0,0,0,广东,段良勇,https://www.douban.com/people/152735626/,152735626,,孩子，各人有各人的路，不要去和姐姐比较，我相信你一定会在适合自己的道路上大方光彩。你的优点是什么，妈妈沉默了是因为我相信你自己最清楚，你需要自己去主宰自己的人生，发掘自己擅长做什么，热爱做什么，妈妈相信你一定能做得很好。没有人会一直失败，也许你只是暂时没有找到合适自己的事情，但是不要担心，你的人生还很长很长，可以慢慢探索。,2024-11-23 16:44:06 四川,1.0,,,确实 出色 世界 糟糕 记忆 自证 自证 糊涂 贪吃 笨蛋 好累 解释 总会 心思 揣度 崩溃 大哭 优点 沉默 看不见 保研 想选 社会 抛弃 没救 失败
https://www.douban.com/group/topic/311306798/,妈妈，对不起，我没有能够幸福,姬叉,https://www.douban.com/people/161728157/,161728157,2024-09-14 15:07:50,今天我又搞砸了。每一次想要试图主动建立亲密关系的时候总是这样，只会让对方感到尴尬，亲人也是，朋友也是。妈，我是笨小孩，直到现在也不能理解什么是社会的规则，我做的很差，对不起，我很奇怪吧？我知道这个家并不属于我，每一次看到他们幸福的表情我觉得我像个老鼠，好刺眼，但其实我在嫉妒，对不起，妈。妈，我知道他有骂过你，每一次我无意识做错事之后他都会说是你没教好，妈，我给你丢脸了，我也没能说出反驳的话，对不起，我太差劲了。妈，你希望我幸福，但我现在好像离幸福太远了。其实我也不想伤害自己，但是痛苦只能用更大的痛苦掩盖过去。妈，谢你爱我，谢你爱这样的残缺不堪的奇怪的我。对不起，妈，我很想你。,4,0,0,0,美国,慢慢慢慢,https://www.douban.com/people/272832681/,272832681,,宝贝不要自责，一切让你感到难堪的都是对方在有意伤害你，是他们的错，和我的宝贝没有关系，妈妈一直支持你！,2024-09-17 09:18:44 新疆,3.0,,,想要 试图 建立 亲密关系 感到 尴尬 亲人 朋友 笨小孩 理解 社会 规则 很差 奇怪 幸福 表情 老鼠 刺眼 嫉妒 做错事 丢脸 没能 说出 反驳 差劲 希望 幸福 好像 幸福 不想 伤害 痛苦 只能 痛苦 掩盖 残缺 不堪 奇怪
https://www.douban.com/group/topic/313970947/,妈妈，我只想过平淡的生活。,Sentimental,https://www.douban.com/people/159779533/,159779533,2024-11-16 21:54:40,什么第一我都不在意，你要接受我真的只是一个普通人，我共情你的幸苦与劳累，但是我对于社会竞争真的好无力。我从不向往世俗上的成功，我只想要过平淡的生活，我的幸福感来自清晨的阳光、山间的朝露，大海的广阔和无垠的草原。我最喜欢虚无缥缈的活着，放飞思虑，无意义的发呆。但是我现在过得真的很煎熬很痛苦，被迫卷入到社会竞争当中，你也不认可这条路，你虽然不言不语，我也能看到你神情上的失望。你还是希望我通过更大的竞争去往另一个平台，或者督促我去做自己不喜欢的事情，尽管那意义不大。我好想逃离，但是好像你对我也没有到需要断绝关系的地步，我觉得这无异于温水煮青蛙，没有多大的冲突，也没有体会过来自家庭的幸福感。每次想到自己在家里的一些经历都会流泪。有一天你微信几个字的一句话就让我哭了半个多小时还久不能平复，你的期望就像我头上一团无形的乌云，尽管我多么努力都无法让他消散。我所有的创伤都来自原生家庭，虽然并不是你一个人的原因，更多的是这个家庭的氛围。因为大家都说如果孩子认同母亲对父亲的愤怒，又看到了父亲的辛苦，就会导致这个孩子不知道怎么做自己。我就是处在这样的状态中长大的，我没有形成一个健康的心理状态，也没有改变这一切的勇气，我就这么煎熬且痛苦的活着。不想回家是我默声的反抗，但我又懦弱的对你们的提议表示默认。,3,1,0,0,广东,玛玛西塔的小姨,https://www.douban.com/people/230396841/,230396841,,宝宝 这是我写的一篇笔记 想分享给你～,2024-11-16 22:40:00 江苏,,,,接受 普通人 共情 幸苦 社会 无力 世俗 成功 想要 平淡 山间 朝露 广阔 无垠 草原 喜欢 活着 放飞 思虑 意义 发呆 煎熬 痛苦 卷入 社会 认可 条路 神情 失望 希望 平台 督促 喜欢 事情 意义 逃离 好像 地步 温水 青蛙 体会 家庭 想到 经历 流泪 微信 就让 小时 平复 期望 努力 消散 创伤 原生 家庭 原因 家庭 氛围 孩子 认同 母亲 父亲 愤怒 父亲 辛苦 导致 孩子 状态 健康 心理 状态 改变 勇气 煎熬 痛苦 活着 不想 回家 反抗 懦弱 提议 默认
https://www.douban.com/group/topic/312588360/,妈妈好冷…我想回家,喜欢小浣熊！,https://www.douban.com/people/tuiyu9/,tuiyu9,2024-10-16 19:59:21,妈我想回家…回到你的子宫，什么都不用想，每天都在睡觉，不高兴了就用脐带上吊,13,6,3,0,湖南,喜欢小浣熊！,https://www.douban.com/people/tuiyu9/,tuiyu9,楼主,妈妈这世界真的好冷…我好想回到最开始被温暖的羊水包裹在里面漂浮，那时候我还什么都不用想，但现在太糟糕了，一切都太糟糕了…妈妈我想回家，现在这里不是我的家好冷妈妈,2024-10-16 20:05:29 湖南,,,,回家 回到 不用 睡觉 脐带 上吊
https://www.douban.com/group/topic/312776551/,妈妈，你为什么总是不听我讲话？为什么总是用吵我的语气跟我说话,momo,https://www.douban.com/people/186739532/,186739532,2024-10-21 07:37:50,我已经成年了，每次工作回家，你总是在哪里说，用吵我的语气跟我说话。我和你说话我不喜欢这样，你只说是你声音大。小时候也是这样，我听您讲话我现在就烦。之前我已经说过不要把我的情况和别人说，你瞒着我又说，第无数次又被我发现。我之后不再和你说我的情况了。以后也会减少和你说话，现在家里沉默，不和你们一起吃饭都是有原因的，您没反思过自己，我也不会反思我自己，因为我没错，我只是得不到你的尊重。家里养了6年的小狗，你说着喜欢他，然后亲眼看着别人收走了他，还说起来很得意。你这让我怎么相信你有感情，会在我需要的时候拉我一把，我怕你只会推我一把，所以我现在不花你的钱，我一分钱也不要你的，之后我们形同陌路就行。,2,0,0,0,河南,秦自在,https://www.douban.com/people/booktina/,booktina,,丫头，如果这个家，让你压抑，离开，找到你的位置，成为你自己，选择你的人生。妈妈永远祝福你，不论妈妈有多糟糕，依然希望你幸福。,2024-10-22 18:32:26 江苏,,,,回家 语气 说话 说话 喜欢 声音 小时候 讲话 情况 发现 情况 减少 说话 沉默 吃饭 原因 反思 反思 没错 得不到 尊重 喜欢 看着 收走 得意 感情 一分钱
https://www.douban.com/group/topic/305310576/,求宝宝,momo,https://www.douban.com/people/159428130/,159428130,2024-05-01 19:02:29,想做妈，宝可以把我当成树洞,26,1,1,0,山东,舒乐安定片,https://www.douban.com/people/187599301/,187599301,,妈妈，我爱上了不该爱的人，就算是你也不会支持我吧,2024-05-04 05:48:39 广东,,,,当成 树洞
https://www.douban.com/group/topic/312549465/,我妈今天用蘸水毛巾抽我,喵喵🍋,https://www.douban.com/people/143051655/,143051655,2024-10-15 21:39:52,如题，偏头疼又犯了，生不如死，想自杀,0,0,0,0,安徽,,,,,,,,,,偏头疼 自杀
https://www.douban.com/group/topic/306495645/,好想要妈妈 无论是谁都可以,梦之触手主义者,https://www.douban.com/people/182626706/,182626706,2024-05-27 17:06:51,妈，你最近过得怎么样？因为你一直不怎么和我说话，我都不知道了。很奇怪吧，明住在一个屋檐下。现在我在哭，因为特别微不足道的事情。心里无论如何都好痛苦，好想有一个人能够陪在我身边，不管我犯了什么错都可以原谅我，我想，那个人应该就是妈。二次元的虚拟角色也好，在另一边的我深爱着的音乐人也好，只是在看着这篇帖子的你也好，无论是谁，能做我的妈吗？,12,1,1,0,上海,梦之触手主义者,https://www.douban.com/people/182626706/,182626706,楼主,妈妈，我只想做一只勤劳的蚂蚁，但是你说为什么要做蚂蚁，要做也要做猫。但是你又害怕猫，不愿意靠近我们家的小猫。爸爸也说，为什么做蚂蚁还要做勤劳的蚂蚁。我就是想做勤劳的蚂蚁！我只是想做我自己想做的事而已。如果我都不能选择做一只勤劳的蚂蚁，那我怎么选择做一个人呢。,2024-05-27 17:09:50 上海,1.0,,,说话 奇怪 明住 屋檐下 事情 痛苦 虚拟 角色 音乐 看着 帖子
https://www.douban.com/group/topic/311020533/,我好想用si来报复你,momo,https://www.douban.com/people/220613343/,220613343,2024-09-07 19:46:55,你们怎么可以说我是一个不懂感恩的孩子，我好恨你们，如果我了你们还是只能看到我的不足吗,5,0,0,0,广东,momo,https://www.douban.com/people/224234333/,224234333,,别死，死了还要被吃，会被配阴婚，会被他们利用收白事礼金，好好活着气死他们。你活着无视他们就是对他们最大的报复,2024-09-27 20:33:42 云南,,,,感恩 孩子 只能
