commentId,userNick,userMember,replyInfo,commentKeywordList,commentTagInfo,publishStatus,usefulCount,replyCount,score,images,scores,content,recommendItems,publishTypeTag,childrenTag,ipLocatedName,search-area,sight-name,sight-id,sight-address,分词,情感分值,emotion_type,聚类结果
174905330,小马哥在青海,黄金贵宾,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,天气不好，千万别上,,2023-02-14 发布点评,,湖南,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,天气 不好 千万别,0.0515,负面,1
174787508,M12****035,铂金贵宾,,[],[],6,0,0,4,,景色-5.0;趣味-3.0;性价比-4.0,风景值得看的，电梯上升太快来不及感受已达终点，讲解和介绍环节过少，下午茶品控有待提升，口感太一般。,['巅峰景象'],2023-02-01 发布点评,,上海,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,风景 值得 电梯 太快 感受 已达 终点 讲解 介绍 环节 过少 下午茶 品控 有待 提升 口感,0.299,负面,1
174652517,Mao.Ge,,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,上面的东西太贵！,['巅峰景象'],2023-01-21 发布点评,,上海,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,东西 太贵,0.0689,负面,1
174857609,205****312,黄金贵宾,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-3.0,服务不太好,,2023-02-09 发布点评,,北京,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,服务 不太好,0.1063,负面,4
175053608,藝術人生,铂金贵宾,,[],[],6,0,0,3,,景色-4.0;趣味-3.0;性价比-3.0,或许这样的建筑就只能是这样的观光模式！！说不上好说不上差，导向生那是一个差劲👎，下去问电梯在哪里，二楼的跟我说要去三楼，上了三楼跟我说要去二楼，素质这么差的吗！？,,2023-03-01 发布点评,,上海,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,建筑 只能 观光 模式 说不上 说不上 导向 差劲 电梯 二楼 三楼 三楼 二楼 素质,0.0182,负面,1
174730102,ziyo****odu,铂金贵宾,,[],[],6,0,0,4,,景色-4.0;趣味-3.0;性价比-3.0,四件套打卡跟东方明珠比缺少些趣味，只能瞎看看，没什么特点从票价来看性价比不高,,2023-01-28 发布点评,,上海,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,四件套 打卡 东方明珠 缺少 趣味 只能 没什么 票价 性价比 不高,0.0212,负面,1
174656917,最爱乐豆儿,铂金贵宾,,[],[],6,0,0,4,https://dimg04.c-ctrip.com/images/0EQ2i12000ahha9ox8F43_W_640_10000.jpg?proc=autoorient,景色-4.0;趣味-4.0;性价比-2.0,性价比确实不高！但体验一下也是好的！,,2023-01-22 发布点评,,北京,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,性价比 确实 不高 体验,0.2258,负面,1
174740957,Andy.W,黄金贵宾,,[],[],6,0,0,4,https://dimg04.c-ctrip.com/images/0EQ4612000aj67pb0BF9B_W_640_10000.jpg?proc=autoorient,景色-4.0;趣味-4.0;性价比-4.0,节假日去就是挤得水泄不通嘈杂环境,,2023-01-29 发布点评,,安徽,黄浦区,上海之巅观光厅,2005734,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,节假日 挤得 水泄不通 嘈杂 环境,0.102,负面,1
174553744,_WeCh****81247,黄金贵宾,,[],[],6,15,0,5,https://dimg05.c-ctrip.com/images/0103a12000af0rgdy1D6A_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,儿子看太空影院电影的时候，不小心把手机落在座位上了。散场后玩了几个项目才想起来，手机没有了。返回影院，已经铁将军关门，也没有工作人员了。辗转到游客服务中心叙述了缘由后，本以为挺简单的事情，就是去影院里看一下，竟告诉我游客捡走他们不负责任的😭再到了保安办公室，热情的保安大哥方祥彪接待了，打了电话，让工作人员找，还让我别担心，电话能打通，一般都在的。留了我的电话，让我等消息。5分钟左右就接到了电话，手机找到了。感谢方大哥，出门在外，差点因为小事影响了游玩心情，太太太感谢了！,['太空影院'],2023-01-10 发布点评,11岁宝宝,上海,黄浦区,上海科技馆,18308,上海市浦东新区世纪大道2000号,儿子 太空 影院 电影 小心 手机 座位 散场 几个 项目 手机 返回 影院 铁将军 关门 工作人员 辗转 游客 服务中心 叙述 缘由 简单 事情 影院 告诉 游客 不负责任 保安 办公室 热情 保安 大哥 方祥彪 接待 电话 工作人员 我别 担心 电话 打通 电话 消息 分钟 接到 电话 手机 找到 感谢 大哥 出门在外 差点 小事 影响 游玩 心情 太太 感谢,0.1528,负面,0
174903772,136****3839,,,[],[],6,1,0,4,,景色-4.0;趣味-4.0;性价比-4.0,上海科技馆里面有两个吃饭的地方，一个是在一楼不用走临时出口通道出去的餐厅，在地壳探秘展区的右手边，一楼餐厅较小以西餐为主。另一个是在地下一楼要走临时出口通道出去的餐厅，地下一楼餐厅面积更大以中餐为主。这两个餐厅的特点都是品种少口味差价格贵。人均四十吃饱有可能，吃好的话……呵呵！,,2023-02-14 发布点评,,北京,黄浦区,上海科技馆,18308,上海市浦东新区世纪大道2000号,上海 科技馆 两个 吃饭 地方 一楼 不用 临时 出口 通道 餐厅 地壳 探秘 展区 右手边 一楼 餐厅 较小以 西餐 地下 一楼 临时 出口 通道 餐厅 地下 一楼 餐厅 面积 更大以 中餐 两个 餐厅 品种 口味 价格 人均 四十 吃饱,0.1556,负面,2
173295518,豆瓣饼干,,,[],[],6,0,1,5,https://dimg08.c-ctrip.com/images/0305m12000a3ni6mdC827_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0305v12000a3nkzcs78BA_W_640_10000.jpg?proc=autoorient;https://dimg05.c-ctrip.com/images/0305p12000a3nilcg8806_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0305612000a3nlmgg6291_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0305a12000a3nif0y446E_W_640_10000.jpg?proc=autoorient;https://dimg06.c-ctrip.com/images/0300512000a3nko7tEE58_W_640_10000.jpg?proc=autoorient;https://dimg07.c-ctrip.com/images/0303312000a3njmad03A0_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,想说一下，为啥我买了科技馆套票 但是进了科技馆 刷了身份证根本没用，还没法退! 而且没人帮我! 就说了一句打电话给携程! 而且馆方，还答非所问! 我想退 他还不说问题所在!上海科技馆，好久没来了!今天没啥事就买张票就来瞅瞅，居然地壳探秘关门了!都没开!  而且刚进园区还发生了小插曲 不过最后解决了!​虽然园区有点陈旧了，但是也学到了很多知识! 下午去看杜莎夫人蜡像馆!ps 地壳探秘关了，不知道啥时候再开!,"['信息时代展区', '动物世界', '人与健康', '蜘蛛展', '地壳探秘展区']",2022-10-25 发布点评,,上海,黄浦区,上海科技馆,18308,上海市浦东新区世纪大道2000号,为啥 科技馆 套票 科技馆 身份证 没用 没法 没人 一句 打电话 携程 馆方 答非所问 问题所在 上海 科技馆 好久没 啥事 张票 地壳 探秘 关门 没开 刚进 园区 发生 插曲 解决 园区 陈旧 学到 知识 下午 杜莎 夫人 蜡像馆 地壳 探秘 啥时候 再开,0.006,负面,2
175040624,marsxing,钻石贵宾,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,这是我最喜欢的一个博物馆之一，因为在这能挖掘到很多新奇的玩意儿,,2023-02-27 发布点评,,中国香港,黄浦区,上海科技馆,18308,上海市浦东新区世纪大道2000号,喜欢 博物馆 这能 挖掘 新奇 玩意儿,0.2507,负面,1
175087442,M25****163,铂金贵宾,,[],[],6,1,0,5,https://dimg04.c-ctrip.com/images/0EQ0e12000aqln400DEE5_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-4.0,一开始上船时一层的座位房是不打开的，大家都涌上二层和三层，然后很多人买了二层的船头座位票，50一人，送一瓶矿泉水和一包暑片，然后船开了一会儿后一层的座位房间打开了，可以随便进去坐，和二层50一位的位置是一样的，二层的视野稍微好点罢了，这50有点贵，其他各方面体验都不错，船很大，船上的厕所也很干净，洗手还有热水。,,2023-03-04 发布点评,,上海,黄浦区,黄浦江游览（十六铺码头）,137059,上海市中山东二路551号十六铺游船二区码头,上船 一层 座位 房是 打开 二层 三层 人买 二层 船头 座位 一人 一瓶 矿泉水 一包 暑片 船开 一会儿 一层 座位 房间 打开 随便 二层 一位 位置 二层 视野 稍微 好点 体验 不错 很大 船上 厕所 干净 洗手 热水,0.2791,负面,0
175026591,因维克曹参,钻石贵宾,,[],[],6,0,0,4,https://dimg04.c-ctrip.com/images/0EQ3g12000apt4use12A7_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3n12000apt418s3C77_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-4.0;性价比-3.0,携程订票真核算，也方便。没有给100的原因，是给到售票窗口人员的服务态度，是欠她好多钱吗，真是丢上海的脸。这么贵的收费，服务就这样？！和，这样的地方没有给高龄老人适当的方便，电梯没有，高低路线有些多。相信有领导来，这里的态度会好很多。还有，停车目前只能停在十六铺停车库，15元一小时，略贵。,,2023-02-26 发布点评,,上海,黄浦区,黄浦江游览（十六铺码头）,137059,上海市中山东二路551号十六铺游船二区码头,携程 订票 核算 原因 售票 窗口 人员 服务态度 好多钱 上海 收费 服务 地方 高龄 老人 电梯 路线 领导 态度 停车 只能 十六铺 停车库 小时 略贵,0.027,负面,2
174870465,惠yw,铂金贵宾,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,十六浦码头原来是上海水路进出的一个码头，周边有各种商铺，很是热闹，后来码头大改造，走高端路线了。,,2023-02-10 发布点评,,上海,黄浦区,黄浦江游览（十六铺码头）,137059,上海市中山东二路551号十六铺游船二区码头,十六 码头 上海 水路 进出 码头 周边 商铺 热闹 码头 改造 高端 路线,0.3307,负面,2
174684378,M51****8658,,,[],[],6,0,0,4,https://dimg04.c-ctrip.com/images/0EQ4v12000ai1rm89CAB4_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ6y12000ai1qx974DB5_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ3b12000ai1p6cn23A9_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0EQ0312000ai1pan3F88A_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-3.0,乘船游览黄浦江 两岸景色别有一番风味，至于那个自助餐，估计也就能糊糊我们这种外来游客吧！,,2023-01-24 发布点评,,上海,黄浦区,黄浦江游览（十六铺码头）,137059,上海市中山东二路551号十六铺游船二区码头,乘船 游览 黄浦江 两岸 景色 别有 风味 自助餐 估计 糊糊 外来 游客,0.0718,负面,1
174799871,_WeCh****573091,黄金贵宾,,[],[],6,0,0,4,,景色-5.0;趣味-4.0;性价比-3.0,淡季出行 人还是比较多 一月份三层甲板风一挂过来还是很冷 两岸的景色真的很美 说是45分钟航程但是前后得有一个小时,,2023-02-03 发布点评,,上海,黄浦区,黄浦江游览（十六铺码头）,137059,上海市中山东二路551号十六铺游船二区码头,淡季 出行 一月份 三层 甲板 风一 挂过来 两岸 景色 真的 分钟 航程 小时,0.1536,负面,1
174766330,139****9565,,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0EQ0q12000ajkp3sjF75C_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,还可以，就是游客很多，居然有人抽烟,,2023-01-31 发布点评,,上海,黄浦区,黄浦江游览（十六铺码头）,137059,上海市中山东二路551号十六铺游船二区码头,游客 有人 抽烟,0.3327,负面,1
