Unnamed: 0,content,综合评分,type,情感type,主题概率,主题类型
17.0,新能源 真的 车型 动力 市面上 插电 混动 车型 动力 坐到 强劲 感觉 并不多 记得 试驾 五六 车型 印象 轻快 灵活 超车 放心大胆 踩油门 每次 油门 踩踏 带来 加速 效果 爬坡 从容 车漆 偏薄 平时 看不出 车身 小心 小石子 击到 暴露出 提车 国道 车身 小心 对面 车辆 小石子 下车 查看 发现 身上 细小 斑点  新能源  挺不错 前排 后排 座椅 尺寸 很大 平时  车里 地方 构思 巧妙 储物格 设计 挺多 车上 放点 用的 后备 容积 最多 扩展 平时 大件 小事一桩 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.92566717), (1, 0.07433284)]",0
18.0,  利用率  后排  比例 地板 平整 三个 成年人  身边 女性朋友 每次 出行 满载 后边 三个 缝隙 女生 正好 包包 内饰 细节 做工 颜色 设计 一点 视觉 感觉 单调 选择性 挑到 特别 心动   众所周知 优势 内部 布局 特别 乘坐 自在 随意 二郎腿 不论是 坐在 前排 坐在 后排 葛优 后排 腿部  地板 设计 平整 凸起 三个 成年人 拘束 缝隙 女孩子 包包 放到 侧边 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.69519717), (1, 0.30480292)]",0
20.0,这位 静逸 剑客 能耗 表现 令人惊叹 无论是 穿梭 钢筋 森林 城市道路 飞驰 开阔 无垠 高速公路 综合 能耗 控制 出色 仿佛 油门 踩踏 精心 编织 一张 节能 转向 手感 像是 太极 老师傅 柔和 指向 精准 无误 转弯 信心十足 完美 车型 要说 不足之处 接触 车辆 高科技 配置 时间 熟悉 智能 功能 驾驶 得力助手  堡垒 典范 宽敞 内部 足以 家人 享受 舒适 旅程 长途旅行 感到 局促 排座位  宽裕 欧巴 轻松 翘起 二郎腿 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.99080086)]",0
21.0,新能源 气场 这车   优秀 各个方面 出色 布局合理 上下班 绰绰有余  一点  品牌 车型 保值 有目共睹 设计 喜欢 款车 设计 完美 时尚 大气 开车 算是 温柔  路段 挺舒服 晕车 感受 地方  新能源 车内  利用率  表现 远远 超出 预期 车上 储物箱 储物 乘坐  舒服 挺舒服 外观 尺寸 不错 内部 感到   车子 腿部  头部  充足 放置 东西 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.65524995), (1, 0.34475002)]",0
22.0,工薪阶层 比亚迪 真的 合适 价格 车子 非常低 平均 油耗 中短途 代步 需求 平时 加油 车子 多公里 加油 费用 确实 一台 紧凑型 车子 拥有 宽敞 乘坐  配置 智能化 配置 出色 用车 体验 混合 动力系统 稳定性 燃油 经济性 出色 驾驶 体验 动力 不错 缺点 发动机 介入 开裂 噪音 抖动 包括 车子 外观 做工 细致  这辆  实用性 给力 后排 满座 情况 丝毫 束缚 后排 靠背 纯平 状态 储物 外出 游玩 很好 体现 优势 打开  地板 内部 储物格 随车 要用 工具 合适 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.89319587), (1, 0.10680416)]",0
24.0,自然 续航 能力 行驶 距离 日常 通勤 小菜一碟 期待 上下班 意味着 静谧 独处 一段时间 高速行驶 加速 超车 表现 显得 迟疑 只能 提前 规划 行程 错过 路口   一大 亮点  宽敞 无论是 前排 后排 提供 足够 腿部 头部   容量 相当可观 周末 郊游 一车 行李 轻松  表现 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.9862799), (1, 0.013720038)]",0
25.0,第一眼 喜欢 同级 几个 车型 算是 低调 设计 一点 不弱 车头 尽显 气势 车内 屏幕 不错 氛围 车子 优惠 力度 级别 算是 性价比 真的 款车 中控台 感觉 一点 高级 还给 本来 不错 内饰 带来 一丝 塑料 款车 内饰 多一点 豪华 元素 更好  一款 乘坐  肯定 毋庸置疑 坐在 宽松 身高 体型 多重 坐在   很大 放下 东西 平常  东西  真的 实用 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.9584852), (1, 0.041514803)]",0
31.0, 不论是   各个方面 分配 利用 车内 扶手箱 常用 物品 女朋友 化妆品 储物格 零食 证件 必需品  钓鱼 工具 储物 能力 平常 钓鱼 工具 东西 平常 时间 说走就走 续航 波动性 一点 原因 琢磨不透 长途 计划 续航 稳定 有点儿 衡量    利用 极致 个子 储物  利用率 扶手箱 纸巾 墨镜 女朋友 化妆品 刚刚 合适 后排 纸巾 湿巾 副驾驶 储物格 零食 证件 随身携带 东西 储物格  整理 钓鱼用具 钓鱼 爱好 平常 空闲 时间 说走就走 车上 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.6753349), (1, 0.3246651)]",0
32.0, 很大 一点 燃油 小轿车 后排 三个 很挤 换成 新能源 一家人 出门 舒舒服服 后备 容量 很大  规整 东西 新车 发现 新车 原因 内饰  影响 一段时间 轮胎 很大 看着 霸气 后期 换胎 成本  紧凑型  一点 不小 身高 坐在 前排 宽松 坐在 后排 伸展 后排 三个 轻轻松松 座椅 宽大 舒服 后备  很大 一家人 出去玩 够用 后排 座椅 大件 不成问题 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.9799927), (1, 0.020007301)]",0
33.0,款车 舒服 动力 充足 想要 超车 动力 随叫随到 转弯半径 回头 轻轻松松 位置 掉头 难度 省心 代步车 效果 一点 事先 不论是 乘坐  储物  驾驶 腰部 支撑 功能 完美 内饰 感觉 颜色 不太好 喜欢 风格 价格 不错 份上 接受   很大 宽敞 平时 用车 充足 座椅 舒服 想要 腰部 支撑 功能 几个 朋友 吃饭 自驾游 后排  够用 三个 成年人 不成问题 地台 全平 舒服 建议 厂家 后排 座椅 功能 后备  平整 能装 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.9311952), (1, 0.068804786)]",0
34.0,地方 驾驶 感受 车子 稳当 方向盘 感觉 轻松 舒适 指向性 精准度 虚位 动力 表现 不错 提速 很快 超车 压力感 底盘 调校 扎实 路上 稳定性 倾斜 底盘 悬架 调试 不错 平时 出门 坑洼 路面  震荡 发生 要说 地方 款车 内饰  大闻 舒服   表现 不错 坐在 驾驶 位置 头部 腿部 很大 剩余 后排 地板 平整 凸起 三个  难受  容积 很大 放下 东西 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.7919047), (1, 0.2080953)]",0
35.0,方方面面 表现 属实 不错 精挑细选 入手 段时间 喜欢  家人 出去玩 平时 上下班 接送 小孩 车身 宽大 车里 舒适 内部 规划 连小 物品 找到 位置 收拾 干干净净 车内  表现 认可 车内 做工 挺不错 缺乏 设计 简约 车型 内饰 区别 风格 一点 表现 心坎  车内  确实 宽大 父母 孩子 出门 游玩 压力  表现 不赖 两个 行李箱 家人 旅游 感受  储物 能力 有多强 后排 尺寸 宽大 小孩子 后排 约束 蹦蹦跳跳 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.62674063), (1, 0.37325934)]",0
36.0,第一 动力 输出 起步 提速 随叫随到 爬坡 节奏 超车 简单 畅快 动力 性能 车主 拒绝 续航 城区 通勤 续航 里程 靠得住 电耗 不快 内部 乘用  不错  容积 不算 放取 大件 东西 轻松  车里 设计 宽敞 乘坐 身高 一米 八多 个子 前排 顶头 身体 轻松 舒展 开来 全家 老少 一同 出行 压力 后排 轻松 三个 大人 舒适 坐姿 需求 腿部 富裕  留给 小朋友 来回 走动  不小 车里 设计 储物格 挺大 存储 物品  设计 深度 不错 开口 大些 实用 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.77125645), (1, 0.22874351)]",0
37.0,这辆 新能源 动车 改观 越来越 购买 价格 难倒 便宜 后期 发现 特别 简单 拥有 驾驶 模式 低速 行车 警告 系统 侧翻 系统 体型 面对 路况 稳定 较强 上坡 上坡 辅助 市区 自动 驻车 现象 发生 倒车 驾驶 辅助 影像 系统 中控台 显得 高级 缺点 缺点 材质 接触 留下 指纹 清洁   挺大 欣慰 储物   很大 体积 东西 车顶 行李架 搬家 用途 目标 使命 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.9432163), (1, 0.056783706)]",0
38.0,外观 动感 适合 年轻人 提车 身边 朋友 好看 用车 成本 可油 可电 上下班 用电 出去玩 烧油 确实 一种 理想 出行 方式 油耗 比较稳定 平时 上下班 车里 安静 快速路 高速 感觉 噪音 跟着 接受 内饰 用料 做工  嗅觉 灵敏 原因   原因 家里人 个子 不矮 新能源 不论是 纵向  横向  充足 身高 坐在 后排 二郎腿 坐垫 足够 舒服 头顶  充足 一家人 出远门 舒舒服服 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.9869576), (1, 0.013042373)]",0
39.0,整体 品质 比较满意 多款 新能源 信赖 比亚迪 技术 口碑 首任 车主 支持 系统 终身 质保 用车 安心 油耗 经济  适合 一家 四口 用车 实用性 我用 段时间 发现 两个 地方 改进 区域 触控 按键 感觉 做成 实体 按键 实用 隔音 低速 安静 车速 感觉 噪音 跟着   胖子 友好 身材 坐在 驾驶 尴尬 座椅 支撑 很棒 后排 三个 宽松 乘坐 舒适性 确实 同级 车型 后备  挑不出 毛病 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.9740138), (1, 0.025986187)]",0
40.0,地方 有挺多 油耗 操控 不错 性价比  内部 挺大 实用 车子 十全十美 指望 车子 颜值 普普通通  后排  很大 坐在 后排 葛优 影响 平时 爸妈 出去玩 两个 舒服 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.98121935), (1, 0.018780693)]",0
42.0,车子 性价比 买车 周期 选车 谈价 买车 一年 上班族 买车 人生 选择 十几万 买车 过程 谨慎 这么久 没白 终于 降价 降价 入手 再也 不想 价格 十分满意 购车 时间 不到 一个月 慢慢 开着 发现 毛病 陆陆续续 发现 小毛病 抗震 县城 路况  地方 车内  抗震 能力 特别 隔音 感觉 隔音 一点 声音   一家人 储物  感觉 家人 野炊 东西 身高 体重 算是 身材 驾驶 位置 副驾驶  宽松 头部 距离 一拳 座位 往后 后排 腿部  还好 值得一提的是 后排 地面 太难受 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,5.0,1.0,pos,"[(0, 0.99089754)]",0
43.0,主副 驾驶座 化妆镜 照明灯 女生 缺一不可 语音 识别 控制 五项 功能 内饰 设计 确实 好看 所用 材质 配色 年轻 漆面 反光板 设计 留下 指纹 家里 小孩儿 乱摸 指纹 时不时 清洁 感觉 有点儿 麻烦 车上 湿巾   女朋友 身高 坐在 副驾驶 天天 二郎腿 开车 座椅 调到 最靠 位置 后排  一点 内部  实用 扶手箱 东西 副驾驶 储物格 证件 反正  有大  实用   空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.98581153), (1, 0.0141884545)]",0
44.0,外观 挑剔 独特 时尚 设计 第一眼 它时 迷人 外观 吸引 特别 前脸 设计 一种 独特 时尚 感觉 颜值 完全符合 期待 质感 整体 风格 显得 大气 稳重 毫无疑问 这辆 出门 感到 面子 混合 动力 车型 动力 需求 油门 踩下去 加速 迅猛 平时 超车 轻松自如 方向盘 采用 多功能 真皮 包裹 转向 灵活 准确度 虚位 刹车 敏感 轻轻 感受 响应 这辆 地方 内部 储物格 设计 日常 储存 随身 物品 改进 提升 体验  驾乘  这辆 表现出色 定位 摆在 内部 真的 很大 失望 特别 前排 座椅 头部  充足 坐在 压抑感 视野 长时间 驾驶 感到 疲劳 后排 座椅 坐满 感到  乘坐 体验  容积 很大 能装 行李 唯一 可惜 内部 储物格 设计 科学 日常 储存 随身 物品 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.012950058), (1, 0.98704994)]",1
45.0,这辆 颜值 车身 线条 流畅 感觉 运动感 车漆 质量 光泽度 特别 车漆 刮掉 价格 活动 优惠 这么久 发现 性能 对得起 价格 家人 比较严重 高速 心情  建议 高速 心情    大小 符合 一家人 出行  家人 坐进 后排 感觉 沙发 乘坐 压迫感 大小 宽裕 头部  开车 视野 开阔 局促 压抑 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.86,1.0,pos,"[(0, 0.5976449), (1, 0.40235505)]",0
46.0,外观 身边 同事 朋友 款车 外观 平庸 亮点 喜欢 中庸 设计 风格 车身 线条 平竖直 大气 耐看 油耗 提车 油耗 平稳 反正 事情 新款 老款 优惠 下手 选择 新款 价格 优惠 办法 喜欢 生活   宽敞 后排 座椅 轻松 坐得 三个 男生 一家 三口 更是 绰绰有余  感觉 挺能 东西 特别 车内 头部  充足 再也 不用 刻意 点头 感觉   同级 适合 出门 自驾游 空间 宽敞 舒服 不错 座椅 设计 驾驶 真的 颜值 很大 喜欢 内饰 舒服 外观 动力 够用 储物 车内 新能源 油耗 舒适 配置 开车 车型  价格 实惠  性价比 停车 速度,4.71,1.0,pos,"[(0, 0.98617727), (1, 0.013822776)]",0
