Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别
于2023年9月入住,独自旅行,5.0,感觉不错，很满意。,感觉 不错 满意,0.8719219514515164,正面
于2023年9月入住,朋友出游,5.0,很好很好。,很好 很好,0.836791947113602,正面
于2023年9月入住,家庭亲子,1.0,枕头太高了,枕头,-0.1714285714285717,负面
于2023年9月入住,家庭亲子,5.0,带宝宝入住的  对卫生干净要求蛮高的 虽然在巷子里 但是出奇的惊喜   整个环境特别的意境 老板品味很好 有种闹中取静的感觉 然后我们带宝宝出行 前台小哥哥还给我们加了床 帮忙提行李  到3楼 还有婴儿车   然后还给我们规划出游行程 和方便我们的路线,宝宝 入住 卫生 干净 蛮高 巷子 出奇 惊喜 环境 特别 意境 老板 品味 有种 闹中取静 感觉 宝宝 出行 前台 哥哥 还给 帮忙 行李 婴儿车 还给 规划 出游 行程 路线,0.9998900665102244,正面
于2023年9月入住,朋友出游,5.0,跟朋友趁国庆假期前避开大人流去玩，太方便了位置，可惜是最后一天换过来的，以后来长沙玩几天就直接定空空了。空空客厅院子绿化环境太赞了！点一杯咖啡可以在院子里坐一下午发呆好舒服,朋友 国庆 假期 避开 人流 位置 可惜 换过来 长沙 几天 空空 空空 客厅 院子 绿化 环境 一杯 咖啡 院子 下午 发呆 舒服,-0.5220340115997621,负面
于2023年9月入住,独自旅行,5.0,非常棒的一次入住体验！卫生搞得很干净，看得出来非常用心，而且投影也很赞噢 棒 和民宿一起的还有个小咖啡厅，味道也很不错。整个民宿的环境很好，拍照真的很出片，难怪那么多明星来拍过照，哈哈哈。民宿的地理位置很好，交通很方便，去五一广场那边也不远。处在非常繁华的地带但是晚上真的很安静！睡眠质量嘎嘎好。到长沙玩住这里的话性价比真的很高。又住的好又安静玩起来也方便。,入住 体验 卫生 干净 看得出来 用心 投影 民宿 咖啡厅 味道 不错 民宿 环境 拍照 真的 明星 哈哈哈 民宿 地理位置 交通 五一广场 不远 繁华 地带 晚上 真的 安静 睡眠 质量 长沙 玩住 性价比 真的 安静 玩起来,0.9999998275946591,正面
于2023年9月入住,情侣出游,5.0,酒店装修风格很棒，美学天花板，随手一拍都出片，值得来哦，位置也很好，在潮宗街，没事了出去逛一逛，特别有感觉！性价比超好的一家酒店，一定来打卡！,酒店 装修 风格 很棒 美学 天花板 随手 值得 位置 潮宗街 没事 逛一逛 特别 感觉 性价比 超好 一家 酒店 打卡,0.999883402838861,正面
于2023年9月入住,家庭亲子,4.2,设施：除了浴室水压有点低之外，其他都很好卫生：干净整洁环境：北欧简约风，终于打卡了檀健次沙发，白敬亭同款民宿服务：服务很好，表弟很可爱很好,设施 浴室 水压 之外 卫生 干净 整洁 环境 北欧 简约 终于 打卡 沙发 白敬亭 同款 民宿 服务 服务 表弟 可爱,0.9158720208863995,正面
于2023年9月入住,情侣出游,5.0,这个环境真的爱了，很有意境，家的感觉，下次来长沙还是入住这里，推荐给大家。,环境 真的 意境 感觉 下次 长沙 入住 推荐,0.6136965390320392,正面
于2023年9月入住,独自旅行,5.0,房间和图片一样，卫生也打扫得很到位，民宿小伙伴也是有求必应，是一次很不错的住宿体验,房间 图片 卫生 打扫 到位 民宿 小伙伴 有求必应 不错 住宿 体验,0.8803548658377236,正面
于2023年9月入住,朋友出游,5.0,服务非常好，环境也不错。闹中取静的地方,服务 环境 不错 闹中取静 地方,0.9944436140527346,正面
于2023年9月入住,情侣出游,5.0,在长沙最惊喜的就是住到这家民宿了，卫生非常到位，前台小哥哥也很热情。主要是去各个景点都很方便,长沙 惊喜 这家 民宿 卫生 到位 前台 哥哥 热情 景点,0.9752196068427799,正面
于2023年9月入住,情侣出游,5.0,整体是我非常喜欢的风格，住宿体验十分不错，下次有机会还会过来,整体 喜欢 风格 住宿 体验 不错 下次 机会,0.9919969262543729,正面
于2023年9月入住,朋友出游,5.0,服务很赞，环境很好,服务 环境,0.24426956557098145,正面
于2023年9月入住,朋友出游,5.0,朋友来长要求住得有特色离市中心近出门方便，在网上看到这家院子新开不久，朋友果然喜欢。 环境：新民国风，一楼大厅还有好喝的咖啡，体验感非常好。 卫生：房间超级干净。 设施：床垫不知道什么材质巨舒服，蚕丝被，四件套是长沙有名的梦洁。 强烈推荐，下次朋友来还住这。,朋友 来长 特色 市中心 出门 网上 这家 院子 朋友 喜欢 环境 民国 一楼 大厅 好喝 咖啡 体验 卫生 房间 超级 干净 设施 床垫 材质 舒服 蚕丝被 四件套 长沙 有名 梦洁 强烈推荐 下次 朋友,0.8846582153803109,正面
于2023年9月入住,独自旅行,5.0,卫生：很干净。床品、浴巾可能是因为手洗押金，所以确实干净。 环境：类似别墅家里的客房，温馨，我住的房间有点隔音硬伤，有条件可以住三间带露台的，更隐私也不存在隔音问题。 服务：不是那种很热情的服务，很随意像普通回家的感觉。,卫生 干净 床品 浴巾 是因为 押金 确实 干净 环境 类似 别墅 家里 客房 温馨 房间 隔音 硬伤 条件 三间 露台 隐私 隔音 服务 那种 热情 服务 随意 回家 感觉,-0.6455136681805664,负面
于2023年9月入住,朋友出游,5.0,环境：看了好久决定入住这家，和以往住的民宿风格不太一样诶，很安逸温馨的感觉～设施齐全 长沙这几天间间隙隙的雨坐在一楼吧台真的很舒服。 服务：如需要浴巾要跟店家说喔，都是消好毒的喔。 卫生：能感觉到店家对卫生的要求，每处细节都很干净整洁。,环境 好久 入住 这家 以往 民宿 风格 安逸 温馨 感觉 设施 齐全 长沙 几天 间隙 坐在 一楼 吧台 真的 舒服 服务 浴巾 店家 消好毒 卫生 感觉 店家 卫生 每处 细节 干净 整洁,0.688026821312375,正面
于2023年9月入住,朋友出游,5.0,床品很舒服 浴巾很干净带着香味环境：很舒适卫生：很干净 很整洁,床品 舒服 浴巾 干净 香味 环境 舒适 卫生 干净 整洁,0.9566385805877664,正面
于2023年9月入住,独自旅行,5.0,环境十分优美，房间也很干净舒适，赠送的咖啡也很好喝！,环境 优美 房间 干净 舒适 赠送 咖啡 好喝,0.9285945514326219,正面
于2023年9月入住,其他,5.0,房间很漂亮，主要地理位置真的挺好的，楼下不远就是步行街，也可以窝在酒店吃吃外卖，很舒服，管家小姐姐很贴心，都很晚了还下地库帮我们拿行李，还有贴心的给我们发周边吃喝玩乐的攻略，长沙真的很好吃！隔音欠佳但能接受，毕竟楼下夜生活很丰富！下次还会再来！,房间 很漂亮 地理位置 真的 楼下 不远 步行街 酒店 外卖 舒服 管家 小姐姐 贴心 地库 行李 贴心 周边 吃喝玩乐 攻略 长沙 真的 好吃 隔音 欠佳 接受 楼下 夜生活 下次,0.9999996955696815,正面
于2023年9月入住,朋友出游,5.0,入住管家可以直接到房间，十分方便快捷！民宿在华远云玺这里，非常核心的地方，离五一广场国金中心都很近，楼下就是太平老街，坡子街！民宿内的生活用品都很到位，连洗脸巾都有准备。,入住 管家 房间 方便快捷 民宿 华远 云玺 核心 地方 五一广场 国金中心 楼下 太平 老街 坡子街 民宿 生活用品 到位 洗脸,0.8404427822741689,正面
于2023年9月入住,朋友出游,5.0,超级超级棒 很卫生 很干净 服务态度也特别特别好 给人一种很安心的感觉 很安全 离景点也特别近 去哪哪都方便 来长沙旅游的朋友们可以选择这里哦 真的很不错,超级 超级 卫生 干净 服务态度 特别 特别 一种 安心 感觉 景点 特别 长沙 旅游 朋友 选择 真的 不错,0.7859214475353633,正面
于2023年9月入住,朋友出游,5.0,酒店位置超级好，下面走出去一点点就是瞿记，对面也都是小吃，公交新村粉站，离黄兴路步行街啥的都非常近，很方便下次来还会选择,酒店 位置 超级 一点点 对面 小吃 公交 新村 粉站 黄兴路 步行街 下次 选择,0.9110300592084868,正面
于2023年9月入住,情侣出游,5.0,房间舒适度挺好，卫生干净整理没有异味，很喜欢，看着就心情舒畅，服务特别好，位置离离广场挺近的，出门游玩特别方便。,房间 舒适度 卫生 干净 整理 异味 喜欢 看着 心情舒畅 服务 特别 位置 离离 广场 出门 游玩 特别,0.9557593004706304,正面
于2023年9月入住,朋友出游,5.0,服务：入住管家直接领到房间，态度很好，可以说是宾至如归了！ 环境：环境干净整洁，设施齐全，出行方便，靠近五一广场附近，游玩购物这些都很便捷呀。 下次如果还来长沙还选这家民宿～,服务 入住 管家 领到 房间 态度 宾至如归 环境 环境 干净 整洁 设施 齐全 出行 靠近 五一广场 游玩 购物 便捷 下次 长沙 这家 民宿,0.9986879075870905,正面
于2023年9月入住,朋友出游,5.0,房间仲夏假日很好看，这是一家小众的神仙民宿。拍照出片好看 地理位置好交通方便 装修绝美生活用品一应俱全 管家非常负责,房间 仲夏 假日 好看 一家 小众 神仙 民宿 拍照 出片 好看 地理位置 交通 装修 绝美 生活用品 一应俱全 管家 负责,0.9973103829124537,正面
于2023年9月入住,朋友出游,5.0,房间超级惊喜，环境巨巨巨巨好，很干净服务很好管家直接送到，没有费时间找，就在五一广场，出去各个地方玩很方便。,房间 超级 惊喜 环境 干净 服务 管家 送到 费时间 五一广场 地方,0.7555722911716849,正面
于2023年9月入住,朋友出游,5.0,整体环境不错，出行这些也很方便，她们家是密码锁房间，这点很安全，周边全部都是逛吃喝的地方，位置也很好找。,整体 环境 不错 出行 密码锁 房间 周边 全部都是 吃喝 地方 位置 好找,0.9107284166864467,正面
于2023年9月入住,朋友出游,5.0,就在五一广场附近！交通很方便！管家很容气，房间很干净，环境很好,五一广场 交通 管家 容气 房间 干净 环境,0.9556156098690345,正面
于2023年9月入住,家庭亲子,5.0,出行方便，五一广场，黄兴街太平街，杜埔江阁，步行就可，公交新村粉店，一盏灯等有名吃店步行就到，房间用品干净卫生，一次性用品质好，房间大，安静，房东超级好,出行 五一广场 黄兴 太平街 杜埔江阁 步行 公交 新村 粉店 一盏灯 有名 步行 房间 用品 干净 卫生 一次性 品质 房间 安静 房东 超级,0.7993717186415705,正面
于2023年9月入住,朋友出游,5.0,很好！整个入住过程愉快的且放心，房间的布局简约清新 各类设施都很齐全，卫生也很细致，周围很多吃的玩的，很不错！推荐！！！,入住 过程 愉快 放心 房间 布局 简约 清新 各类 设施 齐全 卫生 细致 不错 推荐,0.9995028607041871,正面
于2023年9月入住,朋友出游,5.0,跟朋友一起来的 没想到入住管家直接能接到房间 特方便 而且就在五一广场 出去玩也很方便 很好的一次入住体验,朋友 没想到 入住 管家 接到 房间 五一广场 出去玩 很好 入住 体验,0.2694141221105475,正面
于2023年9月入住,朋友出游,5.0,很有特色的民宿，房间干净整洁。服务周到，入住管家直接接到房间，方便快捷。酒店位置就在五一广场，出去玩儿很方便。,特色 民宿 房间 干净 整洁 服务周到 入住 管家 接到 房间 方便快捷 酒店 位置 五一广场 玩儿,0.9051554399004911,正面
于2023年9月入住,朋友出游,4.0,环境还不错，住着也很舒心，设施设备完善，有需要能及时提供，出来玩有个舒服点的休息环境真的很重要，有机会再来吧~,环境 不错 舒心 设施 设备 完善 提供 有个 舒服 休息 环境 真的 机会,0.9751732825684556,正面
于2023年9月入住,家庭亲子,3.0,还行吧，就是没有大厅，就是一间屋子在公寓里面，给了钥匙就没人管了，需要什么自己弄，适合年轻人吧,还行 大厅 一间 屋子 公寓 钥匙 没人管 适合 年轻人,-0.8054373708954121,负面
于2023年9月入住,朋友出游,5.0,环境很好，管家直接接到房间 态度很好 位置就在五一广场出门方便,环境 管家 接到 房间 态度 位置 五一广场 出门,-0.13314971578814405,负面
于2023年9月入住,独自旅行,5.0,各方面体验都很好，超出预期，下次来长沙，还会住这里。,体验 超出 预期 下次 长沙,-0.10550974841422578,负面
于2023年9月入住,代人预订,5.0,房间很满意,房间 满意,0.18383563594128405,正面
