Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别
于2023年4月入住,朋友出游,2.7,房间比较吵 基础设施一般,房间 基础设施,0.18113898503210568,正面
于2023年4月入住,朋友出游,5.0,"位置方便近地铁,楼下已有夜市,非常热闹.",位置 地铁 楼下 已有 夜市 热闹,0.9020626525653015,正面
于2023年4月入住,家庭亲子,5.0,小姐姐很贴心 因为火车到的早 两点之前就到啦 但上一间房客还没有退房 本以为要拖着行李到处走了 没想到小姐姐了解情况之后帮我提前办理其他房间的入住 真的超级感动 入住期间热水壶坏掉了 然后小姐姐立马让人快递了一个新的 服务态度嘎嘎棒！！很愉快的一次体验 比心,小姐姐 贴心 火车 两点 一间 房客 退房 行李 没想到 小姐姐 情况 提前 办理 房间 入住 真的 超级 感动 入住 期间 水壶 坏掉 小姐姐 快递 服务态度 愉快 体验,-0.9969216528673606,负面
于2023年4月入住,家庭亲子,5.0,房间非常干净，环境很好，设施齐全，服务周到，飘窗可以看到远处繁荣的夜景,房间 干净 环境 设施 齐全 服务周到 远处 繁荣 夜景,0.9994601651355872,正面
于2023年4月入住,朋友出游,5.0,卫生很干净，房东服务也很好， 环境也很舒服，下次来长沙首选还是这家,卫生 干净 房东 服务 环境 舒服 下次 长沙 首选 这家,0.9118418173820846,正面
于2023年4月入住,朋友出游,5.0,开车过去半夜啦，幸好没踩雷 环境很满意，提供几张实拍图 供大家参考,开车 半夜 幸好 环境 满意 提供 几张 实拍 参考,-0.8582104290144965,负面
于2023年4月入住,朋友出游,5.0,离地铁近，楼下有家俏孙二娘烧烤，味道不错，就是有点辣,地铁 楼下 有家 孙二娘 烧烤 味道 不错,0.9353406707391065,正面
于2023年4月入住,朋友出游,5.0,很满意，三个人住刚好,满意 三个,0.25562122147401967,正面
于2023年4月入住,朋友出游,5.0,很不错的房间,不错 房间,0.5798293755873523,正面
于2023年4月入住,朋友出游,5.0,梦中情舍谁懂！！出去玩了一天累的要命，晚上回到心满意足的住处感觉整个心情都再次愉快起来 复式的设计真的好棒！！我和好朋友们都一致喜欢！！晚上如果不是特别累，在一楼看投屏的电影，桌子上摆上烧烤，姐妹们一起坐在沙发上太满足了！！下次还住！！,情舍 出去玩 要命 晚上 回到 心满意足 住处 感觉 心情 愉快 复式 设计 真的 朋友 喜欢 晚上 特别 一楼 投屏 电影 桌子 摆上 烧烤 姐妹 坐在 沙发 下次,-0.17803091130622395,负面
于2023年4月入住,其他,2.7,总体不好，不推荐入住，原因如下设施：加热式电热水器，需要等半小时以上第二个人才敢洗澡，怕热水不够卫生：清洁不到位，很多细节卫生很差，而且打开柜子里面的东西扔的乱七八糟，都是些用品补充品。最难接受的是入住期间不提供卫生清洁，比如我连续住2天，他们不提供打扫卫生服务：一般，没有剃须刀，问了也没有,总体 不好 推荐 入住 原因 设施 加热式 电热水器 半小时 第二个 人才 洗澡 热水 卫生 清洁 到位 细节 卫生 打开 柜子 东西 乱七八糟 用品 补充品 接受 入住 期间 提供 卫生 清洁 连续 提供 打扫卫生 服务 剃须刀,-0.9999999830449358,负面
于2023年4月入住,家庭亲子,5.0,非常方便，去哪都近，离地铁口，五一广场，省博步行可达！闹中取静！房间很干净，老板很热情！临走忘记了身份证，也能及时解决了！,地铁口 五一广场 步行 闹中取静 房间 干净 老板 热情 临走 忘记 身份证 解决,0.9885552552602916,正面
于2023年4月入住,家庭亲子,5.0,酒店是全自助的，服务很周到贴心。就是洗手间真的比较小，使用起来不太方便，价格是真的很好，可以推荐,酒店 自助 服务 周到 贴心 洗手间 真的 价格 真的 推荐,0.9938182396681077,正面
于2023年4月入住,朋友出游,5.0,商家服务周到，很满意的一次入住体验，周边环境非常便利，不远处就有地铁，下次长沙之旅还是会选择到大梦,商家 服务周到 满意 入住 体验 周边环境 便利 不远处 地铁 下次 长沙 选择,0.9934958131984606,正面
于2023年4月入住,朋友出游,5.0,房间很干净 而且位置也很好找，和朋友一起住很方便，楼下的投影仪同样很给力,房间 干净 位置 好找 朋友 楼下 投影仪,0.3605688333552932,正面
于2023年4月入住,家庭亲子,3.0,卫生是真的很差，位置不错离五一广场很近，客服服务也不错,卫生 真的 位置 不错 五一广场 客服 服务 不错,0.8097175587620973,正面
于2023年4月入住,家庭亲子,5.0,房间更好很干净，性价比高，入住退房也很方便，非常满意！,房间 更好 干净 性价比 入住 退房 满意,0.6148786027119781,正面
于2023年4月入住,家庭亲子,5.0,挺好的，房东态度很好，住在这里离哪里都比较近，很方便～,房东 态度,-0.20123276111299182,负面
于2023年4月入住,朋友出游,5.0,靠近五一广场 交通便利 出行方便 管家服务很贴心,靠近 五一广场 交通 便利 出行 管家 服务 贴心,0.9988219697629461,正面
于2023年4月入住,朋友出游,5.0,住着很舒服，而且离哪里都特别近，出行非常方便,舒服 特别 出行,0.6884120574701655,正面
于2023年4月入住,家庭亲子,5.0,两天入住的非常舒服，下次来长沙还会预订~,两天 入住 舒服 下次 长沙 预订,-0.8240445163805503,负面
于2023年4月入住,其他,1.0,环境太差了，脏乱差，不建议住,环境 脏乱差 建议,-0.9208843076533033,负面
于2023年4月入住,朋友出游,5.0,老板人美心善，公寓干净卫生,老板 心善 公寓 干净 卫生,-0.04233643456454339,负面
于2023年4月入住,朋友出游,3.0,楼梯有些陡，设施不新,楼梯 设施,-0.5935569022206664,负面
于2023年4月入住,家庭亲子,5.0,服务很好，值得推荐,服务 值得 推荐,0.6325490164204428,正面
于2023年4月入住,其他,3.0,地理位置好，有烟味,地理位置 烟味,0.029417256033903882,正面
于2023年4月入住,朋友出游,5.0,还不错，住了两晚,不错,0.7224264705882353,正面
于2023年4月入住,家庭亲子,5.0,价位性价比都不错,价位 性价比 不错,0.9919956360699174,正面
于2023年4月入住,朋友出游,5.0,环境 卫生不错,环境 卫生 不错,0.5620827881323021,正面
于2023年4月入住,朋友出游,5.0,挺好，安静,安静,0.42857142857142816,正面
于2023年4月入住,朋友出游,5.0,不错不错哦,不错 不错,0.9439252726017953,正面
于2023年4月入住,朋友出游,2.5,洗浴间没有玻璃门，洗个澡喷得整个浴室地板都是湿的，受不了,洗浴 玻璃门 喷得 浴室 地板 受不了,-0.9970422806126296,负面
于2023年4月入住,独自旅行,5.0,酒店环境十分不错，干净整洁，智能化，交通很方便，往前走是 五一街附近，入住第一天房东小哥哥就把附近的好吃的好玩得发微信给我房东有一只猫咪很可爱。,酒店 环境 不错 干净 整洁 智能化 交通 往前走 五一 入住 第一天 房东 哥哥 好吃 好玩 得发 微信 房东 一只 猫咪 可爱,0.9999987522233984,正面
于2023年4月入住,朋友出游,5.0,很棒的民宿哦，房间干净，位置很好，楼下就是都正街，周围全是好吃的。离黄兴广场地铁站也很近，去哪里都很方便。还有可爱的小白猫！,很棒 民宿 房间 干净 位置 楼下 正街 好吃 黄兴广场 地铁站 可爱 白猫,0.9977591522579174,正面
于2023年4月入住,朋友出游,5.0,门外就是都正街，非常方便。店里小哥待人很好，住在这里感受到了长沙的舒适,门外 正街 店里 小哥 待人 感受 长沙 舒适,0.6673241517358537,正面
于2023年4月入住,朋友出游,5.0,周围都很方便，楼下古街很有格调，阳台坐着很舒服,楼下 古街 格调 阳台 舒服,0.9863128067101194,正面
于2023年4月入住,家庭亲子,5.0,民宿体验非常好，老板很热情也很贴心，会安利你哪家米粉好吃，哪家饭店好吃和几点去排队。民宿位置也很好，楼下虽然有小酒馆但晚上不影响睡眠。离步行街，五一广场都很近，走路就可以到，最主要是对宠物超级友好，超级适合带毛孩子入住。,民宿 体验 老板 热情 贴心 安利 哪家 米粉 好吃 哪家 饭店 好吃 几点 排队 民宿 位置 楼下 小酒馆 晚上 影响 睡眠 步行街 五一广场 走路 宠物 超级 友好 超级 适合 毛孩子 入住,0.9907681062140392,正面
于2023年4月入住,朋友出游,4.0,实话说，我自己也是做民宿的，订之前觉得图片啥不错，还跟朋友说感觉老板在用心做民宿，但是和我想象有差距，周末去的的，380元左右一晚的价格，房间不算小，但是设施简陋，睡觉是没有问题的，放在床头的马克杯有口红印也是崩的，另外没有矿泉水配，公共区域显得有些破烂和简陋，住了两天，一楼,实话 民宿 图片 不错 朋友 感觉 老板 用心 民宿 想象 差距 周末 一晚 价格 房间 不算 设施 简陋 睡觉 放在 床头 马克杯 口红 矿泉水 公共 区域 显得 破烂 简陋 两天 一楼,-0.996621433508732,负面
于2023年4月入住,朋友出游,5.0,房间很干净，房东小哥哥很热情，给我们推荐了当地美食和游玩攻略，有什么不懂的都可以随时微信问老板。民宿就在都正老街里面，走几步就有周记粉店、盟重烧烤和扶记小吃货，非常方便！,房间 干净 房东 哥哥 热情 推荐 美食 游玩 攻略 不懂 微信 老板 民宿 老街 几步 周记 粉店 盟重 烧烤 扶记 小吃,0.9999850012832456,正面
于2023年4月入住,朋友出游,5.0,民宿位置很好，去五一广场’潮宗街，橘子洲头打车，地铁都很方便，周围有很多网红小吃店，还有潮牌店，很适合打卡。,民宿 位置 五一广场 潮宗街 橘子洲 打车 地铁 网红 小吃店 潮牌 适合 打卡,0.9971281604641347,正面
于2023年4月入住,朋友出游,5.0,环境非常的干净，也很舒适，全是智能的 的可以听歌，外面晚上也很安静不吵闹，总体来说是一个非常好的体验，下次还会再来,环境 干净 舒适 智能 听歌 外面 晚上 安静 吵闹 总体 体验 下次,0.9581875097281534,正面
于2023年4月入住,朋友出游,5.0,民宿位置很好，离黄兴广场和地铁站很近，出门交通便利，老板人也很好，服务很好，很满意,民宿 位置 黄兴广场 地铁站 出门 交通 便利 老板 服务 满意,0.9818060752448892,正面
于2023年4月入住,独自旅行,5.0,像回家一样温馨舒服。智能家居很方便！原木的风格很温馨。,回家 温馨 舒服 智能家居 原木 风格 温馨,0.9758636178818154,正面
于2023年4月入住,朋友出游,5.0,民宿风格 周围环境都挺好的  老板态度也很好,民宿 风格 周围环境 挺好 老板 态度,0.7535303990238023,正面
于2023年4月入住,朋友出游,5.0,房间干净！位置也很棒！离中心地区也很近,房间 干净 位置 很棒 中心 地区,0.899909950541538,正面
于2023年4月入住,朋友出游,5.0,很舒服很安逸～附近吃的也很多很方便,舒服 安逸,0.8495876044576296,正面
于2023年4月入住,朋友出游,5.0,环境可以的，然后一整条街也很好玩！！,环境 整条 好玩,0.5893047961115774,正面
于2023年4月入住,独自旅行,5.0,晚上可以到楼下小酒馆坐坐，很不错,晚上 楼下 小酒馆 坐坐 不错,0.8472022143502187,正面
于2023年4月入住,朋友出游,5.0,位置很好 各方面都不错 推荐,位置 不错 推荐,0.8859880606906847,正面
于2023年4月入住,朋友出游,5.0,还不错的，附近环境也很好,不错 环境,0.8144126909042833,正面
于2023年4月入住,情侣出游,5.0,位置好，方便，店家服务很好,位置 店家 服务,0.23606078301558697,正面
于2023年4月入住,商务出差,5.0,环境很好老板服务很好,环境 老板 服务,-0.03120274505429599,负面
于2023年4月入住,朋友出游,5.0,非常好哦值得推荐,值得 推荐,0.6504926608582424,正面
于2023年4月入住,商务出差,5.0,很好，经常来住,来住,-0.2077948717948721,负面
于2023年4月入住,朋友出游,5.0,找到一家满意的民宿真的不容易，好的民宿真的给枯燥的旅途增色不少，不像冷冰冰的酒店，空空的环境和店员真的很热情，像是在异地的另一个家一样，玩累了在小院或者房间休憩一会儿也别有一番滋味！基础的设施以及卫生条件也是深入我心！无可挑剔~,找到 一家 满意 民宿 真的 民宿 真的 枯燥 旅途 增色 冷冰冰 酒店 空空 环境 店员 真的 热情 像是 异地 玩累 小院 房间 休憩 一会儿 也别 一番滋味 基础 设施 卫生条件 我心 无可挑剔,-0.051257281142295996,负面
于2023年4月入住,情侣出游,5.0,环境不错，院子里有棵大树风景很好，地理位置也不错，去五一广场橘子洲岳麓山什么的都很近，很满意，下次需要还会选择这里,环境 不错 院子 大树 风景 地理位置 不错 五一广场 橘子洲 岳麓山 满意 下次 选择,0.999998637680193,正面
于2023年4月入住,朋友出游,5.0,很满意的一次旅程，很满意的酒店。很有设计感，前台小哥哥也非常热心服务到位。卫生条件也是非常不错，还有很多明星打卡过,满意 旅程 满意 酒店 设计 前台 哥哥 非常热心 服务到位 卫生条件 不错 明星 打卡,0.9997207467206586,正面
于2023年4月入住,朋友出游,5.0,入住体验很好，前台也非常热情，下次还会来住。还有只可爱小布偶,入住 体验 前台 热情 下次 可爱 布偶,0.4875082280235665,正面
于2023年4月入住,情侣出游,5.0,除了一开始有点难找，找到后其实都合心意，对了前台小哥哥帅气,找到 心意 前台 哥哥 帅气,0.9904464871717593,正面
于2023年4月入住,情侣出游,5.0,很棒，下次还会来，不论服务还是卫生都很到位，如果不热走路可以去橘子洲。,很棒 下次 服务 卫生 到位 走路 橘子洲,0.9462007853015957,正面
于2023年4月入住,情侣出游,3.5,前台的小哥哥小姐姐态度都很好，房间很赞,前台 哥哥 小姐姐 态度 房间,0.854380929862397,正面
于2023年4月入住,朋友出游,5.0,住的很舒服，小哥哥人很好,舒服 哥哥,0.9699622159706724,正面
于2023年4月入住,朋友出游,3.7,没有照片美，,照片,-0.08510638297872286,负面
于2023年4月入住,情侣出游,5.0,服务很及时,服务,0.022011931701296117,正面
于2023年4月入住,家庭亲子,5.0,​好爱这家蜗牛院子​这巷子里密密麻麻的房子很像高中在师大画画时那一片的味道​我猜这个老板应该也是个画画的​不然怎么能把这里做到如此的合心意​连院子里的大丽花都像开在了心窝子上​长沙的变化是翻天覆地的​南站的地铁三十分钟居然能穿越读书时候呆过的几个校区​那时候坐着公交车慢慢摇是多么的遥远​当年的河西破破烂烂 如今自成新城​湘江大道晚上已经灯火通明俨然不夜城​潮宗街上却可以踩着青石板路走个岁月漫长​早上可以踢踏着拖鞋下去嗦一碗米粉​也可以端着电脑到咖啡厅跟老板聊聊天​难怪这里会成为网红城市,这家 蜗牛 院子 巷子 密密麻麻 房子 高中 师大 画画 味道 老板 画画 心意 院子 大丽花 开在 心窝子 长沙 变化 翻天覆地 南站 地铁 三十分钟 穿越 读书 几个 校区 公交车 慢慢 遥远 当年 河西 破破烂烂 自成 新城 湘江 大道 晚上 灯火通明 俨然 不夜城 潮宗街 青石板路 岁月 漫长 早上 踢踏 拖鞋 一碗 米粉 电脑 咖啡厅 老板 聊聊天 网红 城市,-0.6675540910241697,负面
于2023年4月入住,朋友出游,5.0,感受得到民宿老板蛮有想法。 全屋实木家具，中古的调调，床品和备品也都很有品质，连沐浴露的香味都很好闻。一楼就是咖啡馆，闲来没事坐在那里很舒服，也很适合和朋友聊天。 出门就是潮宗街，很有特色的改造街区，吃喝玩乐都有，而且没什么网红打卡，坐在街口吹个风都很惬意。 推荐入住。,感受 民宿 老板 想法 全屋 木家具 中古 调调 床品 备品 品质 沐浴露 香味 好闻 一楼 咖啡馆 没事 坐在 舒服 适合 朋友 聊天 出门 潮宗街 特色 改造 街区 吃喝玩乐 没什么 网红 打卡 坐在 街口 惬意 推荐 入住,0.9999888332226932,正面
于2023年4月入住,朋友出游,5.0,嘿嘿，一次很不错的民宿体验，房间设施用的都是质量比较好的产品，用的很放心 风格也是我很喜欢的复古风 下次来长沙还想住这里！,不错 民宿 体验 房间 设施 质量 产品 放心 风格 喜欢 复古风 下次 长沙 想住,0.9780676229358123,正面
于2023年4月入住,独自旅行,5.0,民宿很棒，咖啡好喝，房间里的软硬件都很好,民宿 很棒 咖啡 好喝 房间 软硬件,0.44717888453787213,正面
于2023年4月入住,情侣出游,1.0,先说优点，房间家具硬件包括一楼咖啡厅其实都还好，看得出不是随意糊弄是认真投资做民宿的。但是，服务就是没有服务可言，也是第一次住民宿，收到冷冷的一长串警告，其实也没什么，算是提醒。但是店家自己提醒别人勿喧哗！自己组团打麻将到凌晨1-2点是不是就有点过分了。说实话订的价格不便宜，有一种爱住不住，你按我的规矩来，我的规矩我说了算的感觉。长沙这座曾经读了四年书工作后早起惦记着回来的地方，令人失望。,优点 房间 家具 硬件 包括 一楼 咖啡厅 还好 看得出 随意 糊弄 投资 民宿 服务 服务 可言 第一次 民宿 收到 冷冷的 一长串 警告 没什么 算是 提醒 店家 提醒 喧哗 组团 打麻将 凌晨 过分 说实话 价格 便宜 一种 不住 规矩 规矩 说了算 感觉 长沙 四年 工作 早起 惦记着 回来 地方 令人 失望,-0.9998659801608392,负面
于2023年4月入住,情侣出游,5.0,环境设施很舒服，温馨，外面还有个院子，感觉很适合情侣晚上小酌，应该也会很浪漫。,环境 设施 舒服 温馨 外面 院子 感觉 适合 情侣 晚上 小酌 浪漫,0.979751414344179,正面
于2023年4月入住,商务出差,5.0,意外的好，长沙以后只住这里！！！,意外 长沙,0.6875877795184147,正面
于2023年4月入住,朋友出游,5.0,美式咖啡:很好，很不错,美式 咖啡 不错,0.6833963960899232,正面
于2023年4月入住,情侣出游,5.0,比较安静，风格独特,安静 风格 独特,0.9353179695996325,正面
于2023年4月入住,朋友出游,5.0,位置一流，下楼就是五一广场，楼下 和星巴克，附近还有好几条逛吃的街，叫...总之还可以步行去国金广场。阳台可以看到湘江和橘子洲头。 另外 服务棒棒哒 必须点赞 沟通十分顺畅，打电话也随时在线。 唯一有点美中不足，晚上睡觉可以听到楼下酒吧一条街的低音炮…倒是也没怎么影响睡眠，哈哈。 哎，每天都在外面玩，没怎么拍照片，从住的地方步行出来的照片附上几张。,位置 一流 下楼 五一广场 楼下 星巴克 好几条 步行 国金 广场 阳台 湘江 橘子洲 服务 棒棒 沟通 顺畅 打电话 在线 唯一 美中不足 晚上 睡觉 听到 楼下 酒吧 一条街 低音炮 影响 睡眠 外面 拍照片 从住 地方 步行 照片 附上 几张,0.9999991884579142,正面
于2023年4月入住,朋友出游,5.0,地理位置极好 位于长沙市中心地界周边就是商业中心区 逛街玩乐十分方便- 讲究的陈设贯彻每一处细节 以及绿植 壁炉 浴缸 罗马柱 江景落地窗既浪漫又舒适～生活用品一应俱全 值得推荐 棒,地理位置 极好 位于 长沙市 中心 地界 周边 商业 中心区 逛街 玩乐 讲究 陈设 贯彻 每一处 细节 壁炉 浴缸 罗马柱 江景 落地窗 浪漫 舒适 生活用品 一应俱全 值得 推荐,0.9999961777699045,正面
于2023年4月入住,朋友出游,5.0,环境干净卫生，离市中心近，非常适合出游住宿。楼下步行十分钟内就是各大商圈。商家特别贴心，除了必备生活用品还准备了眼罩耳塞漱口水，房间里还有洗衣机和洗衣凝珠。装修也很好，推荐，下次来还定这家。,环境 干净 卫生 市中心 非常适合 出游 住宿 楼下 步行 十分钟 商圈 商家 特别 贴心 必备 生活用品 眼罩 耳塞 漱口水 房间 洗衣机 洗衣 凝珠 装修 推荐 下次 还定 这家,0.8776881445354798,正面
于2023年4月入住,朋友出游,5.0,服务超级棒，客服郗郗小姐姐，热情周到，和姐妹们旅行时正好是下雨天，给我免费升级了房间很适合小姐妹们出游，房间内部浑然一体，设计也非常清新时尚；物品齐全，有洗衣机、投影仪，床头还有耳塞真的贴心。位置就在坡子街，旁边各种商厦也很多，到网红打卡点都非常近，超级推荐哦,服务 超级 客服 郗郗 小姐姐 热情周到 姐妹 旅行 正好 下雨天 免费 升级 房间 适合 姐妹 出游 房间 内部 浑然一体 设计 清新 时尚 物品 齐全 洗衣机 投影仪 床头 耳塞 真的 贴心 位置 坡子街 旁边 商厦 打卡 超级 推荐,0.49366569434062924,正面
于2023年4月入住,朋友出游,5.0,房间卫生比干净，有干湿拖鞋，四人住空间足够，服务态度很好，照顾周到，周边吃喝玩乐都方便，总体满意，下次去长沙还会住这里！,房间 卫生 干净 干湿 拖鞋 空间 足够 服务态度 照顾 周到 周边 吃喝玩乐 总体 满意 下次 长沙,0.9959496119906579,正面
于2023年4月入住,朋友出游,5.0,环境很好，入住体验感超棒，满满的服务细节，有提供耳塞和蒸汽眼罩，不得不说长沙民宿真的很卷，下次来长沙打算试试他家其他房型,环境 入住 体验 满满的 服务 细节 提供 耳塞 蒸汽 眼罩 长沙 民宿 真的 很卷 下次 长沙 打算 试试 他家 房型,-0.967644205819983,负面
于2023年4月入住,朋友出游,5.0,还不错，小姐妹出行很适合，贴心的连洗脸巾、蒸汽眼罩都准备好了，下雨天外面的雨声有点响，所以有准备耳塞。,不错 姐妹 出行 适合 贴心 洗脸 蒸汽 眼罩 下雨天 外面 雨声 耳塞,-0.6621811776565021,负面
于2023年4月入住,情侣出游,5.0,下楼就是解放西市中心，位置很方便！！收拾得也很干净！！,下楼 解放 市中心 位置 收拾 干净,0.8221922026985249,正面
于2023年4月入住,朋友出游,5.0,服务员很热情，服务非常好 棒 环境，卫生都不错,服务员 热情 服务 环境 卫生 不错,0.5941693804934951,正面
于2023年4月入住,情侣出游,4.5,拍照好看 床很大很舒适,拍照 好看 很大 舒适,0.9020445225175961,正面
于2023年4月入住,朋友出游,4.0,地理位置非常好，下楼对面就是知名米粉店。去几个夜市也都非常近。房型是复式，楼上通风不太好，空调有点脏，房间有两个洗手间好评，淋浴房只有一个。管家服务非常好，到的很晚把我们接到房间里，发信息也都是第一时间响应。,地理位置 下楼 对面 知名 米粉店 几个 夜市 房型 复式 楼上 通风 不太好 空调 房间 两个 洗手间 好评 淋浴房 管家 服务 很晚 接到 房间 信息 第一 时间 响应,-0.9999974843443635,负面
于2023年4月入住,家庭亲子,5.0,房间整体都挺满意的，房间也挺干净的。服务也挺满意的，长沙無宿城市民宿-郗郗特别热情，到了民宿还发了一些简单的攻略给到我。民宿的位置很好不管去哪里都很方便。,房间 整体 满意 房间 干净 服务 满意 长沙 無宿 城市 民宿 郗郗 特别 热情 民宿 还发 简单 攻略 民宿 位置,0.8691317867444666,正面
于2023年4月入住,朋友出游,5.0,是一家很值得打卡的民宿 去之前也是做了很久的攻略 毕竟出门在外住的舒适还是会提升幸福感 到了房间真的有被惊艳到和图片上面一模一样 一点都不失真 而且管家小姐姐姐也非常贴心 每次问都会很耐心的一一回复  重点是真的卫生非常干净！！出来住在最注重的就是卫生 设计得也很好 体验感挺好的！朋友来的话绝对推荐哈哈哈哈,一家 值得 打卡 民宿 很久 攻略 出门在外 舒适 提升 幸福感 房间 真的 惊艳 图片 一模一样 一点 失真 管家 小姐 姐姐 贴心 每次 耐心 回复 重点 真的 卫生 干净 注重 卫生 设计 体验 朋友 推荐 哈哈哈哈,0.9997121928296595,正面
于2023年4月入住,朋友出游,5.0,朋友很喜欢，很多细节，管家下楼接的我们。位置也很方便,朋友 喜欢 细节 管家 下楼 位置,0.7935324245504904,正面
于2023年4月入住,朋友出游,5.0,服务不错，干净整洁， 位置很方便，也不会太吵，,服务 不错 干净 整洁 位置,0.9840046099333777,正面
于2023年4月入住,朋友出游,4.5,小姐姐很热情 地理位置确实离各个景点都很近,小姐姐 热情 地理位置 确实 景点,0.9742522458291574,正面
于2023年4月入住,家庭亲子,5.0,服务很好，小姐姐也很耐心解决问题,服务 小姐姐 耐心 解决问题,0.5112404274021336,正面
于2023年4月入住,朋友出游,5.0,酒店整体环境优美 干净又卫生,酒店 整体 环境优美 干净 卫生,0.7974420092959136,正面
于2023年4月入住,朋友出游,5.0,地理位置优越，设施新,地理位置 优越 设施,0.927300358191631,正面
于2023年4月入住,朋友出游,5.0,都挺好的，,挺好,0.6568492441998204,正面
于2023年4月入住,朋友出游,4.7,民宿正正在市中心，附近就是太平老街和坡子街，逛街很方便。我们住的房间行北欧简约风，非常整齐简洁，设计感十足，可惜隔音效果不太好，半夜仍然听到外面马路行车和夜店的声音，民宿有为我们准备蒸气眼罩和耳塞，可惜我对声音比较敏感，影响睡眠。整体感觉￼还是不错的，推荐！,民宿 市中心 太平 老街 坡子街 逛街 房间 北欧 简约 整齐 简洁 设计 十足 可惜 隔音 效果 不太好 半夜 听到 外面 马路 行车 夜店 声音 民宿 蒸气 眼罩 耳塞 可惜 声音 敏感 影响 睡眠 整体 感觉 不错 推荐,0.7408742555676924,正面
