Unnamed: 0,Unnamed: 1,Unnamed: 2,评论内容,fenci,情感得分,情感类别
于2023年5月入住,朋友出游,5.0,干净卫生而且小姐姐真的很好！帮了很多忙，下次来长沙还是会住这边！住的地方去哪都很方便  去五一广场去文和友都很不错,干净 卫生 小姐姐 真的 下次 长沙 地方 五一广场 文和友 不错,0.9567354877267771,正面
于2023年5月入住,朋友出游,4.2,因为是新酒店，所有设施都挺新的，一米八的床睡着也舒服。店小二特别贴心的帮我解决了行李寄存的问题，感谢,酒店 设施 一米 睡着 舒服 店小二 特别 贴心 解决 行李 寄存 感谢,0.9146813095459647,正面
于2023年5月入住,情侣出游,5.0,环境不错，住着也舒服，地方也比较好找，距离玩的地方出行方便，老板也特别热情，推荐很多攻略，值得推荐,环境 不错 舒服 地方 好找 距离 地方 出行 老板 特别 热情 推荐 攻略 值得 推荐,0.9981750963623892,正面
于2023年5月入住,家庭亲子,5.0,房间非常不错，离周边景点都比较近，出行很方便，值得推荐 棒,房间 不错 周边 景点 出行 值得 推荐,0.9512504702117694,正面
于2023年5月入住,朋友出游,5.0,店家超级好，环境也好，位置也好找，之后去长沙都选这家,店家 超级 环境 位置 长沙 这家,-0.43568129012472223,负面
于2023年5月入住,朋友出游,5.0,设施：比较新 卫生：干净 环境：舒适 服务：还行,设施 卫生 干净 环境 舒适 服务,0.4913555832399841,正面
于2023年5月入住,家庭亲子,5.0,房间干净，设施齐全，交通方便，客服态度好！,房间 干净 设施 齐全 交通 客服 态度,0.08251227598324751,正面
于2023年5月入住,朋友出游,5.0,设施满意，卫生很好，环境不错，服务到位,设施 满意 卫生 环境 不错 服务到位,0.8874122750360676,正面
于2023年5月入住,情侣出游,5.0,房间很温馨有家的感觉，地理位置也不错,房间 温馨 有家 感觉 地理位置 不错,0.9781061206216517,正面
于2023年5月入住,商务出差,5.0,不错不错 还可以非常不错！哈哈哈哈,不错 不错 不错 哈哈哈哈,0.9982635608092127,正面
于2023年5月入住,朋友出游,5.0,一次满意的住宿体验,满意 住宿 体验,0.48315996557638297,正面
于2023年5月入住,家庭亲子,5.0,满意满意满意,满意 满意 满意,0.8349643948919458,正面
于2023年5月入住,朋友出游,5.0,有阳台房间很完美，老板也会介绍周围好吃好玩的地方，服务很到位，值得推荐,阳台 房间 完美 老板 介绍 好吃 好玩 地方 服务 到位 值得 推荐,0.9755095704076187,正面
于2023年5月入住,情侣出游,5.0,房间干净整洁，老板还会热心推荐附近好吃的，位置超方便附近小吃很多,房间 干净 整洁 老板 热心 推荐 好吃 位置 小吃,0.9729042705938806,正面
于2023年5月入住,独自旅行,5.0,住的可以，关了窗可以安稳入睡，周围离吃的地方都很近,关了 安稳 入睡 离吃 地方,-0.9363014767897668,负面
于2023年5月入住,朋友出游,5.0,民宿位置很好，离五一广场十分钟距离。也挺干净的,民宿 位置 五一广场 十分钟 距离 干净,0.9062661041189584,正面
于2023年5月入住,朋友出游,5.0,民宿外面环境很好，适合居住，室内整洁,民宿 外面 环境 适合 居住 室内 整洁,0.6689254956106165,正面
于2023年5月入住,家庭亲子,5.0,酒店位置特别的好，就在闹市中的古风老街里面，楼下各类风格的食肆酒吧鳞次栉比，热闹又文艺。房间隔音很好，基本听不到外面喧嚣的声音。从这里去五一广场、岳麓山、橘子洲头都非常近，太方便了。店主推荐的长沙烧烤扛把子盟重，长沙米粉天花板唯一入了非遗粉店的周记粉店，盖码饭天花板德天顺都是走几步路就到，而且那味道真是地道，长沙不愧是美食之都。因为时间的关系，笨罗卜、鲁哥饭店、光脑壳粉面菜馆、娟娟餐馆、一盏灯等就没去成，留着遗憾下次吧。,酒店 位置 特别 闹市 古风 老街 楼下 各类 风格 食肆 酒吧 鳞次栉比 热闹 文艺 房间 隔音 不到 外面 喧嚣 声音 五一广场 岳麓山 橘子洲 店主 推荐 长沙 烧烤 把子 盟重 长沙 米粉 天花板 唯一 粉店 周记 粉店 盖码 天花板 天顺 几步 味道 地道 长沙 不愧 美食 时间 关系 罗卜 鲁哥 饭店 脑壳 粉面 菜馆 娟娟 餐馆 一盏灯 没去 遗憾 下次,0.9999721554879148,正面
于2023年5月入住,朋友出游,5.0,前台免费升了房，智能家居挺舒服，送的香皂是绿茶味，沐浴露和洗发水也挺好闻，床比较舒服，前台也挺热情虽然是小哥哥哈哈哈,前台 免费 智能家居 挺舒服 香皂 绿茶 沐浴露 洗发水 好闻 舒服 前台 热情 哥哥 哈哈哈,0.8970719513350163,正面
于2023年5月入住,朋友出游,5.0,民宿地理位置非常好，出行很方便，老板人特别好，非常热心的介绍周边好吃的餐馆。,民宿 地理位置 出行 老板 特别 非常热心 介绍 周边 好吃 餐馆,0.9710862426158324,正面
于2023年5月入住,朋友出游,5.0,来长沙旅游第二次选择这家民宿了，老板很热情，卫生也很干净，下次在来玩,长沙 旅游 第二次 选择 这家 民宿 老板 热情 卫生 干净 下次,-0.6670280741617618,负面
于2023年5月入住,朋友出游,5.0,民宿老板非常好！推荐的吃饭的地方都不错！楼底下那条街也可以逛逛！,民宿 老板 推荐 吃饭 地方 不错 楼底下 那条 逛逛,0.7975523228290102,正面
于2023年5月入住,朋友出游,5.0,老板人很好，还介绍附近的美食，环境挺不错，下面挺多小吃的,老板 介绍 美食 环境 挺不错 小吃,0.9970985204539531,正面
于2023年5月入住,朋友出游,5.0,性价比很高，特别适合朋友，情侣出行入住,性价比 特别 适合 朋友 情侣 出行 入住,0.9590181459610523,正面
于2023年5月入住,情侣出游,5.0,房间干净 服务到位 前台小哥哥人很好,房间 干净 服务到位 前台 哥哥,0.9445030294392731,正面
于2023年5月入住,其他,5.0,房间很干净，住起来很舒服,房间 干净 舒服,0.44058474266559267,正面
于2023年5月入住,朋友出游,5.0,不错，老板又挺好,不错 老板,0.5595509709429323,正面
于2023年5月入住,独自旅行,5.0,店家人很好哦,店家,0.0,正面
于2023年5月入住,朋友出游,5.0,最近旅行感受到的善意太多了 所以打算好好写个点评由于丢三落四，我们还没有办理入住就麻烦老板帮忙收了之前酒店落下的东西，小哥哥超级爽快 棒入住当天因为没有电梯，行李都是小哥哥亲自帮忙搬上去的。所以感觉说是民宿，但每日打扫和前台服务确实很像酒店待遇啊！入住之后还会贴心的给我们游客发送旅游小吃攻略和外卖地址（准的很贴心了）房间也很不错，设计是一流的！ 难怪有那么多明星打卡拍照。房间里洗护用品都是欧舒丹的， 投影流明和音响效果也是我见过最好的环境挺安逸的，没事在客厅坐着也不会有太多人～客厅还有一只超级漂亮的布偶可以～总之！空空是一个不错的选择呐！,旅行 感受 善意 打算 好好 点评 丢三落四 办理 入住 麻烦 老板 帮忙 酒店 落下 东西 哥哥 超级 爽快 入住 当天 电梯 行李 哥哥 帮忙 搬上去 感觉 民宿 每日 打扫 前台 服务 确实 酒店 待遇 入住 贴心 游客 发送 旅游 小吃 攻略 外卖 地址 贴心 房间 不错 设计 一流 明星 打卡 拍照 房间 洗护 用品 欧舒丹 投影 流明 音响效果 环境 安逸 没事 客厅 客厅 一只 超级 漂亮 布偶 空空 不错 选择,0.9999999938580952,正面
于2023年5月入住,商务出差,5.0,民宿位于潮宗街，拍照能出很多好漂亮的地方，当然民宿也是拍照的好地方。那棵树和楼梯很有感觉。酒店很安静，床也很舒服。,民宿 位于 潮宗街 拍照 能出 漂亮 地方 民宿 拍照 地方 楼梯 感觉 酒店 安静 舒服,0.9967235291179803,正面
于2023年5月入住,商务出差,5.0,在网上选了很久，最后选择了空空客厅，住宿体验感非常不错，酒店小伙伴们也非常热情，卫生条件也很过关,网上 很久 选择 空空 客厅 住宿 体验 不错 酒店 小伙伴 热情 卫生条件 过关,0.7646341044944378,正面
于2023年5月入住,情侣出游,5.0,和朋友出来玩随便选的民宿，居然非常惊喜。房间很有设计感，卫生也很到位，下次有机会还会过来,朋友 随便 民宿 惊喜 房间 设计 卫生 到位 下次 机会,0.9269611027763538,正面
于2023年5月入住,朋友出游,5.0,环境是我喜欢的奶油风，房间安全，前台小哥哥超热情，推荐,环境 喜欢 奶油 房间 前台 哥哥 热情 推荐,0.9989739546052936,正面
于2023年5月入住,朋友出游,5.0,服务不错，入住前前台小哥哥很贴心问我们地方是否好找，在老街区里边，环境非常好，还有特别好吃的米粉，有很多创意店适合逛逛～民宿内部装潢简约，和宣传照一样，是老房子改的；房间更加简约，挺干净，房间比较小，不过也够住了，洗漱用品是欧舒丹 棒,服务 不错 入住 前台 哥哥 贴心 地方 好找 老街区 里边 环境 特别 好吃 米粉 创意 适合 逛逛 民宿 内部 装潢 简约 宣传照 老房子 房间 简约 干净 房间 洗漱 用品 欧舒丹,0.9999594413876003,正面
于2023年5月入住,情侣出游,5.0,环境超级棒，就在潮宗街里面，旁边还有个下午茶咖啡厅，拍照超好看又很安静，非常不错。房间也是很干净，定的房间有投影仪，晚上看个电影啥的超好，下次还来住！,环境 超级 潮宗街 旁边 下午茶 咖啡厅 拍照 好看 安静 不错 房间 干净 房间 投影仪 晚上 电影 超好 下次,0.9982116204246636,正面
于2023年5月入住,情侣出游,5.0,房间很干净，水温也很稳定，没有异味，床很舒服，酒店很漂亮，和小红书上面的图片没大差别，来这里拍照的人很多，老板人不错，主要是有一只小猫咪，特别可爱,房间 干净 水温 稳定 异味 舒服 酒店 很漂亮 和小红 图片 差别 拍照 老板 不错 一只 小猫咪 特别 可爱,0.9999419337534727,正面
于2023年5月入住,朋友出游,5.0,房间干净卫生 卫浴 投屏都不错 环境超温馨 小院优雅安静 咖啡也超好喝的哟,房间 干净 卫生 卫浴 投屏 不错 环境 温馨 小院 优雅 安静 咖啡 好喝,0.9948073441552205,正面
于2023年5月入住,朋友出游,5.0,超级漂亮的房间和环境！很出片，服务态度也好好！棒,超级 漂亮 房间 环境 服务态度 好好,0.6433488449134319,正面
于2023年5月入住,商务出差,5.0,房间布置温馨，灯光柔和，干净整洁，感受非常好！,房间 布置 温馨 灯光 柔和 干净 整洁 感受,0.9841701891599408,正面
于2023年5月入住,情侣出游,4.0,厕所干湿没有分离，其他都没有问题,厕所 干湿 分离,-0.05825498798169515,负面
于2023年5月入住,朋友出游,5.0,入住很开心。下次回继续,入住 开心 下次,0.34052985085545173,正面
于2023年5月入住,独自旅行,5.0,独自一人来长沙旅行，三晚住蜗牛院子，一共住了三房型，很惊喜... 可以看出店家是很懂生活情趣的细节控，安静的小院，舒适度满分的床...颜值在线的床品... 重工的木质家具。而且小院很安全，就在朝宗街消防局旁边，以及距离20的茶颜... 。房间很干净...打扫的阿姨也很亲切... 这里地理位置非常优越 距离五一广场商圈步行即可，四通八达，距离地铁站也很近，长沙很好，蜗牛院子也很棒，下次一定会再来,独自一人 长沙 旅行 蜗牛 院子 一共 房型 惊喜 店家 生活 情趣 细节 安静 小院 舒适度 满分 颜值 在线 床品 重工 木质 家具 小院 朝宗 消防局 旁边 距离 茶颜 房间 干净 打扫 阿姨 亲切 地理位置 优越 距离 五一广场 商圈 步行 即可 四通八达 距离 地铁站 长沙 蜗牛 院子 很棒 下次,0.9999999997398765,正面
于2023年5月入住,家庭亲子,5.0,出行很方便位置很好，睡了一晚没有吵闹声，闹中取静的位置，停车场旁边就是客栈，出来就有茶颜，吃饭喝咖啡的都有，门口路上的杀猪粉不错 不得不说床品非常舒服 我们住三楼有平台，要是植物再多点就完美了。房间干净整洁，客栈的咖啡也不错,出行 位置 一晚 吵闹声 闹中取静 位置 停车场 旁边 客栈 茶颜 吃饭 喝咖啡 门口 路上 杀猪 不错 床品 舒服 平台 植物 多点 完美 房间 干净 整洁 客栈 咖啡 不错,0.9977175671252014,正面
于2023年5月入住,情侣出游,5.0,喜欢蜗牛院子原因有三：      首先，亲切 。“蜗牛”是曾用昵称，因为总是慢悠悠（比如一个月以后的这条评论） 。推开叮叮当当的木门，小小狗子汪汪大声呐喊欢迎，随后帅哥哥招呼我到咖啡店，前台被巧妙地收纳到操作台里，当时漂亮老板在教小哥深烘豆的冲泡细节，院子的快乐从第一口咖啡开始蔓延开来。       第二，用心。每一间房都有属于自己的名字，根据户型作不同的布置，细节控表现在每一处。比如她会花一下午纠结店里某角落的罗汉床要不要换成高低柜，她换了，又想换回去了…哈哈哈此处应有笑声。       第三，自在。像回宿舍，晚归走后门回悄咪咪上楼。我住的房间甚至可以从窗户进，不合适不要学。舒适，品质品味审美极其舒服。       非要挑毛病的话，淋浴间水外溢，楼梯间木头处有一丢丢异味，隔壁栋装修开工太早，但，地段环境价格全五星，毕竟老板是开咖啡店的顺带做个民宿，还做得如此优秀。       五月微凉的初夏，潮宗街隔离了喧嚣，晚上的蜗牛院子愈发安静，适合旅途中慢下来过一天日子，不当特种兵，就喝杯咖啡嗦个粉聊个天。临走赶时间拎着大帅哥麻溜儿完成的外带冰美式，无比感动。        最后很抱歉户外圆桌的污渍给大家添麻烦了，的确是油污不是胶水哈哈哈,喜欢 蜗牛 院子 原因 亲切 蜗牛 昵称 慢悠悠 一个月 这条 评论 推开 叮叮当当 木门 小狗子 汪汪 大声 呐喊 帅哥哥 招呼 咖啡店 前台 巧妙 收纳 操作台 漂亮 老板 小哥 冲泡 细节 院子 快乐 第一口 咖啡 蔓延 开来 用心 一间 名字 户型 布置 细节 表现 每一处 下午 纠结 店里 角落 罗汉床 换成 高低柜 换回去 哈哈哈 应有 笑声 第三 宿舍 晚归 走后门 咪咪 上楼 房间 窗户 合适 舒适 品质 品味 审美 舒服 挑毛病 淋浴间 外溢 楼梯间 木头 处有 异味 隔壁 装修 开工 地段 环境 价格 五星 老板 咖啡店 顺带 民宿 优秀 五月 微凉 初夏 潮宗街 隔离 喧嚣 晚上 蜗牛 院子 愈发 安静 适合 旅途 慢下来 日子 不当 特种兵 喝杯 咖啡 聊个 临走 赶时间 帅哥 麻溜儿 外带 美式 无比 感动 抱歉 户外 圆桌 污渍 添麻烦 油污 胶水 哈哈哈,0.9999999999657949,正面
于2023年5月入住,商务出差,5.0,可以说很惊喜啦！非常好的环境和格调，还有咖啡送！觉对超值！五星好评妥妥的！下次有机会来长沙还是要住在这里的：）,惊喜 环境 格调 咖啡 觉对 超值 五星 好评 妥妥 下次 机会 长沙 要住,0.9987612685801772,正面
于2023年5月入住,朋友出游,5.0,非常漂亮的民宿酒店！房间住的很舒服，楼下的公共区域也很出片。酒店附近有很多有趣的小店，地理位置去哪里都很近！有,漂亮 民宿 酒店 房间 舒服 楼下 公共 区域 酒店 有趣 小店 地理位置,0.9438413278673108,正面
于2023年5月入住,朋友出游,5.0,姐妹们在长沙遇到了我的梦中情屋，真的太漂亮啦，超喜欢这白色简约的装修，家具用品提供的超充足，甚至连蒸汽眼罩，耳塞，漱口水贴心提供，老板简直不要太贴心 名宿位置离市中心都好近。步行个几分钟，文和友，坡子街，美食节，国金中心，印象城都能到。出行连地铁都省了，简直不要太，下次还来！,姐妹 长沙 情屋 真的 太漂亮 喜欢 白色 简约 装修 家具用品 提供 充足 蒸汽 眼罩 耳塞 漱口水 贴心 提供 老板 贴心 名宿 位置 市中心 步行 几分钟 文和友 坡子街 美食节 国金中心 印象 出行 地铁 下次,0.995187595523243,正面
于2023年5月入住,朋友出游,5.0,法式风情，与江景相遇的完美之旅！藏在五一广场烟火气息里的宝藏民宿位于长沙市中心地带，周边商业中心区，窗外江景尽收眼底，周围逛街玩乐超方便！-喜欢 进入屋内，精致的洛可可式水晶灯和质感十足的家具瞬间吸引了我的注意力还有绿植、壁炉、浴缸、罗马柱和江景落地窗，让我有一种穿越到法式电影中的感觉-棒 躺下泡澡 看看窗外江景船只来往这一晚注定是心动且难忘的,法式 风情 江景 相遇 完美 五一广场 烟火 气息 宝藏 民宿 位于 长沙市 中心地带 周边 商业 中心区 窗外 江景 尽收眼底 逛街 玩乐 喜欢 屋内 精致 洛可可式 水晶灯 质感 十足 家具 瞬间 吸引 注意力 壁炉 浴缸 罗马柱 江景 落地窗 一种 穿越 法式 电影 感觉 泡澡 窗外 江景 船只 来往 这一 注定 心动 难忘,1.0,正面
于2023年5月入住,家庭亲子,4.5,房间整体不错的，在18楼，可以看到湘江和橘子洲，搭配清爽舒适，大床也舒服，卫生用品配备齐全，阿姨每天按需增加，每天倒垃圾。需要改进的是窗帘灰尘好大，孩子一扬灰尘到处飘，只有一样沙发不够的，可以增放两个折叠椅子放在库房，有需要取用，洗澡的位置没有灯就放了个应急灯，需要每天充电。一边房间是开放的，有点嘈，在厅里说话都听的很清楚，空调有点嘈，比较在床头。其他都很好，很靠近商业街，吃饭很方便，就是人太多了，老要排队，有需要还会住。,房间 整体 不错 湘江 橘子洲 搭配 清爽 舒适 大床 舒服 卫生用品 配备 齐全 阿姨 增加 垃圾 改进 窗帘 灰尘 孩子 灰尘 沙发 增放 两个 折叠 椅子 放在 库房 取用 洗澡 位置 应急灯 充电 房间 开放 厅里 说话 空调 床头 靠近 商业街 吃饭 排队,-0.9944224511998436,负面
于2023年5月入住,朋友出游,5.0,房间是真的舒适又漂亮，而且准备的用具也很面面俱到，找不到的时候前台小姐姐还下来接人，体验感非常好！离地铁站也很近哦，去哪都方便～,房间 真的 舒适 漂亮 用具 面面俱到 不到 前台 小姐姐 体验 地铁站,0.9240735971728347,正面
于2023年5月入住,朋友出游,5.0,房间干净大气，空气清新，落地窗可观风景很好，设施陪套完备。地段很好就在市中心附近，周围也很安静睡得很香,房间 干净 大气 空气清新 落地窗 可观 风景 设施 完备 地段 很好 市中心 安静,0.9999912013803718,正面
于2023年5月入住,朋友出游,5.0,好看出片，它这边竟然还有洗脸巾和漱口水！ 浴缸准备了一次性泡澡袋，床边还有耳塞和蒸汽眼罩！太贴心了吧,洗脸 漱口水 浴缸 一次性 泡澡 床边 耳塞 蒸汽 眼罩 贴心,-0.977073021922845,负面
于2023年5月入住,情侣出游,5.0,民宿在海信广场旁边距离周边商业街非常近，楼下就是太平街，坡子街。距离橘子洲地铁一个站，逛下来反而觉得五一广场那边不方便呢。环境一级棒，布草干净 ，有蒸汽眼罩，耳塞，洗脸巾提供，吹风机是戴森的，饮用水是。浴缸有一次性浴缸袋不用担心卫生问题。面镜有灯很亮，全身镜也有。服务：管家小姐姐十分给力，入住接送到房，入住期间解答解决问题十分快速，有泡澡的泡腾球提供。,民宿 海信广场 旁边 距离 周边 商业街 楼下 太平街 坡子街 距离 橘子洲 地铁 逛下来 五一广场 环境 一级 布草 干净 蒸汽 眼罩 耳塞 洗脸 提供 吹风机 戴森 饮用水 浴缸 一次性 浴缸 不用 担心 卫生 面镜 全身 服务 管家 小姐姐 入住 接送 入住 期间 解答 解决问题 快速 泡澡 泡腾球 提供,-0.9253655521659137,负面
于2023年5月入住,朋友出游,5.0,第二次入住啦 这次是不同的房间 真的很满意！离市中心也好近,第二次 入住 房间 真的 满意 市中心,0.346154319044804,正面
于2023年5月入住,情侣出游,5.0,房间很棒！很满意,房间 很棒 满意,0.7862696676070218,正面
于2023年5月入住,朋友出游,5.0,服务很好，房间很干净，床也舒服。几个闺蜜都很满意，出门就是吃吃吃，去哪都方便,服务 房间 干净 舒服 几个 闺蜜 满意 出门,0.9249873579677239,正面
于2023年5月入住,朋友出游,5.0,非常好！地段很好，去哪里都很方便～房东人也很好！朋友聚会住这里很合适～,地段 房东 朋友 聚会 合适,0.7725527375346719,正面
于2023年5月入住,朋友出游,4.2,位置不错 到哪都很近 房间挺大 房间门口有扇门进出比较多晚上有点吵,位置 不错 房间 房间 门口 扇门 进出 晚上,-0.031768404901733716,负面
于2023年5月入住,情侣出游,5.0,干净卫生，地址位置好，小姑娘服务态度很好,干净 卫生 地址 位置 小姑娘 服务态度,-0.6833755442782798,负面
于2023年5月入住,独自旅行,4.7,不错的体验，位置好交通便利,不错 体验 位置 交通 便利,0.9884650183789998,正面
