id,score,content,creationTime,class
19021972895,1,12号到的 生产日期是3.26号 保质期28天,2023-04-14 17:31:14,生鲜
19021462789,1,这种糊泥巴状的吃起来怪的很，没有兰格格的好,2023-04-14 14:27:22,生鲜
19021377376,1,不好，酸奶状态不对，拉丝,2023-04-14 13:56:44,生鲜
19021129237,1,好吃，我又买了一份！有人说这个太甜了，我吃了两桶了，都觉得这个怎么口感是酸的啊！没有那种太甜的味道啊！这个口感还是能接受的！总体来说，除了客服太不给力，商品还是好的！这个低分是给客服的！,2023-04-14 12:27:32,生鲜
19019797777,1,第一次是在~上买的口感好极了入口满满的奶香就又京东下单了一个结果很失望首先这个都是3/16号的日期了我4/12号好像收到快递很快就一天。这个吃着满嘴黏腻不像上次纯纯的奶味这个非常浅要仔细去感受才能感受到奶味儿每次挖都拉丝拉得很长（其它家买没有，像豆腐块不拖泥带水的）我都感觉是不是放胶了如果不是第一次买的非常好肯定再也不会买这个品牌。不知道是日期太久还是咋回事总之这次真的一般。淡淡的忧伤本来图个快但是感觉不好但是看商家不是直营店嘛不应该啊一头雾水非常无语,2023-04-13 21:35:55,生鲜
19017658611,1,再也不在网上买了，里面不成块了，全成汤了，就为了比实体店便宜2块钱，结果&hellip;&hellip;日期也是旧的，今天4月14，日期还是3月30号的，都过去半个月了！太差了,2023-04-13 09:23:35,生鲜
19014964974,1,买了三个，已经十四天了，还有一周过期，喝不完啊,2023-04-12 10:58:55,生鲜
19014422592,1,一桶奶半桶胶#啊,2023-04-12 06:55:09,生鲜
19010734639,1,买了两大桶，保质期一共21天，这次买的，收到后还有7天过期，这也太离谱了吧，之前收到最起码还有十几天，买了好多次了，这次太失望了,2023-04-11 09:00:33,生鲜
19007714452,1,太稀了,2023-04-10 09:00:14,生鲜
19006259936,1,3月26日的生产日期，冷藏条件下21天的保质期，一周内必须吃完。,2023-04-09 17:29:11,生鲜
19005645332,1,此用户未填写评价内容,2023-04-09 13:59:37,生鲜
19003756339,1,此用户未填写评价内容,2023-04-08 23:15:15,生鲜
18997000567,1,一直买这个酸奶，但每次收到的都不是新鲜的日期,2023-04-07 11:59:49,生鲜
18996473110,1,吃了以后全家食物中毒，店家不做处理,2023-04-07 09:07:06,生鲜
18989677557,1,正常是像奶豆腐型的酸奶，不知道是运输的问题还是仓库的问题，我打开的时候已经不成型了，没有原本的味道，网上的酸奶买的时候真要慎重,2023-04-04 23:09:21,生鲜
18989615639,1,上次的酸奶不错。但是这次是真的差，收到时都是融化的半液态了。这是放冰箱一天后的照片。京东冷链就像抽奖，有时好有时烂。收到的酸奶是好是坏，全看运气。,2023-04-04 22:38:52,生鲜
18984989659,1,第一次给一星，不是东西不好。只是故意隐藏配料表。表面是0蔗糖，其实一大堆添加剂，这是平台维护的态度问题。早知道是这种产品绝对不会买的。,2023-04-04 08:04:26,生鲜
18974569603,1,没有快递盒，没有冰袋快递配送3天,2023-04-01 17:58:19,生鲜
18967617751,1,还是去天猫超市吧，京东连个冰袋都不给，真够垃圾的,2023-03-31 00:08:13,生鲜
18941293761,1,"酸奶当天晚上收到，打开包装发现从顶到底裂缝，打电话向快递员说明后，申请售后流程，直接就放门口丢掉了，然后第二天京东客服要我把包装和破损的酸奶寄回处理，否则不进行售后处理。
什么辣鸡售后态度。",2023-03-25 19:06:31,生鲜
18940899147,1,京东酸奶隔日到的意义是什么？不就图一个新鲜吗，结果到了保质期过半那我还不如买~至少人家敢承诺新鲜日期。,2023-03-25 17:02:32,生鲜
18940634579,1,保质期都过了一半了 也不提示 太差了 不会再买,2023-03-25 15:32:51,生鲜
18939552276,1,跟天润润康比差很多,2023-03-25 09:38:15,生鲜
18938990807,1,装着塑料袋子就送过来了，商品也没有密封，包装盒子上的标签很容易撕下来再粘上去，也太不安全了，打开一盒尝了两口，味道也不行，实在是不敢吃，已申请退货一盒，自己己打开的也不知怎么办？就留下来了,2023-03-24 22:35:39,生鲜
18936994558,1,保质期过了一半以上，还发货，无语。,2023-03-24 13:31:12,生鲜
18934589158,1,香精味太重，甜得不像糖。,2023-03-23 21:09:28,生鲜
18932170156,1,东西还有一个星期就过期了 ，去超市买这样的日期都能特价买了，服了,2023-03-23 09:21:10,生鲜
18927583892,1,跟以前买的不一样，稀稀拉拉的,2023-03-22 00:19:39,生鲜
18924843549,1,此用户未填写评价内容,2023-03-21 15:02:11,生鲜
18924521228,1,增稠剂放的太多了，差评。,2023-03-21 13:52:56,生鲜
18924212399,1,每一个商品的日期都不好，都是22年的库存货，芝士片更过分，22年9月的，网购就是活该当***买你临期的商品咯?,2023-03-21 12:48:13,生鲜
18922833439,1,全都摇成稀糊糊了，本来是固态的,2023-03-20 23:21:58,生鲜
18915724729,1,太酸了。个人不喜欢这个味道,2023-03-19 15:26:18,生鲜
18907720334,1,15号下单，17号收货。生产日期3月3号，一星都不该给。,2023-03-17 10:51:58,生鲜
18907711100,1,3月15号下单，酸奶生产日期3月6号，收货日期3月17号，保质期15天，这是清库存呢？！,2023-03-17 10:50:19,生鲜
18906651900,1,收到时冰袋都化了，想着把酸奶放冰箱冷藏一下应该没什么问题，都放了四五天了还是这样子，经常买这款酸奶，正常是跟豆花一样，这个都不成型了，上次买过就很好跟实体店一样，没想到这次这么差,2023-03-16 21:19:31,生鲜
18904774006,1,买这么多酸奶，日期居然给过半了的，**劳资对你很失望！,2023-03-16 11:18:25,生鲜
18902585327,1,一口没喝到，两桶全漏了。,2023-03-15 19:08:26,生鲜
18899262117,1,日期不新鲜 收到货还有8天过期,2023-03-14 23:05:48,生鲜
18898797389,1,收到的酸奶竟然再八天就过期了，这也太过分了！！这不是坑害消费者吗？差评！！！,2023-03-14 20:28:22,生鲜
18896571035,1,差评，多承担了12元运费，知道扣我12的话就不会买了，垃圾,2023-03-14 08:35:19,生鲜
18896509369,1,送到我手上保质期还有11天，日期不新鲜，买了2箱一共20多袋，怎么喝完，当饭吃吗！,2023-03-14 07:56:04,生鲜
18896093905,1,收到的时候和生产日期差了十天左右,2023-03-13 22:35:12,生鲜
18891760383,1,包装差，低温奶没有泡沫箱加冰块发货，发货有问题,2023-03-13 10:35:50,生鲜
18891712801,1,发货没有泡沫箱保温，低温奶为什么不是泡沫箱加冰块发货,2023-03-13 10:29:11,生鲜
18886139050,1,奶好喝是好喝，一星是给包装的，两个桶，六瓶牛奶好歹那个东西固定一下，或者弄个泡沫箱放里面吧？？直接塑料袋一兜，我不漏谁漏？？？还是自营发货，旗舰店包装都没你们那么简陋    6批,2023-03-11 18:27:56,生鲜
18880454545,1,刚收到货，发现这次买的有问题，舀起拉丝状，不像上几次买的舀起豆腐脑块状，并且，小桶温度也不凉，没有说明书。,2023-03-10 15:36:41,生鲜
18873072453,1,此用户未填写评价内容,2023-03-08 20:48:11,生鲜
18867566520,1,什么#玩意，冰袋没有，东西脏污谁买就上当,2023-03-07 11:17:38,生鲜
18866473609,1,收到时候盒子烂了，没法喝！,2023-03-06 22:33:29,生鲜
18856904826,1,侧着放在了~的箱子里面，全漏了。。。。。。,2023-03-05 13:13:32,生鲜
18849829743,1,不知道是不是坏了，我喝了这么多袋喝完都是肚子疼。在超市里买的也不会出现。真是糟糕透了,2023-03-04 08:33:09,生鲜
18845413327,1,一个冷鲜的东西连个泡沫箱都舍不得用，拿个塑料袋就发过来了。真是无语了。,2023-03-02 19:00:59,生鲜
18845009034,1,日期2月23号的 今天3月2号 保质期21天,2023-03-02 16:51:31,生鲜
18843252906,1,特别稀，喝起来像掺了胶，这次买的跟先前买很多次不一样，然后给扔了，日期也不新鲜。,2023-03-02 04:10:05,生鲜
18842093317,1,买了两箱，保质期28天，生产日期是2月17号，昨天拍的，今天到货是3月1号！还有18天过期，服了,2023-03-01 18:26:27,生鲜
18841527923,1,就一个塑料袋装了两桶酸奶，合着酸奶是常温储存的？,2023-03-01 15:55:31,生鲜
18838756084,1,差评，收回来没注意就放冰箱了，一直没吃，今天一看，瓶子竟然裂了，差评,2023-02-28 18:46:07,生鲜
18831044056,1,收到就漏了！！！,2023-02-26 21:22:31,生鲜
18827147277,1,京东也进入飘忽不定的品控阶段了。牛奶的保质期过了一半，客服一口咬定，在保质期内、建议留用。如果京东的时效也是这样，那没啥平台可以信任的买鲜奶了。抛弃了~、现在也得抛弃京东的生鲜吧，京东也搞不定了。客服极其#，第一次碰到。,2023-02-25 19:27:54,生鲜
18827139588,1,极其恶劣的京东，送来的产品保质期过了一半。客服回电话，只会翻过来调过去的说：在保质期内、建议留用！说了不下10遍，这样的客服是来砸京东牌子么？一直以来以品质和时效著称、让人信任的京东也要露出丑恶的嘴脸、像~一样耍#，败落了么,2023-02-25 19:24:25,生鲜
18824120081,1,好吃的时候真好吃，难吃的时候真难吃，品质不稳定。这次又收到不好吃的了，粘粘乎乎了，味道也不好。买个酸奶还得撞大运。,2023-02-24 18:58:49,生鲜
18823075638,1,酸奶生产日期不新鲜，是2月9号的，过了半个月了。没有人工客服处理问题，就智能回复我：意思是&ldquo;我们的产品没过期&rdquo;。为了不过期，两大罐子我得上顿喝完下顿喝。选择生鲜当日配送，根本没意义，还不如快递送的呢！差评,2023-02-24 13:13:02,生鲜
18818285261,1,怎么这款绿颜色的这么难吃啊，黏糊糊的，和蓝颜色1kg的完全不一样，是不是坏了啊?我还第一次吃到这么奇怪的酸奶,2023-02-22 22:43:48,生鲜
18792149727,1,保质期28天，上市是2月6日，今天已经16号了，已经过了10天了,2023-02-16 17:43:58,生鲜
18790506964,1,包装盒坏了,2023-02-16 10:39:19,生鲜
18782772952,1,垃圾，买了两次，这是第一次 还行，结果第二次的和第一次的差别极大，奶的形态都不一样，标签也极难撕下，,2023-02-13 21:41:01,生鲜
18779032009,1,和上次买的差别太大了，这次的标签也不好撕，奶质量明显下降  垃圾垃圾垃圾   再也不会买了,2023-02-12 20:49:50,生鲜
18777569384,1,东西都没收到，退也不能退，好感全无。,2023-02-12 14:21:44,生鲜
18775873709,1,JD0097165069384 无冷链运输 套个塑料袋就送过来了！,2023-02-11 22:39:49,生鲜
18765654223,1,差评，到货破损现在还没给处理，说退款也没见个影子，联系了好几次客服都说好的好的给你退款，第一次说给退款，然后没经过我同意就改成补发，我看到补发立刻联系客服说我不要补发，要退款，因为当时羊了不想吃冰的，结果东西拦截下了了，款依旧没有退。大冤种、60块打水漂&hellip;,2023-02-09 11:22:22,生鲜
18740470123,1,又一次把物品挤坏了，发货的人****么！严重差评,2023-02-01 19:12:07,生鲜
18725282631,1,此用户未填写评价内容,2023-01-27 13:07:30,生鲜
18723564222,1,10号的生产日期，今天收到，没几天就过期了，没在猫超买的好,2023-01-26 15:40:39,生鲜
18718864411,1,酸奶结块了，没有按预定日期送达，保质期不是最新鲜的，,2023-01-23 15:11:30,生鲜
18716708538,1,虚假派送,2023-01-21 18:20:34,生鲜
18663132327,1,日期不好，12.20的，收到货还有10天就过期了，还好没买三盒，购买前也没有提醒和说明，送过来的泡沫箱里也没有干冰，都快热乎了，不知道喝完会不会拉肚子。联系客服就像机器人一样。,2023-01-07 12:07:33,生鲜
18653249220,1,此用户未填写评价内容,2023-01-04 23:08:54,生鲜
18652062902,1,垃圾商家，保质期28天，买三大罐都是12.12产的，收到货只剩下13天了，出差回家看日期才发现，但是已经过售后日期了只能自认倒霉，真下头,2023-01-04 19:24:28,生鲜
18636698468,1,2022年12月31日到货，生产日期竟然是，12月20日的，时间过去这么久。,2023-01-01 18:52:48,生鲜
18634516881,1,无语了无语了?说是次日达才买的，结果等到第四天才配送到，催单根本没用。一直不配送的时候就已经感觉不妙了，今天中午倒是终于送了，这就是你送来的&hellip;酸奶罐子都碎了弄袋子里到处都是&hellip;本来以为最多是坏了，没想到真是还有惊喜呢！,2023-01-01 11:42:34,生鲜
18632397812,1,收到直接放冰箱，想吃的时候，拿出来才发现，有一个扣掉了，盒子还破损一大块，酸奶就这么敞开着口，冰箱放好几天，肯定是没法吃了。疫情期间，也联系不上客服，提醒大家收到时好好检查是否有破损。,2022-12-31 19:46:51,生鲜
18616364085,1,用问优惠券20块一桶  生产日期12号的 我买的时候是27号  日期不新鲜 天气凉了 送过来奶还有一点点化,2022-12-28 01:29:21,生鲜
18612085184,1,此用户未填写评价内容,2022-12-27 00:29:11,生鲜
18602318645,1,买了三瓶，只收到两瓶，反馈售后也不处理,2022-12-25 00:08:07,生鲜
18599781952,1,破了五瓶，怎么喝，这么暴力，受不了,2022-12-24 15:29:51,生鲜
18596817017,1,"差评给京东商城，6日下单时提示10号送到，第二天没有通知的情况下悄悄更改为11送到，疫情原因我理解，不追究。到12日还没发货，联系京东客服投诉，只说能发的时候就发货，尽快催办，结果第二天直接改到15号送到。之后每天联系客服，都提示客服忙接不通！好不容易联系上客服，问题反映了，谁说跟领导协商，24小时内回复，可一直无人回复，最后22日才送达。这种傲慢的态度忍无可忍！疫情原因没人送货可理解，你告诉我真是的不发货原因，有那么难吗？京东客服回答问题机械化，培训的话术很无聊！尽量不在京东购物。
酸奶本身很好！",2022-12-23 21:57:58,生鲜
18592369804,1,此用户未填写评价内容,2022-12-22 23:13:21,生鲜
18564829593,1,东西不错，就是在快递站没人送，自己去翻出来找到的。给予差评。店铺客服机械回答问题，让我找京东客服，你就是京东自营店，还分京东客服非京东客服，很不满意的一次购物。希望今后改进。,2022-12-18 21:42:40,生鲜
18563077599,1,此用户未填写评价内容,2022-12-18 15:54:48,生鲜
18545112586,1,保质期一共21天，买来的产品只剩三分之一保质期了，又不提示快到期了，一下买了三桶都不能暗期吃完,2022-12-16 08:06:45,生鲜
18542908910,1,"快过保质期了，拿出来卖
快过保质期了，拿出来卖
快过保质期了，拿出来卖",2022-12-15 22:07:57,生鲜
18539001758,1,不好喝，这哪是酸奶啊，和牛奶一样稀，添加剂那么多口感还是不咋样，还加了稀奶油，长胖的节奏，还挺贵，不会再买,2022-12-15 13:08:06,生鲜
18538996733,1,"生鲜的东西直接没特别包装，也没有优先派送。早上八点开始显示配送，中午一点才送到!全程没有冷链，可想而知!
快递小哥也不容易，不是他们的问题。但是配送服务一定要跟上，既然要做生鲜的生意，配送一定要及时!",2022-12-15 13:06:28,生鲜
18520020620,1,12月11日收到11月27日生产酸奶，保质期28天，收到已经过了15天！13天要吃三罐！吃到临期！！做活动就是出临期商品吧！,2022-12-12 22:29:36,生鲜
18502125019,1,差评，送来桶是破的，找客服也不管，推到这推到那的。,2022-12-09 22:56:02,生鲜
18500717925,1,就用图片这样一个京东塑料袋装着，连个纸盒都没有，然后发现桶底部裂了，袋子里也是流出的酸奶，客服说是物流的原因，让顾客自己联系京东物流,2022-12-09 18:31:18,生鲜
18498362079,1,生产日期居然是12月1日日期，12月9号收到,2022-12-09 10:27:09,生鲜
18498226791,1,包装简陋，就一个袋子随便装着，我拿到手袋子就破了，酸奶日期也不新鲜，保质期28天，12.8下单，12.9收货，生产日期11.24，不会再回购！差评！！,2022-12-09 09:52:09,生鲜
18490060739,1,酸奶能正放在保温箱里，非要侧着放都漏出来了，这俩大酸奶你们发11月的，喝不完都得坏，你们有心吗。,2022-12-07 12:15:45,生鲜
18485041828,1,一般般吧。。不会再回购了。。,2022-12-06 18:52:57,生鲜
18484504490,0,您没有填写评价内容,2022-12-06 17:31:25,生鲜
18482333691,1,增稠剂太多了，都拉丝啦。口感不如之前了,2022-12-06 11:33:06,生鲜
18477548337,1,临期产品，都已经过了15天的，一共才多少天。建议卖之前，标好日期,2022-12-05 11:22:46,生鲜
18475733493,1,价格高于其他平台50%，看来以后也要看看其他平台的商品了,2022-12-04 20:29:27,生鲜
18442908618,1,这次买的质量有问题?,2022-11-26 10:21:47,生鲜
18430180094,1,刚收到就漏成这样了，软包装完全就没有封,2022-11-22 23:40:47,生鲜
18393163720,1,就这样提着送来了........,2022-11-15 14:32:31,生鲜
18385422535,1,日期不是很新，11月5号生产的，12号收到的，过去一个礼拜了，而且酸奶和之前买的不一样，粘粘的，不是豆腐状的,2022-11-14 09:47:47,生鲜
18361969967,1,就塑料袋快递过来的，根本没有包装和冷链。,2022-11-10 15:24:20,生鲜
18360984859,1,拉肚子,2022-11-10 11:52:54,生鲜
18357438803,1,垃圾垃圾,2022-11-09 16:55:42,生鲜
18336854638,1,"这个包装的商品，希望京东能给个说法！
超出心理预期的差！！！
是商家就这样包装发货，还是快递自行拆过包装？
京东现在都是这样的服务？？？
全当花钱上香了。",2022-11-05 20:53:12,生鲜
18298232073,1,保质期过半，还剩下11天，我买了两盒，真是绝了,2022-10-29 11:46:18,生鲜
18298167705,1,差评，28号下单，生产日期是13号的,2022-10-29 11:28:39,生鲜
18289149342,1,买了很多次，最近两次感觉不好，酸奶打开后都是上半部分呈糊状，不像前几次的豆腐块状，下半部分稍好一点。不知道是生产问题还是运输问题，总之不正常，所以不爽！,2022-10-27 16:05:05,生鲜
18268327519,1,日期也不是最新的，我一下买4箱，最起码给我近的日期吧,2022-10-23 23:22:52,生鲜
18262597633,1,味道怪怪的、真心不好吃、比起兰格格家的差十万八千里！真心不推荐购买,2022-10-22 22:59:34,生鲜
18254797325,1,一般般吧我觉得一般般啦,2022-10-21 18:16:51,生鲜
18243471959,1,差评，一直吃的老酸奶这次体验差到极致，很稀，咨询客服叫我冰箱放一晚就会好了，结果放了两晚还是很稀，找他们售后的时候过了售后保质期，拿出来扔掉的时候发现装酸奶的盒子都开裂了，冰箱弄的一塌糊涂。,2022-10-20 16:16:03,生鲜
18238598129,1,不好吃 有明胶  一颗星给快递员的,2022-10-19 20:05:46,生鲜
18236251296,0,价格不贵，但是日期都是1日的了，今天都19日了，最起码两件要一件日期要好点的,2022-10-19 12:41:53,生鲜
18230225546,1,系统问题，下单跳转地址，没有默认地址。配送错误，沟通客服，不承担任何责任。说后台也查不到数据。差评,2022-10-18 10:32:00,生鲜
18229402537,1,送个p～一直收不到,2022-10-18 06:37:17,生鲜
18213453329,1,都是快过期的食品，收到货后保质期只有一周，那之前没有提前告知，导致买完你的一日三餐，天天喝酸奶，,2022-10-15 10:39:35,生鲜
18202612631,1,11号下单，12号收货，结果生产日期是9.26，都过去16天了，是要我在剩下的12天里喝完两箱吗？,2022-10-12 22:03:06,生鲜
18194638528,1,物美价廉，发货速度也快,2022-10-11 01:05:13,生鲜
18168190699,1,临期产品，生鲜还不能退货，烦,2022-10-05 16:46:44,生鲜
18161229117,1,一点也不好，应该是一块一块的，现在是稀碎还一股酸了吧唧馊味???,2022-10-04 10:48:05,生鲜
18160932500,1,里面有虫还是什么东西，这质量太差了，我还吃了那么多桶，恶心,2022-10-04 09:44:42,生鲜
18134786151,1,酸奶还是不错的，差评给在日期上，收到货的时候保质期已经过半了，前前后后买了这么多次，第一次遇到保质期剩这么短的。连在某xx上买的日期都比这个新鲜,2022-09-28 22:17:40,生鲜
18134600714,1,便秘者的福音，串希套餐，实在像三无产品。,2022-09-28 21:40:22,生鲜
18129711802,1,日期过半了，买了16个，14天就要过期了，你家的酸奶不能参加活动，有活动就肯定要过期了,2022-09-27 23:35:59,生鲜
18128052256,1,齁甜，腻，口感不好，也不好吃，为什么大家都说它好吃呢？不会再买了,2022-09-27 17:45:58,生鲜
18124587280,1,质量太不稳定了！！！！上次买的还可以，我四天吃完两桶，隔了两天买的这次的两桶，这次的吃到嘴里都不化开的，表面就跟一层胶一样的包裹着！！！！我用勺子舀起来他能拉很大的丝不断的你敢信？！！！！！！太垃圾了！！！！,2022-09-27 00:23:36,生鲜
18117615299,1,一个酸奶，巨大的纸箱子。去结算和支付金额又不一样。12元的运费，酸奶才28.千万看清楚了。这不是蒙人么？,2022-09-25 18:17:34,生鲜
18116819156,1,本来保质期28天，快递到手离保质期还有一个礼拜左右，这样怎么能喝的完，赶着时间喝吗，快过期的奶还哪有新鲜奶？第一次差评，真的很无语,2022-09-25 15:38:56,生鲜
18109692091,1,日期不好噢  还有10天就过期了,2022-09-24 09:28:36,生鲜
18092650969,1,三盒全部破了 两盒破裂漏出来了 还有一盒轻微裂缝,2022-09-20 22:21:24,生鲜
18087042810,1,9/3日生产的酸奶，9/19日开罐准备吃，发现里面有一圈死掉的蛆，在密封圈靠内的位置。绝对不是运输途中造成的，因为按照蝇卵孵化的条件来说，需要15-40度的温度，3小时以上才会孵化，东西来的时候是放在保温箱内的，我收到后也立即放冰箱了，不可能有苍蝇产卵并孵化。也不可能是仓储过程中造成。因为死蛆是在密封圈内侧，苍蝇不可能在装罐密封后还能钻到罐子里去产卵。所以肯定是生产过程中出现的问题。最后是给我全额退款，但是我还是要曝光一下，太不负责了，无良商家。,2022-09-19 22:28:05,生鲜
18083575228,1,大桶酸奶呈粘稠状，像胶水一样。吃的时候像汤圆。奇怪的很。小桶是正常的奶块，口感也不错,2022-09-19 10:29:20,生鲜
18024113070,1,此用户未填写评价内容,2022-09-06 14:17:57,生鲜
18013786008,1,一起买了好几种天润的酸奶，只有这款原味的最特别，孩子喝完就拉肚子。 速度快、时间长，堪比泻药。,2022-09-04 15:14:57,生鲜
18010670529,1,保质期28天，晚上下单，第二天到，收到的时候已经过了14天，,2022-09-03 22:23:54,生鲜
17998556355,1,收到货就是袋子装着，还漏了一堆，封口这么不严密吗,2022-09-01 18:31:12,生鲜
17993531558,1,不是纯老酸奶！是风味发酵乳，根本不是酸奶的味道！想和纯酸奶的劝退别买,2022-08-31 18:01:20,生鲜
17990660602,1,晚上12点送到的，完全不知道，第二天开门才知道，酸奶都不能喝了。,2022-08-31 06:54:55,生鲜
17986777251,1,我是来买盒子的，这个配料表真心下不去嘴，又是糖又是胶的，乳酸菌在最后几位，呵呵,2022-08-30 12:27:23,生鲜
17977216152,1,全碎了,2022-08-28 14:21:28,生鲜
17967025644,1,保质期28天，今天26号，送来的是13号生产日期的，买了4桶，怎么吃？,2022-08-26 12:05:23,生鲜
17964388073,1,包装非常简陋，导致一个酸奶盒子破损了，弄的到处都是，清理了半天，本来以为京东发货会很好，实际上不如~上买的好，人家装的是泡沫纸箱子。以后不会从京东购买了！,2022-08-25 20:00:25,生鲜
17958396950,1,冰袋都化了，酸奶都不是块状了,2022-08-24 17:16:39,生鲜
17953199754,1,生产日期不新鲜，八月二十几号买的，结果收到的生产日期是九号的，这个保质期比较短，一次买的又比较多，根本来不及吃，可能就过期了,2022-08-23 17:54:02,生鲜
17929167010,1,日期还好，收到的时候已经生产两个礼拜了,2022-08-18 18:41:58,生鲜
17927669983,1,"说实话 就算有优惠券 京东卖的也比淘宝和拼多多贵 如果不是担心疫情期间快递时效问题 肯定不会京东买
多花钱的结果却是日期极差 TB拼多多一般到手也才生产出来一周 京东呢 买了三次 一次比一次差 今天到手的这两桶整整14天 总共21天的保质期 过去三分之二了 
商家没错 确实在效期呢 但是我怎么就觉得这是高价清货呢 商家说采购送到京东需要时间 京东再到我们手里 都是需要时间的 那为什么其他电商的日期就很新鲜呢 
下单三次了 前两次都是正好10天 我也不说什么了 今天来一个14天的 一般这些东西离效期不足7天才能售后理赔 我这正好卡在时间点上 商家太精明了 我多少有种赚**钱的感觉
哦对了 商家说 我可以问客服生产日期 那么为什么商家每天就不能及时主动更新信息呢 在标题里面或者详情里都可以啦 结果现在成了我不问 所以你们也不说 所以这事不赖你们 
最后找了京东 补贴了一张20的生鲜券 但是我心里清楚 这是个套 我要想把那20花了 肯定还得再搭钱 而且一桶酸奶小40 赔我20券 我还是亏 
最后劝商家一句 做生意还是别玩心眼了
不知道这个评价能不能发出来 等着看吧",2022-08-18 13:00:20,生鲜
17923137920,1,日期过半，谨慎购买！,2022-08-17 12:26:33,生鲜
17451066336,1,我真的是买了5天都不过来装,2022-05-05 17:19:53,家电
16336537434,1,产品没什么问题，一星给安装师傅,2021-09-20 21:34:32,家电
16832739145,1,制冷效果差，吹出来风也很大,2021-12-18 07:40:35,家电
16633084082,1,安装空调收费大家不要买,2021-11-13 11:18:59,家电
16633083995,1,安装空调收费 各种费用,2021-11-13 11:19:18,家电
18394504585,1,售后服务态度差，货收到今天都没人联系安装,2022-11-15 18:27:30,家电
17452236025,1,买了四台送个礼品还要等一个月左右才发货,2022-05-05 21:51:36,家电
18558263111,1,安装速度快，安装照顾好。,2022-12-17 20:27:49,家电
16874003032,1,不提前说有安装费，在平台买还是不好,2021-12-25 16:36:10,家电
16721539890,1,为啥到现在都没上门安装 空调都到2周多了,2021-11-25 18:55:38,家电
16809066102,1,空调还没安装完成就给我默认签收了？？,2021-12-13 17:17:35,家电
17102348183,1,空调不制热，没有什么效果,2022-02-08 19:47:08,家电
16434155511,1,不好 外观不好看，制冷也难 后悔买了,2021-10-08 21:13:51,家电
17587302199,1,并未提醒安装需要高空费！,2022-06-05 16:29:13,家电
17109971287,1,既然不过来帮忙安装，我自己掏钱安装的。,2022-02-10 21:05:53,家电
17612062168,1,原来不是免费安装，那个安装费补贴也没有用。,2022-06-10 15:05:45,家电
16765276140,1,买的一点都不开心。安装师傅把我家墙面都搞坏了。,2021-12-03 22:39:37,家电
16789034253,1,送货安装：安装工说京东空调没有保障,2021-12-09 14:09:57,家电
17628883298,1,安装不及时，下单第二天旧机就拆走了，第三天货就到了，还没来安装,2022-06-13 18:03:49,家电
17621273855,1,快递员恶意点退货，约了四五次时间都没配送且未提前说,2022-06-12 12:31:48,家电
17928055608,1,到货这几天了，没人来安装，,2022-08-18 14:35:59,家电
