id,score,content,creationTime,class
19077267055,1,质量好，物超所值，真的是物有所值，价格实惠，质量真的不错，与卖家描述的完全一致，收到的时候包装完整，包裹的严严实实没有任何破损，品质依旧，客服服务态度很好，详细的解答了我的问题，卖家很好，对这次购物非常满意，如有需要会回购！！,2023-05-03 08:25:38,生鲜
19037263445,1,这款是天津仓发出的口感偏酸！可能跟批次有关系！其他还都好！主要快递员送货很负责！,2023-04-19 22:17:29,生鲜
19021251388,1,已经购买多次了，这个酸奶口感非常好，个人感觉比蒙牛伊利光明都好喝，桶的质量也非常好，每次把酸奶喝完之后，桶可以用来装其他的食品，桶也是食品级的，下次还会购买,2023-04-14 13:12:48,生鲜
19033906633,1,"太好吃啦！吃得太过瘾啦！
之前一直买天润的奶制品，也买过天润家1kg装的酸奶，那个好吃是不错，但是不能放开炫。
这次买了的是天润的2Kg包装的酸奶，早餐吃，下午茶吃，晚上看电视吃，配坚果吃，配奥利奥吃，反正就是各种炫，好吃又过瘾！",2023-04-18 20:05:40,生鲜
19093192474,1,好吃  老酸奶的质地  冰箱里冷藏一段时间更好会更有奶豆腐的质地  京东物流也挺快的  会回购  当然学生党宿舍没冰箱的不建议买  量挺大  自己吃肯定要花点时间,2023-05-08 15:30:07,生鲜
19039000819,1,快吃完半桶了，蘸全麦面包吃，老酸奶好浓稠，如果用吸管吸估计吸不上来，不酸挺甜，每次两勺就吃得很足够了，没试过的可以尝试，日期大概还剩下半个月的样子，这个桶很结实。,2023-04-20 15:23:39,生鲜
19066232543,1,东西挺好的，经常买这家酸奶品牌是值得认可，最关键大家包装盒还可以循环利用，上次也在~刷到了，味道很纯正。以后一定会经常光顾的，关键的营养价值还很高,2023-04-29 06:37:38,生鲜
19029596443,1,几以前几乎从未认真评价过，也不知道浪费了多少分。我听说评价中有100多个单词，基本上是每周访问一次。在京东购物太方便了，根本停不下来。从那时起，购买日用品时首先想到的就是京东，它是真正的。起初我很担心。现在我习惯了，这真的很好。现在我必须给更多的~。我下次会再来。我一直在购物。它仍然是一个非常好的宝贝。真的很好。这是值得的。网上买一次也没用。它还没有安装。我一次买了两个。大品牌值得信赖。,2023-04-17 12:26:59,生鲜
19057323731,1,京东物流超级快，头一天中午下单，第二天在还没下班就收到货了，老妈在家里签收的，回家打开看了很好，没有问题，还有气泡袋保护，味道很正，香醇浓郁，吃在嘴里也是足足的奶香味，固态酸奶里做的真的很好，如果加点燕麦或者水果做个沙拉也不错，看个人口味，口感很好，非常喜欢！！！,2023-04-26 10:55:01,生鲜
19041149010,1,买过很多次了！性价比高！比较粘稠！也不是很甜！比超市那些酸奶要好！桶的话保险也比较好！不错啦！价位也便宜！以后喝完了再买 快吃完半桶了，蘸全麦面包吃，老酸奶好浓稠，如果用吸管吸估计吸不上来，不酸挺甜，每次两勺就吃得很足够了，没试过的可以尝试，日期大概还剩下半个月的样子，这个桶很结实。,2023-04-21 10:57:41,生鲜
19041158302,1,真的很好吃，买酸奶还送质量很好的桶饭盒，可以拿来收纳，当然酸奶的品质也非常高，绝绝子，以前不敢买是因为吃过一次同事的无糖酸奶，外观长得太像了包装，这个是有糖分的很好吃，可以拿来当早餐充饥，快递包装京东很用心，里面的冰袋用的是塑料包装的很舍得下本，京东真的yyds，很专业还有提货码，会继续回购的,2023-04-21 10:57:54,生鲜
19092668486,1,几以前几乎从未认真评价过，也不知道浪费了多少分。我听说评价中有100多个单词，基本上是每周访问一次。在京东购物太方便了，根本停不下来。从那时起，购买日用品时首先想到的就是京东，它是真正的。起初我很担心。现在我习惯了，这真的很好。现在我必须给更多的~。我下次会再来。我一直在购物。它仍然是一个非常好的宝贝。真的很好。这是值得的。网上买一次也没用。它还没有安装。我一次买了两个。大品牌值得信赖。,2023-05-08 12:22:07,生鲜
19074697827,1,第一次购买这个酸奶，看了看这个日期是4月20号的，保质期一共就28天，也就是说还有十多天就过期了，不过这个么，这么多天也能吃得完，但是如果是最新的日期会更好，物流速度那也是没得说，上午买的下午就送到了，很是速度,2023-05-02 09:25:59,生鲜
19084985247,1,"买回来忘了评价了 ，冲着盒子买的，已经吃了了，并且一个盒子已经用来装菜了，哈哈?。
很稠，也很甜，其实个人不太喜欢甜甜的酸奶，这个盒子也可以自己再做一次酸奶，就是酸奶不吃了，剩下四分之一左右，再倒满牛奶，蒸烤箱的酸奶功能7小时就可以得到一盒自制酸奶了。",2023-05-05 18:12:34,生鲜
19044416569,1,"我是一个老酸奶爱好者，尝试了很多品牌的酸奶了，天润老酸奶的口感还是算中等偏上吧。
1?? 首先，天润老酸奶的包装设计挺有分量的，让人信任感增强。
2?? 但是，打开封条后，竟然没有那股浓郁的酸奶香，让人略微失落。
3?? 吃起来，口感还是很滑顺，但是酸度偏低，没有我喜欢的那种浓酸入味的感觉。
总体而言，天润老酸奶是一款相对比较优质的老酸奶，但是如果你喜欢口感重一些的酸奶，这款可能不太适合你。",2023-04-22 13:07:15,生鲜
19047102902,1,第二次买啦 好喝好喝 京东配送也很快 酸奶没有碎块 生产日期也新鲜 之前一罐可以吃三到四次 挺好的挺好的 希望多多做活动呀,2023-04-23 10:55:13,生鲜
19072681712,1,"质量非常好,与卖家描述的完全一致, 真的很喜欢,完全超出期望值,发货速 度非常快,包装非常仔细、严实,物流公司服务态度很好,运送速度很快,很满意的一次购物质量很好, 希望更多的朋友信赖. 店主态度特好, 我会再次光顾的好卖家 赞，发货迅速，态度很好，很满意！很好很好！网上购物这么激烈，没想到店家的服务这么好，商品质量好而价低廉， 很热情的卖家，下次还来希望下次还有机会合作祝你生意兴隆质量非常好，出乎我的意料包装非常仔细。下次有机会再找你，店家人蛮好的，东东很不错,淘到心意的宝贝是一件让人很开心的事，比心，质量非常好,与卖家描述的完全一致, 真的很喜欢,完全超出期望值,发货速 度非常快,包装非常仔细、严实,物流公司服务态度很好,运送速度很快",2023-05-01 12:02:42,生鲜
19043719400,1,这个价格仍然很划算。经济、便宜、质量非常好，与卖方描述的完全一样。非常满意，完全出乎意料，超划算，划算，购物比实体店便宜多了，非常满意网上购物。我希望卖家的生意会越来越红火，物流会越来越快，包装会越来越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友会很快下单，这是良心的推荐。它真的很好，而且价格也很高，所以你将来可以在这里买。给三个好评就满足了！满意了！满意了,2023-04-22 09:25:10,生鲜
19084750915,1,作为一名京东plus会员，已经在京东购物很多年了，在京东购物从电脑配件开始的，到后来发展到日用品和家用电器，再后来家里的吃喝拉撒用都在京东买了。首先京东自营商品质质量有保障，价格实惠，售后服务好，商品出现质量问题会很快就给解决。配送速度无敌，基本隔日就送到家，甚至上午下单下午就配送到了。商品多，基本实体店有的商品京东都有，而且都是正品，价格还比实体店便宜。在京东购物就是多快好省，以后会一如既往的支持京东的。,2023-05-05 16:56:56,生鲜
19075899730,1,第二次购买了，昨天下单，今天送到，物流很快，快递小哥哥服务态度特别好，这次五一节买的有活动，有优惠券，太划算了，好吃的酸奶，谢谢商家还送了一大瓶900豪升的鲜牛乳，特别感谢，这么好的鲜奶，价格实惠给力，吃完再来回购！感谢京东快递好平台&hellip;特别满意，各方面都非常满意！送来包装特别好，放了冰块，奶拿到手还是冰冰的！,2023-05-02 16:42:02,生鲜
19071712485,1,真心喜欢，颜色、款式都非常棒！?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美发货很快，包装的很好，价格也特别实惠，还有这么多功效也是不错了，值得购买发货速度很快，东西包装的很好，价格优惠，我很满意?，还会回购材质结实，手感好，很得劲，物流也快，性价比很高，值得购买性价比高，我很喜欢，下次还会光临,2023-04-30 22:10:39,生鲜
19050829497,1,搓手手万分期待的东西终于到手。内心那个炽热激动的劲儿涌上来止都止不住！！！觉得东西不错我就会给好评宝贝产品质量很好，是正品。和页面描述写的基本一致，卖家的客服服务态度从头到尾都很好，快递发货速度超快,2023-04-24 07:03:20,生鲜
19082607576,1,我真的非常喜欢它，非常支持它，质量非常好，和卖家描述的一模一样，我非常满意，我真的很喜欢它，它完全超出了我的预期，发货速度非常快，包装非常仔细和紧凑，物流公司的服务态度非常好，发货速度非常快，我对购物非常满意。,2023-05-04 21:32:09,生鲜
19038119313,1,第一次购买这个品牌的酸奶，在某平台看到的，评价很高。京东的物流速度超级快，16日的出厂日期，很新鲜，配送的时候用的京东保温箱，在驿站放了7，8个小时还是凉的，很周到。味道还不错，有食用明胶，碗装老酸奶的感觉。,2023-04-20 10:32:17,生鲜
19067831802,1,收到货物后，我第一次打开包装。我觉得质量还是比较好的，这和卖家的描述是一致的。我非常满意。传送速度相对较快。物流公司服务态度好，交货速度快。总的来说，这是一次非常令人满意的购物。多亏了卖家。,2023-04-29 17:26:34,生鲜
19031250466,1,东西不错，吃完饭就吃了，结果冰冰的给胃整的不舒服，等到常温吃就很不错了。,2023-04-17 21:43:26,生鲜
19072926401,1,快递真的很不错！冰袋贼多，送到还很冰。不过太多了，哈哈哈哈哈，一天吃不完，但是好像放几天的话好像会渗水嘛？当天吃完可能好点，吃几天不太好吃了感觉。而且吃几口就腻了，呜呜呜。但是真的很划算！,2023-05-01 13:50:31,生鲜
19098408307,1,营养丰富，口感独特，含有纯正生牛乳，营养成分得到了很好的保留。 酸奶比较浓稠，味道不错，饱腹感强，份量也足够。 天润乳业牛奶口碑一直很好，创新能力不弱，但地处远疆，扩张基础不够牢固。,2023-05-10 11:15:06,生鲜
19051691320,1,天润润康厚酸乳，已多次回购了，丝滑，厚实，放坚果营养均衡，做面包时放点酸奶，发的更好，,2023-04-24 12:39:13,生鲜
19043062920,1,宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家??感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手，已经吃的就剩空盒了,2023-04-21 21:52:17,生鲜
19065847691,1,天润酸奶为新疆优质奶源的国产酸奶，物流很有保证全程冷链运输，第二天就送到了，天润酸奶味道很浓郁，每一口都很好吃，天润的保鲜盒也很不错，质量很好，清洗干净后就可以放置别的食物。,2023-04-28 22:00:30,生鲜
19019399743,1,很少喝天润酸奶，因为总体来说，性价比不算高。这次偶尔看到天润还有这么一款酸奶，虽然不便宜，但乳蛋白含量在酸奶里算高的。平台评价也挺好，就买来尝尝。刚才送到一看，距离生产日期已经过了七天。这还是京东快递当天下单当天送到的前提下。希望酸奶口味对得起这价格！,2023-04-13 19:08:52,生鲜
19067495140,1,收到货是稀的，可能是冷链配送不给力吧。放冰箱冷藏过后就可以用勺子?挖着吃了。口味还不错甜度高于酸度。保质期28天收到货差不多已过十天，但是这个如果不怕胖两天就炫完了,2023-04-29 16:05:08,生鲜
19047059199,1,尝过天润酸奶就喜欢它的味道，酸奶味浓厚，昨天早上下单中午就到了，被京东快速送货惊到了，生产日期是4月13日还是很新鲜，到家就把标签撕掉直接吃了，盒子洗净装东西也很好。,2023-04-23 10:50:25,生鲜
19072420409,1,快吃完半桶了，蘸全麦面包吃，老酸奶好浓稠，如果用吸管吸估计吸不上来，不酸挺甜，每次两勺就吃得很足够了，没试过的可以尝试，日期大概还剩下半个月的样子，这个桶很结实。,2023-05-01 10:25:28,生鲜
19060669436,1,平时就一直关注这款酸奶，之前买过，个人很喜欢这个口感，不是很甜，没有其他品牌的甜蜜素和安赛蜜等添加剂的味道。这次赶上有促销满减活动，一次性买了两盒，买完就又涨价了，这个酸奶价格波动比较频繁，还是有~时买划算。都是平时一直收藏的，便宜的时候果断下单。喜欢！信赖京东自营，给力！,2023-04-27 13:17:06,生鲜
19081188559,1,"第二次头大润酸奶。快速很给力酸奶很快收到
了，给京东快递五星好评，买的是天润 TERUN 新
疆特产低温生鲜酸奶家庭分享桶装佳丽益家方桶
2KGx1桶。快递是冷链送货到手是还是很粘稠，
立马放置冰箱冷藏。酸奶是乳白色豆腐脑状态！一
勺勺起感觉到特别浓稠。酸酸甜甜凉凉的奶香",2023-05-04 13:46:51,生鲜
19034905285,1,酸奶被保护的很好，到手冰袋还是硬的，满满一盒白嫩嫩的酸奶。买过很多次这种酸奶了，浓浓的奶香，太喜欢了。一直在这里买这个，活动的时候价格很美丽，发货速度贼快。,2023-04-19 09:09:10,生鲜
19041641959,1,这款京东自营的天润新疆老酸奶，1桶2斤重，生牛乳大于等于85%，口感醇厚，用勺子舀出来直接吃，或者拌蔬菜沙拉水果都可以。京东出库快，生鲜运输，物流配送迅速，赞一个。,2023-04-21 13:43:58,生鲜
19062952252,1,每次收货都是?常愉快的，我来评价下这个宝贝，价格不错，质量不错，快递不错，?板不错。快递很快，?哥很礼貌，多等了我?分钟也不介意。先说商品质量：产品总体不错，包装严实。再说商家服务：点赞啦。最后点评快递：发货很快。其他就是感谢店家打折送券活动，毕竟便宜好货更实在。希望店家多多优惠，及时通知?客户，促成回购。祝?意兴隆。真的超级喜欢，?常?持，质量?常好，与卖家描述的完全?致，?常满意，真的很喜欢，完全超出期望值，发货速度?常快，包装?常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的?次购物。,2023-04-28 10:10:49,生鲜
19048331003,1,买过很多次了，盒子非常适合收纳食品。这个产品无论从外观还是质量都是很好的，达到了预期值，值得一个好评。货真价实，良心卖家，客服很贴心，物流速度也很满意，整个交易过程很顺利，很开心的一次购物体验。好东西大家分享，已经推荐给身边的朋友，希望以后店家有更多更好的产品。,2023-04-23 13:51:34,生鲜
19075422998,1,和在超市购买的一样，假期里一个人抱着一大桶最爱的酸奶边追剧，太开心了！口感绵密，酸酸甜甜，吃多了也不会腻，很大的一桶，量很足，吃到饱为止！,2023-05-02 13:42:44,生鲜
19050169942,1,这款酸奶非常好喝，我还没喝过这么好喝的酸奶。口味非常地道，根本不是其他家能比的。全家人都对他赞不绝口，买完后立马又回购了，以后就喝这款酸奶了,2023-04-23 20:48:39,生鲜
19071885696,1,天润，大品牌，值得信赖。很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，吃得安心！以后会继续购买的！,2023-04-30 23:52:14,生鲜
19081471371,1,本人酸奶爱好者，因为乳糖不耐受，从不喝纯牛奶。这个酸奶简直爱了，秒杀其他酸奶，性价比又高。家里老人小孩都爱吃，一桶三口之家能吃一整天。,2023-05-04 15:23:30,生鲜
19036810926,1,酸奶口感很适合我，酸酸甜甜，很喜欢，相对于大包装的我个人还是喜欢这个味道，口感也很丝滑，三四天就能喝完了，物流也很给力，第二天就能收到了！,2023-04-19 19:46:05,生鲜
19095103617,1,第n次回购，因为盒子买这个酸奶，保鲜盒太好了，装东西太棒了，酸奶也好喝，小时候的味道，不像别的酸奶那么甜，这个需要用勺吃，全家都爱吃,2023-05-09 09:39:14,生鲜
19029582547,1,质量非常好，与卖家描述的完全一致，非常满意，真 的很喜欢，完全超出期望值，发货速度非常快，包 装非常仔细、严实，物流公司服务态度很好，运送 速度很快，很满意的一次购质量很好，希望更多的 朋友信赖．店主态度特好，我会再次光顾的，可不 可以再便宜点，我带朋友来你家,2023-04-17 12:25:10,生鲜
19029577032,1,质量非常好，与卖家描述的完全一致，非常满意，真 的很喜欢，完全超出期望值，发货速度非常快，包 装非常仔细、严实，物流公司服务态度很好，运送 速度很快，很满意的一次购质量很好，希望更多的 朋友信赖．店主态度特好，我会再次光顾的，可不 可以再便宜点，我带朋友来你家,2023-04-17 12:21:13,生鲜
19029793015,1,好吃，酸奶是固体的，味道很醇正，一千克够吃好几顿了，盒子包装很新颖，吃完了还可以当收纳盒。想喝酸奶的一时解馋够了。不错不错，京东物流很快,2023-04-17 13:37:10,生鲜
19058631255,1,非常非常好喝。推荐好几个人买了!,2023-04-26 18:07:38,生鲜
19028705029,1,酸奶被保护的很好，到手冰袋还是硬的，满满一盒白嫩嫩的酸奶。买过很多次这种酸奶了，浓浓的奶香，太喜欢了。一直在这里买这个，活动的时候价格很美丽，发货速度贼快。,2023-04-17 05:54:18,生鲜
19096981126,1,买了无数次了，只要有点儿~就备着。一家人都喜欢这个品牌的酸奶，有时候当饭吃，定完了转天就送到了，特别方便。比其他平台价格划算。,2023-05-09 20:00:40,生鲜
19042703250,1,天润的一公斤装的老酸奶是我吃过的所有品牌里，酸奶中我最喜欢的口味。当然，这个一公斤装的有点贵，没有两公斤装的实惠，可是他的口味确实非常棒！,2023-04-21 19:47:38,生鲜
19036114990,1,商品收到了，这两年一直都在京东购物，每次也都认认真真评价物流送货飞快，快递员态度非常好，这些商品之前关注，一直等到有促销时再购买!终于等到了折主折才买，和自己在专卖店买的一模一样，是正品，值得大家购买，平常都在京东买东西，大到电器，小到柴米油盐都从京东士购买，还未遇到问题。建议大家提前把需要的物品放到购物车里，开启降价通知，等到打折或促销时，购买非常非常便宜，比逛实体店的劳累和时间要节约了精力付出。我是 Plus 会员，每给的犹惠券和运费抵用券又额外带来了犹惠，更加经济便宜，会一直在京东购物,2023-04-19 15:56:39,生鲜
19036125139,1,商品收到了，这两年一直都在京东购物，每次也都认认真真评价物流送货飞快，快递员态度非常好，这些商品之前关注，一直等到有促销时再购买!终于等到了折主折才买，和自己在专卖店买的一模一样，是正品，值得大家购买，平常都在京东买东西，大到电器，小到柴米油盐都从京东士购买，还未遇到问题。建议大家提前把需要的物品放到购物车里，开启降价通知，等到打折或促销时，购买非常非常便宜，比逛实体店的劳累和时间要节约了精力付出。我是 Plus 会员，每给的犹惠券和运费抵用券又额外带来了犹惠，更加经济便宜，会一直在京东购物,2023-04-19 15:56:22,生鲜
19057318475,1,这个牛奶很好吃。每次自己装一小碗。，再加一点酸酸的蓝莓子。实在太美味了。，而且吃完以后，儿子还可以用来装别的东西。，看了一下，盒子是可以重复利用的。,2023-04-26 10:41:19,生鲜
19047149243,1,第一次买天润的这款酸奶，小朋友回到家迫不及待地想吃，相比之下口感确实不错，吃起来整体很细腻，也不会很甜，像自己在家做的老酸奶一样,2023-04-23 11:00:18,生鲜
19088323478,1,第一次尝试这款老酸奶，滑滑的，满口的奶香味，吃起来很舒服。喜欢原味的酸奶，比吃冰淇淋健康太多。喜欢京东的购物体验，送货神速！,2023-05-06 20:41:31,生鲜
19093973665,1,泡沫保温箱包装配送，次日达，到家还很凉的，口味细腻，不酸，甜味不是很重，生产日期新鲜，酸奶包装盒密闭性好 ，没有破损和遗撒,2023-05-08 19:47:35,生鲜
19038239739,1,经常买这款酸奶喝，像豆腐的一样的口感。京东物流的冷链运输非常好，可以保证酸奶低温冷藏到家即可食用，孩子非常愿意吃。有活动时回购。,2023-04-20 11:09:37,生鲜
19035708670,1,已经多次购买了，感觉这个牌子喝着挺好喝的，孩子超级喜欢，建议大家伙购买，口感相当不错，物美价廉，老人孩子都爱喝，而且日期比较新鲜,2023-04-19 13:33:33,生鲜
19028979568,1,"是新疆品牌
营养丰富，口感独特
含有纯正生牛乳
营养成分得到了很好的保留
酸奶比较浓稠，味道不错，饱腹感强，份量也足够
值得推荐",2023-04-17 09:17:54,生鲜
19052337509,1,这款酸奶买过好多次了，之前是女儿第一次买，尝了觉得非常不错，比超市里任意一款酸奶味道都要好很对，这次买来，买给老爸老妈尝尝。,2023-04-24 16:15:04,生鲜
19071321883,1,因为离开包邮区一段时间好久没有吃了，馋的狠，一回包邮区立马下单。一如既往的好，快递小哥本来要上午送的改到下午后立马送来了。,2023-04-30 19:20:46,生鲜
19046743918,1,奶味浓郁，价格实惠，QQ弹弹的非常好吃，吃完了还有一个盒子可以装各种东西非常实用，经常回购家里现在好多盒子了，做各种收纳盒。,2023-04-23 09:28:29,生鲜
19046748920,1,奶味浓郁，价格实惠，QQ弹弹的非常好吃，吃完了还有一个盒子可以装各种东西非常实用，经常回购家里现在好多盒子了，做各种收纳盒。,2023-04-23 09:28:10,生鲜
19050155401,1,从来没吃过这么好吃的酸奶，新疆的酸奶果然地道，非常的好吃，刚买回来一天就被家里人全部吃完了，迫不及待又下了两单，配上麦片更香,2023-04-23 20:47:08,生鲜
19037791892,1,我能说我会后这么多次其中有一部分是因为这个保鲜盒吗？可以装好多东西，装各种米，都可以，而且特别好收纳，还可以叠在一起。特别棒,2023-04-20 08:38:45,生鲜
19055474025,1,里面加炼乳和稀奶油了 有种奶油的香甜，不是特别甜 口感醇厚，和别的酸奶味道不太一样，大桶吃得过瘾挺好，盒子也可以留着装豆子,2023-04-25 17:02:24,生鲜
19032373862,1,这款酸奶家中一直回购，根本就断不了。口味比较绵密，拌着麦片或者水果什么的吃，又解饿又好吃。有时候打折时间买特别合适，会回购。,2023-04-18 11:25:57,生鲜
19035121252,1,酸奶很好吃，活动的时候买的，希望可以多多的有活动，一大瓶两斤装，盖子很严实，还可以拌些水果吃，酸奶挺好的，等下次活动多拍点。,2023-04-19 10:22:22,生鲜
19059481306,1,酸奶口感很好，细腻丝滑，甜度适宜，不腻人，一家人分享很赞！酸奶口感很好，细腻丝滑，甜度适宜，不腻人，一家人分享很赞！！！,2023-04-26 23:11:49,生鲜
19093433480,1,?是正品，跟商店里买的是一样的，在这网购方便快捷，品质放心，还会光顾！.^?^.?发货很快，两三天就到了，这个颜色我很喜欢，性价比很高，非常?宝贝质量很好，收到货第一时间打开看了，很不错?，很满意?，客服也有问必答，感谢?,2023-05-08 16:46:41,生鲜
19036825248,1,京东冷链太强了 上午下的订单下午送的冷藏箱还有冰袋 包装的结结实实的放在家门口 晚上回家冰袋都原封不动 体验感拉满,2023-04-19 19:48:56,生鲜
19076155897,1,一直在喝天润这款冰激凌口味的酸奶，味道很正，小朋友尤其喜欢，每天早上一袋，还可以微波炉加热一下，非常棒。京东物流也很好，冷链物流，当天就到，真是方便。以后继续回购的。,2023-05-02 18:11:20,生鲜
