商品id,评论内容,评论者,评分,评论时间,评价距离购买天数,用户ip属地,评论商品,评论回复数,用户点赞数,形容词,text_rank,text_rank_value
100018978646,给别人买的，服务必须通过我的账号才能用起来，挺麻烦的!,x***0,3,2022-04-08 15:54:43,16,,ER1专家版,1,0,麻烦,麻烦,"[{'word': '麻烦', 'weight': 1.0}]"
100018978646,物流超级快，科技就是金钱啊😄好用，直观,诺***1,5,2023-11-03 11:01:09,1,广东,ER1专家版,0,0,快 好,,[]
100018978646,很好用,j***0,5,2023-10-26 07:01:02,45,重庆,ER1专家版,0,0,,,[]
100018978646,物流很快，包装很完整，东西到手了，操作简单。,j***e,5,2023-10-03 10:38:40,6,重庆,ER1亲情版,0,0,完整 简单,,[]
100018978646,发货很快 收到以后和商家沟通的一致 还贴心的送了十片电极 很愉快的购物经历：）,l***6,5,2023-09-04 18:57:11,1,四川,ER1亲情版,1,0,愉快,,[]
100018978646,朋友推荐买的。很方便质量很好，做工精细，说明书配件齐全写的非常详细，简单方便。以后有什么心脏不舒服，在家可以及时检测不用去医院排队了。,j***L,5,2022-02-17 17:20:31,22,,ER1亲情版,2,1,很 方便 好 精细 详细 简单 方便 舒服,,[]
100018978646,心电检测仪收到后就感觉测试，需要先下载乐普健康 APP，手机可以实是查看数据 也可以先佩戴后测量，等取下产品，再把数据导到APP里面，真的好方便，因为我购买的是24小时测量的，现在已经佩戴一天了，取下产品，按照客服提供的使用视频，把数据导出，使用人工分析，里面的报告很详细，这样日常观查心脏情况真的给我提供了很多便利，不用心脏不舒服还往医院跑了，大品牌就是不一样，点个赞👍,紫***6,5,2021-04-19 15:54:35,4,,,0,4,健康 好 方便 详细 便利 舒服,,[]
100018978646,很方便的小设备 比医院的大机器方便很多。心脏有问题的用起来确实很好，在家就能测，省去很多时间,闻***线,5,2021-04-25 23:32:16,2,,,0,2,方便 方便 确实 好,,[]
100018978646,外观小巧，质感还不错，高科技测心电图效果很好，支持长程监测，使用也很方便，使用电极片直接佩戴在胸口就可以开始测量，也可以用心电带，家里长辈年纪比较大，家里备用一个随时都能用，省去平时医院排队的时间，监测后可以在app看结果，有人工分析报告很详细，测量结果也可以那给医生看看是什么问题，总之挺好用的,j***x,5,2021-04-16 19:57:51,2,,,0,1,不错 好 直接 详细 挺好用,,[]
100018978646,第一次买这种产品，医生推荐的，支持长程心电图监测，东西很小，带上没有负担，测量挺准确的，对于心脏问题长程佩戴来说很实用，长程监测的话如果有心脏异常也容易发现问题所在，送了电极片，可以直接贴在胸口测量，也可以用心电带，两种方式，都挺方便，主要分析结果很详细，送了5次人工分析卡，很贴心的设计了,j***A,5,2021-04-16 11:53:09,2,,,1,1,很小 准确 容易 直接 方便 详细,,[]
100018978646,仪器非常好用，戴上后基本无感，满电可以使用72小时以上，待机耗电很小。报告也很清晰明了，有小时分析，早搏抓取也很准确。,l***6,5,2023-03-29 11:22:54,8,辽宁,ER1亲情版,3,2,好 很小 清晰 明 准确,,[]
100018978646,下单后，物流非常快，产品轻便、美观、使用方便，在手机上非常直观看到数据分析，与描述一致。,j***e,5,2022-09-13 19:01:12,2,,ER1亲情版,1,2,快 轻便,,[]
100018978646,真的好用，实时反应出心电状态，使用也非常方便。,极***1,5,2023-04-25 21:35:29,2,四川,ER1亲情版,0,0,好 方便,,[]
100018978646,给老人买的，用了多次后才来评价，总体来说挺不错的，感觉和之前在医院用的24h动态心电图差别不大。操作简单方便，测量结束后导入数据也很快捷，还可以付费使用医生复核服务，在家备一个24h心电记录仪真的很有必要。用电极时需要注意的是电极片需要贴好，否则可能会中断数据记录。客服态度很好，回复也很及时~,R***8,5,2022-01-10 17:57:38,12,,ER1亲情版,0,2,大 简单 方便 快捷 好 好,,[]
100018978646,东西收到，用了三天，测量方便，准确。针对数据收集方法，客服给予详细解释，服务很到位。加上自带的AI自动分析及厂家赠送人工解读服务，戴上它放心，强烈推荐。,D***8,5,2022-03-23 09:45:46,4,,ER1亲情版,0,1,方便 准确 详细,,[]
100018978646,家里老人心脏不是很好，在12导联动态心电仪hotter和单导联动态心电记录仪之间犹豫了好久好久，最终还是选择买这个，刚刚带上还不到12小时，用起来简单方便不啰嗦，非常不错。,陈***妈,5,2022-01-23 19:58:24,9,,ER1亲情版,1,1,犹豫 简单 方便 不错,,[]
100018978646,买来给孩子用的，孩子有些心律不齐，用这个比较能实时监测孩子心律动态，操作非常简单，也很实用，免费分析，感觉特别满意，服务态度非常好，谢谢卖家！,j***D,5,2022-06-03 18:27:13,35,,ER1亲情版,3,0,好,,[]
100018978646,看了推荐购买了这款心安宝，发货速度很快。包装很好，东西也很轻巧。看了使用说明后操作简便。,j***n,5,2022-05-28 18:45:34,5,,ER1亲情版,0,0,好 轻巧 简便,,[]
100018978646,这仪器轻便，还挺好用，感谢客服及技术人员的指导，老人家很喜欢！,j***d,5,2021-11-16 10:10:48,12,,ER1亲情版,0,1,轻便 挺好用,,[]
100018978646,很方便的很好用，包装很大气方便，测得还是比较准的，比医院的检测器携带方便，带着不会掉贴的很牢固，摘下去也不会在身上留下很多胶,j***H,5,2022-03-15 20:17:46,35,,ER1专家版,0,0,方便 很好 很大 方便 准 很 牢固,,"[{'word': '准', 'weight': 1.0}]"
100018978646,一般，app套路太多，不值得买，性价比不高,l***e,3,2021-10-31 09:34:01,52,,ER1亲情版,3,6,一般 高,,[]
100018978646,看中这款心电的长程监测功能，机身小巧，材质柔软，佩戴方便舒服，可以用电极片和心电带两种测量方式，测了24小时，佩戴也没什么负担，心率监测和心电图分析，出的报告很详细，佩戴结束后直接在aPP上查看结果，乐普做医疗器械方面还是很可靠的，大家用着比较放心！,j***H,5,2021-03-29 14:19:07,3,,,1,1,柔软 方便 舒服 详细 直接,,[]
100018978646,外观小巧，佩戴方便，支持胸带跟电极片两种方式，我测了24小时，app下载数据，可以选择分析服务，分析结果很清楚，有异常及时拿给医生看，很方便，还有心率异常会震动提醒，体验感不错，省去很多去医院排队的时间了,琬***睨,5,2021-04-26 22:51:38,3,,,0,0,方便 清楚 方便 不错,,[]
100018978646,真的很好用，可以24小时监测心电，对于有心脏问题的家用必备，很轻便，有人工复核的报告，乐普品牌值得信赖,k***f,5,2021-04-10 22:55:32,4,,,0,0,轻便,,[]
100018978646,很好用，操作简单而且挺准的，家里长辈之前检测出来一些小问题，买一个家里监测，很好！客服还有耐心！推荐,俊***西,5,2023-04-03 19:38:29,2,北京,ER1亲情版,0,1,简单 小 好 耐心,,[]
100018978646,做手术前检测使用，只佩戴了一个礼拜，很好用。手术后就闲置了，很新，要的朋友可以M我。送一包电极贴。,J***a,5,2023-03-23 10:07:44,51,广东,ER1亲情版,5,1,,,[]
100018978646,物流很快，包装很好。产品小巧轻便，说明简单易懂。,俺***工,5,2023-07-25 16:46:02,5,江苏,ER1亲情版,1,0,好 轻便 简单,,[]
100018978646,都收到了，正在充电，马上试用。物流很快，客服态度很好。全都五星。,边***平,5,2023-07-20 15:13:07,1,河北,ER1亲情版,1,0,好,,[]
100018978646,这段时间一直带着，检测心脏健康情况，还有免费智能分析，甚至还有专家分析，非常好用。,君***健,5,2023-05-10 23:46:35,38,北京,ER1亲情版,0,0,健康 好,,[]
100018978646,昨天戴上，今天住院时医生说这很有参考价值,常***7,5,2022-01-30 13:04:32,2,,ER1亲情版,1,5,,,[]
100018978646,仪器设备很小，操作很方便，老人用起来也没有障碍。后台的智能分析非常适合进行中长期数据监测使用。很好的家庭用产品。,j***V,5,2022-11-01 15:05:56,10,,ER1亲情版,1,1,很小 方便 很好,,[]
100018978646,佩戴了一段期间，检测心比一般的智能手表要准很多。支持AI分析，出具分析报告也可用于辅助医疗诊断。,u***q,5,2023-04-27 07:31:42,4,浙江,ER1亲情版,0,0,一般,,[]
100018978646,使用了一段时间感觉很好，用电极片贴上小巧无痕，手机上随时检测，长时可下载，Ai分析很快，给医生看也认可，对分析早搏还是房颤有有帮助,z***1,5,2023-04-16 08:26:17,15,江苏,ER1亲情版,0,0,,,[]
100018978646,发货非常快，相信这个品牌，期待准确的结果,猫***鱼,5,2023-03-26 21:37:47,0,上海,ER1亲情版,0,0,快 准确,,[]
100018978646,佩戴舒适，重量很轻，几乎没有什么感觉，目前还没有试他的ai分析,j***f,5,2023-02-23 15:42:50,3,,ER1亲情版,1,0,舒适 轻,,[]
100018978646,物品精致，客服态度很好。,j***t,5,2022-08-19 17:34:23,2,,ER1专家版,1,1,精致 好,,[]
100018978646,非常时期，有必要居家测心脏的状态！,l***8,5,2023-01-31 21:14:18,25,,ER1亲情版,0,0,,,[]
100018978646,发货速度很快，使用很方便。,阳***c,5,2023-01-29 20:30:08,11,,ER1亲情版,0,0,方便,,[]
100018978646,产品不错，用起来很方便，很有参考价值，包装严实，快递给力，,朝***0,5,2023-01-15 14:54:31,10,,ER1亲情版,0,0,不错 方便 严实 快,,[]
100018978646,这款心电监护仪，使用了一段时间才来评论的！还是很好的，链接APP检测心电图，并可以生成报告，以便发病时很好的检测心跳心电情况。值得购买，也会推荐给家人和朋友，京东的售后还是很信赖的。,j***0,5,2023-01-10 14:56:25,30,,ER1亲情版,0,0,很好 好,,[]
100018978646,操作很方便， APP随时监测，数据有一定参考意义。,M***a,5,2023-01-08 19:34:07,3,,ER1亲情版,0,0,方便,,[]
100018978646,物流很快，下单两三天就到了，已经使用了,j***s,5,2022-12-21 19:55:30,9,,ER1亲情版,0,0,,,[]
100018978646,不好用 跟手机连接不上,u***3,1,2022-02-25 22:15:16,13,,ER1亲情版,1,1,,,[]
100018978646,终于收到我需要的宝贝了，东西很好，谢谢掌柜的!说实在，这是我京东购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好!不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦!,l***7,5,2022-11-27 08:12:15,12,,ER1亲情版,0,0,好 认真 好 完整 惊喜 好 麻烦,麻烦,"[{'word': '麻烦', 'weight': 1.0}]"
100018978646,终于心里踏实了。这个很好,好***吧,5,2022-05-24 11:23:14,9,,ER1亲情版,1,1,踏实 好,,[]
100018978646,买了几天了，用过才来评价，特别好的24小时心脏检测仪，以前不知道自己心脏突然蹦蹦跳几下是早搏还是房颤，这个检测仪能准确地监测出什么时间段早搏，心率等等，用法简单，很好。,j***v,5,2022-11-18 12:18:42,14,,ER1亲情版,2,0,好 突然 准确 简单 好,,[]
100018978646,非常好的产品，很棒，产品高大上，使用方便,w***8,5,2021-12-18 16:10:02,6,,ER1亲情版,0,2,好 很棒 高大,,[]
100018978646,非常好用，操作简单,1***8,5,2021-11-21 08:48:21,10,,ER1亲情版,0,2,好 简单,,[]
100018978646,产品质量非常好，而且可以长时间检测，方便佩戴。,蜜***铛,5,2021-11-20 23:58:01,9,,ER1亲情版,0,2,好 方便,,[]
100018978646,贴的很稳，一开始还担心掉呢。报告查看方便，监测心脏真是太好用了,l***9,5,2022-08-14 17:09:19,3,,ER1亲情版,1,0,很稳 方便,,[]
100018978646,用了几次，特方便，省得挂号 医院各种排队折腾了。很好用！,晴***1,5,2022-08-06 16:16:02,20,,ER1亲情版,2,0,方便,,[]
100018978646,东西很好，测量准确。结果可供参考。又买了一个送给家人。建议大家购买。,和***1,5,2022-01-29 11:04:34,4,,ER1亲情版,1,1,好 准确,,[]
100018978646,"亲测好用有效,急性心肌梗塞出院买的,监测结果和医院心脏彩超结果差不多,乐普是心电监护的好产品,也很权威,这个可以带着洗澡的,挺不错的。",大***过,5,2022-07-26 09:53:12,4,,ER1亲情版,3,0,有效 好,,[]
100018978646,监测心率非常方便，而且准确，全部可以下载到手机上。,j***f,5,2022-07-14 21:38:17,22,,ER1亲情版,1,0,方便 准确,,[]
100018978646,非常的轻便，省去了去医院的麻烦，还可以在身体不舒服的时候第一时间监测，及时的抓到有问题的心电图，为日后看病提供了数据。客服也特别特别的有耐心，有问必答。,t***g,5,2022-01-11 17:31:47,2,,ER1亲情版,0,1,轻便 麻烦 舒服 耐心,麻烦,"[{'word': '麻烦', 'weight': 1.0}]"
100018978646,小巧，做工非常精致，充电也很方便。配了电极和腰带，使用很方便,无***风,5,2022-06-30 13:16:51,1,,ER1亲情版,1,0,精致 方便 方便,,[]
100018978646,收货速度很快，小巧精致，方便携带，开始第一次测试。,j***j,5,2021-12-16 16:54:51,3,,ER1亲情版,0,1,精致 方便,,[]
100018978646,特意试用过以后来评价的，记录仪数据指标还是很多的，作为居家心脏监测是非常不错的选择。家里人心脏不舒服有这个小仪器会方便不少，突然不舒服了马上测量一下，数据会给医生非常好的参考，提高就医诊断效率。客服服务也非常耐心，整体不错,u***c,5,2022-06-07 21:34:14,7,,ER1亲情版,0,0,不错 舒服 小 方便 突然 舒服 好 耐心 不错,,[]
100018978646,客服耐心解释，介绍，快递公司很快，产品质量好使用方便，五星好评！,j***x,5,2021-11-28 13:19:57,4,,ER1亲情版,0,1,耐心 好,,[]
100018978646,客服很耐心，商品很不错，适合几乎所有年龄段的人类,暴***的,5,2022-04-09 22:40:26,7,,ER1亲情版,0,0,耐心 不错,,[]
100018978646,东西很好用，数据精准，3甲主任医师比较认可，带着pad直接去医院看病，很有参考价值，24小时数据在手，尽量就不办住院了,北***子,5,2022-04-01 20:47:23,4,,ER1亲情版,0,0,直接,,[]
100018978646,商品不错，可以直接佩戴，也可以使用电极片佩戴，可以蓝牙连接手机，也可以数据线连接手机，并形成包好，带上这个感觉安心多了。客服更是热情周到的没话说，这次购物很满意。,沧***5,5,2022-03-25 20:29:40,13,,ER1亲情版,0,0,不错 直接 好,,[]
100018978646,用了一次了，感觉比较方便。而且，客服回复非常及时也有耐心，数据导出也可以手机端和电脑端。电极片还没用，就直接绑身上了。可以实时查看心率。,j***j,5,2022-03-13 11:31:48,2,,ER1亲情版,0,0,方便 耐心 直接,,[]
100018978646,这个心电图机子是无线的，很方便，自动分析结果也可以提供参考。能保存心电图，确实挺好用！,一***山,5,2022-02-15 20:00:59,5,,ER1亲情版,0,0,很 方便 确实 挺好用,,[]
100018978646,测心电图非常好。买给父母用的，可以不用去医院测试了，自己测起来比较方便,星***3,5,2022-02-06 20:27:20,15,,ER1亲情版,0,0,好 方便,,[]
100018978646,很不错的产品，适合在家里面做自我健康监测，家里有老人，尤其是心血管不好的建议准备一个。很轻小，用起来没什么负担，而且傻瓜式操作，特别简单。标配心率带，年轻人运动的时候也可以用,z***a,5,2021-09-16 14:06:18,19,,,0,0,不错 健康 很轻 简单,,[]
100018978646,高大尚的实物,u***c,5,2021-08-31 21:07:41,1,,,0,0,高大,,[]
100018978646,参考了几款后再次选择这款  ai分析和人工分析很方便 机器使用便捷   续航好  客服回复解答很及时 耐心   为客服服务和产品性价比点赞！  有人工分析可以很方便的也帮家人检查心脏问题 供医生参考  很不错！！,h***3,5,2021-08-28 13:23:41,1,,,0,0,方便 便捷 好 耐心 方便 不错,,[]
100018978646,非常好，测量准确，值得购买。,那***蝉,5,2023-11-08 22:08:14,9,辽宁,通用电极片10片装,0,0,好 准确,,[]
100018978646,好好好好，携带方便，手机随时可看结果，幸好我妹是胸科医院的大夫。确实很方便,z***n,5,2023-11-08 20:01:38,9,天津,ER1亲情版,0,0,幸好 确实 方便,,[]
100018978646,到货后拆封外观很好，充电用了一个小时就满了，下载APP进行绑定，蓝牙连接可以同步数据,q***5,5,2023-11-05 17:06:30,2,广西,ER1亲情版,0,0,好 满,,[]
100018978646,父母佩戴，子女非常放心，随时监测。,j***P,5,2023-10-25 17:11:03,38,重庆,ER1亲情版,0,0,,,[]
100018978646,非常好很好用,j***x,5,2023-09-28 08:51:13,15,湖北,ER1亲情版,0,0,好,,[]
100018978646,小巧玲珑，性能很好！,j***u,5,2023-03-16 20:46:16,21,,ER1亲情版,1,1,好,,[]
100018978646,送给领导的生日礼物，说是很好，,z***0,5,2023-02-23 00:32:09,19,,ER1专家版,0,1,好,,[]
100018978646,很好用的设备，买个安心，很好。,j***W,5,2023-08-09 21:43:22,47,北京,ER1专家版,1,0,好,,[]
100018978646,非常棒，就是自己需要的,我***五,5,2023-08-05 11:30:48,7,四川,ER1亲情版,1,0,,,[]
100018978646,物流很快，东西好用,j***z,5,2023-07-21 07:27:58,5,广东,通用电极片10片装,1,0,好,,[]
100018978646,非常好用！推荐购买,x***l,5,2023-07-15 10:32:48,4,北京,ER1亲情版,1,0,好,,[]
100018978646,非常好,洛***林,5,2023-07-09 08:50:52,20,山东,通用电极片10片装,1,0,好,,[]
100018978646,测量准确，手机操作便捷，非常好用。,洛***林,5,2023-07-09 08:50:18,20,山东,ER1亲情版,1,0,准确 便捷 好,,[]
100018978646,很好试，不掉贴，检测准确,u***6,5,2023-07-06 16:16:24,21,山东,通用电极片10片装,1,0,准确,,[]
100018978646,回购很多次了，非超好用,王***剑,5,2023-06-22 01:21:46,6,辽宁,通用电极片10片装,0,0,,,[]
100018978646,自己在家就可以心脏监护非常便捷。,缘***y,5,2023-06-20 05:34:29,49,天津,通用电极片10片装,0,0,便捷,,[]
100018978646,买过很多次了,王***剑,5,2023-05-31 20:33:33,7,吉林,通用电极片10片装,0,0,,,[]
100018978646,很方便操作，可以记录心率，初步评判心律失常情况，但是最终以 12 导联更准确,子***6,5,2023-05-07 23:22:35,30,广西,ER1亲情版,0,0,方便 准确,,[]
100018978646,很好用，胸带和贴片都用了，都可以。都不能大范围活动，波型会乱，我是为记录早博次数感觉很好，不需提交医生分析，软件分析足够了。贴电极片会上街购物3小时，软件也记录了早博点，不知道准不准，最好休息时记录。,J***7,5,2023-04-28 11:07:42,6,上海,ER1亲情版,2,0,大 早 早 最好,,[]
100018978646,很好！家里患心血管病人用上了，及时掌握病情变化。物有所值！,道***7,5,2023-04-15 16:08:57,9,广东,ER1亲情版,0,0,好,,[]
100018978646,质量很好，非常划算。,p***8,5,2023-04-05 13:01:34,3,北京,,0,0,好,,[]
100018978646,非常好的购买体验，售后也很好。,z***2,5,2023-04-05 09:20:23,37,河南,ER1亲情版,0,0,好 好,,[]
100018978646,很好用，医院一次24小时心电图要400。这个用来看趋势很方便实用，是很好的参考。,s***l,5,2022-09-30 07:56:05,38,,ER1亲情版,1,1,方便 很好,,[]
100018978646,今天寸开始用，东西很好！👍,j***J,5,2022-09-20 16:57:43,8,,ER1亲情版,1,1,好,,[]
100018978646,很好，很准,心***粑,5,2023-03-08 14:29:08,1,,ER1亲情版,0,0,,,[]
100018978646,很棒，可以在家做心电图了，帮我发现了不少问题,j***n,5,2023-02-08 10:34:29,18,,ER1亲情版,0,0,很棒,,[]
100018978646,很好的东西，买来送人的，反馈不错！,i***y,5,2023-01-20 09:05:03,12,,ER1专家版,0,0,很好 不错,,[]
100018978646,很方便的心电监测工具，app功能非常齐全,j***g,5,2023-01-10 23:33:51,2,,ER1亲情版,0,0,方便,,[]
100018978646,非常好用，一连接就好了，手机上传数据，直接出分析结果,p***u,5,2023-01-08 11:16:42,9,,ER1亲情版,0,0,好 好 直接,,[]
100018978646,非常好的产品，物美价廉，物超所值。,1***e,5,2023-01-01 22:57:09,9,,ER1亲情版,0,0,好,,[]
100018978646,家里备一个很实用，老人房颤监测还是挺准确的,l***1,5,2022-12-23 23:13:30,13,,ER1亲情版,0,0,准确,,[]
100018978646,很专业，很方便,東***o,5,2022-12-01 14:33:14,111,,ER1亲情版,0,0,方便,,[]
100018978646,很不错的产品，下次再买,b***j,5,2022-11-13 18:05:21,11,,ER1亲情版,0,0,不错,,[]
100018978646,简单好用，老人用着很方便,蜀***白,5,2022-10-17 13:30:43,51,,ER1亲情版,1,0,简单 好 方便,,[]
100018978646,很好用，操作也很简单，很实用,j***C,5,2022-09-13 15:13:00,19,,ER1亲情版,1,0,简单,,[]
100018978646,非常好！方便！,u***n,5,2022-09-04 20:37:20,62,,ER1亲情版,1,0,好 方便,,[]
100018978646,很好用，送货小哥人也很好，如果可以调取一天的心电监控和所有数据就更好一些，看的更直观,J***m,5,2022-09-01 15:17:58,3,,ER1亲情版,1,0,好,,[]
100018978646,很好的东西，很好的物品，下回还会买的，很不错。,z***9,5,2022-07-21 12:43:28,53,,ER1亲情版,1,0,很好 很好 很 不错,,[]
100018978646,和妈妈买来监控心脏的，很不错的产品，方便好用，可以捕捉到房颤和心动过速，👍,小***6,5,2022-06-01 00:16:52,22,,ER1亲情版,0,0,很 不错 方便 好,,[]
100018978646,包装完好，快递迅速。产品质量过硬，很灵敏记录很完整。,j***h,5,2022-05-13 12:24:58,25,,ER1亲情版,0,0,完好 迅速 过硬 完整,,[]
100018978646,非常棒，物有所值，平时检测和运动监测都可以，很喜欢,仲***王,5,2021-11-10 22:24:51,9,,ER1亲情版,0,1,,,[]
100018978646,特别喜欢 母亲节的礼物 妈妈很开心🥳,j***m,5,2022-05-06 08:56:46,1,,ER1专家版,0,0,,,[]
100018978646,很不错,D***U,5,2022-05-01 20:40:49,5,,ER1亲情版,0,0,不错,,[]
100018978646,非常好用，方便，而且售后客服也很专业，解答很耐心,小***头,5,2021-10-20 09:22:11,27,,ER1亲情版,0,1,好 方便 耐心,,[]
100018978646,不错 效果很好 佩戴也很方便,z***t,5,2022-04-14 09:28:44,15,,ER1亲情版,0,0,不错 好 方便,,[]
100018978646,东西收到了，很不错，在家也能做心电图了,l***8,5,2021-10-17 08:34:21,3,,ER1亲情版,0,1,不错,,[]
100018978646,非常好的东西，我这次是介绍她人购买使用。半个小时就已经熟悉使用了。,j***g,5,2022-04-01 20:21:31,2,,ER1亲情版,0,0,好,,[]
100018978646,东西看起来还蛮不错的，很小巧也很方便携带。嗯，试用了一下，还挺好的。,c***6,5,2022-02-09 16:16:54,5,,ER1亲情版,0,0,不错 很 方便 挺好,,[]
100018978646,小巧实用，功能多多，往常医院做一次起码跑3-4趟，现在想什么时候做就什么时候做，太方便了。,c***1,5,2022-01-19 17:58:58,19,,ER1亲情版,0,0,方便,,[]
100018978646,非常不错的产品，我是一个40多年工作的退休反聘医生，半年来心律失常明显，找到了一款能够家里特别是晚上检测心律失常的好的动态心电图机。,j***g,5,2022-01-13 19:45:51,2,,ER1亲情版,0,0,不错 明显 好,,[]
100018978646,非常方便使用，无感。,j***r,5,2022-01-01 09:00:11,9,,ER1亲情版,0,0,,,[]
100018978646,给老妈用，偶尔总是觉得心慌，买来家里监测用，尤其是可以24小时，可以ai也可以人工分析，真的很贴心和智能化,y***8,5,2021-11-21 11:00:41,53,,ER1亲情版,1,0,心慌,,[]
100018978646,送货速度快，包装完好无损，配件齐全，用过后在评论其性能。,j***0,5,2022-10-04 09:15:23,1,,ER1亲情版,1,1,快,,[]
100018978646,收到后试用，方法比较简单，设备充好电直接使用，手机扫码下载APP，绑定后可以看实时数据。用了一晚，取下后可以把数据传到手机或电脑查看，也很方便。客服回答问题也比较快，服务不错。继续使用，希望能用久一些。,巴***柏,5,2023-03-25 10:42:33,3,北京,ER1亲情版,0,0,充好 直接 方便 快 不错 久,,[]
100018978646,是值得购买的产品，乐普心安保24小时动态心电记录仪是买给妈妈用的。希望会好用，以后会推荐给朋友用的。乐普产品值得信赖，乐普加油加油再加油。,开***8,5,2022-09-24 21:30:52,2,,ER1亲情版,1,1,,,[]
