,content,emotion_scroe
3747,面试也是考试的一部分啊，有什么问题嘛！调查声明已经发了，还在杠，没得救了,0.016751929463671544
3753,造谣的，不出来再怼一波？表达一下自己比国家线更牛逼的能力，也表达一下自己的超能力啊。,0.4750981960734231
3758,可以提请教育部取消研究生笔试考试，直接面试。,0.4976995690605869
3878,6分的sci一作比啥都有说服力,-0.28829590422657425
3886,面试视频能公布不,0.15917340991591633
3996,二位同学都很优秀，其实过几年回过头看看，也许会感慨命运的安排。其实可以理解的是网友群情激奋为的也只是公平，但老师要的是肉眼可见的科研能力，这是现有的考核机制难以标准化体现的东西。只能说应试教育虽然公平，但确实不利于筛选科研人才，如何在公平与导师需求找到平衡点这是今后选拔机制的课题,0.49999981032873797
4000,笔试是客观考试，不存在主观干扰。面试就是各种操作了，基本上客观的少。,0.36530913828503786
4042,感觉这个考生简直是无妄之灾网友管得真是太平洋宽……人家好歹父母是农民（没任何瞧不起农民的意思），但凡有个人是公务员老师医生啥的，跳进黄河也洗不清了造谣他父母的源头会受到惩罚吗？造谣成本也太低了,0.4875804016780835
4043,喷子：声明有什么可信的，学校早就被买通了,0.19078554856983054
4058,逆风翻盘的人真的好酷,0.36506468087525834
4059,西医综合390都被刷，没天理啊,-0.25317283629265075
4108,造谣的速速道歉吧,-0.3402467695100565
4109,最可疑的是面试成绩，这种主观考察能差这么多分，要不就是真差，要不就是老师有私心。,-0.4086287570715348
4133,算是一五开，就是收科研学生的,0.21896113690008734
4177,单纯好奇，本科出6份sci 的机率有多大？一般学生会有这样的实验机会吗？这怕不是个天才吧,0.4998361266678297
4262,我还真的不信综合测评的专业能力和英语听说我觉得都不可能比笔试第一那个好，英语46？说到底还是看了论文那一项,0.3463577262086365
4289,初试复试各占一半，初试的60分差距就变成了12分，复试真的很容易逆袭啊！！不懂的人可以质疑，请不要乱喷,-0.49938814469717274
4316,就是优秀，所以逆袭，酸鸡们快歇歇吧……,0.34536723686832904
4317,别的不说四级没过本科就发sci的神人每届都能有几个,-0.12608856108033673
4319,面试…,0.3464924058012194
4332,话说当年我是压线进复试 后来逆袭了一波 每年不都有逆袭的嘛,0.12002055776362186
4343,初试高分真的不代表稳了，人家有的人就是复试会表现非常优秀。网暴这个同学的人不出来道歉吗,0.48001200541382816
4344,杨腊梅和陈鑫的争议关键在于陈鑫英语只47分，一般来说他发表影响因子6.8SCI论文是不可能的。那现在可以加试一场，就陈鑫那篇SCI论文，由杨腊梅任挑两段，请陈鑫用英文复述，不要求字字精确，但要能复述大意。如果陈鑫能写的出来，那么证明论文是他自己写的，杨腊梅应该认输。反之可证陈鑫作弊！,0.4999865205536943
4454,公布面试视频吧。,0.28574582464611
4466,协和还是靠得住的，比山东大学医学院公开透明多久,0.3275616749783473
4467,心疼这位凭实力逆袭上岸的医学生。复试逆袭为什么会遭质疑和网暴？！,-0.11383985690828857
4468,只能说一些985博士毕业的要求也不过SCI＞5，我确实不太信一个本科生努力四年能达到SCI＞6的水平，有这份努力和天赋也不至于只考330可能我格局小了吧,0.3662069592701973
4480,经过这么一波，是不是又要有不少优秀本科生在科研实操方面卷起来了，天呐越来越卷，我真的好垃圾,0.3069055007406186
4489,为什么就不承认别人厉害呢,-0.315627816845374
4490,天外人山 人外有人 只能这么说 承认别人优秀不难,0.050469009262658626
4491,符合程序，如果程序就有问题呢。,-0.16038117690695652
4493,初试分数只是个门槛，如果我是导师，一个能做实验写文章的学生，就算他踩着分数线进来的我也巴不得要，后面的学业需要啥，读货研的朋友都知道吧,0.49998666857093776
4499,到底是谁在阻止“寒门”出贵子呢 有些人期待逆袭 但是当逆袭剧本出现在别人身上又开始破防 可怜的是这两位考生被网友揣测来揣测去 二人各有优点 也希望杨同学可以调剂个好学校 陈同学进了协和好好读书 二位同学别被这场可笑的两头网暴影响,0.49999952303462136
4500,考研人有多苦你们了解吗，能坚持下来的都很棒，考研没抑郁，倒是让一群啥也不懂的懂王给整抑郁了,0.49943698005353787
4501,为什么初试要换算成百分制，和着人家多考的六十分白考了，最后一换算，只多了十几分，不搞笑呢，本来我比你多考了一门政治，这一换算，好家伙，我就比你多对了几道选择题？,0.48511167512778197
4503,这就很搞笑某些人酸死，够不到天花板就构陷阴谋论令人唾弃！,-0.39177923867928777
4505,哎面试就是最大的腐败,0.49434696228717545
4523,首先要搞清楚研究生是什么，字面意思就是研究，如果只是一味地追求当做题家，那么科研的意义又在哪里？如果读研只是为了达到非学术的目的，那么建议还是找个班上吧，你那所谓的努力只能是无效内卷。,0.49999209224145935
4524,如果陈鑫父母不是务农的农民，是公职人员或者做生意的，网上的键盘侠又有的炒了。天天叫嚣不公平，人家农民子弟凭自己努力逆袭成功你们又不相信，又去造谣。为什么不相信，因为键盘侠们从来就没有逆袭的本事，只能靠敲键盘发发牢骚。,-0.48849593878646713
4525,自查有说服力前边就不会有那么多事了，为了更好回应舆论，也为双方从根本上证明，还是要纪委介入，学校已经没有公信力了,0.48524334711383044
4527,两位同学都很优秀，但感觉就是导师更想要陈同学故意给腊梅同学压分了希望两位同学都好吧,0.4999426614934386
4534,面试综合测试里有英语听说，47分成绩，能听懂并英语表达出来吗？ 面试成绩能打到43.86近乎满分？ 能公布面试视频吗？看看怎么逆袭的,0.49893234143393195
4538,咱就是说三线城市的二本院校左右不了北协和吧……,-0.09540852426369739
4543,我不相信科研能力这么好的人，笔试成绩这么差，这就是在打脸中国的笔试和教育。所以，要么笔试有问题，要么面试有问题。如果这样的人都能进协和，长此以往，协和只会砸了自己的牌子。,0.31812543562629503
4556,认识一个朋友，专科学医，专升本，考研，最后考上了协和博士，现在是行业大牛，人生逆袭从协和开始。,0.4999706815168594
4558,打老师了吗面试分那么低,0.44896677102060867
4559,面试摆烂还好意思发出来？,-0.11844743391160473
4560,社会高速发展的时候 需要公平,0.2946515975269427
4561,面试43和29还是有差距的！,0.4420554107196748
4562,搞事的那位同学，是不是有点过了,-0.3117418113655672
4563,这是面试没及格啊……,0.2116305289579915
4565,没差0.5分就已经很好了。,-0.4509777686497489
4566,预料中的结果，这种就是只可意会不可言传，一切都在规则之下，仿佛公平却又不那么公平，学校也必须让它变得公平！,0.43293976976640625
4567,有学校内老师参与复试准备过程是真的吗,0.4996267252899049
4579,英语47分看得懂文献吗？那可是整本的英文！真是够了！,-0.46052872967476066
4605,有多少人愿意把78.53算出来的？或者能算明白的,0.18420691013239188
4606,虽然但是 初试成绩直接✖️五分之一 相当于初复试是1：5啊……,0.2778913284306739
4611,为什么331能进复试？只有2个人报名？第一名390，第二名就是331？,-0.2019191033263793
4614,emmmm但是原本500分的笔试成绩换成百分制，那不就相当于乘了20%，再和复试1：1，那不就相当于初试只占10%（这个是我按照面试100分满分算的，当然如果面试成绩满分也是500那当我没说）,0.33969567912531995
4620,在这等着呢那些质疑的网友睁大你们的眼睛看看,-0.010419655023784391
4621,面试，都懂的，基本上几个老师说了算。这种事太多了，多少好学生被埋没。,0.4806696852426583
4623,这专业就这两个人考嘛，为什么初试茶这么多分一起进复试,0.44030312172492225
4626,协和值得信任，依然是中国医院天花板，岂能拿自己专业声誉开玩笑估计面试评分标准“科研能力”10分（面试满分50分），390可能没得分，331满分，这个差距就非常大了，足以抹平390－331！！,0.4890700149447421
4627,吓得我赶紧看书去了…别被逆了,-0.13097135467659082
4629,请把造谣的抓一抓,-0.08355313620169413
4630,@Left09：有时候真的对自己没有一点了解吗？高分就一定要你吗？谁去爆料人家家庭隐私的，如果还有人质疑自己去学院看录像去，我不想看,-0.1539926868439223
4631,恭喜恭喜，前程似锦,0.37944335663347206
4632,这也不算逆袭呀，本来研究生考试就考初试和复试呀，两个综合的，又不是单一论，不知道一群没读过研的人在高潮什么,0.49755932582680507
4634,相信官方的结果,-0.044303797468354555
4635,哦,0.026232781807808303
4636,恭喜陈同学呀！,0.45955983618767215
4637,承认别人优秀很难吗,0.3754866153193348
4638,因为初试面试是五五开啊，所以很容易逆袭吧,0.3904150081158587
4639,这调查出来就行！但有些人看到这个结果，就为这位学生感到怜惜！若是真流传的一样，那么你们就会说，这社会怎么这么黑暗？群众若没有对事情质疑态度和权利！那么对社会黑暗的事情你们连质疑的权利都没有！那么你就每天都会看到CCTV的《零容忍》，这些人就源源不断为节目做素材,0.49994649829821736
4640,承认别人优秀这么难？,0.2912355524396155
4641,如果是造谣，请严惩，对学生和学校而言都是很大的伤害和困扰！,0.487584451295215
4642,390分被逆袭了，有点惨啊，不过390分的话，调剂也好调剂。,0.49921854125528864
4643,考研面试中科研能力真的很重要,0.4999392301125666
4644,逆风翻盘人家就是有实力，初试考的再高又怎样，协和也不是初试定乾坤的地方,0.3142764581939872
4648,面试的时候考官想让你打不出来其实很简单。,0.40018245125167506
4649,这位考生真的了不起啊,0.3518339009480572
4650,真相真快逆袭啊,0.3966760541841934
4651,调查过了就行了，恭喜逆袭,-0.04360287696624798
4652,马后炮，墙头草真多,0.2344484525110635
4653,啊哈哈哈哈哈哈哈哈哈哈最佳，说真的，最痛恨微博键盘侠，“六篇”sci这样的话人家信手拣来，只能说造谣成本太低了。//@是七七七七樱:可能他们觉得sci是英语作文比赛吧,0.4999149134333125
4654,最恨的就是微博键盘侠，啥也不懂，就在那吼吼吼闹闹闹,0.37587935051285326
4655,光是做题厉害就能晋级的游戏规则已经完全潜意识到范进的大脑皮层下。,0.3277723269929319
4656,这不各有各的长处 有啥可黑的 那都这么说了 显然老师更想要录取的那个人呗,0.2194005602636686
4657,造谣的人呢？,0.044345632951535374
4659,虽然咱们文化里更重实质正义，但从实践中这些例子就能发现：实质如何，也要经过适当的程序展示出来（程序正义），才能获得最大程度的认同。,0.4880728531010693
4660,有些人就是见不得别人强势逆袭,-0.283566735938781
4661,不到最后一刻不能决出胜负。我们当年考试的时候，有一个男生，笔试排在十三四名，基本无望。但是在面试时发挥超好，最后总成绩一下子排名升至第八，成功入围。而我，一直成绩排在第一，面试时成绩居然中上，最后还是第一名。（因为前面的成绩很高，所以填补了面试稍稍中游的成绩）,0.4999604078138328
4662,只有点奇怪，只有他们两个人考吗？为啥初试差这么多的两个人一起进的复试，中间没有人了吗。（单纯好奇，没有其他意思，不喜勿喷哈）,-0.49535382058478594
4663,现在还有人不相信,-0.05622929573209656
4664,造谣成本也太低了,-0.34241255967715
4665,承认别人优秀有这么难吗？,0.2912355524396155
4666,本科有影响因子6.58的一作sci，提着灯笼难找好吗有些人不会以为英语好就能写sci吧,-0.35002348874982736
4667,那可是SCI啊，导师招学硕凭什么不要有科研能力的人，初试高分就代表导师一定要录取你么？那为什么还要有复试这个考试？导师难道不能选择想选择的学生？,0.49296253931173084
4668,学校：没问题，能上 键盘侠：必有后台不公平,0.17788601904130763
4669,有些网友真闲得慌，学校导师都不懂，就你懂,0.4713989362539346
4670,#北京协和医学院# 讲得很清楚了。两位同学都优秀，遗憾的是终究会有遗憾。不过这件事情也是蛮有意义的，给今后的学生，其实还有家长，都是很有价值的一课。,0.4999723086851122
4671,“如果不是家境清寒 我该怎么自证清白” 希望腊梅同学好好调剂，被合适的学校录取 希望陈鑫同学不被网上的言论所影响 开开心心去上学,0.4999992913222897
4672,希望那个同学起诉那些网暴者,0.16201249502964887
4673,承认别人比自己优秀很难吗,0.3754866153193348
4674,我也是面试逆袭上岸的，我336挤掉了380的啊，面试发挥好完全有机会啊，为什么不能面试逆袭了！,0.48585959041197535
4675,造谣者一本正经的胡说八道！抓住源头，严肃处理，以儆效尤！,0.4785200468221763
4676,所以390这位今年是不是落榜了？,0.3324181137938069
4677,太棒了，复试逆袭，但是希望我不要被别人逆袭,0.4640761208403633
4678,我觉得事情发展到这个地步，不仅是逆袭上岸的这位同学可怜，更可怜的是390的那位，希望他or她能调整好心态准备调剂，一定也上岸！,0.4964009993607509
4679,什么玩意  这样也能造谣,-0.23273879807772957
4681,恭喜恭喜陈同学,0.4846358643663973
4682,那些阴谋论的网友，承认人家优秀那么难吗！！！,0.14635133957856516
4683,其实肯定是面试的时候老师更倾向于要330的学生，所以都打了高分,0.4774087672794265
4684,恭喜上岸,-0.026232781807808303
4685,55开比例还好 北师大调剂复试比例46开,0.438077491720386
4686,麻烦造谣的出来道歉,-0.34311965464843996
4687,承认别人优秀为390的同学感到惋惜，过来人才知道考研到底有多不容易。也真心为331的陈同学开心，被录取理所应当，本科sci影响因子6，确实太优秀，但更多的人都是普通人，甚至普通到连老师都考不到高分，390的同学代表了大多数人的群体吧。,0.49999999915780036
4688,寒门出名士的逆袭故事本应该是美谈,0.3512238626027804
4689,回复@-锦衾-:额,-0.41131523085052646
4690,看到这种谣言的我就气不打一处来,0.21094912947170408
4691,微博上的一个个懂王都把那张臭嘴闭上吧！两位学子都很优秀！而且优秀的坦荡！将来都会有美好未来！用得着你们在这里指手画脚？管好自己吧！,0.4999785065635183
4693,按规则执行，不随意妥协，是对的；对舆情及时回复，是应该的,0.19050020943888135
4694,各大考试，通过面试逆袭的不要太多，优秀的人真的很多,0.49767559524055427
4695,逆袭不是很正常吗？高考都有逆袭的，你自己不努力，还不准别人努力了？有证据就上证据，一天天在微博上造谣生事是什么毛病，惯的你们了。,0.46721933919387204
4696,速度高效，复盘透明，疑点澄清有力。,0.35981085989644324
4697,不抓造谣的？,0.08752113050512456
4698,只要不放弃，肯努力终会有回报，会有奇迹的，恭喜学长上岸，研究生加油！,0.4983838983634641
4699,妈的，造谣一张图，辟谣跑断腿。,0.3736022688267182
4700,专业知识、英语听说、逻辑思维、语言表达、科研能力,0.4987517501278371
4701,两个人都很优秀，但名额只有一个,0.38110378646480203
4702,写的很清楚了，不可否认都很优秀，但是招生条件限制只能取一个,0.3641540227592953
4703,不知道为什么好想哭，陈同学好牛，分数差那么多都顶住压力了,0.34890891761972276
4704,哈哈哈//@朝朝的平凡小日子:那英专同学岂不人手好几篇//@是七七七七樱:可能他们觉得sci是英语作文比赛吧,0.42311803029027717
4705,好！！！！,-0.16177327090713367
4706,官方消息，实实在在复试逆袭！！,0.09536749093764818
4707,大部分写英文论文都是先中文写出来再请人翻译，再请润色吧？谁直接上来就英文开始写,-0.44959520975193845
4711,造谣的成本真低啊,-0.21259601566619057
4712,逆袭翻盘 是件很酷的事儿好嘛～,0.11351484943443069
4713,你考试厉害关我导师什么事，你发sci，那就关我事了啊,0.04590630480354663
4714,声明来了,-0.26923076923076916
4715,那些网暴的人能不能出来道歉,-0.3825751499805342
4716,造谣不用成本,-0.04827288237550187
4717,其实吧也不是说刻意压低另一个同学的面试分，他们只有两个人其实就是选择题，选择一个，另一个综合分数就要低,0.48942063948079106
4718,复试学校有权力选自己想培养的学生，刷人根本不需要任何理由，解释权完全在校方,0.49636849762058965
4719,好样的,0.0
4720,居然还有人质疑别人学校初试复试是55开的？？？？？？？？不会吧不会吧，你以为考研跟小升初一样呢，如果卷面成绩看得比科研成果还重要，我才觉得这个学校完了好吗！不55开，难道真就支持应试教育吗！！都是研究生了啊，难道只要你会考试吗？会考试有什么用？论文不会写，科研不会做的，谁愿意带？,0.49999998650647837
4721,这整件事看下来，就是一群网络学渣，在给两现实学霸做仲裁。可真笑死人了。,-0.38942733802097085
4722,除了初试500分按照百分制去和复试加成，有点有违公平外，其他也没什么不公平的，有sci的肯定人家就要了，毕竟这么设置初试和复试的比例结构，就为了让校方掌握更多主动权。,-0.49895928594846517
4723,只能说两个人都很厉害的,-0.3381937288358168
4724,网友们是不是把高校的主任太看的起了，这权力再大，也伸不到北京协和那边去吧,0.25620960120557357
4725,初复试55开刷的不就是高分低能大惊小怪,-0.00906181548005247
4729,原来北协和的面试水也这么深！只要导师打声招呼，哪个面试老师会不给面子？,0.49943204436570066
4730,技不如人，不反思自身问题，就觉得对方是有背景，利用舆论造谣，网爆，还好没考上，不然品德有问题在医学界日后难免有风险,0.4903230167676661
4731,越缺什么越在意什么，你写不出sci不代表别人也写不出,-0.23401512543156144
4732,恭喜陈同学上岸！本科就有一篇6分的sci，而且还是一作。一看就是大神。就这一条，不论哪个导师肯定都会眼前一亮的。复试逆袭，牛逼,0.49992415790479694
4733,嫉妒真可怕,0.2301690153139314
4734,面试的意义！就不是唯成绩论，就是看综合素质，这很好啊！多少人都因为成绩分数卡住脖子，这不是考试之光吗！！,0.49376895477493277
4735,不明真相就喷他就下定论的人，会道歉吗,-0.48093378618372407
4736,恭喜陈鑫同学上岸,0.24014467582674293
4737,还是我向往的那个学校公平公正！！！,0.31634163523223113
4738,考研设面试就是为了多方面考察，一个只会做题而其他各方面能力欠缺的人也不算完全优秀，所以最后两个人各有所长，最后只是第二名险胜罢了，也包含了努力和运气各个方面的因素，我相信专家组的评审，祝贺陈同学！,0.4998362023069942
4739,我是老师我也选有科研项目的,0.48313744071854436
4740,多少人今天对他嘲讽谩骂 为他说一下应试成绩这事儿被多少人追着骂，真的服了这帮人。初试高分被刷不是挺常见吗，有些人 人复试就是厉害啊，55开翻盘太常见,-0.2787845981080761
4741,攻击别人的歇歇吧 只要能通过复试与你我相比必有一技之长 恭喜两位优秀学子,0.4996853932966102
4742,我也要逆袭加油🙏⛽️⛽️,0.36846095928193334
4743,恭喜考生号尾号3234的这位同学！,0.3247902551056253
4744,告那些造谣的吧，真的太可恨了,-0.2041276702338095
4745,一本正经，胡说八道。,-0.2100074379298016
4746,考研和考本最大的差距就在于，光是小镇做题家是没用的,0.48313967266746527
4747,初试面试都要考英语和专业知识吧 初试低60分的人面试能高这么多 反正我是觉得很不可思议,0.4827939904427052
4748,不知道在那无脑bb的人，有多少知道sci是什么东西吗 好笑，哦，原来都是发NSC的 失敬,-0.3200438323288112
4749,我奉劝某些人，多读点书吧，您看看您自己的学历，您配吗,-0.42928468254773855
4750,有些人，管的太宽了，好比拿着几千块钱的工资，操着上海汤臣一品房价的心,-0.4769509325317275
4751,说了一句能不能公布视频，被网暴了。不能质疑。,-0.45893031169985354
4752,刚出来的时候确实感觉挺不可思议的，公告解释后：55开成绩，一篇sci，那不奇怪，我如果是导师也要拉他一把,0.10293401855611783
4753,@我的印象笔记,0.026232781807808303
4754,诋毁死吗,-0.2072002166370892
4755,为什么我觉得是那位没上岸的家里更有背景,0.34852171312815283
4756,造谣的能不能处理一下，太过分了//@安苏苏:幸亏他是农民家庭出身，但凡家境好点，出了公告也会被黑上天,-0.45611905002818787
4757,我都替陈同学和学校心累，好话赖话键盘侠全说了，一盆脏水泼身上就是洗不掉，永远有他们自己的说辞。。。永远叫不醒装睡的人,-0.24675768868100145
4758,复试占50%有点过了,-0.09800215984223049
4759,如果一篇6分的sci，导师都不要他的话，那才是黑幕吧,0.17817954297842087
4760,恭喜陈同学,0.45955983618767215
4761,陈同学恭喜上岸！,0.3768584830463977
4762,100232413803258考生买的热搜？//@菠萝岛民:造谣的什么时候道歉,-0.4061284130690399
4763,面试成绩逆袭很正常，我一个朋友当时考研究生的时候，笔试成绩好像是第7，面试成绩好像是第6，结果综合成绩前5，那不就说明面试成绩逆袭的人有很多么，我这个朋友相对来说成绩就平均一些,0.4999976600572946
4764,真的有本事，就无所谓关系不关系。推给别人有关系永远是自己没有本事的借口。真的有本事到哪里都吃饭啊。这种社会文化应该醒醒了。,-0.4960350328947868
4765,初试复试各占一半，人家是第二不是第二十。研究生重要的不是“研究”两个字吗？要英语分高不如去招英语专业的。再说了，过了复试线以后的事当然要各凭本事！不然设置复试干嘛？,-0.4753096013260184
4766,放出录像是最直观的。,0.18289134278781116
4767,怎么想的能贿赂导师阿 我一个双非一本导师们都一个比一个有背景有钱  更何况北京协和 有那大能耐本科直接出国好不好 干嘛考个二本阿,0.4928173588120951
4768,这个社会到底怎么了，事情都没搞清楚，就动不动一副唯恐没有黑幕的样子，还蹲后续，好了，后续拿去吧,0.3404426348084594
4769,我们学校有统考成绩前三不得落选的潜规则，另外取均值也不合理，应该去掉一个最高分和最低分取均值更加公平,0.4654569877550485
4770,拜托，他有一篇sci6.58诶！！任何一位导师看这个点都会心动吧！！,-0.19656052144177005
4771,听上去离谱，但确实合理,0.09181700255837033
4772,造谣的不应该负法律责任吗,-0.04527715686821909
4773,@古月修 好家伙，还有这么一出,0.2028868823046006
4774,用名字就能判定家庭情况？活久见🙏节奏强的话题新闻果然不能看 堪比茅厕,0.4865117798180153
4775,黑幕谁能扒得出来，相信社会的公平的同时也要接受社会的不公平,-0.30707193214364326
4776,无论是初试331复试逆风翻盘，还是初试390的高分学霸，都值得尊重,0.4987454465443011
4777,真是服了，石油大学今年复试也有初试386没进，一个初试322的进了，自己复试不好好准备怪的了谁,-0.381971377512734
4778,术业有专攻,0.08960098718905585
4779,昨天看到有人说但凡努力的英语都不可能47分的时候我就觉得不用跟他们争论了。没考过研的在这恨不得入主招生办了，也是无语。但凡他们能动手百度一下每年的英语线也不至于这样下结论。。。,-0.4854379940122664
4780,相差60分的中间段居然一个人都没有,-0.4822902899208662
4781,考研高60分啊，不是6分……,0.13383707138467604
4782,承认别人优秀，有这么难吗？况且官方已经发出声明了，都堵不上一些人的嘴。人人喊着要逆袭，人家真逆袭了，却一个个的怀疑。人性就是这么难看,-0.3089782977288995
4783,意思是笔试优先的人不服面试优先的？？ 那不是得看总成绩，个人觉得面试更重要，笔试你只要过了那个线就可以，对吧。可以这么理解吧。,-0.0004622209897892082
4784,感觉如果是这样的话，做好考研准备的人，会不会早早的就开始准备发表这些论文，拼命发表，然后考研笔试成绩低一点也容易被录取那这样的话本科期间也更卷了,0.49958316240229583
4785,一个幸运，一个倒霉（PS我想问一下为什么学校一直不回答他们俩中间有没有别的分数的人呢？）,-0.19483313034286542
4786,辟谣跑断腿。这事估计也对这位家庭环境并不好的优秀同学，还有评委老师带来巨大困扰和伤害。而那些带着节奏希望借此攻击整个政府、国家的势力完全没见到受惩罚。也希望咱们网友多点耐心，现在反转率太高了，公知，大V名声都臭了，让子弹再飞会，不着急义愤填膺可好?,0.4994932656708717
4788,自己调查自己做的事,-0.20864497771584922
4789,人家凭实力，父母务农，是不是这个寒门学子挡了哪位二代的路了……,0.4996093307533287
4790,390那个复试表现太差啊,0.15303595370029843
4791,真是，承认别人优秀很难嘛,0.3754866153193348
4792,无语,-0.13401365469422655
4793,作文：我的校长姑姑,0.4878876765764827
4794,复试过程当然没问题咯。复试之前的那些小九九怎么调查,0.3070192725927402
4795,恭喜陈同学上岸,0.37685848304639846
4796,我就想问陈鑫莫名其妙被网暴，谁来给他道歉！,-0.4569259615417287
4797,我理解的1:1的初试复试是初试成绩乘0.5加复试成绩乘0.5，他这波真nn离谱,0.4621181029346919
4798,就录取一个人吗？,0.02294951087882391
4799,恭喜陈鑫同学成功上岸！,0.31383413169131047
4800,川建国：fake news,0.23149459606526201
4801,陈鑫和朋友的一句话，他多读一天书，父母多干一天活。泪目,0.44212775460873466
4802,笑死，本科有没有论文和论文质量会直接改变复试时老师的看法好吧,0.4993532356005631
4803,有的人就是看不得人家好,-0.03299661804026022
4804,寒门再难出贵子的背景下，一旦有一个寒门贵子，都会被人理所当然的以为他一定不是出身寒门何其悲哀,0.49551046255471143
4805,不能失败了就说人家有关系，还有一种可能是能力不够强大，一直觉得只要能力足够强大就无可替代！,0.4992210032355012
4806,能不能把两个都录取了，多一个肿瘤专家不好吗,-0.02693281431333605
4807,一个普通学生在热搜上挂了快一天了，对人家公平吗？能不能揪出造谣的源头。,-0.42018306402658345
4808,所以说考研这个事，从性质上本来就很接近求职。初试只是个门槛，高校肯定更愿意招一些科研能力强的人啦,0.4418457382191969
4809,大家看看他的论文，真的挺优秀的,0.4646197606988667
4810,面试的水分，哎，不说了，官方说啥就是啥,-0.04559288290111263
4811,根本就没有说明面试录取分数低的原因是在哪，只是公布了分数而已。公布当时面试的录像吧。,-0.22978476862342612
4812,一群乌合之众,-0.4028124353146394
4813,其实最该解释的是，被淘汰考生面试得分低的原因，毕竟人家两次笔试都是第一，如果说笔试体现不出考生能力，那又何必要笔试呢，对吧,0.425513698632641
4814,复试后排名颠覆初始成绩排名是完全可能的、也很正常,0.48096923605852626
4815,所以造谣的出来负法律责任吧,0.37406005458447933
4816,这个“逆袭”果然是通过“面试”逆袭 你懂的,0.28971228072250965
4817,两个孩子都很优秀  网友不要评判任何人了吧,0.49071136072780097
4819,纯面试干下来,0.32532819468569274
4820,我觉得公告说的挺清楚的，考研复试就是看老师想要哪方面的人才。学校一般，名额多，手宽点，差不多的就要了。顶尖学校，老师可能更偏重某一方面的能力，这个就要看实力和跟学校的缘分了。,0.4999999992907984
4821,山东学生就是这么牛,0.4328994384257302
4822,真笑死我了 官方都发通知了路上还有网友上纲上线揪着人家不放两个人都很优秀 既然敢公布出来说明人家陈同学就没有问题诶,-0.14832290490932454
